Auec priuilege du Roy.	Avec privilège du Roi.
HORACE.	HORACE.
HORTENSE.	HORTENSE.
Rouuɇ & vous ſouſpeu ja freneſie?	Rouuɇ et vous soupu ja frénésie?
HIPPOCRASSE.	HIPOCRASSE.
Comme quelque apoſtume, ou quelque hydropiſie.	Comme quelque apostume, ou quelque hydropisie.
HORTENSE.	HORTENSE.
Quoy?	Quoi?
ma fille hydropique?	ma fille hydropique?
ô Dieu la vaine peur:	ô Dieu la vaine peur:
HIPPOCRASSE.	HIPOCRASSE.
Que ſçay-je?	Que sais-je?
quelque enfleure, auec des maux de cœur?	quelque enfleure, avec des maux de cœur?
Puis, alleZ vous charger de telle compagnie e----	Puis, allez -vous charger de telle compagnie est-elle
HORTENSE Eecoute & vourencor, connoiſſant ſa manie:	HORTENSE Eecoute et vourencor, connaissant sa manie:
HORAGE.	HORAGE.
Odesmuumuu ſoup ponoqne vomuuez conceus!	Odesmuumuu soup tous vomuez conçus!
Mais ne vous pouueɇ-vous éclaircir là deſſus?	Mais ne vous pouve-vous éclaircir là -dessus?
HAYROCRASSE.	HAYROCRASSE.
Il'y faudroit penſer l’affaire eſt d’importance.	Il'y faudrait penser l'affaire est d'importance.
HORACE.	HORACE.
Que n'auroit-on point fait, depuis que l’on y penſe?	Que n'aurait-on point fait, depuis que l'on y pense?
Rous ſpauez que tent fois vom m'en auez preſſé, Et que iamais penſer ne fut mieux repenſé.	Rous spavez que tent fois vom m'en avez pressé, Et que jamais penser ne fut mieux repensé.
On auroit pû depuis conclurre l’alliance, D'vne Infante d’Eſpagne, auec vn Roy de France:	On aurait pu depuis conclurre l'alliance, D'une Infante d'Espagne, avec un Roi de France:
HIPPOCRASSE.	HIPOCRASSE.
Vous voudriez, qu’on couruſt;	Vous voudriez, qu'on courût;
& qu’on pre ſſaſt le pas, Pource que le peril ne vous regarde pas:	et qu'on près ssast le pas, Pource que le péril ne vous regarde pas:
Mais, ſi vous auez leu ce que dit Ariſtote, Touchant l’election de ce meuble qu’on dote, Il veut qu’on y procede auec grand iugement;	Mais, si vous avez lu ce que dit Aristote, Touchant l'élection de ce meuble qu'on dote, Il veut qu'on y procède avec grand jugement;
Et le plus fin encor joüe haſardeuſement.	Et le plus fin encor joue hasardeusement.
C’eſt vn eſtrange ſexe, il eſt comme vne ville, Difficile & garder, quand ſa priſe eſt facile.	C'est un étrange sexe, il est comme une ville, Difficile et garder, quand sa prise est facile.
Clarice vaut beaucoup, mais pour la bien priſer, Toute femme qui s’offre a peine à refuſer.	Clarice vaut beaucoup, mais pour la bien priser, Toute femme qui s'offre a peine à refuser.
Souffrez, donc à ma flame vn peu de deffiance, Tenez vn peu la bride à vostre impatience, Et dans vn mois ou deux, rendez, evous en ce lieu;	Souffrez, donc à ma flamme un peu dé fiance, Tenez un peu la bride à votre impatience, Et dans un mois ou deux, rendez, evous en ce lieu;
Nous en pou trons parler, le temps me preſſe, adieu.	Nous en pou trons parler, le temps me presse, adieu.
Il rentre, & ferme la porte de roideur.	Il rentre, et ferme la porte de roideur.
SCENE u HORTENSE.	SCÈNE u HORTENSE.
HORACE.	HORACE.
ATOAIERSL.	ATOAIERSL.
T'uien?	T'uien?
quelle folie égale ce caprice?	quelle folie égale ce caprice?
L Eſtimez-vous encor qu’il en vueille à Clarice?	 Estimez-vous encor qu'il en veuille à Clarice?
HORACE.	HORACE.
Tes fidelles conſeils me ſont trop éclaircis, Et ie vay de ce pas aſſeurer Alexis, Que ſes pretenſions honorent ma famille, Toy, va-t'en au logis y diſpoſer ma fille, L’ennuy qu’elle a monſtré marque ſoniugement, Et ſon auerſion n'eſt pas ſans fondement, De là, vachez Caluin luy propoſes l’affaire.	Tes fidèles conseils me sont trop éclaircis, Et a vay de ce pas assurer Alexis, Que ses prétendsions honorent ma famille, Toi, va-t'-en au logis y disposer ma fille, Lennui qu'elle a montré marque soniugement, Et son aversion n'est pas sans fondement, De , vachez Calin luy traites l'affaire.
M ij	M ij
CLARICE.	CLARICE.
IORTENSE.	JORTENSE.
O Sort!	Ô Sort!
qui m'es nuiſible, & propice, & contrairer Et ſeruant mes amiss & ne les ſeruant pas, Quel office entreprens-je?	qui m'es nuisible, et propice, et contrairer Et servant mes amiss et ne les servant pas, Quel office entreprends-je?
où conduis-tu mes pas?	où conduis-tu mes pas?
ẽe.	vue.
1	1
CLARICE ſeule, ſur la porte.	CLARICE seule, sur la porte.
Vy, malheureuſe, fuys puiſque l’heure s’auance, Qu’on te doit appliquer au tourment de meZence.	Vi, malheureuse, fu puisque l'heure s'avance, Qu'on te doit appliquer au tourment de meZence.
Fille, monſtre au beſoin vne rare vertu, Foule aux pieds tout reſpect;	Fille, montre au besoin une rare vertu, Foule aux pieds tout respect;
fuy, mais où fuyras-tu?	fuis, mais où fuiras-tu?
Des rets d’vn importun, aux lacs d’vn infidelle?	Des rets d'un importun, aux lacs d'un infidèle?
SCENE VIII.	SCÈNE VIII.
HORTENSE.	HORTENSE.
GLARICE.	GLARICE.
HORTENSE.	HORTENSE.
V veut aller Clarice, & que propoſe-t'elle?	V veut aller Clarice, et que propose-t'-elle?
GLARICE.	GLARICE.
Chetiue, où treuueray je en cè fatal deſſein,	Chétive, où trouverai je en ç fatal dessein,
A qui mettre en dépoſt, les ſecrets de mon ſein?	À qui mettre en dépôt, les secrets de mon sein?
Et ſur la foy de qui fieray-je ma conduitte, En cette peu ſeante, & perilleuſe fuitte?	Et sur la foi de qui fierai-je ma conduite, En cette peu séante, et périlleuse fuite?
Doris, qui m'éleua, me veut beaucoup de bien, Mais ſi ſonſentiment n’eſtoit conforme au mien, Et que pendant le temps de noſtre conference, (Comme il peut arriuer;	Doris, qui m'éleva, me veut beaucoup de bien, Mais si sonsentiment n'était conforme au mien, Et que pendant le temps de notre conférence, (Comme il peut arriver;
non ſans grande apparence,) Mon pere par maineur tetoumnaſ ſui ſes pas, Que pourroit-il iuger de ne me trouuer pas?	non sans grande apparence,) Mon père par maineur tetoumnas zvi ses pas, Que pourrait-il juger de ne me trouver pas?
TTORTENSE.	TTORTENSE.
Le trouble ouie la voy, marque qu'elque myſtere!	Le trouble ouïe la vois, marque qu'elleque mystère!
CLARICE.	CLARICE.
Faut-il donc m’immoler au caprice d’vn pere?	Faut-il donc m'immoler au caprice d'un père?
Et parfaute de cœur, bien plus que par raiſon, Eſchappéé, autant vaut, r’entrer dans ma priſon?	Et parfaute de cœur, bien plus que par raison, Échappé, autant vaut, rentrer dans ma prison?
TORTENSEE.	TORTENSE.
Ses pas mal aſſeureZ, ſes regards, ſes contraintes, Font voir vn grand deſſein, joint à de grãdes craintes, Mais ne luy ſouffrons rien qu'on luy puiſſe imputer.	Ses pas mal assurés, ses regards, ses contraintes, Font voir un grand dessein, joint à de grands craintes, Mais ne le souffrons rien qu'on lui puisse imputer.
CLARICE.	CLARICE.
Lâche, l’occaſion ſe perd à conſulter, Auecques tant d’amour c'eſt estre trop timide,	Lâche, l'occasion se perd à consulter, Avecques tant d'amour c'est être trop timide,
M iij	M Mijà
Va, marche aueuglement, le Giel ſera ton guide.	Va, marche aveuglement, le Giel sera ton guide.
HORTENSE.	HORTENSE.
Où courez-vous, Clarice?	Où courez-vous, Clarice?
où s’adreſſent vospas?	où s'adressent vospas?
CLARICE.	CLARICE.
O Dieux ttous les malheurs ne me ſuiuent-ils pas?	Ô Dieux tous les malheurs ne me suivent-ils pas?
HORTENSE.	HORTENSE.
Cette confuſion, ce trouble, & ce ſilonce, Sont de mauuais teſmoins pour voſtre conſcience, Et ſans ſuitte, & ſi tard ſortir de la maiſon, Si ce mot m’eſt permis, ne marque rien debon.	Cette confusion, ce trouble, et ce silonce, Sont de mauvais témoins pour votre conscience, Et sans suitte, et si tard sortir de la maison, Si ce mot m'est permis, ne marque rien débon.
CLARICE.	CLARICE.
Puiſque l’aſtre fatal, qui medite ſa perte, Adés le premier pas ma fuitte découuerte, Que par ſa vigilance il preuient mon deſſein.	Puisque l'astre fatal, qui médite sa perte, Adès le premier pas ma fuite découverte, Que par sa vigilance il prévient mon dessein.
Et barbare l’eſtouffe encore dans mon ſein.	Et barbare l'étouffe encore dans mon sein.
Alu moins dou jeen on poinctvenir ſon influence, De me faire tumber entre les mains d’Hortenſe.	Alu moins dou jeen on pointvenir son influence, De me faire tomber entre les mains d'Hortense.
Rreſque ie ne pouuois à nul de la maiſon, Voir peſer mes raiſons auecplus de raiſon;	Rresque ici ne pouvais à nul de la maison, Voir peser mes raisons auecplus de raison;
Ny pour me découurir, chenche la confidence, De nul qui les pust taire auec plus de prudence.	Ni pour me découvrir, chenche la confidence, De nul qui les pût taire avec plus de prudence.
HORTENCE.	HORTENCE.
Quel ſi iuſte deſſein pouuez,-vous conceuoir,	Quel si juste dessein pouvez,-vous concevoir,
HORTENSE.	HORTENSE.
Cette deuotion qui naiſt du deſeſpoir, Toute ardente qu’elle eſt meurt du matin au ſoir.	Cette dévotion qui naît du désespoir, Toute ardente qu'elle est meurt du matin au soir.
eemouiunt nous tourmente, & rengendre ſon pere, R'entrez, ne craignez rien, ie ſçay fort bien me taire.	émouiunt nous tourmente, et rengendre son père, Rentrez, ne craignez rien, ie sçay fort bien me taire.
CLARICE à genoux.	CLARICE à genoux.
Orſus, puis qu’il eſt vain de te dißimuler, Et que ma paßion m'oblige de parler, Pren part, mon cher Hortenſe, aux ſecrets de mõ ame, Et ſans voile, & ſans fard.	Orsus, puis qu'il est vain de te dissimuler, Et que ma passion m'oblige de parler, Pren part, mon cher Hortense, aux secrets de mon âme, Et sans voile, et sans fard.
H.	H.
ORTENSE la releuant.	ORTENSE la relevant.
Que faites vous, Madame?	Que faites -vous, Madame?
CLARICE.	CLARICE.
Voy mes plus clairs penſers, au profond de mon ſein.	Vois mes plus clairs pensers, au profond de mon sein.
Si tu n’es de rocher, tu louëras mon deſſein, Et me laiſſant partir ſans bruit & ſans menace, Approuueras mes pleurs, & plaindras ma diſgrace.	Si tu n'es de rocher, tu loueras mon dessein, Et me laissant partir sans bruit et sans menace, Approuveras mes pleurs, et plaindras ma disgrâce.
HORTENSE.	HORTENSE.
Entrons.	Entrons.
CLAICICE.	CLAICICE.
Non ie te prie, icy.	Non ici te prie, ici.
Parlez donctôt.	Parlez donctôt.
N	N
6 CLARICE.	6 CLARICE.
{	
CLARICE.	CLARICE.
Ie ne diray qu’vn mot.	Je ne dirai qu'Hommes mot.
Ne re ſouuient-il point d’auoir ouy mon pere, (Luy qui t’ayme à ce poinct, qu’il ne te peut rien taire, Et qui te voit des yeux dont il verroit vn fils,) Te parler des Sardins, ſes mortels ennemis;	Ne re vient-il point d'avoir ouï mon père, (Lui qui t'aime à ce point, qu'il ne te peut rien taire, Et qui te voit des yeux dont il verroit point fils,) Te parler des Sardins, ses mortels ennemis;
Entr autte, u onRuymo, ſameux voutgeois de Gẽnes.	Entr autte, ouv onRuymo, sameux vougeais de Gennes.
O Dienar HORTENSE.	Ô Dienar HORTENSE.
CLARICE.	CLARICE.
duemdicomounne fourte ue nos haynes?	duemdicomounne fourte ue nos haine?
HORTENSE.	HORTENSE.
Ouy, quãd leurs deux aiſnés picqués de mêmes vœux, Pour meſme objet d’amour ſe tuerent tous deux.	Oui, quand leurs deux aînés piqués de mêmes vœux, Pour même objet d'amour se tuèrent tous deux.
CLARICE.	CLARICE.
Ie demeuray donc ſeule au logis de mon pere, Et Raymond eut vn fils qui ſurueſcut ſon frere;	Je demeurai donc seule au logis de mon père, Et Raymond eut un fils qui survécut son frère;
Mais de ſi bonnes mœurs, ſi charmant, ſi bien né, Qu'il luy reparoit trop la perte de l’aiſné.	Mais de si bonnes mœurs, si charmant, si bien né, Qu'il lui reparait trop la perte de l'aîné.
Son nom eſtoit Leandre, aymablé entre les hommes, La gloire de ſon ſexe;	Son nom était Léandre, aimablé entre les hommes, La gloire de son sexe;
& du ſiecle ou nous ſommes;	et du siècle ou nous sommes;
S’il n’auoit le deffaut à ce ſexe commun, Dont ie croy que lhonneur n'en excepte pas vn.	S'il n'avait le défaut à ce sexe commun, Dont tu crois que lhonneur n'en excepte pas un.
*.	*.
Nos maiſons ſe touchoient, & par vne ouuerture, Qui dans le mur commun ſe treuua dauanture, L’amourtrouua moyen de nous bleſſer tous deux, Et de nous apporter & raporter nos vœux.	Nos maisons se touchaient, et par une ouverture, Qui dans le mur commun se trouva daventure, L'amourtrouva moyen de nous blesser tous deux, Et de nous apporter et rapporter nos vœux.
Ces vœux furent ſuiuis d’vne foy mutuelle, De garder l’vn pour l’autre vne ardeur eternelle, De nuns temr deſtors pom fentme & pourepoux, Et n'auoir jamais d’yeux pour autre objet que nous.	Ces vœux furent suivis d'une foi mutuelle, De garder l'un pour l'autre ardeur éternelle, De nuns témir détors pom fentme et pourepoux, Et n'avoir jamais d'yeux pour autre objet que nous.
HORTENCE.	HORTENCE.
Madame, de ma part:	Madame, de ma part:
mais Dieux:	mais Dieux:
qu’allois-je dire?	qu'allais-je dire?
Ie tiens pour les amans, & plains voſtre martyre, Mais par la loy du ſang il vous eſtoit permis, D’auoir intelligence aue vos ennemis.	Je tiens pour les amants, et plains votre martyre, Mais par la loi du sang il vous était permis, D'avoir intelligence a vez ennemis.
CLARICE.	CLARICE.
Helas!	Hélas!
ſi comme nous, tu ſçauois par vſage La peine de parer les traits d’vn beau viſage, Et combien tout obſtacle & tout effort eſt vain, Tu me confeſſerots qu'Amour n'a point de frein.	si comme nous, tu savais par usage La peine de parer les traits d'un beau visage, Et combien tout obstacle et tout effort est vain, Tu me confesserots qu'Amour n'a point de frein.
Vne-fille à quinze ans, vne fille de ſeize, En la premiere ardeur de l’amoureuſe braize, Pouuoient-ils témoigner vn iugement plus ſain, Et former vn plus meur & plus ſage deſſein?	Une-fille à quinze ans, une fille de seize, En la première ardeur de l'amoureuse braize, Pouvaient-ils témoigner un jugement plus sain, Et former un plus meur et plus sage dessein?
HORTENCE.	HORTENCE.
Il ſe peut excuſer par le defaut de l’âge, Acheuez.	Il se peut excuser par le défaut de l'âge, Achevez.
CLARICE.	CLARICE.
Cependant qu'en ce plaiſant ſeruage;	Cependant qu'en ce plaisant servage;
Nous eſperions trouuer noſtre ſouuerain bien, En la fin des diſcords de mon pere & du ſien.	Nous espérions trouver notre souuerain bien, En la fin des discords de mon père et du sien.
Le mien ſans conſulter, nys ouurir dauantage, Ayant fait vne nuictdreſſen noſtre équipage, Et ne me laiſſant pas le loiſir de l’adieu, Partit la meſme nuict, pour me rendre en ce lieu.	Le mien sans consulter, encs ouvrir davantage, Aimant fait une nuitdressen notre équipage, Et ne me laissant pas le loisir de l'adieu, Partit la même nuit, pour me rendre en ce lieu.
Helas!	Hélas!
i’ay veu depuis ſeptfois poindre les herbes, Et ſeptfois mettre à bas, & recueillir les gerbes, Sans au oireu que luy dedans mon ſouuenir, Et ſans qu’autre penſer ayt peu m’entretenir;	j'ai vu depuis septfois point les herbes, Et septfois mettre à bas, et recueillir les gerbes, Sans au oireu que lui dedans mon souvenir, Et sans qu'autre penser ait pu m'entretenir;
Cét aymable entretien ne m'a iamais laſſée, La nuict il eſt mon ſonge, & le iour ma penſée, Mais helas!	Cet aimable entretien ne m'a jamais lassée, La nuit il est mon songe, et le jour ma pensée, Mais hélas!
ce cruel n’en vſe pas ainſi, Puiſque depuis ce temps que nous ſommes icy, Ie ne me puis vanter d’vne de ces nouuelles;	ce cruel n'en use pas ainsi, Puisque depuis ce temps que nous sommes ici, Je ne me puis vanter d'une de ces nouvelles;
Et puis dans voſtre ſéxe il en est de fidelles.	Et puis dans votre séxe il en est de fidèles.
Ie l’ayme toutesfois, & cette cruauté, Ecc peul nuenaueror ue ma faeuite.	Je l'aime toutefois, et cette cruauté, Ec peul nuenaueror ue ma faeuite.
Quoy que l’on ſe propoſe, il ne faut point s’attendre, Que i'épouſe iamais que la mort, où Leandre,	Quoi que l'on se propose, il ne faut point s'attendre, Que j'épouse jamais que la mort, où Léandre,
HORTENSE.	HORTENSE.
Et tu ne mourras pas d’amour & de pitié!	Et tu ne mourras pas d'amour et de pitié!
O cruel à toy-meſme!	Ô cruel à toi-même!
ô barbare amitié!	ô barbare amitié!
CLARICE.	CLARICE.
Ie t'ay dit en deux mots le ſujet de ma fuitte, Helas!	Je t'ai dit en deux mots le sujet de ma fuite, Hélas!
ſi tu voulois accepter ma conduitte, Tu luy teſmoignerois la candeur de mes vœux, Sous ſes cendres peut eſtre, il reſte encor des feuxi Ie pourrois eſtre ſienne, ou maistreſſe, ou ſeruante, L’vn ou l’autre l'on heur combleroit mon attente, Aoieoſeuxn ont pas ut puis ieurs charme, deſpoüilleZ, Secs ils lont putoucher, ils le pourroient moüilleZ	si tu voulais accepter ma conduite, Tu autre témoignerais la candeur de mes vœux, Sous ses cendres peut -être, il reste encor des feuxi Je pourrais être sienne, ou maîtresse, ou servante, L'un ou l'autre l'on heur comblerait mon attente, Aoieoseuxn ont pas ut puis eurs charme, despoüilleZ, Secs ils lont putoucher, ils le pourraient moüilleZ
HORTENSE.	HORTENSE.
Quelle fureur bons Dieux!	Quelle fureur bons Dieux!
quelle manie extreſme, Vous fait tant oubiier voſtte honeur, & vous meſme?	quelle manie extrême, Vous fait tant oubiier vostte honeur, et vous -même?
O conſtance blaſmable!	Ô constance blâmable!
ô vertu ſans raiſon!	ô vertu sans raison!
Ne deliberons plus, r'entrez à la maiſon,	Ne délibérons plus, rentrez à la maison,
CLARICE.	CLARICE.
Hortenſe, hé:	Hortense, hé:
que ſçait-on?	que sçait-on?
ce mal-heureux peut eſtre, Maymant, n’oſe, ou ne peut me le faire paroiſtre;	ce malheureux peut -être, Maimant, n'ose, ou ne peut me le faire paraître;
