E 2 AVA DAMES	 2 AVA DAMES
Vous ſuiuez les conſeils que la fureur vous donne!	Vous suivez les conseils que la fureur vous donne!
Vous vous abandonnez à ces laſches tranſports!	Vous vous abandonnez à ces lâches transports!
Vous affligez, l’eſprit, vous captiuez le corps!	Vous affligez, l'esprit, vous captivez le corps!
Vous perdez vos amis, vous perdez vostre gloire!	Vous perdez vos amis, vous perdez votre gloire!
Et tout pour obtenir vne infame victoire;	Et tout pour obtenir une infâme victoire;
Et tout pour contenter vne illicite amour, Qui vous oſte l’honneur, & qui m'oſte le iour.	Et tout pour contenter une illicite amour, Qui vous ôte l'honneur, et qui m'ôte le jour.
Mais cruel, eſcoutez ce que ie m'en vay dire Et l’eſtat ou ie ſuis, dans la crainte d’vn pire.	Mais cruel, écoutez ce que femme m'en vais dire Et l'état ou ie suis, dans la crainte d'un pire.
Tout ce qui peut bruſler le plus facilement, Sieges, Dais, & tapis, & tout l’ameublement;	Tout ce qui peut brûler le plus facilement, Sièges, Dais, et tapis, et tout l'ameublement;
I'ay tout mis l’vn ſur l’autre en la chambre prochaine;	J'ai tout mis l'Hîn sur l'autre en la chambre prochaine;
Afin de l’oppoſer au deſſain qui vous meine;	Afin de l'opposer au dessain qui vous mène;
LAJETTOEC- Regardez ce Palais, regardez, ce flambeau, Car la flame & la cendre, en feront mon tombeau, Si vous entreprenez de rompre cette porte:	LAJETTOCEC- Regardez ce Palais, regardez, ce flambeau, Car la flamme et la cendre, en feront mon tombeau, Si vous entreprenez de rompre cette porte:
AR.	AR.
La crainte de la mort, en ſon ame eſt trop forte.	La crainte de la mort, en son âme est trop forte.
GENSERIC.	GENSERIC.
Dans l’eſtat deſplorable où vous m’auez reduit, Epres tant de trauaux, que t'ay ſouffers ſans fruit, Non, apres la rigueur d’vne ſi longue attente, Rien ne peut empeſcher que ie ne me contente.	Dans l'état déplorable où vous m'avez réduit, Eprès tant de travaux, que t'ai souffers sans fruit, Non, après la rigueur d'une si longue attente, Rien ne peut empêcher que je ne me contente.
L’IMPERATRICE.	L'IMPÉRATRICE.
Oublie (-vousl'honneur?	Oublie (-vousl'honneur?
GENSERIC.	GENSERIC.
Tout, pour vous poſſeder:	Tout, pour vous posséder:
L’IMPERATRICE.	L'IMPÉRATRICE.
Eſcoutez la raiſon.	Écoutez la raison.
GENSERIC.	GENSERIC.
Elle vient de ceder:	Elle vient de céder:
L’IMPERATRICE.	L'IMPÉRATRICE.
Elle parle pourtant;	Elle parle pourtant;
ENSERIC.	ENSERIC.
Elle eſt mal eſcoutée:	Elle est mal écoutée:
L’IMPERATRICE.	L'IMPÉRATRICE.
La iuſtice la ſuit.	La justice la suit.
GENTOTRIC.	GENTOTRIC.
Elle eſt peuredoutée.	Elle est peuredoutée.
’IMPERATRICE.	IMPÉRATRICE.
Quoy, voulez-vous mamort?	Quoi, voulez-vous mamort?
GENSERIC.	GENSERIC.
Voulez-vous mon treſpas	Voulez-vous mon trépas
L’IMPERATRICE.	L'IMPÉRATRICE.
Ne flechirez-vous point?	Ne fléchirez-vous point?
DEibERres Ne flechirez-vous pas?	DEibRres Ne fléchirez-vous pas?
L’IMPERATRICE.	L'IMPÉRATRICE.
Le cielvoit vos deſſains.	Le cielvait vos dessains.
GENSERIC.	GENSERIC.
Et vous voyeZ ma peine:	Et vous voyeZ ma peine:
LIMPERATRICE.	LIMPERATRICE.
L’IMPERATRICE.	L'IMPÉRATRICE.
Quoy mes propos ſont vains!	Quoi mes propos sont vains!
GENSERIC.	GENSERIC.
Quoy ma douleureſt vaine!	Quoi ma douleurest vaine!
A la mort.	À la mort.
LIMPERATRICE.	LIMPERATRICE.
GENSERIC.	GENSERIC.
len prrgrre	Len prrgrre
L’IMPERATRICE.	L'IMPÉRATRICE.
Sauuons-nous.	Sauvons-nous.
GENSERIC.	GENSERIC.
Sauuez-moy.	Sauvez-moi.
L'IMTERATRICE.	L'IMTERATRICE.
GENSERIC.	GENSERIC.
Amour.	Amour.
LIMPERATRICE Ie meurs.	LIMPERATRICE -Je urs.
GENSERIC.	GENSERIC.
Ie ne vis que par toyMais c'eſt trop differer l’aiſe qui me tranſporte.	Je ne vis que par toiMais c'est trop différer l'aise qui me transporte.
illirlll Le Arreſte encor vn coup.	illirlll Le Arrête encor un coup.
GENSERIC.	GENSERIC.
Gardes, rompez la porte.	Gardes, rompez la porte.
L’IMPERATRICE.	L'IMPÉRATRICE.
nurvart jouuiens-ioyque ie m'en vais mourir, Et que i'ay dans la main dequoy me ſecourir:	nurvart jouviens-joyque je m'en vais mourir, Et que j'ai dans la main dequoy me secourir:
S’en eſt fait, il le faut;	S'en est fait, il le faut;
ôbien-heureuſes flames, Venez perdre nos corps, & conſeruer nos ames.	ôbienheureuses flammes, Venez perdre nos corps, et conserver nos âmes.
GENSERIC.	GENSERIC.
Dieu qu’eſt-ce que ie voy, le feu brille par tout, Il gagne ce Palais, de l’vn à l’autrebout;	Dieu qu'est-ce que a voy, le feu brille par tout, Il gagne ce Palais, de l'amour à l'autrebout;
Viſte, que chacun coure, & qu’on taſche d’eſteindre Ce braſier deuorant, & que ie dois tant craindre.	Vite, que chacun coure, et qu'on tâche d'éteindre Ce brasier dévorant, et que venir dois tant craindre.
Que de tous les coſtez, oncoure promptement;	Que de tous les côtés, oncoure promptement;
Au feu, ſoldats au feu, montez, en vnmoment:	Au feu, soldats au feu, montez, en vnmoment:
Entrons amis entrons, s’il eſt poßible encore:	Entrons amis entrons, s'il est possible encore:
Le feu les enueloppt, & te feu tes dcuore, Cielie les voy perir, ciel ie les voy bruſler;	Le feu les enveloppt, et te feu tes dcuore, Cielie les vois périr, ciel ie les brûler;
Et la flame qui ſort, me force à reculer:	Et la flamme qui sort, me force à reculer:
Par tout i’oy retentir, ce bruit eſpouuentable;	Par tout j'oi retentir, ce bruit espouuentable;
Par tout ie voy flamber vn feu ſi redoutable;	Par tout ici vois flamber un feu si redoutable;
Tout croule, tout noircit, tout paroiſt confondu;	Tout croule, tout noircit, tout paraît confondu;
Helas elle eſt perduë, helas ie ſuis perdu!	Hélas elle est perdue, hélas Seigneur suis perdu!
Cette tragique mort, par l’vniuers ſemée, Genſeric, Genſeric, deſtruit tarenommée.	Cette tragique mort, par l'vniuers semée, Genseric, Genseric, détruit tarenommée.
Ha tyran qu'as-tu dit, ha tyran qu’as-tu faict!	Ha tyran qu'as-tu dit, ha tyran qu'as-tu fait!
O d’vne iniuſte amour, iniuſte & triſte effect!	Ô d'une injuste amour, injuste et triste effet!
O de ma violence, effect bien deſplorable!	Ô de ma violence, effet bien déplorable!
Eudoxe, belle Eudoxe, objet incomparable, Au milieu de la flame, au milieu du courroux, Q Voyez voſtre bourreau, qui ſouffre plus que vous.	Eudoxe, belle Eudoxe, objet incomparable, Au milieu de la flamme, au milieu du courroux, Q Voyez votre bourreau, qui souffre plus que vous.
O mal-heureuſe amour ie deteſte ta flame!	Ô malheureuse amour était deteste ta flamme!
Oremords violents qui tourmentez mon ame, O faute reconnuë, ô tardif repentir!	Oremords violents qui tourmentez mon âme, Ô faute reconnue, ô tardif repentir!
Percez, percez mon cœur, faites luy tout ſentir, Feux, fers, poiſons, cordeaux, & pour punir mon vice, 16 De tous les chaſtimens, ne faites qu’vn ſupplice;	Percez, percez mon cœur, faites-même tout sentir, Feux, fers, poisons, cordeaux, et pour punir mon vice, 16 De tous les châtiments, ne faites qu'un supplice;
I'ay plus failly moy ſeul, que tous les criminels;	J'ai plus failly moi seul, que tous les criminels;
Faites moy donc ſentir tous leurs maux eternels.	Faites -moi donc sentir tous leurs maux éternels.
Seigneur.	Seigneur.
ASPAR.	ASPAR.
GENSERIC.	GENSERIC.
Ha ſcelerat, autheur de ma diſgrace, Oſes-tu me parler, ai-tu bien cette audace?	Ha scélérat, auteur de ma disgrâce, Uses-tu me parler, ai-tu bien cette audace?
Vois meſchant, vois l'effect de toncrime & du mien, Afin de commencer mon ſupplice & le tien.	Vois méchant, vois l'effet de toncrime et du mien, Afin de commencer mon supplice et le tien.
Ha Seigneur.	Ha Seigneur.
ASPAR.	ASPAR.
GENSERIC.	GENSERIC.
Deteſtable il faut que cette eſpée, Pour punir tes forfaicts dans ton ſang ſoit trempée, Et pour apprendre encor aux meſchans comme toy, A ne flater tamam uen cicio uo toun Roy.	Detestable il faut que cette épée, Pour punir tes forfaits dans ton sang soit trempée, Et pour apprendre encor aux méchants comme toi, À ne flatter tamammmes ô ô toun Roi.
MCLIVEVTE THRASIMOND.	MCLIVEUTE -THRASIMOND.
Aſches, tout voſtre effort eſt vn trop foible obſtacle:	Asches, tout votre effort est un trop faible obstacle:
Dieu qu’eſt-ce que ie voy, quel horrible ſpectacle!	Dieu qu'est-ce que ie cy, quel horrible spectacle!
Tout le Palais en flame, helas il faut mourir;	Tout le Palais en flamme, hélas il faut mourir;
Par où pourray-ie entrer, par où doiſ-ie courir;	Par où pourrai-je entrer, par où dois-je courir;
Icy la flame eſclatte, icyle feu ſe monſtre;	Ici la flamme éclatte, icyle feu se montre;
Par tout elle rauage, entout it ia rentontre;	Par tout elle ravage, entout it ja rentontre;
Ie ne ſçaurois paſſer, & puis il n'eſt plus temps:	Je ne saurais passer, et puis il n'est plus temps:
On ne peut s’oppoſer, à la mort que i'attends:	On ne peut s'opposer, à la mort que j'attends:
122-2- Ce G	1222- Ce G
Mon Eudoxe a pery, mon Eudoxe eſt perduë;	Mon Eudoxe a péri, mon Éudoxe est perdue;
Mon Eudoxe cômal-heur) ne peut m’eſtre renduë;	Mon Eudoxe cômalheur) ne peut m'être rendue;
Ha mon Eudoxe eſt morte, & ſa mere, & ſa ſœur, Auec tous les plaiſirs dont ie fus poſſeſſeur.	Ha mon Éudoxe est morte, et sa mère, et sa sœur, Avec tous les plaisirs dont quelque fus possesseur.
Pere ſans amitié, Barbare impitoyable, Qui ſans doute as commis vne faute effroyable;	Père sans amitié, Barbare impitoyable, Qui sans doute as commis une faute effroyable;
Viens acheuer ton crime, & me priuer du iour, Viens contenter icy, ta haine, & mon amour;	Viens achever ton crime, et me priver du jour, Viens contenter ici, ta haine, et mon amour;
Viens icy contenter vne ſi iuſte enuié, Ie ne veux rien de toy, viens reprendre ma vie;	Viens ici contenter une si juste envié, Je ne veux rien de toi, viens reprendre ma vie;
2 Viens m’arracher le cœur;	2 Viens m'arracher le cœur;
mais Tigre ne viens pas, Ie ne ſçay ſi nature arreſteroit mon bras;	mais Tigre ne viens pas, Je ne sais si nature arrêterait mon bras;
Et ſi mon deſeſpoir, ſi grand, ſi legitime, Ne voudroit point punir vn crime par vncrime.	Et si mon désespoir, si grand, si légitime, Ne voudrait point punir un crime par uncrime.
Non, non ie n'en ſçayrien, & dans mon deſeſpoir, Peut-eſtre la nature, auroit peu de pouuoir.	Non, non seulement n'en sçayrien, et dans mon désespoir, Peut-être la nature, aurait peu de pouvoir.
O deſtin rigoureux, que ta force eſt à craindre!	Ô destin rigoureux, que ta force est à craindre!
Mais laſche Thraſimõd, de qui te veux-tu plaindre?	Mais lâche Thrasimond, de qui te veux-tu plaindre?
N’accuſe point le ciel, ton pere, & ton mal-heur:	N'accuse point le ciel, ton père, et ton malheur:
N’accuſe que ton bras, & ton peu de valeur;	N'accuse que ton bras, et ton peu de valeur;
Quoy, tarder ſi long-temps à forcer vn paſſage, Que t'oſoyent diſputerdes hommes ſans courage!	Quoi, tarder si longtemps à forcer un passage, Que t'osaient disputerdes hommes sans courage!
Des hommes qui trembloient ſçachant ta qualité!	Des hommes qui tremblaient sçachant ta qualité!
Et que tu deuois vaincre auec facilité!	Et que tu devais vaincre après facilité!
Ha laſche encor vn coup, que rien ne te conſolle:	Ha lâche encor un coup, que rien ne te consolle:
N’auois-tu pas promis & donné ta parolle, Que la fureur du Roy n’auroit aucun effects 12161 AZN Traiſtre tu l’as promis;	N'avais-tu pas promis et donné ta parole, Que la fureur du Roi n'aurait aucun effets 12161 AZN Traître tu l'as promis;
mais traiſtre l'as-tu faicte OXB, Ha non, non, tu n’as faict qu'vne promeſſe vaine:	mais traître l'as-tu faite OXB, Ha non, non, tu n'as fait qu'une promesse vaine:
Meurs donc pour te punir, & pour vanger ta Reine:	Meurs donc pour te punir, et pour venger ta Reine:
Meurs, Rrinte infortune, meurs.	Meurs, Rrinte infortune, meurs.
SCENVEVIIE TALERBAL, THRASIMOND	SCENVEVIIE -TALERBAL, THRASIMOND
TALERBAL.	TALERBAL.
Mars juns pepure ue temps.	Mars juns pépure ue temps.
Eigneur ſuiuez-moys	Eigneur suivez-mois
THRASIMONID.	THRASIMONID.
1 Moyte ſuiure & pourquoy?	1 Moite suivre et pourquoi?
TALERBAL.	TALERBAL.
Ouy Seigneur, ſuiueZ-moy:	Oui Seigneur, suignez-moi:
THRASIMOND.	THRASIMOND.
Biz arre procedure!	Biz arre procédure!
Encette deplorable, & funeste aduanture, As tu perdu le ſens au milieu de l’effr Que tu parles ainſis vaM	Encette déplorable, et funeste aventure, As tu perdu le sens au milieu de l'effr Que tu parles ainsis vaM
TALERBAL.	TALERBAL.
Non Seigneur ſuiuez-moy.	Non Seigneur suivez-moi.
RASIMOND.	RASIMOND.
Explique ton deſſain, & tire moy de doute.	Explique ton dess, et tire moi de doute.
Q TALENBAI 4 A Ha Seigneur ſuiuez-moy, de crainte qu'hn n'eſcoute,	Q TALENBAI 4 A Ha Seigneur suivez-moi, de crainte qu'hn n'écoute,
HRASIMOND.	HRASIMOND.
2 Marcheututiert juy;	2 Marcheututiert jui;
car endeſpit du ſort, 1 Ma main en tous endroicts, ſçaura trouuer la mort,	car endespit du sort, 1 Ma main en tous endroits, saura trouver la mort,
Fin du troiſieſme Acte.	Fin du troisième Acte.
AAV I A AV YRSACE, OLIMBRE, THRASIMOND.	AAU I A AU YRSACE, OLIMBRE, THRASIMOND.
L’IMPERATRICE, PLACIDIE, EVDOXE.	L'IMPÉRATRICE, PLACIDE, EVDOXE.
STANCES.	STANCES.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
2D8 VRSACE.	2D8 VRSACE.
Preſſé de ſentimens ſi tendres, Ie viens chercher parmy vos cendres, - -- C C	Pressé de sentiments si tendres, Je viens chercher parmi vos cendres, - m- VOS Ç
Les cendres d’vn threſor, que mon ame a perdu:	Les cendres d'un trésor, que mon âme a perdu:
Helas ſi ma douleur n’eſt ſans force & ſans armes, Souffrez que ie meſle mes larmes, A ces cendres pleines de charmes, Et que ce triſte bien, me ſoit au moins rendu.	Hélas si ma douleur n'est sans force et sans armes, Souffrez que personne mêle mes larmes, À ces cendres pleines de charmes, Et que ce triste bien, me soit au moins rendu.
En cette funeſte aduanture, Ie ne veux point que la nature Face vn nouueau miracle en faueur de l’amour:	En cette funeste aventure, Je ne veux point que la nature Face un nouveau miracle en faveur de l'amour:
Et que de cét amas de cendre & de poußiere, Elle reuienne à la lumiere, Auecques ſa beauté premiere, Me redonner la vie en reprenant le iour.	Et que de cet amas de cendre et de pouvière, Elle revienne à la lumière, Avecques sa beauté première, Me redonner la vie en reprenant le jour.
Accablé de maux ſi funeſtes, Ie veuxles pitoyables reſtes, D'vncorps remply d’apas, d’vnchef d’œuure ſi beauIe veux que cét objet, pour qui mon cœur ſoupire, Pour qui mon triſte cœur expire, Apres la perte d’vn Empire, Luy qui fut ſans bon-heur, ne ſoit pas ſans tombeau.	Accablé de maux si funestes, Je veuxles pitoyables restes, D'uncorps rempli d'appas, d'unéchef d'œuvre si beauIe veux que cet objet, pour qui mon cœur soupire, Pour qui mon triste cœur expire, Après la perte d'un Empire, Lui qui fut sans bonheur, ne soit pas sans tombeau.
Ie veux meſler à cette cendre, Le ſang que ie m'en vay reſpandre, Et la mettre en ce cœur, que ie m'en vay percer:	Je veux mêler à cette cendre, Le sang que je m'en vais répandre, Et la mettre en ce cœur, que quelque m'en vais percer:
Ie veux qu’il ſerue d’vrne à cette cendre aymée, Et que là mon ame enflammée, Taſche de la rendre animée, Par la chaleur du ſang, queie m'en vay verſer.	Je veux qu'il serve d’ vaine à cette cendre aimée, Et que là mon âme enflammée, Tâche de la rendre animée, Par la chaleur du sang, queie m'en vais verser.
Ciel, faites que ie la rencontre!	Ciel, faites que personne la rencontre!
Faites que le ſort me la monſtre, Cette cendre adorable, & que i’adore außi:	Faites que le sort me la montre, Cette cendre adorable, et que j'adore aussi:
Apres, murs esbranſlez par l’effort de la flame, TombeZ pour contenter mon ame, Et faites qu’aupres de Madame, Voſtre cheute m'accable, & nous reioigne icy.	Après, murs esbranslez par l'effort de la flamme, Tombez pour contenter mon âme, Et faites qu'auprès de Madame, Votre chute m'accable, et nous rejoigne ici.
Helas c'eſt le ſeulbien que le ſort me peut faire:	Hélas c'est le seulbien que le sort me peut faire:
Car de tant d’affligez, qui ſont dans la miſere, Et par qui le treſpas, eſt ſi fort deſiré, Ie ſuis certainement le plus deſeſperé.	Car de tant d'affligés, qui sont dans la misère, Et par qui le trépas, est si fort désiré, Je suis certainement le plus désespéré.
Außi dãs quelque excez qu’ait peu mõter leur perte, Elle n'eſgalle point celle que i'ay ſoufferte:	Aussi dãs quelque excès qu'ait pu monter leur perte, Elle n'égale point celle que j'ai soufferte:
Et par l’arreſt fatal, du deſtin rigoureux, I’ay plus ſouffert moy ſeul, que tous les mal-heureux;	Et par l'arrêt fatal, du destin rigoureux, J'ai plus souffert moi seul, que tous les malheureux;
I'ay plus ſouffert moy ſeul que tout le mõde ensẽble.	J'ai plus souffert moi seul que tout le monde ensemble.
Et mon deſaſtre eſt tel, que rien ne luy reſſemble.	Et mon désastre est tel, que rien ne le ressemble.
Car enfin ſi quelqu'vn a veu le dernier iour, De l’aimable beauté, qui cauſoit ſon amour, En ſe deſeſperant, en ſoupirant pour elle, Il a veu cette mort commune, & naturelle, Il a veu ce flambeau s’esteindre lentement, Bruſler ſans violence, & finir doucement:	Car enfin si quelqu'un a vu le dernier jour, De l'aimable beauté, qui causait son amour, En se désespérant, en soupirant pour elle, Il a vu cette mort commune, et naturelle, Il a vu ce flambeau s'éteindre lentement, Brûler sans violence, et finir doucement:
