ROBERT 1986	ROBERT 1986
C’eſt où le Roy le mene, & tandis il m’enuoye Faire office vers vous de douleur & de ioye, Mais cét office encor n’eſt pas aſſez pour luy, Il y viẽdra luy-meſme & peut-eſtre aujourd’huy, Cette belle action ſi puiſſamment le touche, Qu’il vous veut rendre grace, & de ſa propre bouche, a anei dems roena au ons ſon Eſtat.	C'est où le Roi le mène, et tandis il m'envoie Faire office vers vous de douleur et de joie, Mais cet office encor n'est pas assez pour lui, Il y viendra lui-même et peut-être aujourd’, Cette belle action si puissamment le touche, Quil vous veut rendre grace, et de sa propre bouche, a anei dems roena au son Estat.
Le vieil HORACE.	Le vieil HORACE.
De tels remerciements ont pour moy trop d’éclat, Et ie me tiens deſia trop payé par les voſtres Du ſeruice de l’vn, & du ſang des deux autres.	De tels remerciements ont pour moi trop d'éclat, Et je me tiens déjà trop payé par les vôtres Du service de l'un, et du sang des deux autres.
VALERE.	VALÈRE.
Le Roy ne ſçait que c’eſt d’honorer à demy, Et ſon ſceptre arraché des mains de l’ennemy, Fait qu’il eſtime encor l’honneur qu’il vous veut faite Au deſſous du merite & du fils & du pere.	Le Roi ne sait que c'est d'honorer à demi, Et son sceptre arraché des mains de l'ennemi, Fait qu'il estime encor l'honneur qu'il vous veut faite Au dessous du mérite et du fils et du père.
Ie vay luy teſmoigner quels nobles ſentimente La vertu vous inſpire en tous vos mouuements, Et combien vous monſtrez d’ardeur pour ſon ſeruice.	Je vais était témoigner quels nobles sentimente La vertu vous inspire en tous vos mouvements, Et combien vous montrez d'ardeur pour son service.
Le vieil HORACE.	Le vieil HORACE.
Ie vous deuray beaucoup pour vn ſi bon office.	Je vous devrai beaucoup pour un si bon office.
SCENE III.	SCÈNE III.
Le vieil HORACE, CAMILLE.	Le vieil HORACE, CAMILLE.
Le vieil HORACE.	Le vieil HORACE.
A fille, il n’eſt plus temps de reſpandre des M pleurs;	À fille, il n'est plus temps de répandre des M pleurs;
Il ſied mal d’en verſer où l’on void tant d’honneurs, On pleure iniuſtement des pertes domeſtiques Quand on en voit ſortir des victoires publiques.	Il sied mal d'en verser où l'on voit tant d'honneurs, On pleure injustement des pertes domestiques Quand on en voit sortir des victoires publiques.
Rome triomphe d’Albe, & c’eſt aſſez pour nous, Tous nos maux à ce prix nous doiuent eſtre doux.	Rome triomphe d'Albe, et c'est assez pour nous, Tous nos maux à ce prix nous doivent être doux.
En la mort d’vn amant vous ne perdrez qu’va homme Dont la perte eſt aîſée à reparer dans Rome:	En la mort d'un amant vous ne perdrez qu'une homme Dont la perte est aîsée à réparer dans Rome:
Apres cette victoire il n’eſt point de Romain Qui ne ſoit glorieux de vous donner la main.	Après cette victoire il n'est point de Romain Qui ne soit glorieux de vous donner la main.
Ie m’en vais à Sabine en porter la nouuelle, Ce coup ſera ſans doute aſſez rude pour elle, Et ſes trois freres morts par la main d’vn eſpoux Luy donneront des pleurs bien plus iuſtes qu’à vous :	Je m'en vais à Sabine en porter la nouvelle, Ce coup sera sans doute assez rude pour elle, Et ses trois frères morts par la main d'un époux Lui donneront des pleurs bien plus justes qu'à vous :
Mais i’eſpere aiſément en diſſiper l’orage, Et qu’vn peu de prudence aidãt ſon grãd courage, Fera bien-toſt regner ſur vn ſi noble cœur Le genereux amour qu’elle doit au vainqueur.	Mais j'espère aisément en dissiper l'orage, Et qu'un peu de prudence aidant son grande courage, Fera bientôt régner sur un si noble cœur Le généreux amour qu'elle doit au vainqueur.
Cependant eſtouffez cette laſche triſteſſe, Receuez-le, s’il vient, auec moins de foibleſſe, Faites vous voir ſa ſœur, & qu’en vn meſme flans Le Ciel vous a tous deux formez d’vh meſme ſang.	Cependant étouffez cette lâche tristesse, Récevez-le, s'il vient, avec moins de faiblesse, Faites vous voir sa sœur, et qu'en un même flans Le Ciel vous a tous deux formez d'h mesme sang.
SCENE IV.	SCÈNE IV.
CAMILLE.	CAMILLE.
y, ie luy feray voir par d’infaillibles marques Qu’vn veritable amour braue la main des Parques, Et ne prend point de loix de ces cruels tyrans u’vn aſtre injurieux nous donne pour parens.	y, ie luy ferai voir par d'infaillibles marques Qu'amour véritable amour brave la main des Parques, Et ne prend point de lois de ces cruels tyrans ouv'un astre injurieux nous donne pour parents.
Tu blaſmes ma douleur!	Tu blâmes ma douleur!
tu l’oſes nommer laſche!	tu l'oses nommer lâche!
Ie l’ayme dautant plus que plus elle te faſche, Impitoyable pere, & par vn iuſte effort Ie la veux rendre eſgale aux rigueurs de mon ſort.	Je l'aime dautant plus que plus elle te fâche, Impitoyable père, et par un juste effort Je la veux rendre égale aux rigueurs de mon sort.
En vit-on iamais vn dont les rudes trauerſes Priſſent en moins de rien tant de faces diuerſes, Qui fuſt doux tant de fois, & tant de fois truel, Et portaſt tant de coups auant le coup mortel?	En vit-on jamais un dont les rudes traverses Prissent en moins de rien tant de faces diverses, Qui fût doux tant de fois, et tant de fois truel, Et portât tant de coups avant le coup mortel?
Vit-on iamais vne ame en vn iour plus atteinte De ioye & de douleur, d’eſperance & de crainte, Aſſeruie en eſclaue à plus d’euenements, Et le piteux ioüet de plus de changements?	Vit-on jamais une âme en un jour plus atteinte De joie et de douleur, d'espérance et de crainte, Asservie en esclave à plus d'événements, Et le piteux jouet de plus de changements?
Vn oracle m’aſſeure, vn ſonge m’eſpouuante, La bataille m’effraye, & la paix me contente, Mon Hymen ſe prepare, & preſque en vn moment Pour combatre mon frere on choiſit mon amant, Les deux cãps mutinez vn tel choix deſaduoüent, Ils rompent la partie, & les Dieux la renoüent,	Un oracle m'assure, un songe m'épouvante, La bataille m'effraie, et la paix me contente, Mon Hymen se prépare, et presque en un moment Pour combattre mon frère on choisit mon amant, Les deux coups mutinez un tel choix désavouent, Ils rompent la partie, et les Dieux la renoüent,
Rome ſemble vaincuë & ſeul des trois Albains Curiace en mon ſang n’a point trempé ſes mains.	Rome semble vaincue et seul des trois Albains Curiace en mon sang n'a point trempé ses mains.
Dieux!	Dieux!
ſentois-ie point lors des douleurs trop legeres (freres ?	sentais-je point lors des douleurs trop légères (freres ?
Pour le malheur de Rome, & la mort de deux Me flattoy-ie point trop quand ie croyois pouuoir L’aymer encor ſans crime & nourrir quelque eſpoir ?	Pour le malheur de Rome, et la mort de deux Me flattoi-je point trop quand tu croyais pouvoir L'aimer encor sans crime et nourrir quelque espoir ?
Sa mort m’en punit bien, & la façon cruelle Dont mon ame eſperduë en reçoit la nouuelle.	Sa mort m'en punit bien, et la façon cruelle Dont mon âme éperdue en reçoit la nouvelle.
Son riual me l’apprend, & faiſant à mes yeux D'vn ſi triſte ſuccez le recit odieux, Il porte ſur le front vne allegreſſe ouuerte (te, Que le bonheur public fait biẽ moins que ma perEt baſtiſſant en l’air ſur le malheur d’autruy Auſſi bien que mon frere il triomphe de luy :	Son rival me l'apprend, et faisant à mes yeux D'un si triste succès le récit odieux, Il porte sur le front une allégresse ouuerte (te, Que le bonheur public fait bien moins que ma pût bâtissant en l'air sur le malheur d'autrui Aussi bien que mon frère il triomphe de jours :
Mais ce n’eſt encor rien au prix de ce qui reſte, On demande ma joye en vn coup ſi funeſte, Il me faut applaudir aux exploits du vainqueur, Et baiſer vne main qui me perce le cœur.	Mais ce n'est encor rien au prix de ce qui reste, On demande ma joie en un coup si funeste, Il me faut applaudir aux exploits du vainqueur, Et baiser une main qui me perce le cœur.
En vn ſuiet de pleurs ſi grand, ſi legitime, Se plaindre eſt vne honte, & ſouſpirer vn crime, Leur brutale vertu veut qu’on s’eſtime heureux, Et ſi l’on n’eſt barbare on n’eſt point genereux.	En un sujet de pleurs si grand, si légitime, Se plaindre est une honte, et soupirer un crime, Leur brutale vertu veut qu'on s'estime heureux, Et si l'on n'est barbare on n'est point généreux.
Degenerons, mon cœur, d’vn ſi vertueux pere, Soyons indigne ſœur d’vn ſi genereux frere, C’eſt gloire de paſſer pour des cœurs abbatus Quand la brutalité fait les hautes vertus.	Degénérons, mon cœur, d'un si vertueux père, Soyons indigne sœur d'un si généreux frère, C'est gloire de passer pour des cœurs abattus Quand la brutalité fait les hautes vertus.
Eſclatez mes douleurs, à quoy bon vous contraindre ?	Éclatez mes douleurs, à quoi bon vous contraindre ?
Quand on a tout perdu que ſçauroit-on plus craindre?	Quand on a tout perdu que saurait-on plus craindre?
Pour ce cruel vainqueur n’ayez pohit de rerpect, Loin d’éuiter ſes yeux croiſſez à ſon aſpect, Offenſez ſa victoire, irritez ſa colere, Et prenez, s’il ſe peut, plaiſir à luy déplaïre.	Pour ce cruel vainqueur n'ayez phit de rerpect, Loin d'éviter ses yeux croissez à son aspect, Offensez sa victoire, irritez sa colère, Et prenez, s'il se peut, plaisir à lui déplaïre.
Il vient, pre parons-nous à monſtrer conſtamment Ce que doit vne amante à la mort d’vn amant.	Il vient, pré parons-nous à montrer constamment Ce que doit une amante à la mort d'un amant.
SCENE V.	SCÈNE V.
HORACE, CAMILLE, PROCVLE, & les deux autres ſoldats portant chacun vne elpee des cuilacese.	HORACE, CAMILLE, PROCULE, et les deux autres soldats portant chacun une élpe des cuilacese.
HORACE.	HORACE.
A ſœur, voicy le bras qui vange nos deux M freres, (res, Le bras qui rompt le cours de nos deſtins contraiQui nous rẽd maiſtres d’Albe, en fin voicy le bras Qui leur rant aujourd hay le rort de deux Eſtats.	À sœur, voici le bras qui venge nos deux M frères, (res, Le bras qui rompt le cours de nos destins contraiQui nous rẽd maîtres d'Albe, en fin voici le bras Qui leur rant aujourd' ai le rort de deux Estats.
Voy ces marques d’honneur, ces teſmoins de ma gloire, Et rends ce que tu dois à l’heur de ma victoire.	Vois ces marques d'honneur, ces témoins de ma gloire, Et rends ce que tu dois à l'honneur de ma victoire.
CAMILLE.	CAMILLE.
Receuez donc mes pleurs, c’eſt ce que ie luy dois.	Recez donc mes pleurs, c'est ce que ie cy dois.
HORACE.	HORACE.
Quine n'en veule point vorr apres de teis exploits, Et nos deux freres morts dans le malheur des armes, Sont trop payez de ſang pour exiger des larmes, Quand la perte eſt vangée on n’a plus rien perdu.	Quand n'en veule point vorr après de te exploits, Et nos deux frères morts dans le malheur des armes, Sont trop payez de sang pour exiger des larmes, Quand la perte est vengée on n'a plus rien perdu.
CAMILLE.	CAMILLE.
Puiſqu’ils ſont ſatisfaits par le ſang eſpandu, Ie ceſſeray pour eux de paroiſtre affligée, Et j’oublieray leur mort que vous auez vangée.	Puisqu'ils sont satisfaits par le sang épandu, Je cesserai pour eux de paraître affligée, Et j'oublierai leur mort que vous avez vengée.
Mais qui me vangera de celle d’vn anant Pour me faire oublier ſa perte en vn moment?	Mais qui me vengera de celle d'un anant Pour me faire oublier sa perte en un moment?
HORACE.	HORACE.
Que dis-tu, malheureuſe?	Que dis-tu, malheureuse?
CAMILLE.	CAMILLE.
O mon cher Curiace!	Ô mon cher Curiace!
HORACE.	HORACE.
O d’vne indigne ſœur l’inſupportable audace !	Ô d'une indigne sœur l'insupportable audace !
D’vn ennemy public dont ie reuiens vainqueur Le nom eſt dans ta bouche, & l’amour dans ton cœur!	D'un ennemi public dont belle reviens vainqueur Le nom est dans ta bouche, et l'amour dans ton cœur!
Ton ardeur criminelle à la vengeance aſpire!	Ton ardeur criminelle à la vengeance aspire!
Ta bouche la demande & ton cœur la reſpire!	Ta bouche la demande et ton cœur la respire!
Suy moins ta paſſion, regle mieux tes deſirs, Ne me fay plus rougir d’entendre tes ſouſoirs, Pou luilies ucrornata dordene oitre enounces, Banny-les de ton ame, & ſonge à mes trophées, Qu’ils ſoient doreſnauant ton vnique entretien.	Sui moins ta passion, règle mieux tes désirs, Ne me fais plus rougir d'entendre tes souoirs, Pou ilies ucrornata dordène oitre enounes, Banny-les de ton âme, et songe à mes trophées, Qu'ils soient dorénavant ton unique entretien.
CAMILLE.	CAMILLE.
Donne moy donc, barbare, vn cœur comme le tien, Et ſi tu veux en fin que ie t’ouure mon ame, Rends moy mon Curiace, ou laiſſe agir ma flame, Ma ioye & mes douleurs dependoient de ſon ſort, Ie l’adorois viuant, & ie le pleure mort.	Donne moi donc, barbare, un cœur comme le tien, Et si tu veux en fin que ie t'ouvre mon âme, Rends moi mon Curiace, ou laisse agir ma flamme, Ma joie et mes douleurs dépendaient de son sort, Je l'adorais vivant, et Se le pleure mort.
Ne cherche plus ta ſœur où tu l’auois laiſſée, Tu ne reuois en moy qu’vne amante offenſée Qui comme vne furie attachée à tes pas Te veut inceſſamment reprocher ſon treſpas.	Ne cherche plus ta sœur où tu l'avais laissée, Tu ne rêvais en moi qu'une amante offensée Qui comme une furie attachée à tes pas Te veut incessamment reprocher son trépas.
Tigre affamé de ſang qui me deffends les larmes, Qui veux que dans ſa mort ie trouue encor des charmes, Et que iuſques au Ciel eſleuant tes exploits Moy-melme ie le tuë vne ſeconde fois.	Tigre affamé de sang qui me défends les larmes, Qui veux que dans sa mort toujours trouve encor des charmes, Et que jusques au Ciel élevant tes exploits Moi-melme ie le tué e seconde fois.
Puiſſent de tels malheurs accompagner ta vie Que tu tombes au point de me porter enuie, Et toy bien toſt ſoüiller par quelque laſcheté Cette gloire ſi chere à ta brutalité !	Puissent de tels malheurs accompagner ta vie Que tu tombes au point de me porter envie, Et toi bien tôt soüiller par quelque lâcheté Cette gloire si chère à ta brutalité !
HORACE.	HORACE.
o Ciel, qui vit iamais vne pareille rage !	ô Ciel, qui vit jamais une pareille rage !
Crois-tu donc que ie ſois inſenſible à l’outrage, Que ie ſouffre en mon ſang ce mortel deshõneur?	Crois-tu donc que ainsi sois insensible à l'outrage, Que tu souffre en mon sang ce mortel déshonneur?
Ayme, ayme cette mort qui fait noſtre bonheur, Et prefere du moins au ſouuenir d’vn homme Ce que doit ta naiſſance aux intereſts de Rome.	Aime, aime cette mort qui fait notre bonheur, Et préfère du moins au souvenir d'un homme Ce que doit ta naissance aux intérêts de Rome.
CAMILLE.	CAMILLE.
Rome, l’vnique objet de mon reſſentiment !	Rome, l'unique objet de mon ressentiment !
Rome à qui vient ton bras d’immoler mon amant!	Rome à qui vient ton bras d'immoler mon amant!
Rome qui t’a veu naiſtre, & que ton cœur adore!	Rome qui t'a vu naître, et que ton cœur adore!
Rome en ſin que ie hay parce qu’elle t’honore!	Rome en sin que ie haï parce qu'elle t'honore!
Puiſſent tous ſes voiſins enſemble conjurez Sapper ſes fondemens encor mal aſſeurez, Et ſi ce n’eſt aſſez de toute l’Italie Que l’Orient contr’elle à l’Occident s’allie, Que cent peuples vnis des bouts de l’vniuers Paſſent pour la deſtruire & les monts & les mers, Qu’elle meſme ſur ſoy renuerſe ſes murailles, Et de ſes propres mains deſchire ſes entrailles, Que le courroux du Ciel allumé par mes vœux Face pleuuoir ſur elle vn deluge de feux, Puiſſay-ie de mes yeux voir tomber cette foudre, voit ces mnanon en cendle & tes lauiers en poudre, Voir le dernier Romain à ſon dernier ſoûpir, Moy ſeule en eſtre cauſe, & mourir de plaiſir.	Puissent tous ses voisins ensemble conjurés Saper ses fondements encor mal assurés, Et si ce n'est assez de toute l'Italie Que l'Orient contre elle à l'Occident s'allie, Que cent peuples unis des bouts de l'univers Passent pour la détruire et les monts et les mers, Qu'elle avait sur soi renverse ses murailles, Et de ses propres mains déchire ses entrailles, Que le courroux du Ciel allumé par mes vœux Face pluvoir sur elle un déluge de feux, Puissai-je de mes yeux voir tomber cette foudre, et ces m en cendle et tes lauiers en ce, Voir le dernier Romain son dernier soûpir, seule en être cause, et mourir de plaisir.
