DERETE L FRAGICOMLDIE.	DERTE L FRAGICOMLDIE.
Que me dites-vous Criton?	Que me dites-vous Criton?
TARSIS.	TARSIS.
.	.
Qu’auons nous oüy, Tirinte?	Qu'avons nous oui, Tirinte?
CRITON.	CRITON.
Enfin, i’amene icy Berenice, afin de vous rendre voſtre ſang, en vous rendant voſtre fille.	Enfin, j'amène ici Berenice, afin de vous rendre votre sang, en vous rendant votre fille.
Et i'y amene auſſi Amaſie, afin que ſi mon chaſtiment n’eſt pas capable de vous ſatisfaire, vous puniſſiez encore en mes enfans le crime & l’ambition de leur Pere.	Et j'y amène aussi Amasie, afin que si mon châtiment n'est pas capable de vous satisfaire, vous punissiez encore en mes enfants le crime et l'ambition de leur Père.
LE ROY.	LE ROY.
Que mon eſtonnement eſt extreſme!	Que mon étonnement est extrême!
Dites-nous donc cette auanture.	Dites-nous donc cette aventure.
CRITON.	CRITON.
Ie ne penſe pas que vous ayez perdula memoire des guerres qui deſolérent cét Eſtat.	Je ne pense pas que vous ayez perdula mémoire des guerres qui desolérent cet État.
Il vous ſouuient de cette cruelle extremité ou les Princes de ce Royaume vous reduiſirent par vne reuolte eſpouuantable.	Il vous souvient de cette cruelle extrémité ou les Princes de ce Royaume vous réduisirent par une révolte épouvantable.
En ce temps là, Sire, vous enuoyaſtes en Sicile la Reine voſtre femme, par ce qu’elle n’eſtoit pas en ſeureté dans vos Eſtats, & qu’il eſtoit à craindre qu’elle receut quelque outrage de ces Princes vos ennemis, qui pretendoient à la Couronne, & qui n’y pou.	En ce temps là, Sire, vous envoyâtes en Sicile la Reine vôtre femme, par ce qu'elle n'était pas en sûreté dans vos États, et qu'il était à craindre qu'elle reçut quelque outrage de ces Princes vos ennemis, qui prétendaient à la Couronne, et qui n'y pou.
.	.
.	.
.	.
.	.
.	.
.	.
.	.
uoient arriuer que par voſtre mort, & par l’aneantiſſement de voſtre race.	uoient arriuer que par vostre mort, & par l’aneantissement de vostre race.
La Reine vint donc en Sicile, où elle fut receuë ſelon ſa condition;	La Reine vint donc en Sicile, où elle fut reçue selon sa condition;
& me fit l’honneur, par ce que vous le deſiriez ainſi, de m’appeller aupres d’elle, & m’eſme de prendre ma maiſon, pour y demeurer auſſi long-temps que dureroient vos malheurs.	et me fit l'honneur, par ce que vous le désiriez ainsi, de m'appeler auprès d'elle, et m'même de prendre ma maison, pour y demeurer aussi longtemps que dureraient vos malheurs.
Elle eſtoit groſſe, comme vous ſçauez, & ma femme l’eſtoit auſſi.	Elle était grosse, comme vous savez, et ma femme l'était aussi.
Iuſques là ie ſuis innocent, mais voicy le commencement de mon crime.	Jusqu' là Princes suis innocent, mais voici le commencement de mon crime.
La Reine qui ſçauoit fort bien que tous vos ennemis n’eſtoient pas en voſtre Royaume, ne ſe confioit qu’à ma femme, & ſon accouchement fut ſi ſecret, que perſonne n'en euſt conoiſſance que ma femme, deux de mes ſœurs & moy.	La Reine qui savait fort bien que tous vos ennemis n'étaient pas en peine Royaume, ne se confiait qu'à ma femme, et son accouchement fut si secret, que personne n'en eût conaissance que ma femme, deux de mes sœurs et moi.
Auſſi-toſt qu’elle euſt apris qu’elle auoit mis au monde vne fille (c’eſt Berenice, que ie vous rends) elle me dit les larmes aux yeux que vos affaires eſtoient ruinées, & que les peuples qui fauoriſoient de-ja les rebelles vouloient vn Prince & non pas vne Princeſſe.	Aussitôt qu'elle eût appris qu'elle avait mis au monde une fille (c'est Berenice, que enfin vous rends) elle me dit les larmes aux yeux que vos affaires étaient ruinées, et que les peuples qui favorisaient de-ja les rebelles voulaient un Prince et non pas une Princesse.
Alors elle ſe reſolut de vous eſcrire, comme ſi veritablement elle euſt accouché d’vn fils;	Alors elle se résolut de vous écrire, comme si véritablement elle eût accouché d'un fils;
& me commanda de vous aporter ſa lettre & de vous propoſer ſon intention, afin que ſi vous l’approuuiez ſa lettre fit conaiſtre aux peuples que vous auiez vn ſucceſſeur.	et me commanda de vous apporter sa lettre et de vous proposer son intention, afin que si vous l'approuviez sa lettre fit conaître aux peuples que vous aviez un successeur.
Comme i'eſtois preſt de partir elle mourut quatle lours apres ſon accouchement;	Comme j'étais prêt de partir elle mourut quatle lours après son accouchement;
mais auſſi-toſt qu’elle fut morte ie fis vn deſſein ſi eſtrange que ie m’eſtonne de ſon ſuccez.	mais aussitôt qu'elle fut morte ie mis un dessein si étrange que personne m'étonne de son succès.
Ie m’imaginay que ſi ma femme accouchoit d’vn fils, - ---- - ie pourrois le ſuppoſer en la place Berenice, & me ſeruir de la lettre de la Reine pour vous faire croire qu’elle vous auoit laiſſé vn ſucceſſeur.	Ie imaginay que si ma femme accouchoit fils, - -- - ie pourrois le supposer en la place Berenice, et me servir de la Je m' ima Ginai que si ma croire mmelle voushait d' un fils,
Ainſi ie fis en ſorte que l’accouchement dema femme fut ſecret;	Ainsi ici fis en sorte que l'accouchement dema femme fut secret;
& comme ſi le Ciel & la nature euſſent voulu contribuer à mon deſſein, ma femme accoucha d’vn fils le lendemain que la Reine mourut.	et comme si le Ciel et la nature eussent voulu contribuer à mon dessein, ma femme accoucha d'amour fils le lendemain que la Reine mourut.
Ie ſuppoſay cét enfant en la place de Berenice, & pour vous faire croire qu’il eſtoit né de la Reine ie me ſeruis de ſa lettre que ie vous apportay auecluy.	Je supposai cet enfant en la place de Berenice, et pour vous faire croire qu'il était né de la Reine ie me servis de sa lettre que je vous apportai aveclui.
Vous receuſtes donc Tarſis pour voſtre fils, & ie garday Berenice comme ſi elle euſt eſté ma fille.	Vous reçûtes donc Tarsis pour votre fils, et ici gardai Berenice comme si elle eût été ma fille.
Voila, Sire, Voila le crime d’vn pere qui ſe reſolut deperdre ſon fils pour auoir vn iour le plaiſir de le voir aſſis ſur vn throſne, & qui toutes- fois dans ſoncrime s’imagina vous rendre ſeruice.	Voilà, Sire, Voilà le crime d'un père qui se résolut déperdre son fils pour avoir un jour le plaisir de le voir assis sur un trône, et qui toutes- fois dans soncrime s'imagina vous rendre service.
En effet, Sire, l’arriuée & la preſence de Tarſis rendit le reſpect à vos peuples, eſtonna les ſeditieux, & les fit taire en ce temps là.	En effet, Sire, l'arrivée et la présence de Tars rendit le respect à vos peuples, étonna les séditieux, et les fit taire en ce temps -là.
Ainſi l’on peut dire que Tarſis eſtant encore en vn âge où l’on ne peut monſtrer que des foibleſſes, commença à vous ſeruir, & à vous rendre teſmoignage qu’il eſtoit né ſeulement pour vous.	Ainsi l'on peut dire que Tarsis étant encore en un âge où l'on ne peut montrer que des faiblesses, commença à vous servir, et à vous rendre témoignage qu'il était né seulement pour vous.
Mais il ſemble que ie veuille excuſer ma faute;	Mais il semble que je veuille excuser ma faute;
Non, non, Sire;	Non, non, Sire;
Puniſſez mon ambition:	Punissez mon ambition:
& vous Berenice, ſollicitez mon chaſtiment pour vous vanger d’vn miſerable, qui vous déroba ſi longtemps les honneurs qui vous eſtoient deubs, & où voſtre naiſſance vous appelloit.	et vous Berenice, sollicitez mon châtiment pour vous venger d'un misérable, qui vous déroba si longtemps les honneurs qui vous étaient devbs, et où votre naissance vous appelait.
AMASIE.	AMASIE.
O Dleua, quelle adantule.	Ô Dlèva, quelle aventule.
LE ROY.	LE ROY.
Mais puiſque la lettre de la Reine m’aſſeuroit que Tarſis eſtoit mon fils, & que ie ne voy point de preuues du denen que xous mites queneauoit;	Mais puisque la lettre de la Reine m'assurait que Tarsis était mon fils, et que ici ne vois point de preuves du den que xous mites queneauait;
Poufquoy ne croiray-ie pas encore qu’il ſoit mon fils.	Poufquoy ne croirai-je pas encore qu'il soit mon fils.
CRITON.	CRITON.
Sire, voicy les derniers caracteres qu’elle forma.	Sire, voici les derniers caractères qu'elle forma.
vont cequenc vouscienuit en mourant pour vous aſſeurer qu’elle vous laiſſoit vne fille & non pas vn fils.	vont cequenc vouscienuit en mourant pour vous assurer qu'elle vous laissait une fille et non pas un fils.
LE ROY.	LE ROY.
Helas!	Hélas!
ie reconnois ſon eſcriture, liſons.	Ne reconnais son écriture, lisons.
Criton vous dira mon deſſein ſur la premiere lettre que i’ay eſcrite à voſtre Majeſté;	Criton vous dira mon dessein sur la première lettre que j'ai écrite à votre Majesté;
mais il eſt vray que les Dieux nonnom uomuine fille que ie laiſſe entre ſes mains pour vous la rendre quelque iour.	mais il est vrai que les Dieux nonnom uomuine fille que je laisse entre ses mains pour vous la rendre quelque jour.
Adieu, ie ne meurs que du depiaiſir de me poir eſſoignée de voin, & le vous ſouh.	Adieu, Seigneur ne meurs que du dépiaisir de me poir essoignée de voin, et le vous souh.
ite la paix, puiſque c’eſt le plus grand bien qu'on puiſſe ſouhaiter aux Rois.	ite la paix, puisque c'est le plus grand bien qu'on puisse souhaiter aux Rois.
CRITON.	CRITON.
Sire, voila cette fille que ie vous rends.	Sire, voilà cette fille que je vous rends.
LE ROY.	LE ROY.
Helas!	Hélas!
cette lettre a renouuellé dans mon ame toutes les douleurs de ſa mort.	cette lettre a renouvelé dans mon âme toutes les douleurs de sa mort.
Berenice ma fille.	Berenice ma fille.
TARSIS.	TARSIS.
Quel changement, Madame!	Quel changement, Madame!
.	.
	
LE ROY.	LE ROY.
O Dieux!	Ô Dieux!
ie n’en ſçaurois plus douter, plus ie la regarde & plus ie remarque en elle les traits, & l’image de ſa mere.	Ce n'en saurais plus douter, plus ie la regarde et plus belle remarque en elle les traits, et l'image de sa mère.
Ha, Berenice!	Ha, Berenice!
il faut enfin que l’amour faſſe place à l’amitié;	il faut enfin que l'amour fasse place à l'amitié;
ie ceſſe de vous aimer, afin de commencer à vous aimer.	Ne cesse de vous aimer, afin de commencer à vous aimer.
O fille en qui ie reuois vne mere que i’aimois vniquement, qu’il m’eſt tepannene de ne puo meuertes latiſles aux embraſſemens que ie te donne.	Ô fille en qui ie ruais une mère que j'aimais uniquement, qu'il m'est tepannène de ne puo mertes latisles aux embrassements que ie te donne.
Ha.	Ha.
Criton!	Criton!
ne doi-ie pas vous accuſer!	ne dois-je pas vous accuser!
BERENICE.	BERENICE.
Pla yonte:	Pla yonte:
Or touorie faicesl honneur de me reconoiſtre pour voſtre fille, ie ſupplie voſtre Majeſté de ne me pas refuſer la premiere demande que i’oſe luy faire.	Or touorie faites honneur de me reconoistre pour votre fille, tu supplie votre Majesté de ne me pas refuser la première demande que j'ose lui faire.
ED ROT.	ED ROT.
Demandez;	Demandez;
Vous obtiendrez tout.	Vous obtiendrez tout.
BERENICE.	BERENICE.
Si cette ſuppoſition a rendu Criton coupable, ie vous demande ſon pardon.	Si cette supposition a rendu Criton coupable, Elle vous demande son pardon.
LE ROY.	LE ROY.
Berenice, les grands ſeruices du fils ont deſia excuſé la faute du pere;	Berenice, les grands services du fils ont déjà excusé la faute du père;
Et comme i’en ay profité, ie dois le recompenſer au lieu de le punir.	Et comme j'en ai profité, je dois le récompenser au lieu de le punir.
Safaute m’a cauſé deux grands biens en mieniſie temps.	Safaute m'a causé deux grands biens en mienisie temps.
Eit vous retenant pres de luy, il vous à ſauuée des cruautez de nos rebelles, & en me donnant ſon fils, il m’a donné le vangeur de ces rebelles.	Éit vous retenant pres de deux, il vous à sauvée des cruautés de nos rebelles, et en me donnant son fils, il m'a donné le vengeur de ces rebelles.
Enfin c’eſt par ſon courage & par ſon bras que nous auons eſtouffe des gueri.	Enfin c'est par son courage et par son bras que nous avons étouffe des guéri.
qui auoient eu leurcommancement dans le ſiecle de nos Peres.	qui avaient eu leurcommancement dans le siècle de nos Pères.
Ainſi ne vous imaginez pas qu’ayant eſté mon fils iuſques icy, ie veuille auiourd’huy qu’il ceſſe del’eſtre.	Ainsi ne vous imaginez pas qu'ayant été mon fils jusques ici, ie veuille aujourd'hui qu'il cesse dél'être.
Non, non, ie veux qu’il demeure mon fils en deuenant voſtre eſpoux, puiſque i’ay ſceu par luy meſme qu’il eſt deſia voſtre amant.	Non, non, je veux qu'il demeure mon fils en devenant votre époux, puisque j'ai su par quelque seule qu'il est déjà votre amant.
Mes peupaconquimdcoudleute qunour locouuu pour leur Roy, conſentiront auec ioye à vn ſiiuſte mariage.	Mes peupaconquimdcoudeute quinour locue pour leur Roi, consentiront avec joie à un siiuste mariage.
Y conſentez-vous Criton?	Y consentez-vous Criton?
CRITON.	CRITON.
Linjonte.	Linjonte.
quetercletole mnomcarlors qu’on attendoit vn ſupplice?	quetercletole mennomcarlors qu'on attendait un supplice?
LE ROY.	LE ROY.
I conſentez-vous, Berenice?	I consentez-vous, Berenice?
BERENICE.	BERENICE.
Reluſcrois-le d’oben aux premieis commnandemens que me fait mon pere?	Reluscrais-le d'obén aux premieis commandements que me fait mon père?
TARSIS.	TARSIS.
Ha, Sire!	Ha, Sire!
par quelle illuſtres actions meriteraylecet ſonſeur;	par quelle illustres actions mériterailecet sonseur;
LE ROY.	LE ROY.
Il y along-temps que vous le meritez, mais Criton ie ne ſuis pas encore content.	Il y alongtemps que vous le méritez, mais Criton ie ne suis pas encore content.
TIRIIVTE.	TIRIIVTE.
Que veut-il faire Amaſie?	Que veut-il faire Amasie?
LE ROY.	LE ROY.
Ie veux prendre dans voſtre maiſon la recor --.	Je veux prendre dans votre maison la récor -à.
.	.
T.	T.
.	.
.	.
.	.
.	.
.	.
d ne que ie veux donner aux grands ſeruices que Tirinte m’a rendus.	d ne que grands veux donner aux grands services que Tirinte m'a rendus.
Commeil a eſtéle compagnon.	Commeil a estéle compagnon.
do Patits duiioro petit će dlie la gloire, ie m’imagine que Tarſis ne le dedaignera pas pour ſon frere.	do Patits duioro petit će délie la gloire, ie j'imagine que Tarsis ne le dédaignera pas pour son frère.
TARSIS.	TARSIS.
Ie vous aurois demandé pour luy ce que vous luy donnez volontairement.	Je vous aurais demandé pour lui ce que vous lui avez volontairement.
LE ROY.	LE ROY.
Comme il merite Amaſie par ſa vertuie veux encore l’en rendre digne par les honneurs que ie luy deithe.	Comme il mérite Amasie par sa vertuie veux encore l'en rendre digne par les honneurs que ici de deithe.
Approuuez-vous mon dencei, Cricon?	Approuvez-vous mon dencei, Cricon?
CRITON.	CRITON.
Oüy, Sire, & i’ay touſiours ſouhaité ce que vous Aſelces colouler Mey.	Oui, Sire, et j'ai toujours souhaité ce que vous Aselces colouler Mei.
TIRINTE.	TIRINTE.
Ha, Siré?	Ha, Siré?
ie commence à reconnoiſtre que i’ay beaucoup fait pour voſtre ſeruice, puiſque yous m’en voulez donner vne ſi glorieuſe recompenſe,	Les commence à reconnaître que j'ai beaucoup fait pour votre service, puisque y m'en voulez donner une si glorieuse recompense,
LE ROY.	LE ROY.
Que l’on celebre cetteiournée, & admirons tout enſemble;	Que l'on célèbre cetteiournée, et admirons tout ensemble;
la ſecrette conduite des Dieux qui font reüſſir toutes choſes quandils veulent fauoriſer les hommes.	la secrète conduite des Dieux qui font réussir toutes choses quandils veulent favoriser les hommes.
Original illisible Nr 2 43-120-10	Original illisible Nr 2 43-120-10
Contraste insuffisant NF Z 43-120-14	Contraste insuffisant NIN Z 43-120-14
Contraste insuffisant NF Z 43-120-14	Contraste insuffisant NIN Z 43-120-14
