A MADAME ADAME,	À MADAME ADAME,
Il peut l’auantager Lors qu’il l’aime beaucoup & qu’il veut l’obliger, Et cela par doüaire, ou préfix qu’on appelle, Oui demeure perdu par le tteſpas d’icelle, Ou ſans retour, qui va de ladite à ſes hoirs, Ou couſtumier, ſelon les differens vouloirs, Ou par donation dans le contract formelle, Qu'on fait, ou pur & ſimple, ou qu’on fait mutuelle, Pourquoy hauſſer le dos?	Il peut l'avantager Lors qu'il l'aime beaucoup et qu'il veut l'obliger, Et cela par douaire, ou préfix qu'on appelle, Oui demeure perdu par le tespas d'icelle, Ou sans retour, qui va de ladite à ses hoirs, Ou coutumier, selon les différents vouloirs, Ou par donation dans le contract formelle, Qu'on fait, ou pur et simple, ou qu'on fait mutuelle, Pourquoi hausser le dos?
eſt-ce qu’on parle en fat Et que l’on ne ſçait pas les formes d’vn contract?	est-ce qu'on parle en fat Et que l'on ne sait pas les formes d'Un contrat?
Qui me les apprendra?	Qui me les apprendra?
perſonne;	personne;
ie preſume.	Ne presume.
Sçais-je pas qu’eſtant joints on eſt par la Couſtume, Communs en meubles, biens, immeubles & conqueſts, A moins que par vn Acte on y renonce exprés?	Sais-je pas qu'étant joints on est par la Coutume, Communs en meubles, biens, immeubles et conquêts, À moins que par un Acte on y renonce exprès?
Sçay-je pas que le tiers du bien de la future Entie eicolnunaute y pour.	Sais-je pas que le tiers du bien de la future Entie eicolnaute y pour.
.	.
ARNOLPHE.	ARNOLPHÉ.
Oüy, c’eſt choſe ſeure, Vous ſçauez tout cela;	Oui, c'est chose sûre, Vous Savez tout cela;
mais qui vous en dit mot ?	mais qui vous en dit mot ?
LE NOTAIRE.	LE NOTAIRE.
vous quiine pretender lhe panel poul rot, En me hauſſant l’eſpaule, & faiſant la grimace.	vous quiine prétender lhe panel poul rot, En me haussant l'épaule, et faisant la grimace.
ARNOLEIIE.	ARNOLEIIE.
La peſte ſoit fait l’homme, & ſa chienne de face.	La peste soit fait l'homme, et sa chienne de face.
Adieu:	Adieu:
C’eſt le moyen de vous faire finir.	C'est le moyen de vous faire finir.
LE NOTAIRE.	LE NOTAIRE.
Pour dreſſer vn Contract m’a-t’on pas fait venir?	Pour dresser un Contrat m'a-t-on pas fait venir?
ARNOLPHE.	ARNOLPHÉ.
Oüy, ie vous ay mandé:	Oui, Seigneur vous ai mandé:
mais la choſe eſt remiſe Et l’on vous mandera quand l’heure ſera priſe.	mais la chose est remise Et l'on vous mandera quand l'heure sera prise.
voyez quel Dlabie d'homme auec ſon entretien?	voyez quel Dlabie d'homme avec son entretien?
LE NOTAIRE.	LE NOTAIRE.
le penſe qu’il en tient, & le cioj pemterbien.	le pense qu'il en tient, et le cioj emterbien.
SCENE III.	SCÈNE III.
LENOTIRE JALAIN, GEORGETTE.	LENOTIRE JALAIN, GEORGETTE.
ARNOLPHE.	ARNOLPHÉ.
LE NOTAIRE.	LE NOTAIRE.
Eſtes-vous pas venu querii pour voſtre MaïIVI ſtre?	Êtes-vous pas venu quéri pour votre MaïIVI stre?
oüy.	oui.
ALAIN.	ALAIN.
LE NOTAIRE.	LE NOTAIRE.
I’ignore pour qui vous le pouuez connoiſtre:	J'ignore pour qui vous le pouvez connaître:
Mais allez de ma part luy dire de ce pas:	Mais allez de ma part lui dire de ce pas:
Que s’eſt vn fou fieffé.	Que s'est un fou fieffé.
GEORGETTE.	GEORGETTE.
Nous n’y manquerons pas.	Nous n'y manquerons pas.
SCENE IV ALAIN, GEORGETTE ARNOLPHE.	SCÈNE IV ALAIN, GEORGETTE ARNOLPHE.
Onſieur.	Onsieur.
4i l il lldi	4i l il lédi
u del.	u del.
ARNOLPHE.	ARNOLPHÉ.
Approchez-vous vous eſtes mes fidelles, Mes bons,mies vrais amsja ten rȩapues nouuelles.	Approchez-vous vous êtes mes fidèles, Mes bons,mies vrais amisjà ten rȩapues nouvelles.
Le Notaire.	Le Notaire.
ALAIN.	ALAIN.
ARNOLPHE.	ARNOLPHÉ.
Laiſſons, c'eſt pour quelqu’autre jour, On veut à mon honneur joüer d’vn mauuais tour :	Laissons, c'est pour quelque autre jour, On veut à mon honneur joüer d'un mauvais tour :
Et quel affront pour vous mes enfans pourroit-c’eſtre, Si l’on auoit oſté l’honneur à voſtre Maiſtre?	Et quel affront pour vous mes enfants pourrait-ce être, Si l'on avait ôté l'honneur à votre Maître?
Vous n’oſeriez aprés paroiſtre en nul endroit, fit chacun vous voyant vous montreroit au doigt.	Vous n'oseriez après paraître en nul endroit, fit chacun vous voyant vous montrerait au doigt.
Donc puiſqu’autant que moy l’affaire vous regarde, Il faut de voſtre part faire vne telle garde, Que ce galand ne puiſſe en aucune façon.	Donc puisqu'autant que moi l'affaire vous regarde, Il faut de votre part faire une telle garde, Que ce galant ne puisse en aucune façon.
GLORGETTE.	GLORGETTE.
Vous nous auez tantoſt montré noſtre leçon,	Vous nous avez tantôt montré notre leçon,
ARNOLPHE.	ARNOLPHÉ.
Mais à ſes beaux diſcours gardez-bien de vous rendre.	Mais à ses beaux discours gardez-bien de vous rendre.
Oh!	Oh!
vrayment.	vraiment.
ALAIN.	ALAIN.
GEORGETTE.	GEORGETTE.
Nous ſçauons comme Ii faut s'en ueifendre.	Nous sçauons comme Ji faut s'en évifendre.
ARNOLPHE.	ARNOLPHÉ.
s’il venoit doucement;	s'il venait doucement;
Alain, mon pauure cœur, Par vn peu de ſecours ſoulage ma langueur,	Alain, mon pauvre cœur, Par un peu de secours soulage ma langueur,
Vous eſtes vn ſot.	Vous êtes un sot.
ALAIN.	ALAIN.
ARNOLPHE à Georgette.	ARNOLPHE à Georgette.
Bon.	Bon.
Georgette ma mignonne Tu me paroiſt ſi douce, & ſi bonne perſonne.	Georgette ma mignonne Tu me paraît si douce, et si bonne personne.
GEORGETIE.	GERGETIE.
Vous eſtes vn nigaut.	Vous êtes un nigaud.
HICTOLPHE à Alain.	HICTOLPHE à Alain.
Bon.	Bon.
Quel mal trouues-tu Dans vn deſſein honneite, & tout pieiir de vertu?	Quel mal trouves-tu Dans un dessein honnéite, et tout piediir de vertu?
ALAIN.	ALAIN.
Vous eſtes vn fripon.	Vous êtes un fripon.
ARNOLPHE à Georgette.	ARNOLPHE à Georgette.
Fort bien.	Fort bien.
Ma mort eſt ſeure Si tu ne prens pitié des peines que j’endure.	Ma mort est sûre Si tu ne prends pitié des peines que j'endure.
GEORGETTE.	GEORGETTE.
Vous eſtes vn beneſt, vn impudent.	Vous êtes un benêt, un impudent.
ARNOLPHE.	ARNOLPHÉ.
Fort bien.	Fort bien.
Ie ne ſuis pas vn homme à vouloir rien pour rien;	Je ne suis pas un homme à vouloir rien pour rien;
Ie ſçay quand on me ſert en garder la memoire:	Je sais quand on me sert en garder la mémoire:
Cependant par auance, Alain voilà pour boire, Et voila pour t’auoir, Georgette, en cottillon.	Cependant par avance, Al voilà pour boire, Et voilà pour t'avoir, Georgette, en cottillon.
Ils tendent tous denx la main, & prennent l’argent.	Ils tendent tous denx la main, et prennent l'argent.
Ce n’eſt de mes bien-faits qu’vn fimple échantillon.	Ce n'est de mes bienfaits qu'un simple échantillon.
Toute la courtoiſie, enfin, dont ie vous preſſe, C’eſt que ie puiſſe voir voſtre belle Maiſtreſſe.	Toute la courtoisie, enfin, dont je vous presse, C'est que je puisse voir votre belle Maîtresse.
GEORGETTE le pouſſant.	GEORGETTE le poussant.
A d’autres.	À d'autres.
Bon.	Bon.
Guoreonien le pouſſant.	Guoreonien le poussant.
ANNOLPIIE.	ANNOLPIIE.
Bon.	Bon.
Hola, c’eſt aſſez.	Holà, c'est assez.
GEORGETTE.	GEORGETTE.
Fais-je pas comme il faut?	Fais-je pas comme il faut?
ALAIN.	ALAIN.
Eſt-ce de la façon que voulez l’entendre?	Est-ce de la façon que voulez l'entendre?
ANNOLIHIE.	ANNOLIHIE.
Oüy, fort bien;	Oui, fort bien;
hors l’argent qu’il ne falloit pas prendre.	hors l'argent qu'il ne fallait pas prendre.
GEORGETTE.	GEORGETTE.
Nous ne nous ſommes pas ſouuenus de ce point.	Nous ne nous sommes pas souvenus de ce point.
ALAIN.	ALAIN.
Voulez-vous qu'a l'initaiit nous reconmiençions?	Voulez-vous qu'a l'initaiit nous reconmiençions?
ARNOLPHE.	ARNOLPHÉ.
Suffit, rentrez tous deux.	Suffit, rentrez tous deux.
Point.	Point.
ALAIN.	ALAIN.
Vous n’auez rien qu’à dire.	Vous n'avez rien qu'à dire.
ARNOLPHE.	ARNOLPHÉ.
Non, vous, dis-je, rentrez, puis que ie le deſire.	Non, non, dis-je, rentrez, puis que sans le désire.
Ie vous laiſſe l’argent;	Je vous laisse l'argent;
allez, ie vous rejoins;	allez, Seigneur vous rejoins;
Ayez bien l’œil à tout, & ſecondez mes ſoins.	Ayez bien l'œil à tout, et secondez mes soins.
SCENE ARNOLHE.	SCÈNE ARNOLHÉE.
E veux pour eſpion qui ſoit d’exacte veuë, Prendre le Sauetier du coin de noſtre ruë.	E veux pour espion qui soit d'exacte vue, Prendre le Savetier du coin de notre rue.
Dans la maiſon touſiours ie pretends la tenir, Y faire bonne garde, & ſur tout en bannir Vendeuſes de Ruban, Perruquieres, Coiffeuſes, Faiſeuſes de Mouchoirs, Gantiers, Reuendeuſes, Tous ces gẽs qui ſous main trauaillent chaque iour, A faire reüſſir les myſteres d’amour.	Dans la maison toujours avoir prétends la tenir, Y faire bonne garde, et sur tout en bannir Vendeuses de Ruban, Perruquières, Coiffeuses, Faiseuses de Mouchoirs, Gantiers, Revendeuses, Tous ces gendres qui sous main travaillent chaque jour, À faire réussir les mystères d'amour.
Enii l’ay veu le mondes & ren ręay les meſes.	Eni l'ai vu le mondes et ren race les mées.
Il faudra que mon homme ait de grandes addreſſes, Si Meſſage ou Poulet de la part peut entier.	Il faudra que mon homme ait de grandes adresses, Si Message ou Poulet de la part peut entier.
DCEIVE *I HORACE, ARNOLPHE.	DCEIVE *I HORACE, ARNOLPHÉ.
HORACE.	HORACE.
A place m’eſt heureuſe à vous y rencontrer.	A place m'est heureuse à vous y rencontrer.
LIe viens de l’eſchapper bien belle, ie vous iure.	LIe viens de l'échapper bien belle, je vous jure.
Au ſortir d’auec vous ſans preuoir l’auanture, Seule dans ſon balcon i’ay veu paroiſtre Agnés, Qui des arbres prochains prenoit vn peu le frais.	Au sortir d'avec vous sans prévoir l'aventure, Seule dans son balcon j'ai vu paraître Agnès, Qui des arbres prochains prenait un peu le frais.
Aprés m’auoir fait ſigne, elle a ſceu faire en ſorte, Deſcendant au iardin, de m’en ouurir la porte:	Après m'avoir fait signe, elle a su faire en sorte, Descendant au jardin, de m'en ouvrir la porte:
Mais à peine tous deux dans ſa chambre eſtions.	Mais à peine tous deux dans la chambre étions.
nous, Qu’elle a ſur les degrez entendu ſon jaloux;	nous, Qu'elle a sur les degré entendu son jaloux;
Et tout ce qu’elle a pû, dans vn tel acceſſoire, C’eſt de me renfermer dans vne grande armoire.	Et tout ce qu'elle a pu, dans un tel accessoire, C'est de me renfermer dans une grande armoire.
Il eſt entré d’abord, ie ne le voyois pas, Mais ie l’oyois marcher, ſans rien dire, à grãds pas;	Il est entré d'abord, je ne le voyais pas, Mais tu l'oyais marcher, sans rien dire, à grands pas;
Pouſſant de temps en temps des ſoûpirs pitoyables, Et donnant quelquefois de grands coups ſur les tables, Frapant vn petit chien qui pour l'uy s’émouuoit, Et iettant bruſquement les hardes qu’il trouuoit, Il a meſme caſſé, d’vne main mutinée, Des vaſes dont la belle ornoit ſa cheminée.	Poussant de temps en temps des soupirs pitoyables, Et donnant quelquefois de grands coups sur les tables, Frappant un petit chien qui pour l'uy s'émouuoit. Et jetant brusquement les hardes qu'il trouvait, Il a même cassé, d'une main mutinée, Des vases dont la belle ornait sa cheminée.
Et ſans doute il faut bien qu’à ce becque cornu.	Et sans doute il faut bien qu'à ce becqué cornu.
Du trait qu’elle a ioüé quelque iour ſoit venu.	Du trait qu'elle a joué quelque jour soit venu.
Enfin aprés cent tours ayant de la maniere, Sur ce qui n’en peut mais déchargé ſa colere, Mon ialoux inquiet ſans dire ſon ennuy, Eſt ſorty de la chambre, & moy de mon eſtuy, Nous n’auons point voulu, de peur du perſonnage, Riſquer à nous tenir enſemble dauantage, C’eſtoit trop hazarder;	Enfin après cent tours ayant de la manière, Sur ce qui n'en peut mais déchargé sa colère, Mon jaloux inquiet sans dire son ennui, Est sorti de la chambre, et moi de mon étui, Nous n'avons point voulu, de peur du personnage, Risquer à nous tenir ensemble davantage, C'était trop hasarder;
mais ie dois cette nuit, Dans ſa chambre vn peu tard m’introduire ſans bruit:	mais ici dois cette nuit, Dans sa chambre un peu tard m'introduire sans bruit:
En touſſant par trois fois ie me feray connoiſtre, Et ie dois au ſignal voir ouurir la feneſtre, Dont auec vne échelle, & ſecondé d’Agnés, Mon amour taſchera de me gagner l’accés.	En toussant par trois fois ie me ferai connaître, Et grands dois au signal voir ouvrir la fenêtre, Dont avec une échelle, et secondé d'Agnès, Mon amour tâchera de me gagner l'accès.
Comme à mon ſeul amy te veux bien vous l’apprendre.	Comme à mon seul ami te veux bien vous l'apprendre.
L’allegreſſe du cœur s’augmente à la reſpandre, gouſtaſt-on cent fois vn bon-heur tout parfait, On n'en eſt pas content ſi quelqu'vn ne le ſçait.	L'allégresse du cœur s'augmente à la répandre, goûtât-on cent fois un bonheur tout parfait, On n'en est pas content si quelqu'un ne le sait.
Vous prẽdray part, ie penſe, à l’heur de mes affaires.	Vous prenddrai part, votre pense, à l'heur de mes affaires.
Adieu, ie vais ſonger aux choſes neceſſaires.	Adieu, Seigneur vais songer aux choses nécessaires.
SCENE VII ARNOLPHE.	SCÈNE VII ARNOLPHÉE.
Voy, l’Aſtre qui s’obſtine à me deſeſperer, QNe me donnera pas le temps de reſpirer?	Vois, l'Astre qui s'obstine à me désespérer, QNe me donnera pas le temps de respirer?
Coup ſur coup ie verray par leur intelligence, De mes ſoins vigilans confondre la prudence?	Coup sur coup Rom verrai par leur intelligence, De mes soins vigilants confondre la prudence?
Et ie ſeray la dupe, en ma maturité, D’vne ieune innocente, & d’vn ieune éuenté?	Et ici serai la dupe, en ma maturité, D'une jeune innocente, et d'un jeune éventé?
En ſage Philoſophe on m’a veu vingt années, Contempler des maris les triſtes deſtinées, Et m'inſtruire auec ſoin de tous les accidens, Qui font dans le mal-heur tomber les plus prudens?	En sage Philosophe on m'a vu vingt années, Contempler des maris les tristes destinées, Et m'instruire avec soin de tous les accidents, Qui font dans le malheur tomber les plus prudents?
Des diſgraces d’autruy proſitant dans mon ame, I’ay cherché les moyens voulant prendre vne femme, De pouuoir garantir mon front de tous affrons, Et le tirer de pair d’auec les autres ſconts:	Des disgrâces d'autrui prositant dans mon âme, J'ai cherché les moyens voulant prendre une femme, De pouvoir garantir mon front de tous affrons, Et le tirer de pair d'avec les autres sconts:
Pour ce noble deſſein i’ay crû mettre en pratique, Tout ce que peut trouuer l’humaine Politique, Et comme ſi du ſort il eſtoit arreſté, Quę nul homme icy bas n’en ſeroit exempté, Aprés l’experience, & toutes les lumieres, Que i’ay pû m’acquerir ſur de telles matietes, Aprés vingt ans & plus, de meditation, Pour me conduire en tout auec precaution, De tant d’autres maris i’aurois quitté la trace, Pour me trouuer aprés dans la meſme diſgrace!	Pour ce noble dessein j'ai cru mettre en pratique, Tout ce que peut trouver l'humaine Politique, Et comme si du sort il était arrêté, Qu' nul homme ici bas n'en serait exempté, Après l'expérience, et toutes les lumières, Que j'ai pu m'acquérir sur de telles matiètes, Après vingt ans et plus, de méditation, Pour me conduire en tout avec précaution, De tant d'autres maris j'aurais quitté la trace, Pour me trouver après dans la même disgrâce!
Ah bourreau de deſtin, vous en aurez menty!	Ah bourreau de destin, vous en aurez menti!
De l’objet qu’on pourſuit, ie ſuis encore nanty.	De l'objet qu'on poursuit, je suis encore nanti.
Si ſoncœur m’eſt volé par ce blondin funeſte, I’empeſcheray du moins qu’on s’empare du reſte, Et cette nuit qu’on prend pour ce galand exploit, Ne ſe paſſera pas ſi doucement qu’on croit, Ce m’eſt quelque plaiſir, parmy tant de triſteſſe, Que l’on me donne auis du piege qu’on me dreſſe, Et quecet entouray qui veut i elcle latal, Faſſe ſon confident de ſon propre Riual.	Si soncœur m'est volé par ce blondin funeste, J'empêcherai du moins qu'on s'empare du reste, Et cette nuit qu'on prend pour ce galant exploit, Ne se passera pas si doucement qu'on croit, Ce m'est quelque plaisir, parmi tant de tristesse, Que l'on me donne avis du piège qu'on me dresse, Et quecet entourai qui veut y elcle latal, Fasse son confident de son propre Rival.
SCENEVIII CHRISALDE, ARNOLPHE.	SCENEVII CHRISALDE, ARNOLPHE.
CHRISALDE.	CHRISALDE.
T bien ſoûperons-nous auant la promenaL nade?	T bien souperons-nous avant la promenaL nade?
ARNOLPHE.	ARNOLPHÉ.
avon s le jeunece loir.	avon s le jeune loir.
CHRISALDE.	CHRISALDE.
