AIV LROLRVRO	AIV LROLRURO
Et pour mieux ſtimuler ma ſenſualité, Il ma fait deſſeruir, le diſner appreſte, Me diſant, Aſine, de peur que ta memoire N’ait de l’empeſchement du manger ou du boire, Ie veux (i’ay bien maudit ce vouloir importun) Que iuſques à ce ſoir tu demeures à ieun.	Et pour mieux stimuler ma sensualité, Il ma fait desservir, le dîner apprête, Me disant, Asine, de peur que ta mémoire N'ait de l'empêchement du manger ou du boire, Je veux (j'ai bien maudit ce vouloir importun) Que jusques à ce soir tu demeures à jeun.
N’ay ie pas bien raiſon d’eſtre melancholique Puiſqu’il a prononcé cet arreſt famelique?	N'a ie pas bien raison d'être mélancolique Puisqu'il a prononcé cet arrêt famélique?
HELENE.	HELENE.
de vouarob le jauu dans cenrt occanon Mais.	de vouarob le jauv dans cenrt occanon Mais.
,	,
IVLIEN.	IVLIEN.
Ie ne doute point que ſon auerſion Ne refrene à preſent voſtre beneuolence:	Je ne doute point que son aversion Ne refrène à présent votre beneuolence:
Reſoluons nous mon ventre à faire penitence	Résoluons nous mon ventre à faire pénitence
HELENE.	HELENE.
Ah!	Ah!
l’vtile moyen dont il ſçait le punir!	l'utile moyen dont il sait le punir!
Ie vay trouuer Eliſe & l'en entretenir.	Je vais trouver Élise et l'en entretenir.
LT 0	LT 0
SCENE PREMIERE.	SCÈNE PREMIÈRE.
HELENE, TYRCIS.	HELENE, TYRCIS.
HELENE.	HELENE.
y, Tyrcis, ie confeſſe auoir eſté ſurpriſe, Lorſque ie vous ay veu dans la chambre d’Eliſe, Melencolique, ſeul, la parole, les yeux, La geſte, & la façon d’vn homme furieux, Et vous interrogeant, tout reſueur & Jans ſuitte, Vous m’auez reſpondu qu’il auoit pris la fuitte.	y, Tircis, votre confesse avoir été surprise, Lorsque tu vous ai vu dans la chambre d'Élise, Melencolique, seul, la parole, les yeux, La geste, et la façon d'un homme furieux, Et vous interrogeant, tout rêveur et Jans suitte, Vous m'avez répondu qu'il avait pris la fuite.
TYRCIS.	TYRCIS.
Sans vous deſduire icy ſi c’eſt vn accident Qui met dans mon eſprit ce deſordre euident, Si c’eſt mon naturel, ou ſi c’eſt ma couſtume, Vous deuez bien ſçauoir que l’amour me conſume, Que c’eſt ce puiſſant Dien dont les forts mouuemẽts Oblig ent mon eſprit à tous ces changements, Qu’aù lieu de ma raiſon, ou captiue ou bannie Ie ne re çou des lois que de la tyrannie.	Sans vous déduire ici si c'est un accident Qui met dans mon esprit ce désordre évident, Si c'est mon naturel, ou si c'est ma coutume, Vous devez bien savoir que l'amour me consume, Que c'est ce puissant Dien dont les forts mouvements Oblig ent on esprit à tous ces changements, Qu'aù lieu de ma raison, ou captive ou bannie Je ne re çou des lois que de la tyrannie.
HELENE.	HELENE.
Que ſelon qu’il luy plaiſt il vous rend bien-heureux, Que ſa puiſſance.	Que selon qu'il lui plaît il vous rend bienheureux, Que sa puissance.
Enfin vous eſtes amoureux.	Enfin vous êtes amoureux.
Mais quand bien voſtre amour ſeroit cent fois plus forte, Pourquoy tout maintenant réuiez vous de la ſorte?	Mais quand bien votre amour serait cent fois plus forte, Pourquoi tout maintenant réuiez vous de la sorte?
Pourquoy ſans me reſpondre à ce que ie diſois, Vous ay-ie veu changer de viſage & de voix?	Pourquoi sans me répondre à ce que je disais, Vous ai-je vu changer de visage et de voix?
Voſtre veuë eſgarée, & contre l’oidinaire, Rougir à mon abord de bonte, ou de cholere?	Votre vue égarée, et contre l'oidinaire, Rougir à mon abord de bonté, ou de colère?
Vous m’en donnez Tyrcis, l’amour aſſeurement Ne pourroit pas produire vn ſi prompt changement.	Vous m'en donnez Tircis, l'amour assurément Ne pourrait pas produire un si prompt changement.
TYRCIS.	TYRCIS.
Le contenteray peu cette humeur curieuſe.	Le contenterai peu cette humeur curieuse.
HELENE.	HELENE.
Quoy vous vous endormez?	Quoi vous vous endormez?
TYRCIS.	TYRCIS.
La chaltur ennuyeuſe, Vne chagrine humeur, le frais de ce berceau, L Le murmure plaiſant de ce prochain ruiſſeau, Pont gugerausdiesqeuu te poutmen qui m'accable,	La chaltur ennuyeuse, Une chagrine humeur, le frais de ce berceau, L Le murmure plaisant de ce prochain ruisseau, Pont gugerausdiesqeuu te poutmen qui m'accable,
HELENE.	HELENE.
Pendant que vous prendrez ce repos agreable Ie m’en vay faire vn tour:	Pendant que vous prendrez ce repos agréable Je m'en vais faire un tour:
ſi ie reſtois icy, Vous voyant endormy ie dormirois außi.	si ici restais ici, Vous voyant endormi ici dormirais aussi.
TRCOIOI Excuſez ſi i’en vſe auec tant de franchiſe.	TRCOIOI Excusez si j'en use auec tant de franchise.
TICLENE.	TICLENE.
Mais ſi quelqu’vn ſuruient?	Mais si quelqu'un survient?
TYRCIS.	TYRCIS.
Ne me reſueillez point.	Ne me réveillez point.
Si ce n’eſtoit Eliſe,	Si ce n'était Élise,
Adieu.	Adieu.
HELENE.	HELENE.
Dormez aſſeurement,	Dormez assurément,
TYRCIS.	TYRCIS.
Que i’aurois eu bien peu de iugemene.	Que j'aurais eu bien peu de iugemene.
D’entretenir au vray cette vieille furie Du motif qui cauſoit tantoſt ma reſuerie, Et de luy confier ce que Philandre a fait Mais l’apparence enfin eſt changée en effet, Ie ſens que le ſommeil appeſantit ma veuë, Et la rend malgré moy des-ja toute abatuë.	D'entretenir au vrai cette vieille furie Du motif qui causait tantôt ma rêverie, Et de lui confier ce que Philandre a fait Mais l'apparence enfin est changée en effet, Je sens que le sommeil appesantit ma vue, Et la rend malgré moi déjà toute abattue.
7-----------	7-
SECONDE.	SECONDE.
HELENE, CLORIS.	HELENE, CLORIS.
HELENE.	HELENE.
Cha H!	Cha H!
Tyrcis qu’on peut bitn te nommer ſans pereil!	Tircis qu'on peut bitn te nommer sans pèreil!
L’impertinent qu’il eſt ſuccomber au ſommeil?	L'impertinent qu'il est succomber au sommeil?
Teſmoigner n’auoir pas ſeulement eu la force, D’euiter les appas d’vne ſi foible amorce?	Témoigner n'avoir pas seulement eu la force, D'éviter les appas d'une si faible amorce?
Ne ſçait-il pas encor que ie merite bien, Si ce n’eſt ſon amour, du moins ſon entretien?	Ne sait-il pas encor que ici mérite bien, Si ce n'est son amour, du moins son entretien?
Que i’ay de l’induſtrie?	Que j'ai de l'industrie?
& qu’en ſon entrepriſe, Ie luy peux bien ayder ou nuire aupres d’Eliſe?	et qu'en son entreprise, Je lui peux bien aider ou nuire auprès d'Élise?
Mais Philandre s’approche.	Mais Philandre s'approche.
CLORIS.	CLORIS.
Ouy ie ſuis en ſoucy Et m'eſtonne beaucoup de vous voir ſeule icy.	Où ie suis en souci Et m'étonne beaucoup de vous voir seule ici.
Pourquoy?	Pourquoi?
HELENE.	HELENE.
M –2	M 2
CLORIS.	CLORIS.
C'eſt qu'en entrant, au moins, il me le ſemble, On ma dit que Tyrcis & vous eſtiez enſemble, Et i’auois commencé des ja d’eſtre ialoux, Sçachant que mon riual eſtoit auecque vous.	C'est qu'en entrant, au moins, il me le semble, On ma dit que Tircis et vous étiez ensemble, Et j'avais commencé des ja d'être jaloux, Sachant que mon rival était avec vous.
HELENE.	HELENE.
Dieux qu’entre vous & luy ie voy de difference, S’il m’en euſt dit autant i’aurois eu patience, Man.	Dieux qu'entre vous et luiprendre vois de différence, S'il m'en eût dit autant j'aurais eu patience, Man.
ce neune intiun au nen ue me parler Dans ce prochain iardin s’eſt mis à ſommeiller.	ce neune intiun au nen ue me parler Dans ce prochain jardin s'est mis à sommeiller.
CLORIS.	CLORIS.
S’il fait ſi peu de cas d’vn entretien ſi rare, Soyez en deſormais enuers luy plus auare, Parlez en ma faueur & changez aujourd huy.	S'il fait si peu de cas d'un entretien si rare, Soyez en désormais envers lui plus avare, Parlez en ma faveur et changez aujourd hui.
La bonne volonté que vous auiez pour luy.	La bonne volonté que vous aviez pour lui.
HELENE.	HELENE.
O que ie commestois vne grande injuſlice De le fauoriſer à voſtre preiudice!	Ô que ici commestois grande injuslice De le favoriser à votre préjudice!
Tous deux auparauant vous auiez bien dequoy Vous faire eſgalement confiderer par moy, Mais puiſque ſans ſujet ie voy qu’il me meſpriſe, Ie veux de ſes defauts entretenir Eliſe, Et pour le preparex mieux en voſtre faueur, le veux porter la Datne au milien de ſon çœuy.	Tous deux auparavant vous aviez bien dequoy Vous faire également considérer par moi, Mais puisque sans sujet jour vois qu'il me méprise, Je veux de ses défauts entretenir Élise, Et pour le préparex mieux en votre faveur, le veux porter la Datne au milien de son çœui.
CLORIS.	CLORIS.
Ie dois bien eſtimer vne faueur ſi grande Mais ſe pourra-t’il bieu qu’enfin elle ſe rende?	Je dois bien estimer une faveur si grande Mais se pourra-t-il bieu qu'enfin elle se rende?
Ditte m’en les moyens vous qui la cognoiſſez.	Ditte m'en les moyens vous qui la connaissez.
HELENE.	HELENE.
Monſtrez luy dãs des vers que vos ſens ſont bleſſez;	Montrez Seigneur dans des vers que vos sens sont blessés;
Rempliſſez les de feux, d’amours, & de loüanges, Ditte que ſes beautez paſſent celles des Anges, Qu’eſloigné de ſes yeux chaque objet vous deplaiſt, Peignez y voſtre mal plus grand meſme qu’il n’eſt Ou ment impuné ment d’abord qu’on eſt Poëte, Sur tout que voſtre flame eſt puiſſante & ſecrette, Et que tous vos dejſeins ne vont qu’à l’adorer.	Remplissez les de feux, d'amours, et de louanges, Ditte que ses beautés passent celles des Anges, Qu'éloigné de ses yeux chaque objet vous déplaît, Pelez y votre mal plus grand même qu'il n'est Ou ment impuné ment d'abord qu'on est Poète, Sur tout que vôtre mme est puissante et secrète, Et que tous vos dejseins de vont déjà l'adorer.
CLORIS.	CLORIS.
Pufqueauepuuil vers ie vous puis aſſeurer, Que deuant ſon retour i’auray fait quelque choſe, Tant ie ſens que deſia mon humeur s’y diſpoſe.	Pufqueauepuil vers je vous puis assurer, Que devant son retour j'aurai fait quelque chose, Tant ici sens que déjà mon humeur s'y dispose.
Mais il faut eſtre ſeul dans ce plaiſant meſtier.	Mais il faut être seul dans ce plaisant métier.
HELENE.	HELENE.
Ie ſçay bien qu’il demande vn eſprit tout entier.	Je sais bien qu'il demande un esprit tout entier.
Ais cependant qu’il dort, Amour, que dois-je faire?	Ais cependant qu'il dort, Amour, que dois-je faire?
Suiuray-ie tes conſeils ou ceux de la cholere?	Suivrai-je tes conseils ou ceux de la colère?
Pourray-je plus long tẽps empeſcher que ma main, N’aille punir ſon cœur dans ſon coulpable ſein, Et par vn coup hardy, mais pourtant legitime, Vanger en meſme temps & ma honte & ſon-crime?	Pourrai-je plus long temps empêcher que ma main, N'aille punir son cœur dans son coulpable sein, Et par un coup hardi, mais pourtant légitime, Venger en même temps et ma honte et son-crime?
Toy puiſſant deſeſpoir qui gouuernes mes pas, Lorſque ie le verray ne m’abandonne pas, Empeſche qu’vn objet que ie ne pers qu’à peine, Ne retienne mon bras, ma cholere, ma haine, Ne m’arrache des mains la vengeance & le fer, Fay qu’il ſoit impuiſſant alors pour triompher.	Toi puissant désespoir qui gouvernes mes pas, Lorsque tu le verrai ne m'abandonne pas, Empêche qu'un objet que sans ne pers 'à peine, Ne retienne mon bras, ma cholère, ma haine, Ne m'arrache des mains la vengeance et le fer, Fais qu'il soit impuissant alors pour triompher.
Fay que mon cœur reſiſte au pouuoir de ſes charmes Qu’au reſte de mes feux, il oppoſe des larmes, Qu’il chaſſe en cet inſtant tout ce que la pitié, Luy peut repreſenter de flame & de pitie, Que Tyrcis.	Fais que mon cœur résiste au pouvoir de ses charmes Qu'au reste de mes feux, il oppose des larmes, Qu'il chasse en cet instant tout ce que la pitié, Lui peut représenter de flamme et de pitié, Que Tircis.
Mais helas que mon ame eſt peu forte!	Mais hélas que mon âme est peu forte!
Qu’il eſt encor puiſſant puiſque ſon nom m’emporte!	Qu'il est encor puissant puisque son nom m'emporte!
Amour, deftins, malheurs, n’eſtes vous point cõtents?	Amour, déftins, malheurs, n'êtes -vous point cõtents?
Mon eſprit n’a t’il pas ſouffert aſſez long-temps!	Mon esprit n'a -t-il pas souffert assez longtemps!
Ay-ie eu pour cet ingrat trop peu de patience?	Ai-je eu pour cet ingrat trop peu de patience?
Dieux reſpondez pour luy vous faites ſon offence, Puiſque vous le pouſſez à me manquer de foy, Vous le deuez außi deffendre contre moy, Venez donc oppoſer ſi vous le pouuez faire Voſtre vaine puiſſance à ma iſtue cholere.	Dieux répondez pour cela vous faites son offense, Puisque vous le poussez à me manquer de foi, Vous le devez aussi défendre contre moi, Venez donc opposer si vous le pouvez faire Votre vaine puissance à ma istue colère.
VATRIESME.	VATRIESME.
ELISE, ADRASTE.	ÉLISE, ADRASTE.
ELISE.	ÉLISE.
&3 Ay ce que tu voudras, mon cœur eſt toufiours  preſt, A ſuiure aueuglement le deſſein qui te plaiſt, Et ſans conſiderer le peril que ie tente, –– Ie me contente aſſez ſi ton ame eſt contente, Ridr emunte aqjuexau daii	et3 Ai ce que tu voudras, mon cœur est toufiours prêt, A suivre aveuglement le dessein qui te plaît, Et sans considérer le péril que ie tente, Ie me contente assez si ton âme est contente, Ridr emunte aqjuexau daii
ADRASTE.	ADRASTE.
C’eſt là le ſeul aduis que nous deuons choiſir.	C'est là le seul avis que nous devons choisir.
Apres, quoy que le Ciel pour croiſtre noſtre peine, Vouluſt nous teſmoigner ſa cholere ou ſa haine, Et quoy que le deſtin conjuré contre nous, Armaſt en ſa faueur Iraſile & ſon courroux;	Après, quoi que le Ciel pour croître notre peine, Voulût nous témoigner sa cholère ou sa haine, Et quoi que le destin conjuré contre nous, Armât en sa faveur Irasile et son courroux;
Le deſtin, & les Dieux, & le Ciel, & Traſile Aurons tous pour nous nuire vn effort inurle, Quand ce lien fatal qui nous doit rendre heureux, Deſſous vn meſme ioug nous aura ioint tous deux:	Le destin, et les Dieux, et le Ciel, et Trasile Aurons tous pour nous nuire un effort inurle, Quand ce lien fatal qui nous doit rendre heureux, Dessous un homme joug nous aura joint tous deux:
Alors nous nous verrons ſans aucune contrainte, Nos flames n’auront plus cette importune crainte, Et bien loin de cacher noſtre puiſſant Amour, neine ie perons purorpit aux genx inſme du iour, Nous defierons le ſort, nous brauerons l’enuie, Et nous commencerons à bien gouſter la vie.	Alors nous nous verrons sans aucune contrainte, Nos flammes n'auront plus cette importune crainte, Et bien loin de cacher notre puissant Amour, neine ie jamais purorpit aux genx insme du jour, Nous défierons le sort, nous braverons l'envie, Et nous commencerons à bien goûter la vie.
	
ELISE.	ÉLISE.
Mais ie crains que Tyrcis ſi long temps abuſé Ne ſe vange ſur toy de ſe voir meſpriſé, Et perdant le reſpect en perdant l’eſperance.	Mais petit crains que Tircis si long temps abusé Ne se venge sur toi de se voir méprisé, Et perdant le respect en perdant l'espérance.
ADRASTE.	ADRASTE.
Arreſte toy, mon cœur, cette crainte m’offence, Et tu ne ſçaurois pas redouter ce malheur ------ gans dnon bajoupton qursiegema paieure	Arrête toi, mon cœur, cette crainte m'offense, Et tu ne saurais pas redouter ce malheur -- gans dnon bajoupton qursiegema paieure
ELISE.	ÉLISE.
C’eſt d'elle toutefois d’où vient ma peur extreme, Ie ſçay ce que tu vaux, mais ie ſçay bien qu’il m’aime.	C'est d'elle toutefois d'où vient ma peur extrême, Je sais ce que tu vaux, mais apprendre sais bien qu'il m'aime.
Vs cœur comme le ſien par l’amour enflamé, Oſe tout quand il perd ce qu’il a bien aimé:	Vs cœur comme le sien par l'amour enflammé, Ose tout quand il perds ce qu'il a bien aimé:
Sans crainte de paroiſtre ou prompt, ou temeraire, Il ſuit les mouuemeuts qu’inſpire ſa cholere:	Sans crainte de paraître ou prompt, ou téméraire, Il suit les mouvements qu'inspire sa cholère:
N’en a t’il pas fait voir vn exemple auiour d’huy Dans ce que ie t’ay dit de Philandre & de luy,	N'en a -t-il pas fait voir un exemple aujour d'hui Dans ce que ici t'ai dit de Philandre et de fin,
ADRASTE.	ADRASTE.
Raſſeure toy, peureuſe, & banny cette crainte:	Rassure toi, peureuse, et banni cette crainte:
Dont ie voy ſans raiſon que ton ame eſt atteinte Et ſçache qu’außi toſt qu’il aur a ſçeu mon nom, Sans croire ou ſon courage, ou ſon affection, Il viendra s’excuſer auec beaucoup de honte, De m’auoir mecogneu ſous celuy de Cleonte:	Dont grande vois sans raison que ton âme est atteinte Et sache qu'avez tôt qu'il aur a su mon nom, Sans croire ou son courage, ou son affection, Il viendra s'excuser avec beaucoup de honte, De m'avoir méconnu sous celui de Cléonte:
Et dira que ſon cœur fut vn audacieux, D’auoir oſé pretendre au chef-d'œuure dis Cieux.	Et dira que son cœur fut un audacieux, D'avoir osé prétendre au chef-d'œuvre dis Cieux.
ELISE.	ÉLISE.
Mais de peur que quelqu'vn enſemble ne nous voye, Adraſte interrompons noſtre commune ioye:	Mais de peur que quelqu'amour ensemble ne nous voie, Adraste interrompons notre commune joie:
Souffre que ie te quitte encor pour vn moment, Va t’en ie t’en coniure, & taſche ſeulement, A l’heure deſtinée à faire ton poßible, De venir su je pent jaus tt renurt vipbie.	Souffre que ie te quitte encor pour un moment, Va t'en tu t'en conjure, et tâche seulement, A l'heure destinée à faire ton passible, De venir su je pent jaus tût renurt vipbie.
