TREIACI	TREICI
Que vous auriez veu, ſans que je vous le die, De combien voſtre amour m’eſt plus cher que ma vie!	Que vous auriez vu, sans que je vous le die, De combien votre amour m'est plus cher que ma vie!
Qui ſçait meſme, qui ſçait ſi le Ciel irrité A pû ſouffrir l’excez de ma felicité?	Qui était même, qui sait si le Ciel irrité A pu souffrir l'excès de ma félicité?
Areidd:	Areidd:
ime ſenioioie qu'une hamme ii belle M’élevoit au deſſus du ſort d’une Mortelle.	ime senioioie qu'une hamme ji belle M'élevait au dessus du sort d'une Mortelle.
ACHILLE.	ACHILLE.
Ah!	Ah!
Si je vous ſuis cher, ma Princeſſe, vivez.	Si je vous suis cher, ma Princesse, vivez.
SCENE VII.	SCÈNE VII.
CETTEMNESTRD, IPITIGENIE ACHILLE, ÆGINE.	CETTEMNESTRD, IPITIGENIE ACHILLE, ÆGINE.
CLYTEMNESTRE.	CLYTEMNESTRE.
*T Out eſt perdu, Seigneur, ſi vous ne nous ſauvez.	*T Out est perdu, Seigneur, si vous ne nous sauvez.
I Agamemnon m’évite, & craignant mon viſage Il me fait de l’Autel refuſer le paſſage.	I Agamemnon m'évite, et craignant mon visage Il me fait de l'Autel refuser le passage.
Des Gardes, que luy meſme a pris ſoin de placer, Nous ont de toutes parts deffehau de pante.	Des Gardes, que ainsi ainsi a pris soin de placer, Nous ont de toutes parts deffehau de pante.
Il me fuit.	Il me fuit.
Ma douleur eſtonne ſon audace.	Ma douleur étonne son audace.
ACHILLE.	ACHILLE.
Hé bien!	Hé bien!
c’eſt donc à moy de prendre voſtre place.	c'est donc à moi de prendre votre place.
Il me verra, Madame, & je vais lui parler.	Il me verra, Madame, et je vais lui parler.
IPHIGENIE.	IPHIGENIE.
Ah!	Ah!
Madame.	Madame.
Ah Seigneur!	Ah Seigneur!
Où voulez vous aller?	Où voulez -vous aller?
ACHILLE.	ACHILLE.
Et que pretend de moi voſtre injuſte priere?	Et que prétend de moi votre injuste prière?
Vous faudra-t-il toûjours combattre la premiere?	Vous faudra-t-il toujours combattre la première?
IPHIGENIE.	IPHIGENIE.
Au nom des Dieux, Madame, retenez un Amant furieux, De ce triſte entretien détournons les approches.	Au nom des Dieux, Madame, retenez un Amant furieux, De ce triste entretien détournons les approches.
Seigneur, trop d’amertume aigriroit vos reproches.	Seigneur, trop d'amertume aigrirait vos reproches.
Ie ſçay juſqu’où s’emporte un Amant irrité.	Je sais jusqu'où s'emporte un Amant irrité.
Et mon Pere eſt jaloux de ſon autorité.	Et mon Père est jaloux de son autorité.
On ne connoiſt que trop la fierté des Atrides.	On ne connaît que trop la fierté des Atrides.
Laiſſez parler, Seigneur, des bouches plus timides.	Laissez parler, Seigneur, des bouches plus timides.
Surpris, n’en doutez point, de mon retardement, Luy meſme il me viendra chercher dans, un moment.	Surpris, n'en doutez point, de mon retardement, Lui même il me viendra chercher dans, un moment.
Il entendra gemir une Mere oppreſſée.	Il entendra gémir une Mère oppressée.
Et que ne poulra point mimpirer la penlee De prévenir les pleurs que vous verſeriez tous, D’arreſter vos tranſports, & de vivre pour vous!	Et que ne poulra point mimpirer la penlee De prévenir les pleurs que vous verseriez tous, D'arrêter vos transports, et de vivre pour vous!
ACHILLE.	ACHILLE.
Enfin vous le voulez.	Enfin vous le voulez.
Il faut donc vous complaire.	Il faut donc vous complaire.
Donnez lui l’une & l’autre un conſeil ſalutaire.	Donnez -lui l'une et l'autre un conseil salutaire.
nappence la lailon, peridadelde uien, Pour vous, pour mon repos, & ſur tout pour le ſien.	napence la lailon, peridadelde uien, Pour vous, pour mon repos, et sur tout pour le sien.
le perds trop de momens en des diſcours frivoles.	le perds trop de moments en des discours frivoles.
Il faut des actions, & non pas des paroles.	Il faut des actions, et non pas des paroles.
à Clytemneſtre.	à Clytemnaître.
Madame, à vous ſervir je vais tout diſpoſer.	Madame, à vous servir je vais tout disposer.
Dans voſtre apartement allez vous repoſer.	Dans votre appartement allez -vous reposer.
Voſtre Fille vivra, je puis vous le prédire.	Votre Fille vivra, je puis vous le prédire.
Croyez du moins, croyez que tant que je reſpire, Les Dieux auront en vain ordonné ſon treſpas.	Croyez du moins, croyez que tant que je respire, Les Dieux auront en vain ordonné son trépas.
Cét Oracle eſt plus ſeûr que celui de Calchas.	Cet Oracle est plus sûr que celui de Calchas.
Fin du troiſiéme Acte.	Fin du troisième Acte.
ACTE IV.	ACTE IV.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
ERIPHILE, DORIS.	ERIPHILE, DORIS.
DORIS.	DORIS.
H!	H!
que me dites-vous?	que me dites-vous?
Quelle étrange manie AVous peut faire envier le ſort d’Iphigenie?	Quelle étrange manie AUous peut faire envier le sort d'Iphigénie?
Dans une heure elle expire.	Dans une heure elle expire.
Et jamais, dites vous, Vos yeux de ſon bonheur ne furent plus jaloux.	Et jamais, dites -vous, Vos yeux de son bonheur ne furent plus jaloux.
Qui le croira, Madame?	Qui le croira, Madame?
Et quel cœur ſi farouche.	Et quel cœur si farouche.
ERIPHÏLE.	ERIPHLE.
Jamais rien de plus vray n’eſt ſorti de ma bouche, Jamais de tant de ſoins mon eſprit agité Ne porta plus d’envie à ſa felicité.	Jamais rien de plus vrai n'est sorti de ma bouche, Jamais de tant de soins mon esprit agité Ne porta plus d'envie à sa félicité.
Favorables perils!	Favorables périls!
Eſperance inutile!	Espérance inutile!
N’as-tu pas veû ſa gloire, & le trouble d’Achille?	N'as-tu pas vu sa gloire, et le trouble d'Achille?
J’en ay veû, j’en ay fuy les ſignes trop certains.	J'en ai vu, j'en ai fui les signes trop certains.
Ce Heros ſi terrible au reſte des humains, Qui ne connoiſt de pleurs que ceux qu’il fait répandre, Qui s’endurcit contre eux dés l’âge le plus tendre, Et qui ſi l’on nous fait un fidelle diſcours, Suça meſme le ſang des Lyons & des Ours;	Ce Héros si terrible au reste des humains, Qui ne connaît de pleurs que ceux qu'il fait répandre, Qui s'endurcit contre eux dès l'âge le plus tendre, Et qui si l'on nous fait un fidèle discours, Sua même le sang des Lyons et des Ours;
Pour elle de la crainte a fait l’apprentiſſage, Elle l’a veû pleurer & changer de viſage.	Pour elle de la crainte a fait l'apprentissage, Elle l'a vu pleurer et changer de visage.
Et tu la plains, Doris ?	Et tu la plains, Doris ?
Par combien de malheurs Ne lui voudrois-je point diſputer de tels pleurs?	Par combien de malheurs Ne lui voudrais-je point disputer de tels pleurs?
Quãd je devrois comme elle expirer dans une heure.	Quand je devrais comme elle expirer dans une heure.
Mais que dis-je expirer?	Mais que dis-je expirer?
Ne crois pas qu’elle meure.	Ne crois pas qu'elle meure.
Dans un laſche ſommeil crois-tu qu’enſeveli Achile aura pour elle impunément pâli?	Dans un lâche sommeil crois-tu qu'enseveli Achille aura pour elle impunément pâli?
Achille à ſon malheur ſçaura bien mettre obſtacle.	Achille à son malheur Saura bien mettre obstacle.
Tu verras que les Dieux n’ont dicté cet Oracle Que pour croiſtre à la fois ſa gloire & mon tourment, Et la rendre plus belle aux yeux de ſon Amant.	Tu verras que les Dieux n'ont dicté cet Oracle Que pour croître à la fois sa gloire et mon tourment, Et la rendre plus belle aux yeux de son Amant.
Hé quoy!	Hé quoi!
Ne vois-tu pas tout ce qu’on fait pour elle?	Ne vois-tu pas tout ce qu'on fait pour elle?
On ſupprime des Dieux la ſentence mortelle, Et quoy que le bucher ſoit dé-ja préparé Le nom de la Victime eſt encore ignoré.	On supprime des Dieux la sentence mortelle, Et quoi que le bûcher soit déjà préparé Le nom de la Victime est encore ignoré.
Tout le Camp n’en ſçait rien.	Tout le Camp n'en sait rien.
Doris, à ce ſilence Ne reconnois-tu pas un Pere qui balance?	Doris, à ce silence Ne reconnais-tu pas un Père qui balance?
Et que fera-t’il donc?	Et que fera-t-il donc?
Quel courage endurci Soûtiendroit les aſſauts qu’on lui prépare ici.	Quel courage endurci Soutiendrait les assauts qu'on lui prépare ici.
Une Mere en fureur, les larmes d’une Fille, Les cris, le deſeſpoir de toute une famille, Le ſang à ces objets facile à s’ébranler, Achille menaſſant tout preit à Paccabier.	Une Mère en fureur, les larmes d'une Fille, Les cris, le désespoir de toute une famille, Le sang à ces objets facile à s'ébranler, Achille menaçant tout préit à Paccabier.
Non, te dis-je, les Dieux l’ont en vain condannée, Je ſuis, & je ſerai la ſeule infortunée.	Non, te dis-je, les Dieux l'ont en vain condamnée, Je suis, et je serai la seule infortunée.
Ah!	Ah!
Si je m’en croyois!	Si je m'en croyais!
DORIS.	DORIS.
Quoy?	Quoi?
Que méditez vous?	Que méditez -vous?
ERIPHILE.	ERIPHILE.
je ne içay qui m’arfeite & retient mon couroux, Que par un prompt avis de tout ce qui ſe paſſe, Je ne coure des Dieux divulguer la menace, Et publier par tout les complots criminels, Qu’on fait icy contre eux & contre leurs Autels.	je ne içay des Dieux divis , qui mon couroux, Que par un prompt avis de tout ce qui se passe, Je ne coure des Dieux divulguer la menace, Et publier par tout les complots criminels, Qu'on fait ici contre eux et contre leurs Autels.
DORIS.	DORIS.
Ah!	Ah!
quel deſſein, Madame!	quel dessein, Madame!
ERIPHILE.	ERIPHILE.
Ah, Doris, quelle joye?	Ah, Doris, quelle joie?
Que d’encens bruſleroit dans les Temples de Troye j Si troublant tous les Grecs & vangeant ma priſon Je pouvois contre Achille armer Agamemnon.	Que d'encens brûlerait dans les Temples de Troie j Si troublant tous les Grecs et vengeant ma prison Je pouvais contre Achille armer Agamemnon.
Si leur haine, de Troye oubliant la querelle, Tournoit contre eux le fer qu’ils aiguiſent contre elle Me dide daue le cumip llas arl daliscedl Faiſoient à ma Patrie un Sacrifice heureux.	Si leur haine, de Troie oubliant la querelle, Tournait contre eux le fer qu'ils aiguisent contre elle Me dide dave le cumip arlas arl daliscedl Faisaient à ma Patrie un Sacrifice heureux.
DORIS.	DORIS.
j’entens du bruit, on vient, Clytemneſtre s’avance.	j'entends du bruit, on vient, Clytemnêtre s'avance.
Remettez vous, Madame, ou fuyez ſa préſence,	Remettez -vous, Madame, ou fuyez sa présence,
ERIPHILE.	ERIPHILE.
Rentrons.	Rentrons.
Et pour troubier dii njhien ouielix, Conſultons des fureurs qu’autoriſent les Dieux.	Et pour troubier dii njhien ouiel, Consultons des fureurs qu'autorisent les Dieux.
SCENE.	SCÈNE.
II.	II.
CLYTEMNESTRE, ÆGINE.	CLYTEMNESTRE, ÉGINE.
CLYTEMNESTRE.	CLYTEMNESTRE.
Gine, tu le vois, il faut que je la ſuye.	Gine, tu le vois, il faut que je la suivie.
IL Loin que ma Fille pleure & trẽble pour ſa vie, Elle excuſe ſon Pere, & veut que ma douleur Reſpecte encor la main qui lui perce le cœur.	IL Loin que ma Fille pleure et tremble pour sa vie, Elle excuse son Père, et veut que ma douleur Respecte encor la main qui lui perce le cœur.
O conſtance!	Ô constance!
O reſpect!	Ô respect!
Pour prix de ſa tendreſſe Le barbare à l’Autel ſe plaint de ſa pareſſe.	Pour prix de sa tendresse Le barbare à l'Autel se plaint de sa paresse.
Je l’attens.	Je l'attends.
Il viendra m’en demander raiſon, Et croit pouvoir encor cacher ſa trahiſon.	Il viendra m'en demander raison, Et croit pouvoir encor cacher sa trahison.
Il vient.	Il vient.
Sans éclatter contre ſon injuſtice, Voyons s’il ſouſtiendra ſon indigne artifice.	Sans éclatter contre son injustice, Voyons s'il soutiendra son indigne artifice.
SCENE III.	SCÈNE III.
AGAMEMNON, CLYTEMNESTRE, ÆGINE.	AGAMEMNON, CLYTEMNESTRE, ÊGINE.
AGAMEMNON.	AGAMEMNON.
Ue faites-vous, Madame?	Que faites-vous, Madame?
Et d’où vient que ces 7 lieux N’offrent point avec vous voſtre Fille à mes yeux ?	Et d'où vient que ces 7 lieux N'offrent point avec vous votre Fille à mes yeux ?
Mes ordres par Arcas vous l’avoient demandée.	Mes ordres par Arcas vous l'avaient demandée.
Qu'attend-elle?	Qu'attend-elle?
Eſt-ce vous qui l’avez retardée?	Est-ce vous qui l'avez retardée?
A mes juſtes deſirs ne vous rendez-vous pas?	À mes justes désirs ne vous rendez-vous pas?
Ne peut-elle à l’Autel marcher que ſur vos pas?	Ne peut-elle à l'Autel marcher que sur vos pas?
liller.	liller.
CLYTEMNESTRE.	CLYTEMNESTRE.
S’il faut partir, ma rine eit toute preſte.	S'il faut partir, ma rine éit toute prête.
Mais vous, n’avez vous rien, Seigneur, qui vous arreſte?	Mais vous, n'avez -vous rien, Seigneur, qui vous arrête?
AGAMEMNON.	AGAMEMNON.
Moy, Madame?	Moi, Madame?
CLYTEMNESTRE.	CLYTEMNESTRE.
Vos ſoins ont-ils tout preparé?	Vos soins ont-ils tout préparé?
ACAMEMNNON.	ACAMEMNNON.
Calchas eſt preſt, Madame, & l’Autel eſt paré.	Calchas est prêt, Madame, et l'Autel est paré.
J’ay fait ce que m’ordonne un devoir legitime.	J'ai fait ce que m'ordonne un devoir légitime.
CLYTEMNESTRE.	CLYTEMNESTRE.
Vous ne me parlez point, Seigneur, de la Victime,	Vous ne me parlez point, Seigneur, de la Victime,
AGAMEMNON, Que me voulez vous dire?	AGAMEMNON, Que me voulez -vous dire?
Et de quel ſoin jaloux.	Et de quel soin jaloux.
SCENE IV.	SCÈNE IV.
IPHIGENIE, AGAMEMNON CLYTEMNESTRE, ÆGINE.	IPHIGENIE, AGAMEMNON CLYTEMNESTRÉE, GINE.
CLYTEMNESTRE.	CLYTEMNESTRE.
J'Enez, venez, ma Fille, on n’atteria plas que vous V Venez remercier un Pere qui vous aime, Et qui veut à l’Autel vous conduire lui-meſme.	J'Enez, venez, ma Fille, on n'atteria plas que vous V Venez remercier un Père qui vous aime, Et qui veut à l'Autel vous conduire lui-même.
AGAMEMNON.	AGAMEMNON.
Que vois-je?	Que vois-je?
Quel diſcours?	Quel discours?
Ma Fille, vous pleurez, Et baiſſez devant moy vos yeux mal aſſurez.	Ma Fille, vous pleurez, Et baissez devant moi vos yeux mal assurés.
Quel trouble.	Quel trouble.
Mais tout pleure, & la Fille, & la Mere, Ah!	Mais tout pleure, et la Fille, et la Mère, Ah!
malheureux Arcas, tu m’as trahi.	malheureux Arcas, tu m'as trahi.
IPHIGENIE.	IPHIGENIE.
Mon Pere, Ceſſez de vous troubler, vous n’eſtes point trahi.	Mon Père, Cessez de vous troubler, vous n'êtes point trahi.
Quand vous commanderez vous ſerez obeï.	Quand vous commanderez -vous serez obéir.
Ma vie eſt voſtre bien.	Ma vie est votre bien.
Vous voulez le reprendre, Vos ordres ſans détour pouvoient ſe faire entendre.	Vous voulez le reprendre, Vos ordres sans détour pouvaient se faire entendre.
D’un œil auſſi content, d’un cœur auſſi ſoûmis Que j’acceptois l’Epoux que vous m’aviez promis, Je ſçauray, s’il le faut, Victime obeïſſante, Tendre au fer de Calchas une teſte innocente, Et reſpectant le coup par vous meſme ordonné, Vous rendre tout le ſang que vous m’avez donné.	D'un œil aussi content, d'un cœur aussi soumis Que j'acceptais l'Époux que vous m'aviez promis, Je saurai, s'il le faut, Victime obéissante, Tendre au fer de Calchas une tête innocente, Et respectant le coup par vous -même ordonné, Vous rendre tout le sang que vous m'avez donné.
Si pourtant ce reſpect, ſi cette obeïſſance Paroiſt digne à vos yeux d’une autre recompenſe, Si d’une Mere en pleurs vous plaignez les ennuis;	Si pourtant ce respect, si cette obéissance Paraît digne à vos yeux d'une autre récompense, Si d'une Mère en pleurs vous plaignez les ennuis;
J’oſe vous dire icy qu’en l’eſtat où je ſuis, Peuteſtre aſſez d’honneurs environnoient ma vie, Pour	J'ose vous dire ici qu'en l'état où je suis, Peutêtre assez d'honneurs environnaient ma vie, Pour
Dour ne pas ſouhaitter qu'elle me fuſt ravie, Ny qu’en me l’arrachant un ſevere Deſtin Si prés de ma naiſſance en euſt marqué la fin.	Dour ne pas souhaiter qu'elle me fût ravie, Ni qu'en me l'arrachant un sévère Destin Si près de ma naissance en eût marqué la fin.
Fille d’Agamemnon, c’eſt moy qui la premiere, Seigneur, vous appellay de ce doux nom de Pere, C’eſt moy qui ſi long temps le plaiſir de vos yeux, Vous ay fait de ce nom remercier les Dieux, Et pour qui tant de fois prodiguant vos careſſes, Vous n’avez point du ſang dédaigné les foibleſſes.	Fille d'Agamemnon, c'est moi qui la première, Seigneur, vous appelé de ce doux nom de Père, C'est moi qui si long temps le plaisir de vos yeux, Vous ai fait de ce nom remercier les Dieux, Et pour qui tant de fois prodiguant vos caresses, Vous n'avez point du sang dédaigné les faiblesses.
Helas!	Hélas!
avec plaiſir je me faiſois conter Tous les noms des Pays que vous allez donter, Et déja d’Ilion préſageant la conqueſte.	avec plaisir je me faisais conter Tous les noms des Pays que vous allez donter, Et déjà d'Ilion présageant la conquête.
