A PARIS.	À PARIS.
Auſſi, pour eſtre en paix dans ce deſordre extreme, Ie me vais d’vn rocher precipiter moy-meſme, or, duno leuererpon dont moncœureic ouere, Ie puis en rencontrer d’aſſez haut à mon gré.	Aussi, pour être en paix dans ce désordre extrême, Je me vais d'un rocher précipiter moi-même, or, duno leuererpon dont moncœureic ouère, Je puis en rencontrer d'assez haut à mon gré.
Adieu, monſieur.	Adieu, monsieur.
ALBERT.	ALBERT.
Non, non;	Non, non;
ta fuite eſt ſuperfluë:	ta fuite est superflue:
Si tu meurs, ie pretends que ce ſoit à ma veuë.	Si tu meurs, Seigneur prétends que ce soit à ma vue.
MASCARILLE.	MASCARILLE.
Ie ne ſçaurois mourir quand ie ſuis regardé, Et mon treſpas ainſi ſe verroit retardé.	Je ne saurais mourir quand ie suis regardé, Et mon trépas ainsi se verrait retardé.
VALERE.	VALÈRE.
Suy-moy, traitre, ſuy-moy;	Sui-moi, traître, suis-moi;
mon amour en furie Te fera voir ſi c’eſt matiere a raillerie.	mon amour en furie Te fera voir si c'est matière a raillerie.
MASCARIILE.	MASCARILE.
Alar neureun Marcuiiler ã quel lhadx au jourd’huy Te vois-tu condamné pour le peché d’autruy !	Alar neureun Marcuiiler ans quel lhadx au jourd'hui Te vois-tu condamné pour le péché d'autrui !
Fin du troiſiéme Acte.	Fin du troisième Acte.
IACTE SCENE PREMIERE.	JACTE SCÈNE PREMIÈRE.
ASCAGNE, FROSINE.	ASCAGNE, FROSINE.
FROSINE ’Auanture eſt facheuſe.	FROSINE 'Aventure est fâcheuse.
ASCAGNE.	ÀSCAGNE.
Ah!	Ah!
ma chere Froſine, Leſort abſolument a conclu la ruine:	ma chère Frosine, Lesort absolument a conclu la ruine:
Cette affaire venuë au point où la voila N’eſt pas aſſurément pour en demeurer là;	Cette affaire venue au point où la voilà N'est pas assurément pour en demeurer là;
Il faut qu'elle paſſe outre;	Il faut qu'elle passe outre;
& Lucile, & Valere, Surpris des nouueautez d’vn ſemblable miſtere Voudront chercher vn iour dans ces obſcuritez, Par qui tous mes proiets ſe verront auortez.	et Lucile, et Valère, Surpris des nouveautés d'un semblable mystère Voudront chercher un jour dans ces obscurités, Par qui tous mes proiss se verront avortez.
Car, enfin, ſoit qu’Albert ait part au ſtratageme, Ou qu’auec tout le monde on l’ait trompé luy-même;	Car, enfin, soit qu'Albert ait part au stratagème, Ou qu'avec tout le monde on l'ait trompé une-même;
S’il arriue vne fois que mon ſort éclaircy Mette ailleurs tout le bien dont le ſien a groſſi, Iugez s’il aura lieu de ſouffrir ma preſence:	S'il arrive une fois que mon sort éclairci Mette ailleurs tout le bien dont le sien a grossi, Jugez s'il aura lieu de souffrir ma présence:
Son intereſt détruit me laiſſe à ma naiſſance;	Son intérêt détruit me laisse à ma naissance;
C’eſt fait de ſa tendreſſe, &, quelque ſentiment Ou pour ma fourbe alors put eſtre mon amant, Vou dra-t’il auoüer pour eſpouſe vne fille Qu’il verra ſans apuy de biens & de famille?	C'est fait de sa tendresse, et, quelque sentiment Ou pour ma fourbe alors put être mon amant, Vou ra-t’ au douer pour épouse une fille Qu'il verra sans appui de biens et de famille?
FROSINE.	FROSINE.
Ie trouue que c’eſt là raiſonné comme il faut:	Je trouve que c'est là raisonné comme il faut:
Mais ces reflexions deuoient venir plutoſt.	Mais ces réflexions devaient venir plutôt.
Qui vous a iuſqu’icy caché cette lumiere?	Qui vous a jusqu'ici caché cette lumière?
Il ne falloit pas eſtre vne grande ſorciere, Pour voir, dés le moment de vos deſſeins pour luy, Tout ce que vôtre eſprit ne voit que d’auiourd’huy.	Il ne fallait pas être une grande sorcière, Pour voir, dès le moment de vos desseins pour toujours, Tout ce que votre esprit ne voit que d'aujourd'hui.
Lactienle dnoie;	Lactienle dnoie;
e desque le Pay igeue;	e desque le Pai igue;
Ie n’en ay preueu guere vne meilleure iſſuë.	Je n'en ai prévu guère une meilleure issue.
ASCAGNE.	ÀSCAGNE.
Que doiſ-ie faire enfin?	Que dois-je faire enfin?
mon trouble eſt ſans pareil:	mon trouble est sans pareil:
Mettez-vous en ma place, & me donnez conſeil,	Mettez-vous en ma place, et me donnez conseil,
FROSINE.	FROSINE.
Ce doit eſtre à vous meſme, en prenant voſtre place, A me donner conſeil deſſus cette diſgrace:	Ce doit être à vous -même, en prenant votre place, À me donner conseil dessus cette disgrâce:
Ca, ie ſuis maintenant vous, & vous eſtes moy;	Ça, Seigneur suis maintenant vous, et vous êtes moi;
Conſeillez-moy, Froſine, au poinct où ie me voy.	Conseillez-moi, Frosine, au point où tu me vois.
Quel remede tieuuer?	Quel remède tieuver?
dites, ie vous en prie.	dites, Seigneur vous en prie.
ASCAGNE.	ÀSCAGNE.
Helas!	Hélas!
ne traitez point cecy de raillerie;	ne traitez point ceci de raillerie;
C’eſt prendre peu de part à mes cuiſans ennuis, Que de rire, & de voir les termes où i’en ſuis.	C'est prendre peu de part à mes cuisants ennuis, Que de rire, et de voir les termes où j'en suis.
Frofin	Frofin
FROSINE.	FROSINE.
Non vrayement, tout de bon;	Non vraiment, tout de bon;
vôtre ennuy m’eſt ſenſible, Et pour vous en tirer ie ferois mon poſſible.	votre ennui m'est sensible, Et pour vous en tirer ici ferais mon possible.
muis, que puil-ie apres tout?	muis, que puil-je après tout?
ie voy fort peu de iour A toumner cette aſanc au gre de votle umour.	On vois fort peu de jour A toumner cette asanc au gré de votle umour.
ASCAGNE.	ÀSCAGNE.
Si rien ne peut m’aider, il faut donc que ie meure.	Si rien ne peut m'aider, il faut donc que Ne meure.
FROSINE.	FROSINE.
Ha!	Ha!
pour cela touſiours il eſt aſſez bonne heure;	pour cela toujours il est assez bonne heure;
La mort eſt vn remede à trouuer quand on veut, Et l’on s’en doit ſeruir le plus tard que l’on peut.	La mort est un remède à trouver quand on veut, Et l'on s'en doit servir le plus tard que l'on peut.
ASCAGNE.	ÀSCAGNE.
nomnon, riome, non;	nomnon, riome, non;
i vos conſeils propices Ne conduiſent mon ſort parmy ces precipices, Ie m’abandonne toute aux traits du deſeſpoir.	y vos conseils propices Ne conduisent mon sort parmi ces précipices, Je m'abandonne toute aux traits du désespoir.
FROSINE.	FROSINE.
Sçauez-vous ma penſée?	Savez-vous ma pensée?
il faut que i’aille voir La.	il faut que j'aille voir La.
mais Eraſte vient qui pourroit nous diſtraire, Nous pourrons en marchant parler de cette affaire;	mais Eraste vient qui pourrait nous distraire, Nous pourrons en marchant parler de cette affaire;
Allons, retirons-nous.	Allons, retirons-nous.
SCENE II.	SCÈNE II.
ERASIE, GIOS-RENE'.	ERASIE, GIOS-RENE.
ERASTE.	ERASTE.
Avecle ſecate.	Avecle secate.
R-	R-
GROS-RENE'.	GROS-RENE'.
Iamais Ambaſſadeur ne fut moins écouté:	Jamais Ambassadeur ne fut moins écouté:
A peine ay-ie voulu luy porter la nouuelle Du moment d’entretien que vous ſouhaitiez d’elle, Qu’elle m’a repondu tenant ſon quant-a-moy, Va, va;	À peine ai-je voulu deux porter la nouvelle Du moment d'entretien que vous souhaitiez d'elle, Qu'elle m'a répondu tenant son quant-moi, Va, va;
ie fais état de luy, comme de toy:	Il fais état de vertu, comme de toi:
Dy-luy qu’il ſe promeine;	Dis-lui qu'il se promène;
& ſur ce beau langage, Pour ſuiure ſon chemin m’a tourné le viſage:	et sur ce beau langage, Pour suivre son chemin m'a tourné le visage:
Et Marinette auſſi, d’vn dédaigueux muſeau, Lâchant vn, laiſſe-nous, beau valet de carreau, M’a planté là comme elle, & mon ſort & le voſtre N’ont rien à ſe pouuoir reprocher l’vn à l’autre.	Et Marinette aussi, d'une dédaigueux museau, Lâchant un, laisse-nous, beau valet de carreau, M'a planté là comme elle, et mon sort et le vôtre N'ont rien à se pouvoir reprocher l'un à l'autre.
ERASTE.	ERASTE.
L’ingrate!	L'ingrate!
receuoir auec tant de fierté Le prompt retour d’vn cœur iaſtement emporté!	recevoir avec tant de fierté Le prompt retour d'un cœur jastement emporté!
Quoy!	Quoi!
le pren ier tranſport d’vn amour qu’on abuſe Sous tant de vray-ſemblance eſt indigne d’excuſe?	le pren jer transport d'un amour qu'on abuse Sous tant de vraiisemblance est indigne d'excuse?
Et ma plus viue ardeur en ce moment fatal Deuoit eſtre inſenſible au bon-heur d’vn riual?	Et ma plus vive ardeur en ce moment fatal Deuait être insensible au bonheur d' Hival?
Tout autre n’euſt pas fait meſme choſe en ma place?	Tout autre n'eût pas fait même chose en ma place?
Et ſe fut moins laiſſé ſurprendre à tant d’audace?	Et se fut moins laissé surprendre à tant d'audace?
De mes iuſtes ſoupçons ſuiſ-ie ſorty trop tard?	De mes justes soupçons suis-je sorti trop tard?
Ie n’ay point attendu de ſermens de ſa part Et, lors que tout le monde encore ne ſçait qu’en croire, Ce cœur Impatient luy rend toute ſa gloire.	Je n'ai point attendu de serments de sa part Et, lors que tout le monde encore ne sait qu'en croire, Ce cœur Impatient a rend toute sa gloire.
Il cherche à s’excuſer, & le ſien voit ſi peu Dans ce profond reſpect la grandeur de mon feu?	Il cherche à s'excuser, et le sien voit si peu Dans ce profond respect la grandeur de mon feu?
Loin d’aſſurer vne ame, & luy fournir des armes, Contre ce qu’vn riual luy veut donner d’alarmes, L’ingrate m’abandonne à mon ialoux tranſport, Et reiette de moy, meſſage, écrit, abord?	Loin d'assurer une âme, et notre fournir des armes, Contre ce qu'un rival Seigneur veut donner d'alarmes, L'ingrate m'abandonne à mon jaloux transport, Et rejette de moi, message, écrit, abord?
Ha!	Ha!
ſans doute, vn amour a peu de violence, Qu’eſt capable d’eteindre vne ſi foible offence, Et ce dépit ſi prompt à s’armer de rigueur Deſcouvre aſſez pour moy tout le fond de ſon cœur, Et de quel prix doit eſtre à preſent à mon ame Tout ce dont ſon caprice a pû flater ma flame.	sans doute, un amour a peu de violence, Qu'est capable d'éteindre une si faible offense, Et ce dépit si prompt à s'armer de rigueur Découvre assez pour moi tout le fond de son cœur, Et de quel prix doit être à présent à mon âme Tout ce dont son caprice a pu flatter ma flame.
Non ie ne pretens plus demeurer engagé pour vn cœur, où ie voy le peu de part que i’ay;	Non ici ne prétends plus demeurer engagé pour un cœur, où tu vois le peu de part que j'ai;
Et, puis que l’on témoigne vne froideur extréme A conſeruer les gens, ie veux faire de meſme.	Et, puis que l'on témoigne une froideur extrême A conserver les gens, sans veux faire de même.
GROS-RENE’.	GROS-RENE'.
Et roy de meſme auſſi:	Et roi de même aussi:
ſoyons tous deux fâchez, Et mettons noſtre aniour au rang des vieux pechez:	soyons tous deux fâchés, Et mettons notre aniour au rang des vieux péchés:
Il faut apprendre à viure à ce ſexe volage, Et luy faire ſentir que l’on a du courage.	Il faut apprendre à vivre à ce sexe volage, Et lui faire sentir que l'on a du courage.
Qui ſouffre ſes meſpris les veut bien receuoir.	Qui souffre ses mépris les veut bien recevoir.
Si nous auions l’eſprit de nous faire valoir, Les femmes n’auroient pas la parole ſi haute.	Si nous avions l'esprit de nous faire valoir, Les femmes n'auraient pas la parole si haute.
O!	Ô!
qu’elles nous ſont bien fieres par noſtre faute!	qu'elles nous sont bien fières par notre faute!
Ie veux eſtre pendu, ſi nous ne les verrions Sauter à noſtre coû plus que nous ne voudrions Sans tous ces vils deuoirs, dont la pluſpart des hommes Les gatent tous les iouis dans le necic ou nous ſommes.	Je veux être pendu, si nous ne les verrions Sauter à notre coû plus que nous ne voudrions Sans tous ces vils devoirs, dont la plupart des hommes Les gâtent tous les jouis dans le necic ou nous sommes.
ERASTE.	ERASTE.
Pour moy, ſur toute choſe, vn mépris me ſurprend;	Pour moi, sur toute chose, un mépris me surprend;
De5poul punil le nel pur ihautre aum srand, Ie veux mettre en mon cœur vne nouuelle flame.	De5poul punil le nel pur ihautre aumour, Je veux mettre en mon cœur une nouvelle flamme.
GROS-RENE’.	GROS-RENE'.
Et moy, ie ne veux plus m’embaraſſer de femme;	Et moi, Seigneur ne veux plus m'embarrasser de femme;
A toutes ie renence, & crois, en bonne foy, Que vous feriez fort bien de faire comme moy.	À toutes belle renence, et crois, en bonne foi, Que vous feriez fort bien de faire comme moi.
Car, voyez-vous?	Car, voyez-vous?
la femme eſt, comme on dit, mon maiſtre, Vn certain animal difficile à connoiſtre, Et de qui la nature eſt fort encline au mal :	la femme est, comme on dit, mon maître, Un certain animal difficile à connaître, Et de qui la nature est fort encline au mal :
Et comme vn animal eſt touſiours animal, Et ne ſera iamais qu’animal, quand ſa vieDureroit cent mil ans;	Et comme un animal est toujours animal, Et ne sera jamais qu'animal, quand sa vieDurerait cent mille ans;
auſſi, ſans repartie, La femme eſt toufiours femme, & iamais ne ſera Que femme, tant qu’entier le monde durerà.	aussi, sans répartie, La femme est toufiours femme, et jamais ne sera Que femme, tant qu'entier le monde durerà.
D’où vient qu’vn certain Grec dit, que ſa teſte paſſe Pour vn ſable mouuanr:	D'où vient qu'un certain Grec dit, que sa tête passe Pour un sable mouvanr:
car, goutez bien, de grace, Ce raiſonnement-cy, lequer eit des plus forts:	car, goûtez bien, de grâce, Ce raisonnement-cy, lequer eit des plus forts:
Ainſi que la teſte eſt comme le chef du corps, Et que le corps ſans chef eſt pire qu’vne beſte;	Ainsi que la tête est comme le chef du corps, Et que le corps sans chef est pire qu'une bête;
Si le chef n’eſt pas bien d’accord auec la teſte, Que tout neſoit pas bien reglé par le compas Nous voyons arriuer de certains embarras;	Si le chef n'est pas bien d'accord avec la tête, Que tout nesait pas bien règlé par le compas Nous voyons arriver de certains embarras;
La partie brutale alors veut prendre empire Deſſus la ſenſitiue, & l’on voit que l’vn tire A dia, l’autre à hurhaut;	La partie brutale alors veut prendre empire Dessus la sensitive, et l'on voit que l'un tire A dia, l'autre à hurhaut;
l’vn demande du moû, L’autre du dur;	l'un demande du mou, L'autre du dur;
enfin tout va ſans ſçauoir où:	enfin tout va sans savoir où:
Pour montrer qu’icy bas, ainſi qu’on l’interprete, La teſte d’vne femme eſt comme la giroüette Au haut d’vne maiſon, qui tourne au premier vent.	Pour montrer qu'ici bas, ainsi qu'on l'interprète, La tête d'une femme est comme la girouette Au haut d'une maison, qui tourne au premier vent.
C’eſt pourquoy, le couſin Ariſtote ſouuent La compare à la mer;	C'est pourquoi, le cousin Aristote souvent La compare à la mer;
d’ou vient qu’on dit qu’au monde On ne peut rien trouuer de ſi ſtable que l’onde.	d'ou vient qu'on dit qu'au monde On ne peut rien trouver de si stable que l'onde.
Or, par comparaiſon;	Or, par comparaison;
car la comparaiſon Nous fait diſtinctement comprendre vne raiſon;	car la comparaison Nous fait distinctement comprendre un raison;
Et nous aymons bien mieux, nous autres gens d’étude, Vne comparaiſon qu’vne ſimilitude.	Et nous aimons bien mieux, nous autres gens d'étude, Une comparaison qu'une similitude.
Par comparaiſon donc, mon maiſtre, s’il vous plaiſt, Comme on voit que la mer, quand l’orage s’accroiſt, Vient à ſe courroucer, le vent ſoufle, & rauage, Les flots contre les flots font vn remu-menage Horrible, & le vaiſſeau, malgré le Nautonier, Vatantoſt à la caue, & tantoſt au grenier;	Par comparaison donc, mon maître, s'il vous plaît, Comme on voit que la mer, quand l'orage s'accroît, Vient à se courroucer, le vent souffle, et ravage, Les flots contre les flots font un rem-ménagé Horrible, et le vaisseau, malgré le Nautonier, Vatantost à la cave, et tantôt au grenier;
Ainſi, quand vne femme a ſa teſte fantaſque, On voit vne tempeſte en forme de bouraſque, Qui veut competiter par de certains.	Ainsi, quand une femme a sa tête fantasque, On voit une tempête en forme de bourasque, Qui veut compétiter par de certains.
propos;	propos;
Et lors vn.	Et lors vn.
certain vent, qui par.	certain vent, qui par.
decertains flots De.	décertains flots De.
certaine façon, ainſi qu’vn banc de ſable.	certaine façon, ainsi qu'un banc de sable.
Quand.	Quand.
les femmes en fin ne valent pas le diable.	les femmes en fin ne valent pas le diable.
ERASTE.	ERASTE.
C’eſt fort bien raiſonner.	C'est fort bien raisonner.
GROS-RENE'.	GROS-RENE'.
Aſſez bien, Dieu mercy:	Assez bien, Dieu merci:
Mais ie les voy, monſieur, qui paſſent par icy.	Mais ici les vois, monsieur, qui passent par ici.
Tenez-vous ferme au moins.	Tenez-vous ferme au moins.
ERASTE.	ERASTE.
Ne te mets pas en peine.	Ne te mets pas en peine.
GROS-RENE’.	GROS-RENE'.
I’ay bien peur que ſes yeux reſſerrent voſtre chaiſne.	J'ai bien peur que ses yeux resserrent votre chaîne.
