AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
Cruelle Leriane, oſe tu bien ſins front Attaquer mon honneur, & me faire vn afront?	Cruelle Lériane, ose tu bien sins front Attaquer mon honneur, et me faire un afront?
Auec quelle fureur, & par quelle impeſtare Croy-tu venir à bout de cette procedure?	Avec quelle fureur, et par quelle impestare Croi-tu venir à bout de cette procédure?
Ton eſprit plus cruel qu'vn lion irrite Veut trop inſolemment brauer la verité Les preuues feront voir ſans beaucoup d’artifice Des marques de ta rage & de ton inieſtice, Le Ciel m’en eſt témoin, tout ce que i'y commis, C’est de m’eſtre flatee auec mes ennemis;	Ton esprit plus cruel qu'est lion irrite Veut trop insolemment braver la vérité Les prévues feront voir sans beaucoup d'artifice Des marques de ta rage et de ton injestice, Le Ciel m'en est témoin, tout ce que j'y commis, C'est de m'être flatte avec mes ennemis;
Vn forfait inuenté par vn eſprit d’enuie Ne me rauira point l’honneur auec la vie.	Un forfait inventé par un esprit d'envie Ne me ravira point l'honneur auec la vie.
Grand Prince que le Ciel aſſuiettit aux loys Mais qu’il éleue außi ſur le reſte des Roys, PuniſſeZ, puniſſeZ cette rage animee Qui porte ſes deſſeins contre ma renommee.	Grand Prince que le Ciel assuiettit aux lois Mais qu'il élevée aussi sur le reste des Rois, Punissez, punissez cette rage animée Qui porte ses desseins contre ma renommée.
I’atteſte la iuſtice, & tout ce que les Dieux Ont iamais eſtime de plus ſaint ſous les cieux Vous verreZ au combat cette iniuſte licence Le Ciel ne verra point mon honneur débatu Sans montrer ſon courroux témoin de ma vertu.	J'atteste la justice, et tout ce que les Dieux Ont jamais estime de plus saint sous les cieux Vous verrez au combat cette injuste licence Le Ciel ne verra point mon honneur débattu Sans montrer son courroux témoin de ma vertu.
THERSANDRE.	THÉRSANDRE.
Grand Roy dont la iuſtice eſt par tout dans l’eſtime Que chacun reconnoiſt pour vainqueur legitime, Et qui ſe fait valoir par crainte ou par Amour Iuſqu’aux lieux reculez ou ſe cache le iour Permettez qu’au combat ie preuue cet outrage Qui ſemble menacer nôtre honneur d’vn naufrage.	Grand Roi dont la justice est par tout dans l'estime Que chacun reconnaît pour vainqueur légitime, Et qui se fait valoir par crainte ou par Amour Jusqu'aux lieux reculez ou se cache le jour Permettez qu'au combat endre preuve cet outrage Qui semble menacer notre honneur d'un naufrage.
LERIANE.	LERIANE.
Iene tempéjehe point, en mant le forjait Le coupable n’a pas pour cela ſatisfait.	Jène tempéjehe point, en mant le forjait Le coupable n'a pas pour cela satisfait.
MADONTE.	MADONTE.
Infame, peux-tu bien prononcer ces blaſpheſmes Sans craindre de tomber dans les mains des Dieux LE ROY.	Infâme, peux-tu bien prononcer ces blasphesmes Sans craindre de tomber dans les mains des Dieux LE ROY.
meſmes)	mêmes)
Icy ie voy du crime, ou de la trahiſon;	Ici ici vois du crime, ou de la trahison;
Qu'on meine cependant l’vn & l’autre en priſon.	Qu'on mène cependant l et 'autre en prison.
A 8 2 L I	A 8 2 L2 I
SCENE 1L LERIANE ET SES DEVX NEVEVX.	SCÈNE 1L ERIANE ET SES DEUX NEVEUX.
LERIANE.	LERIANE.
HERS Neueux dont les mains ſont touſiours ocupees M*A chercher de la gloire au bout de vos qumnumnon nertumombteurules nandis (epecs, Et cueilly des lauriers dedans le camp de Mars Cette ocaſion s’ofre à faire vos fortunes Preparant au combat vos forces non communes Vous faites trop d’état de mon affection Pour ne vous pas porter à pareille action, Le duel ordonné pour tirer temoignage D’vncrime tout certain fait à nôtre auantage;	HÉRS Neueux dont les mains sont toujours ocupeines M*A chercher de la gloire au bout de vos qumnumnon nertumombteurules nandis (épecs, Et cueilly des lauriers dedans le camp de Mars Cette ocasion s'ofre à faire vos fortunes Préparant au combat vos forces non communes Vous faites trop d'état de mon affection Pour ne vous pas porter à pareille action, Le duel ordonné pour tirer témoignage D'vncrime tout certain fait à notre avantage;
Icy i’attens de vous le ſecours aſſuré Et que dans vôtre humeur i’ay touſiours eſperé, Il faut battre Thersãdre, & luy laiſſer des marques Qui faſſent redouter vôre nom chez les parques Mais s’il n’eſt pas beſoin de montrer le laurier Pour exciter l’ardeur d’vn courage guerrier, Ie n'attens pas qu'aucun de vous deux s’en dispence Vous feſant esperer vne ample recompence.	Ici j'attends de vous le secours assuré Et que dans votre humeur j'ai toujours espéré, Il faut battre Thersãdre, et lui laisser des marques Qui fassent redouter vôtre nom chez les parques Mais s'il n'est pas besoin de montrer le laurier Pour exciter l'ardeur d'un courage guerrier, Je n'attends pas qu'aucun de vous deux s'en dispense Vous séant espérer une ample récompense.
LEOTARIS.	LEOTARIS.
Madame, ie tiendray mon deſtin trop heureux De vous rendre vn ſeruice en homme valeureux, Tous les Dieux cõiurez pourroient m’eſtre cõtraires V os vœux me paſſeront en des loys neceſſaires Et vos ſimples deſirs en des commandemens;	Madame, Seigneur tiendrai mon destin trop heureux De vous rendre un service en homme valeureux, Tous les Dieux cõiurez pourraient m'être contraires V os vœux me passeront en des lois nécessaires Et vos simples désirs en des commandements;
S’il ne tient qu’à changer l’ordre des Elemens.	S'il ne tient qu'à changer l'ordre des Éléments.
LERIANE.	LERIANE.
Ce n’eſt pas, cher Neueu, ce qu’il faut entreprẽdre Mais penſer ſeulement à combatre Therſandre Et ſi quelqu’autre encor ſe preſente au combai.	Ce n'est pas, cher Neu, ce qu'il faut entreprendre Mais penser seulement à combattre Thersandre Et si quelqu'autre encor se présente au combai.
LE SECOND NEVEV.	LE SECOND NEVEU.
Nous ſubirons l'éfort par maniere d’ébat;	Nous subirons l'éfort par manière d'ébat;
Ie veux à ma faueur que la flame du foudre, Fuſſent-ils des Geans, en faſſe vn peu de poudre;	Je veux à ma faveur que la flamme du foudre, Fussent-ils des Géants, en fasse un peu de poudre;
Si Therſandre ſçauoit ſeulement mon deſſein La crainte luy mettroit la mort dedans le ſein Mes armes ſont de poix, mais à l’efet le reſte Le iour heureux pour nous leur ſera bien funeſte.	Si Thersandre savait seulement mon dessein La crainte deux mettrait la mort dedans le sein Mes armes sont de poix, mais à l'efet le reste Le jour heureux pour nous leur sera bien funeste.
A	À
SCENE V DAMON.	SCÈNE V DAMON.
HALADIN.	HALADIN.
DAMON.	DAMON.
V ſuis-ie?	V suis-je?
ſur la terre?	sur la terre?
aux enfers?	aux enfers?
dans les Cieux?	dans les Cieux?
Sedt Aux Cieux, non;	Sedt Aux Cieux, non;
car ce lieu ne porte point de Dieux.	car ce lieu ne porte point de Dieux.
Aux enfers, moins encor;	Aux enfers, moins encor;
car ie ne voy point d’Ames:	car Ne ne vois point d'Ames:
Sur terre, il ne ſe peut, puiſque brûle de flames I'ay cherché de mes maux le remede en ma mort:	Sur terre, il ne se peut, puisque brûle de flammes J'ai cherché de mes maux le remède en ma mort:
Ou m'a donc tranſporte la rigueur de mon ſort?	Ou m'a donc transporte la rigueur de mon sort?
Qui Qui m’auroit des mortels tiré du ſein de l’onde Qui m’a remis au iour, & fait reuoir le monde?	Qui Qui m'aurait des mortels tiré du sein de l'onde Qui m'a remis au jour, et fait revoir le monde?
Ie penſe que ce lieu çache de ces beantez Qu'on honoroit iadis du nom de Deitez:	Je pense que ce lieu çache de ces beantez Qu'on honorait jadis du nom de Déités:
HALADIN.	HALADIN.
Grace aux Dieux tout va bien, vrayment ce bon A de l’experiẽce, & beaucoup de merite;	Grâce aux Dieux tout va bien, vraiment ce bon A de l'expérience, et beaucoup de mérite;
Hermite Poßible que mon maistre hors de ſa pamoiſon Aura pù recouurer ſa pleine gueriſon:	Hermite Possible que mon maître hors de sa pâmoison Aura pu recouvrer sa pleine guérison:
Hâ mon maiſtrel	Hâ mon maîtrel
DAMON.	DAMON.
Haladin	Haladin
HALADIN.	HALADIN.
Monſieur prenez courage.	Monsieur prenez courage.
L.	L.
MMAl.	MMAl.
Hé bien cher Haladin as tu fait ton meſſage Qu'a t’on dit à la Cour ſur le bruit de ma mort?	Hé bien cher Haladin as tu fait ton message Qu'a t'on dit à la Cour sur le bruit de ma mort?
HALADIN.	HALADIN.
Chacun s’eſt étonné qu’vn courage ſi fort N Suiuant les mouuemens d’vne amoureuſe enuie Ayt porté ſes deſſeins contre ſa propre vie Pluſieurs de vos Amis ont verſe tant de pleurs Qiomuu pomtonpus exprimer les douleurs.	Chacun s'est étonné qu'un courage si fort NO Suiuant les mouvements d'une amoureuse envie Ait porté ses desseins contre sa propre vie Plusieurs de vos Amis ont verse tant de pleurs Qiomu pomptonpus exprimer les douleurs.
DAMON.	DAMON.
Et Madonte Haladin?	Et Madonte Haladin?
HALADIN.	HALADIN.
Cette Dame infidelle Tost apres le combat en receut la nouuelle, Alors ie luy donnay le mouchoir & l’anneau Que ie repris apres eſtant ſorty de l’eau Ou tombant comme vous ie reuins à la nage Malgré les flots de l’onde écumante de rage:	Cette Dame infidèle Tôt après le combat en reçut la nouvelle, Alors de lui donnai le mouchoir et l'anneau Que tu repris après étant sorti de l'eau Ou tombant comme vous avoir revins à la nage Malgré les flots de l'onde écumante de rage:
Ie la laiſſay fort triſte & dedans vn tranſpert Ou l Amour en ſon cœur feſoit vn grand effort Puis trouble que i’estois ſans poux & ſans haleine Ie vous cherchay par tout auec aſſez de peine:	Je la laissai fort triste et dedans un transpert Ou l Amour en son cœur soit un grand effort Puis trouble que j'étais sans poux et sans haleine Je vous cherchai par tout avec assez de peine:
Deia n’eſperant plus de vous reuoir vn iour I’acuſois tous les Dieux du crime de l’Amour Lors que ie rencontray des peſcheurs au riuage Qui vous auoient tire du milieu de l’orage, Incertains qu’ils eſtoient de votre qualité Ils la vouloient tirer de ma facilité:	Dia n'espérant plus de vous revoir un jour J'acusais tous les Dieux du crime de l'Amour Lors que rendre rencontrai des pêcheurs au rivage Qui vous avaient tire du milieu de l'orage, Incertains qu'ils étaient de votre qualité Ils la voulaient tirer de ma facilité:
Mais cachant vôtre nom, & celant ma penſee Ie voulus taire außi l’auanture paſſee;	Mais cachant votre nom, et celant ma pensée Je voulus taire aussi l'aventure passe;
Ie vous fis apporter en ce lieu retiré, Où vous auez guery d’vn mal deſeſperé, L’hoſte de ce deſert vous rend ce bon office, De vous ſauuer la vie au bord du precipice.	Je vous fis apporter en ce lieu retiré, Où vous avez guéri d'un mal désespéré, L'hôte de ce désert vous rend ce bon office, De vous sauver la vie au bord du précipice.
DAMON.	DAMON.
C’eſt ainſi que les Dieux me gardant de la mort Me tirent des écueilspour m’afliger au port, Vn oyſeau met les eaux dans vne paix profonde, Que vainement ie cherche aux plus beaux yeux du La Mer treuue du calme au nid des Alcions (mõde, Et ie n'en puis auoir dedans mes paßions:	C'est ainsi que les Dieux me gardant de la mort Me tirent des écueilspour m'afliger au port, Un oiseau met les eaux dans une paix profonde, Que vainement ie cherche aux plus beaux yeux du La Mer reuve du calme au nid des Alcions (monde, Et mille n'en puis avoir dedans mes passions:
Haladin, le premier qui fut vrayment fidelle Retourne voir encor' cette douce Rebelle Et ſans dire où ie ſuu y luy que ces beaux yeux Mont fait pour les reuoir abandonner les Cieux:	Haladin, le premier qui fut vraiment fidèle Retourne voir encor cette douce Rebelle Et sans dire où ie tu y avait que ces beaux yeux Mont fait pour les revoir abandonner les Cieux:
Inſtruis toy ſi touſiours Therſandre l’importune Comme le bruit commun parle de ma fortune L’eau ne m'a pas change, ie ſuis touſiours égal, A ne ſoufrir iamais le concours d’vn Riual doion orune, mon rcpos penue de tu vigilance.	Instruis toi si toujours Thersandre l'importune Comme le bruit commun parle de ma fortune L'eau ne m'a pas change, on suis toujours égal, À ne souffrir jamais le concours d'un Rival doion orune, mon rappos penue de tu vigilance.
HALADIN.	HALADIN.
A cette occaſion l’entiere obeyſſance Que peut tirer de moy vôtre commandement Vous donnera ſuiet de tout contentement:	À cette occasion l'entière obéissance Que peut tirer de moi votre commandement Vous donnera sujet de tout contentement:
DAMON.	DAMON.
Tâche donc de fléchir ſon humeur tropaltiere Haladin, c’eſt Damõ qui t’en fait la priere.	Tâche donc de fléchir son humeur tropaltière Haladin, c'est Damõ qui t'en fait la prière.
Il ne fait que partir, & déia mon Amour Se montre impatient d’attendre ſon retour;	Il ne fait que partir, et déjà mon Amour Se montre impatient d'attendre son retour;
Ie vay d’icy deſſus conſiderant la plaine ſort.	Je vais d'ici dessus considérant la plaine sort.
Diuertir par mes yeux mon eſpritde ſa peine:	Divertir par mes yeux mon espritde sa peine:
Du haut de ce rocher mille diuerſiteZ Viennent flater mon ame en ſes aduerſitez Si bien qu’ence plaiſir & ceut toncurrence Mon œil ne ſçait à qui donner la preference	Du haut de ce rocher mille diversités Viennent flatter mon âme en ses adversité Si bien qu'ence plaisir et ceut toncurrence Mon œil ne sait à qui donner la préférence
Ie croy que ce peys fut celuy que les Dieux En creant l’vniuers acomplirent le mieux;	Je crois que ce péis fut celui que les Dieux En créant l'Hivers acomplirent le mieux;
De ce costé ie voy le fleuue à qui l’enuie N'a pû perſuader de m’oſter de la vie, De cet autre, l'émail, & la verdeur des champs D’où l’hyuer auroit peur de chaſſer le printemps Ha Dieu!	De ce costéris vois le fleuve à qui l'envie N'a pu persuader de m'ôter de la vie, De cet autre, l'émail, et la verdeur des champs D'où l'hiver aurait peur de chasser le printemps Ha Dieu!
voila la ville ou regne Toriſmonde Mais ou regne pluſtoſt la plus belle du monde.	voilà la ville ou règne Torismonde Mais ou règne plutôt la plus belle du monde.
Que cet obiet me plaiſt, qu’il eſt doux à mes yeux!	Que cet objet me plaît, qu'il est doux à mes yeux!
Ces murs dont la beauté conſiſte d’eſtre vieux, Dont les antiquitez venerables & ſaintes Nous font voir des Ceſars les Images dépeintes;	Ces murs dont la beauté consiste d'être vieux, Dont les antiquités vénérables et saintes Nous font voir des Césars les Images dépeintes;
Tout cela me rauit, mais ſur tout la maiſon Ou Madonte autrefois me tenoit en priſon;	Tout cela me ravit, mais sur tout la maison Ou Madonte autrefois me tenait en prison;
