A MADAMOISELLE DE ROHAN.	À MADAMOISELLE DE ROHAN.
Quel demon ennemy depuis deux mois me nuit, De qui me dois-ie plaindre au malheur qui me ſuit, Oronte, Calirie, Amour, eſt de vous-meſme, Vous estes les autheurs de ma douleur extreſme, Oronte, pour m'auoir à mon retour permis De voir ces deux beaux yeux qui me ſont ennemis, Et vous rare beauté, de qui l’iniuſte gloire, Apres m’auoir vaincu mespriſe ſa victoire, Vous auez augmenté les douleurs que ie ſens, En trompant auiourd’huy mes deſirs innocens, Apres m'auoir nourry de vaines eſperances, Et trompé mon amour de fauſſes apparences, Et toy cruel demon, dont le pouuoir fatal, Enme faiſant aimer fut autheur de mon mal,	Quel demon ennemi depuis deux mois me nuit, De qui me dois-je plaindre au malheur qui me suit, Oronte, Calirie, Amour, est de vous-même, Vous êtes les auteurs de ma douleur extrême, Oronte, pour m'avoir à mon retour permis à voir ces deux beaux yeux qui me sont ennemis, Et vous rare beauté, de qui l'injuste gloire, Après m'auoir vaincu méprise sa victoire, Vous avez augmenté les douleurs que je sens, En trompant aujourd'hui mes désirs innocents, Après m'avoir nourri de vaines espérances, Et trompté mon amour de fa pas, Et toi cruel demon, dont le pouuoir fatal, Enme faisant ave fut autheur de mon mal,
Tu m’as mis en l'eſtat où ſe trouue mon ame.	Tu m'as mis en l'état où se trouve mon âme.
En iettant dans mon ſein ta mal-heureu ſe flamHa!	En jetant dans mon sein ta malheureu se flamna!
que le Ciel eſt iuſte, il eſtoit bien raiſon, Que la peine ſuiuy ma laſche trahiſon, Apres auoir trahy l’ame plus vertueuſe, Qui iamais ayt bruſlé d’vne flâme amoureuſe, Vien, Cintille, vien voir le iuſte chaſtiment Que l’amour fait ſouffrir à ton perfide Amant, Vien, vien, & tu verras mon ame deſolée, Et la punition de ma foy violée, Et toy dont l’amitié m’a tiré du cercueil, Qui pour me conſoler as augmenté ton dueil, Oncle trop complaiſant à ma flame inciuile, Vien voir à mon endroitton ſecours inutile, Vien voir ton Alidor, que la foudre a frapé, Alors que tu croyois l’orage dißipé, Laſches raiſonnemens, qui m'oſtez le courage, Abandonnez mon ame au pouuoir de la rage, N’ay-ie plus de vertu contre tant de malheurs.	que le Ciel est juste, il était bien raison, Que la peine suivi ma lâche trahison, Après avoir trahi l'âme plus vertueuse, Qui jamais ait brûlé d'une flamme amoureuse, Viens, Cintille, viens voir le juste châtiment Que l'amour fait souffrir à ton perfide Amant, Viens, vien, et tu verras mon âme désolée, Et la punition de ma foi violée, Et toi dont l'amitié m'a tiré du cercueil, Qui pour me consoler as augmenté ton dueil, Oncle trop complaisant à ma fle inciuile, Vien voir mon endroitton secours inutile, Vien voir ton à, que ma foudre a me, Alors le tucroyois orage y, Le raisonnemens, qui m'ôtez le courage, Abandonnez mon âme au pouuoir de la rage, ay-ie plus de vertu contre tant de malheurs.
Ce bras ne peut-il pas ſurmonter mes douleurs, Ce bras, & ceſte espée en finiſſant ma peine 2 enteront bien toſt ta rigueur inhumaine, ne me verras plus, ſi tu ne me vois mort.	Ce bras ne peut-il pas surmonter mes douleurs, Ce bras, et cette épée en finissant ma peine 2 enteront bien tôt ta rigueur inhumaine, ne me verras plus, si tu ne me vois mort.
ACTE TROISIESME.	ACTE -TROISIÈME.
SCENE VI.	SCÈNE VI.
V'eſt-ce cy, mon nepueu, d’où vous vient ce transport.	V'est-ce cy, mon nepueu, d'où vous vient ce transport.
ALIDOR.	ÀLIDOR.
Ial ne m'empeſches plus de finir vne vie e mille ennuis mortels à toute heure ſuiuie ty trop long temps veſcu pour mon contentement, ous m'auez vne fois tire du monumen Ma-- –3 Oronte, c'eſt aſſez, laiſſez-moy donc pourſuiure Le deſſein que i’ay fait de ne vouloir plus viure, Calirie ellę-meſme en a donné l’arreſt, Et puis qu'elle le veut ie mourray ſans regret.	Jal ne m'empêches plus de finir une vie e mille ennuis mortels à toute heure suivie ty trop long temps vécu pour mon contentement, ous m'avez un fois tire du monumen Ma-moi –3 Oronte, c'est assez, laissez-moi donc poursuivre Le dessein que j'ai fait de ne vouloir plus vivre, Calie ellę-même en a donné l'est, Et puis qu'elle le veut été mourrai sans regret.
ORONTE.	ORONTE.
Pouſſe doncques pluſtoſt dans mon ſein ton eſpée, Qu'elle ſoit dãs mon ſang, & non du tien trempée, Quel accident nouueau vient troubler tes plaiſirs.	Pousse donc plutôt dans mon sein ton épée, Qu'elle soit dans mon sang, et non du tien trempée, Quel accident nouveau vient troubler tes plaisirs.
Queiqu'vn a-tit vouin trauerſer ies déſirs, Si Larinthe le veut, Alidor, qui te faſche.	Queiqu'un a-tit vouin traverser jes désirs, Si Larinthe le veut, Alidor, qui te fâche.
ALIDOR.	ÀLIDOR.
Moy-meſme d’auoir fait vne action ſi laſche, Car ie deuois mourir dés le premier moment, Que mon amour troubla voſtre contentement.	Moi-même d'avoir fait une action si lâche, Car tu devais mourir dès le premier moment, Que mon amour troubla votre contentement.
ORONTE.	ORONTE.
Cher nepueu, ne mets plus mon intereſt en conte, Si tu veux obliger le malheureux Oronte, Et me dy ſeulement d’où vient ton deſespoir Depuis vne heure ou deux que tu m'es venu voir.	Cher nepueu, ne mets plus mon intérêt en conte, Si tu veux obliger le malheureux Oronte, Et me dis seulement d'où vient ton désespoir Depuis une heure ou deux que tu m'es venu voir.
ALIDOR.	ÀLIDOR.
Du ſeul commandement que m'a fait ceste belle - -- .	Du seul commandement que m'a fait cette belle --- .
.	.
T.	T.
.	.
	
Dene Dent monſint iiamais Audor denant elle,	Dene Dent monsint jamais Audor denant elle,
ORONTE.	ORONTE.
Si ce n'est que cela ne t'en eſtonne pas, On l’appaiſera bien à moins que du treſpas, Ces mouuemens de fille aisément ſe deſtruiſent Alors que les flambeaux de mariage luiſent, Repoſe-t'en ſur moy, ie ſuis bien aſſeuré Que ſa mere tiendra ce qu'elle m'à iuré, Calirie en vn mot n’oſeroit la deſdire, Et demain au plus tard finira ton martyre, Que ſi cela n'eſt pas, ie te permets apres, Selon que tu voudras de finir tes regrets, Iuſques à ce temps-là donne-toy patience, Ie t'en parle, Alidor, de certaine ſcience.	Si ce n'est que cela ne t'en étonne pas, On l'apaisera bien à moins que du trépas, Ces mouvements de fille aisément se détruisent Alors que les flambeaux de mariage luisent, Repose-t'-en sur moi, elle suis bien assuré Que sa mère tiendra ce qu'elle m'à juré, Calirie en un mot n'oserait la dédire, Et demain au plus tard finira ton martyre, Que si cela n'est pas, Que te permets après, Selon que tu voudras de finir tes regrets, Jusqu' à Mtemps-là donne-toi patience, Je t'en parle, Alidor, de Ali science.
ALIDOR.	ÀLIDOR.
C’eſt pour vous contenter, mais ie ſuis bien certain Que tout vostre trauail ne peut eſtre que vain.	C'est pour vous contenter, mais ainsi suis bien certain Que tout votre travail ne peut être que vain.
ACTE ( VATRIESME.	ACTE ( VATRIESME.
SCENE I.	SCÈNE I.
MELISSEE.	MELISEE.
FLORINTOR.	FLORINTOR.
MELISSEE ſeule.	MELISE seule.
Voy qu'vn iuſte despit de me voir refuſee, De voir par vn ingrat ma flame refuſee, Deuſt chaſſer de mõ ſein l’amour que i'ay pour luy, I’adore toutes fois l’autheur de mon ennuy, I’adore cét ingrat qui m'a de ſobligée, Et ne le puis hayr, bien qu’il m'ayt negligée,	Vois qu'un juste dépit de me voir refusée, De voir par un ingrat ma flamme refuse, Deut chasser de mont sein l'amour que j'ai pour lui, J'adore toutes fois l'auteur de mon ennui, J'adore cet ingrat qui m'a de sobligée, Et ne le puis haïr, bien qu'il m'ait négligée,
Alcandre, que le Ciel re donne iniuſtement, 75 Auectant de beautez, vn cœur qui les deſment, Deuoit il animer ce miracle viſible, Et cét object d’amour, que d’vne ame ſenſible, Que ne te donnoit-il le cœur que tu n'as pas, Ou ne te faiſoit naiſtre auecques moins d’appas;	Alcandre, que le Ciel re donne injustement, 75 Avectant de beautés, un cœur qui les dément, Deuait il animer ce miracle visible, Et cet objet d'amour, que d'une âme sensible, Que ne te donnait-il le cœur que tu n'as pas, Ou ne te faisait naître avec moins d'appas;
Mais deuois-ie esperer qu'en vn pays barbare Peut naiſtre ſans de faut vne beauté ſi rare, Qui n’eut du naturel des flots, & des rochers, Qui le long de ſon Iſle effraye les nochers, Ie l’aime toutesfois, quoy que ie m'en defende, Et contre mon deſir il faut que ie me rende, Ie trouue en ſes mespris quelques charmes puiſſans Qui le font malgré moy maiſtre de tous mes ſens, Imprudent que tu es, qui pour me vouloir plaire, As amené chez moy ce cruel aduerſaire, Tu croyois qu’il me peuſt obliger à t’aimer:	Mais devais-je espérer qu'en un pays barbare Peut naître sans de faut quelque beauté si rare, Qui n'eut du naturel des flots, et des rochers, Qui le long de son Île effraie les nochers, Je l'aime toutefois, quoi que tu m'en défende, Et contre mon désir il faut que sans me rende, Je trouve en ses mépris quelques charmes puissants Qui le font malgré moi maître de tous mes sens, Imprudent que tu es, qui pour me vouloir plaire, As amené chez moi ce cruel adversaire, Tu oyais qu'il me pût obliger à t'aimer:
Mais nous auõs tous deux raiſon de nous blaſmer, Toy pour t’eſtre ſeruy d’vn agent dont la grace Des hommes plus parfaits les merites efface, Et moy pour auoir veu d’vn œil trop amoureux	Mais nous avons tous deux raison de nous blâmer, Toi pour t'être servi d'un agent dont la grâce Des hommes plus parfaits les mérites efface, Et moi pour avoir vu d'être œil trop amoureux
Vn homme que i’adore, & ſe croit mal-heureux Si ie me ſuis mocqué autrefois de ta flame, Vien voir qu’vn autre rit des ardeurs de mõ ame, Alcandre t'a vengé par le cruel meſpris Qu’il fait de la beauté de celle qui t’a pris, Il tient dans la priſon celle qui te captiue, Et lors que ie te fuy, il faut que ie le ſuiue, Ie ne puis Florintor, ſouffrir ton entretien, Encor que par mon mal ie cognoiſſe le tien, Voicy le malheureux, qui ſelon ſa couſtume Me vient importuner du feu qui le conſume.	Un homme que j'adore, et se croit malheureux Si ie me suis moqué autrefois de ta flamme, Viens voir qu'un autre rit des ardeurs de mon âme, Alcandre t'a vengé par le cruel mépris Qu'il fait de la beauté de celle qui t'a pris, Il tient dans la prison celle qui te captive, Et lors que ie te fuis, il faut que je le suiue, Ie ne puis Florintor, souffrir ton entretien, Encor que par mon mal ie cognaisse le tien, Voici le malheureux, qui selon sa coutume Me vient importuner du feu qui le consume.
Ha!	Ha!
que tu trouueras de changement tu moy, Puis qu'Alcandre auiourd’huy ne vient pas auec toy.	que tu trouveras de changement tu moi, Puis qu'Alcandre aujourd'hui ne vient pas avec toi.
ACTE QVATRIESME.	ACTE QUATRIÈME.
SCENE II.	SCÈNE II.
FLORINTOR.	FLORINTOR.
MELISSRE.	MELISRE.
FLORINTOR.	FLORINTOR.
Quoy ſe diuertit la belle Meliſſee, Suis-ie aſſez bien venu pour ſçauoir ſa penſee, ehe lgferepa, ie jais tropmaibeaeha.	Quoi se divertit la belle Mélisse, Suis-je assez bien venu pour savoir sa pensée, Ehe légfèrepa, Seigneur jais tropaibeaha.
MELISSEE.	MELISEE.
e ne penſois qu’à vous,	Je ne pensais qu'à vous,
FLORINTOR.	FLORINTOR.
O rencontre amoureux, ortuné Florintor, s’il faut que ie le croye.	Ô rencontre amoureux, ortuné Florintor, s'il faut que ie un croie.
V	V
MELISSEE.	MELISEE.
Il n'eſt pas temps encor de monſtrer vostre ioye, Ie ne pẽfois qu’à vous, mais pour vous teſmoigne Qu'il faut pour m’obliger deſormais m’eſloignes Que ie ne ſçaurois plus vous voir, ny vous entẽdre Que c’eſt folie à vous de ſormais d’y pretendre, Que voſtre paßsion me desplaiſt tellement, Que ie ne vous puis voir ſans meſcontentement:	Il n'est pas temps encor de montrer Seigneur joie, Je ne pẽfois qu'à vous, mais pour vous témoigne Qu'il faut pour m'obliger désormais m'éloignes Que on ne saurais plus vous voir, ni vous entendre Que c'est folie à vous de sormais d'y prétendre, Que votre passion me déplaît tellement, Que ie ne vous puis voir sans mécontentement:
Non, non, ie ne veux plus vous donner esperancie Et nourrir voſtre amour d’vne fauſſe apparance, Tout ce que i’en ay fait eſtoit pour obliger, jujoquontommorsroſtre ingrat eſtranger, Et ſi vous ne voulez vous attirer ma haine, Ne me voyez iamais.	Non, non, Madame ne veux plus vous donner espérancie Et nourrir votre amour d'une fausse apparance, Tout ce que j'en ai fait était pour obliger, jujoquontommorsrostre ingrat étranger, Et si vous ne voulez vous attirer ma haine, Ne me voyez jamais.
TLORINIOE.	TLORINIO.
Arreſtez, inhumaim, Dites-moy la raiſon d’vn ſi prompt changement.	Arrêtez, inhumaim, Dites-moi la raison d'un si prompt changement.
MELISSEE.	MELISEE.
Aaieu, ie vous l’ay dit encor trop clairement.	Ajeu, Seigneur vous l'ai dit encor trop clairement.
FLORINTOR.	FLORINTOR.
Cruelle tu t’en vas, & deux ans de ſeruiee ----- --t-t- ----- **--- - 7*	Cruelle tu t'en vas, et deux ans de servie --elle -elle-t-t- -- *- -on 7
79 Ve peuuent t'empeſcher d’vnſi mauuais office, voy bien ce que c'eſt, cét aimable eſtranger ſt l’objet auiourd’huy qui t'oblige à changer, a beauté t'a ſurpriſe, & par mon imprudence ay moy-meſme introduit l’innocẽt qui m'offence, Dieux!	79 Ve peuvent t'empêcher d'Hôsi mauvais office, vois bien ce que c'est, cet aimable étranger st l'objet aujourd'hui qui t'oblige à changer, a beauté t'a surprise, et par mon imprudence ai moi-même introduit l'innocẽt qui m'offense, Dieux!
vn eſtranger depuis deux iours venu, Qu'elle n'apas encor deux fois entretenu, Qui pour vn autre objet à toute heure ſouſpire, 'ſt cét heureux Amant, que ſeul elle deſire, it moy qui l’ay ſeruy, & n'ay iamais aimé Qu'elle ſeule depuis que ie ſuis animé, Vay d’vn me ſme pays, de longue cognoiſſance, ſuis le malheureux, dont elle veut l’abſence, exe ingrat, & leger, qui change plus ſouuent Que les roſeaux pliez par la force du vent, Qui n’as rien de l’humain que les traits du viſage, it qui ne mit iamais la raiſon en vſage, Que nous ſerions heureux, ſi noſtre volonté Ve ſe laiſſoit pas vaincre aux traits de ta beauté;	un étranger depuis deux jours venu, Qu'elle n'apas encor deux fois entretenu, Qui pour un autre objet à toute heure soupire, ' ut cet heureux Amant, que seul elle désire, it moi qui l'ai servi, et n'ai jamais aimé Qu'elle seule depuis que sans suis animé, Vais d'un me sme pays, de longue connaissance, suis le malheureux, dont elle veut l'absence, exe ingrat, et léger, qui change plus souvent Que les roseaux pleure par la force du vent, Qui n'as rien de l'humain que les traits du visage, qui ne mit iamais la raison en vsage, Que nous serions heureux, si nôtre volonté se laissoit pas vaincre aux traits de ta beauté;
Mais le Ciel qui t’a fait auecques tant de charmes our te bien reſiſter nous refuſe des armes, C’eſt pourquoy malgré nous il nous fautobeyr.	Mais le Ciel qui t'a fait avec tant de charmes our te bien résister nous refuse des armes, C'est pourquoi malgré nous il nous fautobéir.
Aimant nos ennemis, au lieu de les hayr, Ie te veux donc aimer, cruelle Meliſſee, Aitendant que le temps ayt changé ta penſee, Ie ſuis bien aſſeuré qu'Alcandre a dans le ſein Des feux qui le rendront contraire à ton deſſe in.	Aimant nos ennemis, au lieu de les haïr, Je te veux donc aimer, cruelle Mélissee, Aitendant que le temps ait changé ta pensée, Je suis bien assuré qu'Alcandre a dans le sein Es feux qui le rendront contraire à ton desse in.
Allons le voir chez luy, pour luy faire cognoiſtre S’il ne le ſçait encor, l’amour qu’il a fait naiſtre.	Allons le voir chez lui, pour lui faire connaître S'il ne le sait encor, l'amour qu'il a fait naître.
ACTE QVATRIESME.	ACTE QUATRIÈME.
SCENEIII.	SCENEII.
ORONTE.	ORONTE.
CALIRIE.	CALIRIE.
ORONTE.	ORONTE.
Rreſtez Calirie, eſcoutez ma raiſon	Rrestez Calirie, écoutez ma raison
CALIRIE.	CALIRIE.
N’as tu point inuenté quelqu’autre trabiſon, I on esprit n'eſt-il pas content de la premiere, Situ n'es ſatisfait, oſte-moy la lumiere, Arrache-moy le cœur que le tien a trahy.	N'as tu point inventé quelque autre trabison, I on esprit n'est-il pas content de la première, Situ n'es satisfait, ôte-moi la lumière, Arrache-moi le cœur que le tien a trahi.
