Auec Priuilege du Roy.	Avec Privilège du Roi.
Nous deſirons de commander, Et non pas de nous amender Pour le ver de la conſcience:	Nous désirons de commander, Et non pas de nous amender Pour le ver de la conscience:
Nous courons à la Royauté, Où l’on voit ſi peu d’aſſurance, Aux coups de la fatalité, Couronne qui te pourroit voir, Sans que ton or vint deceuoir De telle vanité ſon ame, Il courroit bien pluſtoſt aux fers, IPluſtoſt fuiroit-il à la flame,, La plus cuiſante des Enfers.	Nous courons à la Royauté, Où l'on voit si peu d'assurance, Aux coups de la fatalité, Couronne qui te pourrait voir, Sans que ton or vint décevoir De telle vanité son âme, Il courrait bien tôt aux fers, IPlustost fuirait-il à la flamme, La plus cuisante des Enfers.
On te cherche par les hazars, On engage en cent mile pars, L’honneur, la Foy, l’ame, & la vie:	On te cherche par les hasards, On engage en cent mile pars, L'honneur, la Foi, l'âme, et la vie:
Et tout cela que pour vn iour, Iornée de cent morts ſuiuie, Ou le repentir a ſon tour.	Et tout cela que pour un jour, Iornée de cent morts suivie, Ou le repentir à son tour.
Ces fleurs d’eſté, neiges d’hyuer, Ces vapeurs qu’on voit arriuer Sur la Diane la plus ſombre, Leur paſſe toſt m’eſt importun:	Ces fleurs d'été, neiges d'hiver, Ces vapeurs qu'on voit arriver Sur la Diane la plus sombre, Leur passe tôt m'est importun:
Ceſt émail, ce blanc, & ceſte ombre, Et les couronnes ne ſont qu'un.	Cest émail, ce blanc, et cette ombre, Et les couronnes ne sont qu'un.
Le ſang, les amis, les parens, Ne ſont plus mis deſſus les renes, Où l’ambition nous maitriſe, Les parricides, les malheurs, La mort, la perte de franchiſe, Sont nos pertes, & nos couleurs.	Le sang, les amis, les parents, Ne sont plus mis dessus les renes, Où l'ambition nous maitrise, Les parricides, les malheurs, La mort, la perte de franchise, Sont nos pertes, et nos couleurs.
Außi voiez quelle deſtin	Aussi voyez ale destin
Decul De ces Rois cruels, le butin Ou de l’exil, ou de la Parque:	Décul De ces Rois cruels, le butin Ou de l'exil, ou de la Parque:
Mais l’ange de Dieu va touſiours A coſté du iuste Monarque, *Bien-heure ſes ans, & ſes iours.	Mais l'ange de Dieu va toujours A côté du juste Monarque, *Bienheure ses ans, et ses jours.
ACTE DEVSIESME.	ACTE DEUSIESME.
MEROVEE.	MEROUE.
BOSSON.	BOSSON.
MER.	MER.
QI loin de mon soleil, exilé des beaus yeux SQui ſont mon ſeul aymãt, mõ aſtre radieux, Ie traine miſerable vné ame languiſſante, Brulé de tant d’amour, furie renaiſſante En mes os, en mes ſens, que le ſeul deſeſpoir Eſt tout ce que i’eſpere, & qui fait m'eſmouuoir.	QI loin de mon soleil, exilé des beaus yeux SAlQui sont mon seul aimant, mo astre radieux, Je traine misérable un même languissante, Brulé de tant d'amour, furie renaissante En mes os, en mes sens, que le seul désespoir Est tout ce que j'espère, et qui fait m'émouvoir.
Soit qu’en ſon Orient le iour vienne paroiſtre, Qu’il brulle en ſon midy, qu’il ſe haſte à decroitre Sur l’abord de la nuit, ou ſoit qu’Hiperion Semble renaitre és feux du flambeau Orion:	Soit qu'en son Orient le jour vienne paraître, Qu'il brulle en son midi, qu'il se hâte à décroître Sur l'abord de la nuit, ou soit qu'Hypérion Semble renaître ès feux du flambeau Orion:
Vne lente fureur, vne brulante meche Dans mes veines errante, y recognoiſt la breche Que l’enfant de Cypris ſous deus beaus yeux abſens Fit en mon cœur ſanglant, ſeul tyran de mes ſens.	Une lente fureur, une brûlante mèche Dans mes veines errante, y reconnaît la brèche Que l'enfant de Cypris sous de mes sens absens Fit en mon cœur sanglant, seul tyran de mes sens.
Rienn’erre en mes penſers, riẽ ne ſonde mon ame, Que les deſirs ailez du bel œil qui m’enflame:	Rienn'erre en mes pensers, rion ne son mon âme, Que les désirs ailé du bel œil qui m'enflamme:
Ma belle Brunehaut, mon soleil, mes amours, Tes beaux yeux ſont moins yeux qu’vn beau leuant des iours Qui me ſont les plus clairs:	Ma belle Brunehaut, mon soleil, mes amours, Tes beaux yeux sont moins yeux qu'un beau lévant des jours Qui me sont les plus clairs:
& la ſeule memoire De tes chaſtes amours eſt trophee à ma gloire.	et la seule mémoire De tes chastes amours est trophée à ma gloire.
Quelle fiere Alecton, quel cerbere à trois chefe Quelle Gorgone errante, & prodigue en mechefs, M’afait t’abandonner, pauure, errant, miſerable.	Quelle fière Alecton, quel cerbère à trois chefe Quelle Gorgone errante, et prodigue en mechefs, M'afait t'abandonner, pauvre, errant, misérable.
A mes ennemis meſme à iamais deplorable?	À mes ennemis homme à jamais déplorable?
Non pour auoir vn pere ennemi de mes vœux, Non pour voir la fortune enjamber ſur les nœuds De mon contentement, & moins pour voir ma vie A cent mille dangers d’heure en heure aſſeruie:	Non pour avoir un père ennemi de mes vœux, Non pour voir la fortune enjamber sur les nœuds De mon contentement, et moins pour voir ma vie A cent mille dangers d'heure en heure asservie:
Mais pour eſtre eſloigné du beau iour de mes iours, Et non plus iouiſſant du miel de mes amours:	Mais pour être éloigné du beau jour de mes jours, Et non plus jouissant du miel de mes amours:
Pour conſumer en pleurs, torrens de ma conſtance, Vne ame diſtilée au feu de voſtre abſence.	Pour consumer en pleurs, torrents de ma constance, âme distilée au feu de votre absence.
Ha chetif MEROVEE!	Ha chétif MEROUE!
ha pauure infortune!	ha pauvre infortune!
Quels cieux, mais quels enfers, t’auoient predeſtin A voir comme un eclair ce bien de ſi peu d’heure, En iouir comme en ſonge, & cognoiſtre peu ſeure Lafortune, & l’amour, qui t’auoient ſi ſoudain Eleué pour te perdre és neiges d’vn beau ſein?	Quels cieux, mais quels enfers, t'avaient prédestin A voir comme un éclair ce bien de si peu d'heure, En jouir comme en songe, et connaître peu sûre Lafortune, et l'amour, qui t'avaient si soudain Élevé pour te perdre é neiges d'un beau sein?
Qu'ay-ie dit, qu’ay-ie fait, quelle ſi grieue offence, Qu’ay-ie demerité, pour tirer la vengeance D’un pere ſur mon chef?	Qu'ai-je dit, qu'ai-je fait, quelle si grieue offense, Qu'ai-je demérité, pour tirer la vengeance D'un père sur mon chef?
fierpere qui n’eſt pas Digne d’un ſi beau nom, d'vn pere iamais las De me perſecuter:	fierpère qui n'est pas Digne d'un si beau nom, d'un père jamais las De me persécuter:
ma faute la plus grande Eſt d’auoir trop aymé:	ma faute la plus grande Est d'avoir trop aimé:
helas!	hélas!
ie ne demande Ny ne veux requerir à pere, ny aux Dieux, Pardon d’autre meffait qui m’ofuſque les yeux.	Ne ne demande Ni ne veux requérir à père, ni aux Dieux, Pardon d'autre m' autre m'ofusque les yeux.
I'ay ieuné, & tranſporté des bouillõs d’vn bel ae	J'ai jeuné, et transporté des bouillons d'un bel ae
Eperdument aymé ce qui tient l’aduantage Des plus rares beautés:	Éperdument aimé ce qui tient l'avantage Des plus rares beautés:
la beauté m’aſemblé Belle pour m’animer, mon cœur s’eſt aſſemblé A ce diuin ſuiet que l’enfant de ciprine N’aura du meſme coup qui bleſſa mapoictrine.	la beauté m'asemblé Belle pour m'animer, mon cœur s'est assemblé À ce divin sujet que l'enfant de ciprine N'aura du même coup qui blessa mapoictrine.
Qu'vn Prince, vn fils de Roy anime d’un sãg chaut, Poußé de la valeur, & d'vn courage haut, Aye aymé, ſe ſoit pris d'vne Helene ſeconde, Quelle loy le deffent?	Qu'un Prince, un fils de Roi anime d'un sans chaut, Pougne de la valeur, et d'un courage haut, Aïe aimé, se soit pris d'une Hélène seconde, Quelle loi le défent?
ne ſe voit-il au monde Autre amour que le mien?	ne se voit-il au monde Autre amour que le mien?
qui l’auroit deffendu, Quand meſme vn Iupiter s’eſt maintefois rendu Sous le ioug Paphien, a quité ſon empire, Pour tromper ſa Iunon preſſé de ce martire?	qui l'aurait défendu, Quand autre Jupiter s'est maintefois rendu Sous le joug Paphien, a quité son empire, Pour tromper sa Junon pressé de ce martyre?
La faute la plus grande, & plus griefue en monfait, Elle n’eſt pas de moy:	La faute la plus grande, et plus griefue en monfait, Elle n'est pas de moi:
du Pere eſt le meffait, Le Roy en eſt la cauſe, & i’en fay penitence:	du Père est le méfait, Le Roi en est la cause, et j'en fais pénitence:
!	!
Ie dis s’il ſe peut voir en amour quelque offence Si rien peut offenſer d’un amour le plus ſainct, D’un amour que l’hymen a chaſtement épreint.	Je dis s'il se peut voir en amour quelque offense Si rien peut offenser d'un amour le plus saint, D'un amour que l'hymen a chastement épreint.
I’eſtoy ieune, inprudent, commandé de mon Pere Ie m'en vois à Rouen, où ma belle aduerſaire Eſtoit en ſon exil:	J'étoi jeune, inprudent, commandé de mon Père Je m'en vois à Rouen, où ma belle adversaire Était en son exil:
ie la voy ie me prens, Nous vuidon par l’hymen nos premiers differens, Meſme fleche naura ſapoitrine Royale, Meſme fleſche en mon cœur enſanglante fatale Sa trempe apointe d’or, vn Eueſque aprouuant Ceſte ſainte fureur qui m’alloit deceuant.	ie la voy ie me prends, Nous vidon par l'hymen nos premiers différents, Même flèche naura sapoitrine Royale, Même flèche en mon cœur ensanglante fatale Sa trempe apointe d'or, un Éuesque aprouuant Cette sainte fureur qui m'allait décevant.
On le trouue mauuais, on vſe d’artifice,	On le trouve mauvais, on use d'artifice,
On me plonge en un cloiſtre, importun exercice, D’où i’eſchappe fuiant, deſireus de reuoir Ces beaux yeux qui m’ont pris, ie me mets en deuoir Mais les Auſtraſiens apprehendans la guerre, M’ontforcé de quitter mes Amours, & leur terre.	On me plonge en un cloître, importun exercice, D'où j'échappe fuyant, désireus de revoir Ces beaux yeux qui m'ont pris, Seigneur me mets en devoir Mais les Autrasiens apprehendans la guerre, M'ontforcé de quitter mes Amours, et leur terre.
Que feray-ie?	Que ferai-je?
ou iray-ie?	ou irai-je?
aura point quelque fin Ma fortune muable, eſmouuant le deſtin, Ou monpere a pitié d’vne ame languiſſante, Contre les feux d’amour ame trop impuiſſante, Ame qui n’afailli que pour auoir aymé, Et pour m’eſtre moy-meſme en mes vœux conſumés On me vient embrouiller, nouuelle deffiance Que cela ne s’eſt peuſans en auoir diſpenſe:	aura point quelque fin Ma fortune muable, émouvant le destin, Ou monpère a pitié d'une âme languissante, Contre les feux d'amour âme trop impuissante, Âme qui n'afailli que pour avoir aimé, Et pour m'être moi-même en mes vœux consumés On me vient embrouiller, nouvelle défiance Que cela ne s'est pans en avoir dispense:
Comme ſi Cupidon auoit moins de pouuoir Pour dispenſer des loix, que les loix du deuoir:	Comme si Cupidon avait moins de pouvoir Pour dispenser des lois, que les lois du devoir:
Comme s’il yauoit ordonnance ſi forte Que celle de l’amour qui les autres emporte, Quand deus cœurs ſont vnis, l’un de l’autre animé, Et que le mariage eſt d'effect conſumé.	Comme s'il yavait ordonnance si forte Que celle de l'amour qui les autres emporte, Quand dus cœurs sont unis, l'un de l'autre animé, Et que le mariage est d'effet consumé.
Mais qui voy-ie arriuer?	Mais qui vois-je arriver?
ie recognoy ſes armes, C’eſt Boſſon pour le ſeur, il faut feindre ſes larmes.	Ce reconnais ses armes, C'est Bosson pour le sûr, il faut feindre ses larmes.
BO.	BO.
Quoy, mõſieur?	Quoi, mõsieur?
ſerez vous à iamais ſur vos pleurs ME.	serez -vous à jamais sur vos pleurs ME.
He, que pourroy-ie moins preßé de mes douleurs B.	He, que pourrai-je moins pressé de mes douleurs B.
Ce ſont douleurs d’un iour.	Ce sont douleurs d'un jour.
M.	M.
Mais d’un ſiet d’années.	Mais d'un siet d'années.
B.	B.
Illes faut ſuporter, ce ſont uos deſtinées.	Illes faut suporter, ce sont os destinées.
M.	M.
Miẽnes?	Miennes?
ie n’ẽ veux point.	Elle n'en veux point.
B.	B.
Si les faut-il ſouj M.	Si les faut-il souj M.
Sans lãguir ſi long tẽps i’aime biẽ mieux mourt B.	Sans luguir si long temps j'aime bien m ourt B.
On ne meurt pas tontonts ators qu'on le demande * M.	On ne meurt pas tontonts ators qu'on le demande * M.
Celui qui veut mourir, à la Parque commande.	Celui qui veut mourir, à la Parque commande.
B.	B.
Qu’entẽdez vous par là?	Qu'entendez -vous par là?
M.	M.
C’eſt qu’ũ courage fort De ſoy-meſme ſe peut élancer à la mort.	C'est qu'un courage fort De soi-même se peut élancer à la mort.
B.	B.
Et l’ame, où ira-telle?	Et l'âme, où ira-telle?
M.	M.
En ces champs Eliſées Ou les flames d’amour renaiſſent embrazées.	En ces champs Elisées Ou les flammes d'amour renaissent embrasées.
*B.	*B.
Mais ces chãs ne sõt plus, nous qui croiõs enDieu, Ne deuons s’il ne veut, abandonner celieu.	Mais ces chants ne sont plus, nous qui crois enDieu, Ne devons s'il ne veut, abandonner celieu.
M.	M.
La ieuneſſe, l’amour, vn pere inexorable te Me rendent ſans raiſon, & l’ame impitoiable.	La jeunesse, l'amour, un père inexorable te Me rendent sans raison, et l'âme impitoyable.
Ie n’ay plus dans le cœur que rages, & que ſang, Vn Veſuue, vn Enfer eſt enclos en mon flanc:	Je n'ai plus dans le cœur que rages, et que sang, Un Vesuue, un Enfer est enclos en mon flanc:
Vie, ou mort, mort ou vie, ayant perdu madame Ie penſe à meſme inſtant auoir quitté mon ame, Ie l’ay miſe en depoſt ès yeux de Brunehaut, Qu'elle en aye le ſoin, que cet œil qui m’aſſaut De cent mille deſirs és nuis de ſon abſence, Lui rende à ſon merite egale recompenſe, Außi bien ſuis-ie mort:	Vie, ou mort, mort ou vie, ayant perdu madame Je pense à même instant avoir quitté mon âme, Je l'ai mise en dépôt yeux de Brunehaut, Qu'elle en aie le soin, que cet œil qui m'assaut De cent mille désirs s nuis de son absence, Lui rende à son mérite égale récompense, Aussi bien suis-je mort:
ie ſemble à ces Geans Qui foudroiés du cielſur les champs Phlegreans, Se virent accablés des montagnes flambantes Sur le reſte impiteux de ces maſſes tremblantes.	Ce semble à ces Géants Qui foudraient du cielsur les champs Phlégregans, Se virent accablés des montagnes flambantes Sur le reste impiteux de ces masses tremblantes.
CHOEVR.	CHOEUR.
Aßion de l’amour, fureur d’vne ieuneſſe, »I Tranſport de la raiſon, perte de la ſageſſe, Que tu cauſe d’ennuis, que ta poiſon feconde Fait de maux en ce monde.	Assion de l'amour, fureur d'une jeunesse, »I Transport de la raison, perte de la sagesse, Que tu cause d'ennuis, que ta poison féconde Fait de maux en ce monde.
