PREFACE.	PRÉFACE.
Seigneur, vous chãgez de viſage!	Seigneur, vous changgez de visage!
MITHRIDATE.	MITHRIDATE.
Non, Madame.	Non, Madame.
Il ſuffit.	Il suffit.
Ie vais vous l’enuoyer.	Je vais vous l'envoyer.
Allez.	Allez.
Le temps eſt cher.	Le temps est cher.
Il le faut employer.	Il le faut employer.
Ie voy qu’à m’obeïr vous eſtes diſpoſée, Ie ſuis vament.	Je vois qu'à m'obéir vous êtes disposée, Je suis vament.
MONIME en s’en allant.	MONIME en s'en allant.
O Ciel!	Ô Ciel!
Me ſerois-je abuſée?	Me serais-je abusée?
GN E	GN É
MITHRIDATE.	MITHRIDATE.
Ls s’aiment.	Ls s'aiment.
C’eſt ainſi qu’on ſe joüoit de nous.	C'est ainsi qu'on se jouait de nous.
IAh Fils ingrat!	IAh Fils ingrat!
Tu vas me répondre pour tous.	Tu vas me répondre pour tous.
Tu periras.	Tu périras.
Ie ſçay combien ta Renomiée, Et tes fauſſes vertus ont ſeduit mon Armée.	Je sais combien ta Renomiée, Et tes fausses vertus ont séduit mon Armée.
Perfide, je te veux porter des coups certains.	Perfide, je te veux porter des coups certains.
Il faut, pour te mieux perdre, écarter les mutins.	Il faut, pour te mieux perdre, écarter les mutins.
Et faiſant à mes yeux partir les plus Rebelles, Ne garder prés de moy que des troupes fidelles.	Et faisant à mes yeux partir les plus Rebelles, Ne garder près de moi que des troupes fidèles.
Allons.	Allons.
Mais ſans monſtrer vn viſage offenſé, Diſſimulons encor, comme j’ay commencé.	Mais sans montrer un visage offensé, Dissimulons encor, comme j'ai commencé.
Fin du troiſiéme Acte.	Fin du troisième Acte.
E ij	E ij
RCTET 2 SCENE PREMIERE.	RCTET 2 SCÈNE PREMIÈRE.
MONIME, PHOEDIME.	MONIME, PHONEDIME.
MONIME.	MONIME.
HOEDIME, au nom des Dieux, fay ce que je deſire.	HODIME, au nom des Dieux, fais ce que je désire.
Va voir ce qui ſe paſſe, & reuien me le dire.	Va voir ce qui se passe, et revien me le dire.
Ie neſçay.	Je nesçai.
Mais mon cœur ne ſe peut raſſurer.	Mais mon cœur ne se peut rassurer.
Mille ſoupçons affreux viennent me déchirer.	Mille soupçons affreux viennent me déchirer.
Que tarde Xipharés?	Que tarde XXipharez?
Et d’où vient qu’il differe A ſeconder des vœux qu’autorize ſon Pere?	Et d'où vient qu'il diffère A seconder des vœux qu'autorise son Père?
Son Pere en me quittant me l’alloit enuoyer.	Son Père en me quittant me l'allait envoyer.
Mais il feignoit peut-eſtre, il falloit tout nier.	Mais il feignait peut-être, il fallait tout nier.
Le Roy feignoit?	Le Roi feignait?
Et moy découurant ma pehſée.	Et moi découvrant ma pehsée.
O Dieux!	Ô Dieux!
En ce peril m’auriez-vous delaiſſée?	En ce péril m'auriez-vous délaissée?
Et ſe pourroit-il bien qu’à ſon reſſentiment Mon amour indiſcret euſt liuré mon Amant?	Et se pourrait-il bien qu'à son ressentiment Mon amour indiscret eût livré mon Amant?
Quoy, Prince!	Quoi, Prince!
quãd tout plein de ton amour extréme, Pour ſçauoir mon ſecret tu me preſſois toy-même, Mes refus trop cruels vingt fois te l’ont caché, Ie t’ay meſme puny de l’auoir arraché;	quand tout plein de ton amour extrême, Pour savoir mon secret tu me pressais toi-même, Mes refus trop cruels vingt fois te l'ont caché, Je t'ai même puni de l'avoir arraché;
Et quand de toy peut eſtre vn Pere ſe défie, Que dis je?	Et quand de toi peut être un Père se défie, Que dis -je?
quand peut-eſtre il y va de ta vie, le parit;	quand peut-être il y va de ta vie, le parit;
& trop facile à me laiſſer tromper, Ie luy marque le cœur où ſa main doit frapper.	et trop facile à me laisser tromper, Je lui marque le cœur où sa main doit frapper.
PHOEDIME.	PHOEDIME.
Ah!	Ah!
traitez-le, Madame, auec plus de juſtice.	traitez-le, Madame, avec plus de justice.
Vn grand Roy deſcend-il juſqu’à cet artifice?	Un grand Roi descend-il jusqu'à cet artifice?
A prendre ce détour qui l’auroit pû forcer?	À prendre ce détour qui l'aurait pu forcer?
Sans murmure, à l’Autel vous l’alliez deuancer.	Sans murmure, à l'Autel vous l'alliez devancer.
Vouloit-il perdre vn Fils qu’il aime auec tendreſſe?	Voulait-il perdre un Fils qu'il aime avec tendresse?
Iuſqu’icy les effets ſecondent ſa promeſſe.	Jusqu'ici les effets secondent sa promesse.
Madame, il vous diſoit qu’vn important deſſein Malgré luy le forçoit à vous quitter demain.	Madame, il vous disait qu'Hommes important dessein Malgré lui le forçait à vous quitter demain.
Ce ſeul deſſein l’occupe, & haſtant ſon voyage, Luy-meſme ordonne tout préſent ſur le riuage.	Ce seul dessein l'occupe, et hâtant son voyage, Lui-même ordonne tout prèsent sur le rivage.
Ses vaiſſeaux en tous lieux ſe chargent de ſoldats, Et par tout Xipharés accompagne ſes pas.	Ses vaisseaux en tous lieux se chargent de soldats, Et par tout Xipharés accompagne ses pas.
D'vn Riual en fureur eſt-ce là la conduite?	D'un Rival en fureur est-ce là la conduite?
Et voit-on ſes diſcours démentis par la ſuite?	Et voit-on ses discours démentis par la suite?
MONIME.	MONIME.
Pharnace cependant par ſon ordre arreſté Trouue en luy d’vn Riual toute la dureté.	Pharnace cependant par son ordre arrêté Trouve en était d'un Rival toute la dureté.
Phœdime, à Xipharés fera-t’il plus de grace?	Phœdime, à Xipharés fera-t-il plus de grâce?
PHOEDIME.	PHOEDIME.
C’eſt l’amy des Romains qu’il punit en Pharnace.	C'est l'ami des Romains qu'il punit en Pharnace.
L’amour a peu de part à ſes juſtes ſoupçons.	L'amour a peu de part à ses justes soupçons.
MONIME.	MONIME.
Autant que je le puis, je cede à tes raiſons.	Autant que je le puis, je cède à tes raisons.
E iij Elles calment vn peu l’ennuy qui me deuore.	 Ejà Elles calment un peu l'ennui qui me dévore.
Mais pourtant Xipharés ne paroiſt point encore.	Mais pourtant XXipharez ne paraît point encore.
PHOEDIME.	PHOEDIME.
Vaine erreur des Amans, qui pleins de leurs deſirs Voudroient que tout cedaſt au ſoin de leurs plaiſirs!	Vaine erreur des Amants, qui pleins de leurs désirs Voudraient que tout cédât au soin de leurs plaisirs!
Qui preſts à s’irriter contre le moindre obſtacle.	Qui prêts à s'irriter contre le moindre obstacle.
MONIME.	MONIME.
Ma Phœdime, & qui peut conceuoir ce miracle?	Ma Phœdime, et qui peut concevoir ce miracle?
Apres deux ans d’ennuis, dont tu ſçais tout le pois, Quoy je puis reſpirer pour la premiere fois?	Après deux ans d'ennuis, dont tu sais tout le pois, Quoi je puis respirer pour la première fois?
Quoy, cher Prince, auec toy, je me verrois vnie?	Quoi, cher Prince, avec toi, je me verrais unie?
Et loin que ma tendreſſe euſt expoſé ta vie, Tu verrois ton deuoir, je verrois ma vertu Approuuer vn amour ſi long-temps combattu?	Et loin que ma tendresse eût exposé ta vie, Tu verrais ton devoir, je verrais ma vertu Approuver un amour si longtemps combattu?
Ie pourrois tous les jours t’aſſurer que je t’aime?	Je pourrais tous les jours t'assurer que je t'aime?
Que ne viens-tu.	Que ne viens-tu.
SCENE II.	SCÈNE II.
MONIME, XIPHARES, PHOEDIME.	MONIME, XIPHARES, PHODIME.
MONIME.	MONIME.
SEigneur, je parlois de vous-meſme.	SEigneur, je parlais de vous-même.
Mon ame ſouhaittoit de vous voir en ce lieu, Pour vous.	Mon âme souhaitait de vous voir en ce lieu, Pour vous.
ATTHARES.	ATTHARES.
C’eſt maintenant qu’il faut vous dire adieu,	C'est maintenant qu'il faut vous dire adieu,
Adieu!	Adieu!
vous?	vous?
MONIME.	MONIME.
XIPHARES.	XIPHARES.
Ouy, Madame, & pour toute ma vie,	Oui, Madame, et pour toute ma vie,
MONIME.	MONIME.
Qu’entẽs-je?	Qu'entends-je?
On me diſoit.	On me disait.
Helas!	Hélas!
ils m’ont trahie.	ils m'ont trahie.
XIPHARES.	XIPHARES.
Madame, je ne ſçay quel Ennemy couuert Reuelant nos ſecrets vous trahit, & me perd.	Madame, je ne sais quel Ennemi couvert Revelant nos secrets vous trahit, et me perd.
Mais le Roy, qui tantoſt n’en croyoit point Pharnace, Maintenant dans nos cœurs ſçait tout ce qui ſe paſſe.	Mais le Roi, qui tantôt n'en croyait point Pharnace, Maintenant dans nos cœurs soupait tout ce qui se passe.
E iiij Il feint, il me careſſe, & cache ſon deſſein.	 iiij Il feint, il me caresse, et cache son dessein.
Mais moy, qui dés l’enfance éleué dans ſon fein.	Mais moi, qui dès l'enfance élevé dans son sein.
De tous ſes mouuemens ay trop d’intelligence, I’ay lû dans ſes regards ſa prochaine vangeance.	De tous ses mouvements ai trop d'intelligence, J'ai lu dans ses regards sa prochaine vengeance.
Il preſſe, il fait partir tous ceux, dont mon malheur Pourroit à la reuolte exciter la douleur.	Il presse, il fait partir tous ceux, dont mon malheur Pourrait à la révolte exciter la douleur.
De ſes fauſſes bontez j’ay connu la contrainte.	De ses fausses bontés j'ai connu la contrainte.
Vn mot meſme d’Arbate a confirmé ma crainte, Il a ſceû m’aborder, & les larmes aux yeux.	Un mot même d'Arbate a confirmé ma crainte, Il a su m'aborder, et les larmes aux yeux.
On ſçait tout, m’a-t’il dit, ſauuez-vous de ces lieux, Ce mot m’a fait fremir du peril de ma Reine.	On sais tout, m'a-t-il dit, sauvez-vous de ces lieux, Ce mot m'a fait frémir du péril de ma Reine.
Et ce cher intereſt eſt le ſeul qui m’ameine.	Et ce cher intérêt est le seul qui m'amène.
Ie vous crains pour vous-meſme, & je viens à genoux Vous prier, ma Princeſſe, & vous fléchir pour vous.	Je vous crains pour vous-même, et je viens à genoux Vous prier, ma Princesse, et vous fléchir pour vous.
Vous dépendez icy d’vne main violente, Que le ſang le plus cher rarement eſpouuante.	Vous dépendez ici d'une main violente, Que le sang le plus cher rarement épouvante.
Et je n’oſe vous dire a quelle cruauté Mithridate jaloux s’eſt ſouuent emporté.	Et je n'ose vous dire a quelle cruauté Mithridate jaloux s'est souvent emporté.
Peut-eſtre c’eſt moy ſeul que ſa fureur menaſſe.	Peut-être c'est moi seul que sa fureur menace.
Peut-eſtre en me perdant il veut vous faire grace.	Peut-être en me perdant il veut vous faire grâce.
Daignez, au nom des Dieux, daignez en profiter.	Daignez, au nom des Dieux, daignez en profiter.
Par de nouueaux refus n’allez point l’irriter.	Par de nouveaux refus n'allez point l'irriter.
Moins vous l’aimez, & plus taſchez de luy complaire.	Moins vous l'aimez, et plus tâchez de lui complaire.
Feignez.	Feignez.
Efforcez-vous.	Efforcez-vous.
Songez qu’il eſt mon Pere.	Songez qu'il est mon Père.
Viuez, & permettez que dans tous mes malheurs Ie puiſſe à voſtre amour ne couſter que des pleurs.	Vivez, et permettez que dans tous mes malheurs Je puisse à votre amour ne coûter que des pleurs.
MONIME.	MONIME.
Ah!	Ah!
je vous ay perdu.	je vous ai perdu.
XIPHARES.	XIPHARES.
Genereuſe Monime, Ne vous imputez point le malheur qui m’opprime.	Généreux Monime, Ne vous imputez point le malheur qui m'opprime.
Joſtre ſeule bonté n’eſt point ce qui me nuit.	Jotre seule bonté n'est point ce qui me nuit.
Ie ſuis vn Malheureux que le Deſtin pourſuit.	Je suis un Malheureux que le Destin poursuit.
C’eſt luy qui m’a rauy l’amitié de mon Pere, Qui le fit mon Riual, qui reuolta ma Mere, Et vient de ſuſciter dans ce moment affreux Vn ſecret Ennemy pour nous trahir tous deux.	C'est lui qui m'a ravi l'amitié de mon Père, Qui le fit mon Rival, qui révolta ma Mère, Et vient de susciter dans ce moment affreux Un secret Ennemi pour nous trahir tous deux.
dii e doa na Me Hé quoy?	dii e oa na Me Hé quoi?
Cet Ennemy vous l’ignorez encore?	Cet Ennemi vous l'ignorez encore?
XIPHARES.	XIPHARES.
Pour ſurcroiſt de douleur, Madame, je l’ignore.	Pour surcroît de douleur, Madame, je l'ignore.
Heureux!	Heureux!
ſi je pouuois auant que m’immoler, Percer le traiſtre cœur, qui m’a pû deceler.	si je pouvais avant que m'immoler, Percer le traître cœur, qui m'a pu déceler.
MONIME.	MONIME.
Hé bien, Seigneur, il faut vous le faire connaiſtre.	Hé bien, Seigneur, il faut vous le faire connaître.
Ne cherchez point ailleurs cet Ennemy, ce Traiſtre.	Ne cherchez point ailleurs cet Ennemi, ce Traître.
Frappez.	Frappez.
Aucun reſpect ne vous doit retenir.	Aucun respect ne vous doit retenir.
deptoutrait.	déptoutrait.
Et t eſt moy que vous ueuez panir,	Et t est moi que vous ueuez panir,
Vous!	Vous!
XIPHARES.	XIPHARES.
MONIME.	MONIME.
Ah ſi vous ſçauiez, Prince, auec quelle adreſſe Le Cruel eſt venu ſurprendre ma tendreſſe!	Ah si vous savez, Prince, avec quelle adresse Le Cruel est venu surprendre ma tendresse!
Quelle amitié ſincere il affectoit pour vous !	Quelle amitié sincère il affectait pour vous !
Content, s’il vous voyoit deuenir mon Eſpoux.	Content, s'il vous voyait devenir mon Époux.
Qui n’auroit crû.	Qui n'aurait cru.
Mais non, mon amour plus timide Deuoit moins vous liurer à ſa bonté perſide.	Mais non, mon amour plus timide Deuait moins vous livrer à sa bonté persid.
Les Dieux qui m’inſpiroient, & que j’ay mal ſuiuis, M’ont fait taire trois fois par de ſecrets auis.	Les Dieux qui m'inspiraient, et que j'ai mal suivis, M'ont fait taire trois fois par de secrets avis.
I’ay dû continuer.	J'ai dû continuer.
I’ay dû dans tout le reſte.	J'ai dû dans tout le reste.
Que ſçay-je enfin?	Que sais-je enfin?
I’ay dû vous eſtre moins funeſtas I’ay dû craindre du Roy les dons empoiſonnez, Et je men puihtay nvous me pardonnez.	J'ai dû vous être moins funestas J'ai dû craindre du Roi les dons empoisonnés, Et je men puihai nvous me pardonnez.
XIPHARES.	XIPHARES.
Ouoy, Madame?	Ouvoy, Madame?
C’eſt vous, c’eſt l’amour qui m’expoMon malheur eſt party d’vne ſi belle cauſe?	C'est vous, c'est l'amour qui m'expoMon malheur est parti d'une si belle cause?
Trop d’amour a trahy nos ſecrets amoureux?	Trop d'amour a trahi nos secrets amoureux?
Et vous vous excuſez de m’auoir fait heureux?	Et vous vous excusez de m'avoir fait heureux?
Que voudrois-je de plus?	Que voudrais-je de plus?
Glorieux, & fidelle, Ie meurs.	Glorieux, et fidèle, Je meurs.
Vn autre ſoit ua trone vous appelle.	Un autre soit ua trone vous appelle.
Conſentez-y, Madame.	Consentez-y, Madame.
Et ſans plus reſiſter Acheuez vn hymen, qui vous y fait monter.	Et sans plus résister Achevez un hymen, qui vous y fait monter.
ſe!	se!
MONIME.	MONIME.
Quoy vous me demandez que j’épouſe vn Barbare, Dont l’odieux amour pour jamais nous ſepare?	Quoi vous me demandez que j'épouse un Barbare, Dont l'odieux amour pour jamais nous sépare?
AIIHARES.	ÀIIHARES.
Songez, que ce matin ſoûmiſe à ſes ſouhaits Vous deuiez l’épouſer, & ne me voir jamais.	Songez, que ce matin soumise à ses souhaits Vous deviez l'épouser, et ne me voir jamais.
MONIME.	MONIME.
Et connoiſſois-je alors toute ſa barbarie?	Et connaissais-je alors toute sa barbarie?
Ne voudriez-vous point qu’approuuant ſa furie, Apres vous auoir veû tout percé de ſes coups, Ie ſuiuiſſe à l’Autel vn tyrannique Eſpoux, Et que dans vne main de voſtre ſang fumante I’allaſſe mettre, helas!	Ne voudriez-vous point qu'approuvant sa furie, Après vous avoir vu tout percé de ses coups, Je suivisse à l'Autel un tyrannique Espoux, Et que dans une main de votre sang fumante J'allasse mettre, hélas!
la main de voſtre Amante?	la main de votre Amante?
Allez, de ſes fureurs ſongez à vous garder, Sans perdre icy le temps à me perſuader.	Allez, de ses fureurs songez à vous garder, Sans perdre ici le temps à me persuader.
Le Ciel m’inſpirera quel party je doy prendre.	Le Ciel m'inspirera quel parti je dois prendre.
Que ſeroit-ce, grãds Dieux!	Que serait-ce, grand Dieux!
s’il venoitvous ſurprédre!	s'il venaitvous surprédre!
Que dis-je?	Que dis-je?
On vient.	On vient.
Allez.	Allez.
Courez.	Courez.
Viuez enfin, Et du moins attendez quel ſera mon deſtin.	Vivez enfin, Et du moins attendez quel sera mon destin.
SCENE III.	SCÈNE III.
MONIME, PHOEDIME.	MONIME, PHONEDIME.
PHOEDIME.	PHOEDIME.
Adame, a quels perils il expoloit ia vie!	Adame, a quels périls il expolait ja vie!
NVI C’eſt le Roy.	NVI C'est le Roi.
MONIME.	MONIME.
Cours l’aider à cacher ſa ſortie.	Cours l'aider à cacher sa sortie.
