M IIATERE 196S	M MIATERE 196S
ACTE TROISIEME.	ACTE -TROISIÈME.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
TIRSIS.	TIRSIS.
CHOEVR.	CHOEUR.
IRSIS.	JRSIS.
rable!	rable!
O femme trop ingrate!	Ô femme trop ingrate!
ô ſexe impitoyable!	ô sexe impitoyable!
Et toy mere Nature imprudente, & ſans ſoin:	Et toi mère Nature imprudente, et sans soin:
Pourquoy ſans qu’il en fut aucunement beſoinAs-tu mis au dehors, & deſſus le viſage Tout ce que la femme eut de douceur en parta, Oubliant tout le reste!	Pourquoi sans qu'il en fut aucunement besoinAs-tu mis au dehors, et dessus le visage Tout ce que la femme eut de douceur en parta, Oubliant tout le reste!
ah poûre infortuné!	ah pôvre infortuné!
Peut-eſtre qu’à ſa rage il s’eſt abandonné, Las je ſoupçonne tout de ſon amour extrême, Ie ne le treuue point, il s’eſt tué luy-meſme.	Peut-être qu'à sa rage il s'est abandonné, Las je soupçonne tout de son amour extrême, Je ne le trouve point, il s'est tué lui-même.
I’ay mille & mille fois mon chemin rebroußé Deuers le lieu maudit, où je l’auoit laißé:	J'ai mille et mille fois mon chemin rebroussé Deuers le lieu maudit, où je l'avait laisse:
Jcy depuis long-temps je paſſe & je repaſſe 1e Sans pouuoir découurir non pas meſme ſa trace.	Ici depuis longtemps je passe et je repasse 1e Sans pouvoir découvrir non pas même sa trace.
Ha ſans doute il eſt mort:	Ha sans doute il est mort:
Ie m’en vay de ce pas M’en enquerir de ceux que j’apperçoy là bas.	Je m'en vais de ce pas M'en enquérir de ceux que j'aperçois là bas.
Amis me ſçauriez-vous tirer d'vn labyrinthe, Me diſant ſeulement où pourroit eſtre Aminte?	Amis me sauriez-vous tirer d'un labyrinthe, Me disant seulement où pourrait être Aminte?
N'auez-vous rien ouy.	N'avez-vous rien oui.
neur, Ce grand estonnement, Eſt indice certain d’vn triste éuenement:	neur, Ce grand étonnement, Est indice certain d'un triste événement:
Donc en nous le diſant tire-nous hors de peine.	Donc en nous le disant tire-nous hors de peine.
Tirſis.	Tirsis.
La peur du mal d'Amîte, eſt tout ce qui me géne.	La peur du mal d'Amîte, est tout ce qui me gêne.
Ne rauez- vouspoint yen ?	Ne ravez- vouspoint yen ?
Chœur.	Chœur.
Nenny pas d’aujourd'huy;	Nenni pas d'aujourd'hui;
Mais qu’eſtce que tu peux tãt redouter pour luy?	Mais qu'estce que tu peux tant redouter pour notre?
Qu'il ne ſe ſoit tué.	Qu'il ne se soit tué.
Tirſis.	Tirsis.
Chœeul.	Chœeul.
Tué!	Tué!
pour quelle cauſe?	pour quelle cause?
Tirſis.	Tirsis.
Et la hayne & l’amour auront fait telle choſe.	Et la haine et l'amour auront fait telle chose.
Chœur.	Chœur.
Qu'estete quene font pumeescemedis puiſſans Alors qu'vnis enſemble ils ſont maiſtres des sẽs?	Qu'estette quène font pumeescemedis puissants Alors qu'unis ensemble ils sont maîtres des semble?
Mais parle vn peu plus clair.	Mais parle un peu plus clair.
Tirſis.	Tirsis.
Aymer trop vne dame Qui n’eut pour ſon amour que de la hayne enl'ame.	Aimer trop une dame Qui n'eût pour son amour que de la haine enl'âme.
Chœur.	Chœur.
Las!	Las!
Tirſis fais-nous-en le recit tout entier, Attendant que quelqu'vn vienne par ce ſentier, Qui nous puiſſe de luy quelque nouuelle apprendre, Et luy-meſme peut-eſtre y pourroit bien deſcendre.	Tirsis fais-nous-en le récit tout entier, Attendant que quelqu'un vienne par ce sentier, Qui nous puisse de rendre quelque nouvelle apprendre, Et lui-même peut-être y pourrait bien descendre.
Tirſis.	Tirsis.
Ie le veux, auſſi bien ne faut-il pas laiſſer Des actes tant ingrats ſans les recompenſer De ce qui leur eſt deu de honte & de rancune, Et ſans les expoſer au bruit d’vne commune:	Je le veux, aussi bien ne faut-il pas laisser Des actes tant ingrats sans les récompenser De ce qui leur est dev de honte et de rancune, Et sans les exposer au bruit d'une commune:
Aminte ayant ouy (ce fut moy qui luy dy Las!	Aminte ayant ouï (ce fut moi qui lui dis Las!
en le conduiſant moy-meſme le perdy) Qu’auec Daphné bien toſt ſa Syluie inhumaine Deuoit pour ſe lauer aller à la fontaine, Jly vint, mais douteux, ſans reſolution, Et pluſtoſt meu par moy, que par ſa paſſion:	en le conduisant moi-même le perdi) Qu'avec Daphné bien tôt sa Syluie inhumaine Deuait pour se lauer aller à la fontaine, Ily vint, mais douteux, sans résolution, Et plutôt meu par moi, que par sa passion:
Souuent il fut tout preſt de rebrouſſer arriere:	Souvent il fut tout prêt de rebrousser arrière:
Mais je le preſſay tant par force, & par priere, Que deſia la fontaine estoit proche de nous, Quãd nous oyons des cris interrompus de coups, Et voyons à l’instant Daphné toute enflamee, Qui s'estoit des deux poings cõtre sõ ſein armée,	Mais je le pressai tant par force, et par prière, Que déjà la fontaine était proche de nous, Quand nous oyons des cris interrompus de coups, Et voyons à l'instant Daphné toute enflamène, Qui s'était des deux poings comme ncy sein armée,
Et	Et
Et qui dés auſſi-toſt que ſes yeux égareZ En nous apperçeuant ſe furent raſſeureZ:	Et qui dès aussitôt que ses yeux égarés En nous apercevant se furent rassurés:
A ce nouueau ſecours quelque peu conſolée, S’écrie accourez toſt, Syluie eſt violée.	À ce nouveau secours quelque peu consolée, S'écrie accourez tôt, Syluie est violée.
Le poûre Aminte a peine ayant ouy cecy Part viste de la main, & moy de courre auſſi:	Le pôvre Aminte a peine ayant oui ceci Part vite de la main, et moi de courre aussi:
Et voila que l’aſpect d'vne fille ſi belle Nous reduit, choſe estrange!	Et voilà que l'aspect d'une fille si belle Nous réduit, chose étrange!
à quelque horreur pour elle:	à quelque horreur pour elle:
Car nous voyons alors ce riche prix d’amour Contre vn arbre lié, nu comme il vint au jour:	Car nous voyons alors ce riche prix d'amour Contre un arbre lié, nu comme il vint au jour:
Sa blonde cheuelure alors toute ſoüillée Estoit en mille nœuds au tronc entortillée:	Sa blonde chevelure alors toute soüillée Était en mille nœuds au tronc entortillée:
Et ſa ceinture auſſi qui de ſa chasteté, Fidelle gardienne auoit touſiours esté, Estant ministre alors à cette orde luxure, Serroit ſes tendres mains cõtre vne eſcorce dure:	Et sa ceinture aussi qui de sa chasteté, Fidèle gardienne avait toujours été, Étant ministre alors à cette orde luxure, Serrait ses tendres mains comtre une écorce dure:
Et ſi l’arbre croyant n’auoir pas aſſez fait De fournir de theatre à ce ſale forfait, Auoit encor presté de ſes houſſines vertes, Dont ſes jãbes estoient preſque toutes couuertes:	Et si l'arbre croyant n'avoir pas assez fait De fournir de théâtre à ce sale forfait, Avait encor prêté de ses housses vertes, Dont ses jambes étaient presque toutes couvertes:
Nous viſmes vis à vis vn bouquin ſi hideux, Que d’abord il penſa nous effrayer tous deux, vilain acheuoit de la mettre à la chaiſne:	Nous vîmes vis à vis un bouquin si hideux, Que d'abord il pensa nous effrayer tous deux, vil achevait de la mettre à la chaîne:
Elle autant qu’elle peut reſiste, & ſe deméne, Mais c’estoit employer d’inutiles efforts, Car en vn tel estat qu’euſt fait ce foible corps?	Elle autant qu'elle peut résiste, et se deméne, Mais c'était employer d'inutiles efforts, Car en un tel état qu'eût fait ce faible corps?
Aminte armé d’vn dard, & plus de ſon courage Courut comme vn Lion ſur ce monstre ſauuage.	Aminte armé d'Homme dard, et plus de son courage Courut comme un Lion sur ce monstre sauvage.
Tandis j’auois remply tout mon ſein de cailloux.	Tandis j'avais rempli tout mon sein de cailloux.
Mais bien-toſt le bouquin gaigne au pied deuant 1 nous.	Mais bientôt le bouquin gagne au pied devant 1 nous.
Lors Aminte pouuant contempler à ſon aiſe Les neiges qui cauſoient ſon amoureuſe braiſe, Ces membres delicats reſſemblans proprement, A du laict agité d’vn menu tremblement:	Lors Aminte pouvant contempler à son aise Les neiges qui causaient son amoureuse braise, Ces membres délicats ressemblants proprement, A du lait agité d'un menu tremblement:
Ie vis qu'à cét object, tout changé de viſage Il estinceloit tout, ou d’amour, ou de rage, Puis moderant l’ardeur de ce feu violent, Vers elle il s’auança d'vn pas modeſte, & lent, Et dit, belle Syluie, ah!	Je vis qu'à cet object, tout changé de visage Il étincelait tout, ou d'amour, ou de rage, Puis modérant l'ardeur de ce feu violent, Vers elle il s'avança d'un pas modeste, et lent, Et dit, belle Sylvie, ah!
ne ſois ſi farouche, Ne treuues pas mauuais ſi cette main te teuche.	ne sois si farouche, Ne trouves pas mauvais si cette main te teuche.
C’eſt de vray trop oſer, mais la neceſſité De t’oster ces liens m’en a ſollicité:	C'est de vrai trop oser, mais la nécessité De t'ôter ces liens m'en a sollicité:
Donc que ta courtoiſie à preſent me pardonne La grace qu’en cecy la fortune me donne.	Donc que ta courtoisie à présent me pardonne La grâce qu'en ceci la fortune me donne.
Oirdoul.	Oirdoul.
Ces paroles pouuoient amollir vn rocher.	Ces paroles pouvaient amollir un rocher.
Tirſis.	Tirsis.
Ces paroles pourtant ne la peuuent toucher, Elle ny reſpond rien, mais la teste panchée, Et de honte, & d’orgueil, tant ſeulement touchée Elle ſe tord autant qu’elle peut, à deſſein De cacher à ſes yeux les beautez de ſon ſein.	Ces paroles pourtant ne la peuvent toucher, Elle ni répond rien, mais la tête penchée, Et de honte, et d'orgueil, tant seulement touchée Elle se tord autant qu'elle peut, à dessein De cacher à ses yeux les beautés de son sein.
Luy, joignãt de plus prés cette ingrate maistreſſe, Commence au meſme temps à démeſler ſa treſſe, En diſant, quoy ce tronc ſi mal officieux Meritoit-il d’auoir des nœuds ſi precieux?	Lui, joignant de plus près cette ingrate maîtresse, Commence au même temps à démêler sa tresse, En disant, quoi ce tronc si mal officieux Méritait-il d'avoir des nœuds si précieux?
Que reſerues-tu donc, Amour, à nos attentes, Si ces beaux laqs nous ſont communs duec les plantes?	Que réserves-tu donc, Amour, à nos attentes, Si ces beaux laqs nous sont communs dus du plantes?
Arbre cruel, comment as tu donc déchiré Ce poil qui te rendoit digne d’estre adoré?	Arbre cruel, comment as tu donc déchiré Ce poil qui te rendait digne d'être adoré?
Apres il vient aux mains, mais de façon qu’il ſemble Qu’il bruſle d’y toucher, & le craint tout ensẽble.	Après il vient aux mains, mais de façon qu'il semble Qu'il brûle d'y toucher, et le craint tout ensemble.
Puis leurs liens leuez, il vient s’humilier A ſes pieds qu’il deſire auſſi de deſlier:	Puis leurs liens levez, il vient s'humilier À ses pieds qu'il désire aussi dé lier:
Mais ſi-toſt qu’elle void que ſes mains deliurées, Leurs libres fonctions ont deſ-ja recouurées:	Mais sitôt qu'elle voit que ses mains délivrées, Leurs libres fonctions ont déjà recouvrées:
L’orgueilleuſe oſe bien des bras le repouſſer, Dont elle deuoit lors pour le moins l'embraſſer:	L'orgueilleuse ose bien des bras le repousser, Dont elle devait lors pour le moins l'embrasser:
Et luy dit, le traitant de quelque hõme profane, Laiſſe-moy là, Berger, j’appartiens à Diane, Ie mettray bien mes pieds moy-meſme en liberté.	Et quelque dit, le traitant de quelque homme profane, Laisse-moi là, Berger, j'appartiens à Diane, Je mettrai bien mes pieds moi-même en liberté.
cldeul.	cldeul.
Quoy le cœur d’vne Nymphe a-t’il tãt de fierté?	Quoi le cœur d'une Nymphe a-t-il tant de fierté?
Ha d'vn acte ſi bon mauuaiſe recompenſe.	Ha d'un acte si bon mauvaise récompense.
Tirſis.	Tirsis.
Luy tout reſpectueux ſe retire en ſilence, Tenant les yeux baiſſez, comme s’il eut eſté L’autheur de l’attentat fait à ſa chaſteté, Et n’oſant ſoulager d'vn ſeul regard ſa peine, De crainte d'en cauſer à ſa belle inhumaine.	Lui tout respectueux se retire en silence, Tenant les yeux baissez, comme s'il eut été L'auteur de l'attentat fait à sa chasteté, Et n'osant soulager d'un seul regard sa peine, De crainte d'en causer à sa belle inhumaine.
Moy qui m’estois caché non beaucoup loin de là, Et ne pouuois que trop entendre & voir cela, Ie fus deux ou trois fois tout preſt d’ouurir labouche Pour accuſer d’orgueil cette inſenſible ſouche:	Moi qui m'étais caché non beaucoup loin de là, Et ne pouvais que trop entendre et voir cela, Je fus deux ou trois fois tout prêt d'ouvrir labouche Pour accuser d'orgueil cette insensible souche:
Mais la diſcretion toutesfois me retint.	Mais la discrétion toutefois me retint.
Or à preſent oyez ce qui depuis aduint.	Or à présent oyez ce qui depuis advint.
A peine deſliée, apres beaucoup de peine, Plus viſte qu'vne Biche elle arpante la plaiSans dire auparauant que de quitter ce lieu, A ſon liberateur ſeulement vn Adieu, Et ſans qu’elle eut pourtant aucun ſubject de crainte, N’ayant que trop connu le grand reſpect d’Aminte.	À peine déliée, après beaucoup de peine, Plus vite qu'une Biche elle arpante la plaiSs dire auparavant que de quitter ce lieu, À son libérateur seulement un Adieu, Et sans qu'elle eut pourtant aucun sujet de crainte, N'ayant que trop connu le grand respect d'Aminte.
Chœur.	Chœur.
Pourquoy donc s’enfuït-elle?	Pourquoi donc s'enfuirt-elle?
Tirſis.	Tirsis.
Afin comme je croy, De ne paroistre point redeuable qu'à ſoy, Et qu'on la creut plustoſt à ſes pieds obligée.	Afin comme je crois, De ne paraître point redevable qu'à soi, Et qu'on la crut plustost à ses pieds obligée.
Quate modeſte amant qui l’auoit degagée	Quate modeste amant qui l'avait dégagée
Chœur.	Chœur.
Meſme encore en cecy, fit-elle ingrteament:	Même encore en ceci, fit-elle ingratement:
Mais que fit lors, que dit ce miſerable amant?	Mais que fit lors, que dit ce misérable amant?
Tirſis.	Tirsis.
Je ne ſçay, je trouuay l’action ſi cruelle Que pour la retenir je courus apres elle.	Je ne sais, je trouvai l'action si cruelle Que pour la retenir je courus après elle.
Mais la perdant bien-toſt je m’en reuins ſoudain Chercher à la fontaine, Aminte, mais en vain:	Mais la perdant bientôt je m'en revins soudain Chercher à la fontaine, Aminte, mais en vain:
C’eſt pourquoy vous pouuez lire ſur mon viſage La crainte du malheur que le cœur me preſage:	C'est pourquoi vous pouvez lire sur mon visage La crainte du malheur que le cœur me présage:
Car je ſçay qu’il estoit deſ-ja preſt à la mort.	Car je sais qu'il était déjà prêt à la mort.
Auant qu’vn tel deſastre eut empiré ſon ſort.	Avant qu'un tel désastre eut empiré son sort.
Chœur.	Chœur.
C’eſt vne inuention aux amans couſtumiere De menacer touſiours de quitter la lumiere, Bien que fort peu d’entr'eux en viennent aux effets.	C'est une invention aux amants coutumière De menacer toujours de quitter la lumière, Bien que fort peu d'entre eux en viennent aux effets.
Tirſis.	Tirsis.
Dieu vueille qu’il ne ſoit de ces amants parfaits.	Dieu veuille qu'il ne soit de ces amants parfaits.
Auſſi ne ſera-t’il.	Aussi ne sera-t-il.
Chœur.	Chœur.
Tirſis.	Tirsis.
Ie m’auiſe à cette heure D’aller voir à la grotte où noſtre Elpin demeure.	Je m'avise à cette heure D'aller voir à la grotte où notre Élpin demeure.
Ie l’y pourray treuuer s’il eſt encor viuant, Qui tâchoit d’adoucir l’aigreur de ſon martyre, Quãd cét homme diuin les rochers meſme attire, Fait courir de pur lait les fleuues, à ſa voix, Et diſtiller le miel de l’eſcorce des bois.	Je l'y pourrai trouver s'il est encor vivant, Qui tâchait d'adoucir l'aigreur de son martyre, Quãd cet homme divin les rochers même attire, Fait courir de pur lait les fleuves, à sa voix, Et distiller le miel de l'écorce des bois.
ACTE TROISIÉME.	ACTE TROISIÉME.
1be.	1be.
SCENE SECONDE.	SCÈNE SECONDE.
AMINTE.	AMINTE.
DAPHNE.	DAPHNE.
NERINE.	NERINE.
AMINT F 2 A Daphné!	AMINT F 2 A Daphné!
ta pitié fut bien impitoyable 10 Quand tu retins le coup de ce dard ſecourahle, Car plus j’allongeray le terme de ma mort, Et plus elle ſera ſans aucun reconfort:	ta pitié fut bien impitoyable 10 Quand tu retins le coup de ce dard secourahle, Car plus j'allongerai le terme de ma mort, Et plus elle sera sans aucun réconfort:
