MADAME,	MADAME,
Ne croyeZ pas, Seigneur, qu'vne foibleſſe d’ame Nous ait fait eſuiter & le fer & la flame;	Ne croyeZ pas, Seigneur, qu'une faiblesse d'âme Nous ait fait éviter et le fer et la flamme;
Nous auons deffendu nos murs & nos foſſez;	Nous avons défendu nos murs et nos fossés;
Contre vos ennemis, mais ils nous ont forcez:	Contre vos ennemis, mais ils nous ont forcés:
Si bien que nous cherchons, en perdant la Prouince, La gloire de mourir aux pieds de noſtre Prince.	Si bien que nous cherchons, en perdant la Province, La gloire de mourir aux pieds de notre Prince.
OROSMANE.	OROSMANE.
Ha!	Ha!
bons & vrais ſujets, dignes d’vn autre ſort, Le Ciel s’apaiſera peut-eſtre par ma mort!	bons et vrais sujets, dignes d'un autre sort, Le Ciel s'apaisera peut-être par ma mort!
Oüy, vos fideliteZ auront leur recompenſe:	Oui, vos fidélité auront leur récompense:
Ie ſçay voſtre deuoir, mais ie vous en diſpenſe:	Je sais votre devoir, mais je vous en dispense:
Ne tourneZ plus vers moy, ny le cœur, ny les yeux;	Ne tournez plus vers moi, ni le cœur, ni les yeux;
Cette neceßité, qui force iuſqu’aux Dieux, A graué dans le Ciel l’arreſt irreuocable, Qui donne le pouuoir à celuy qui m'accable.	Cette necessité, qui force jusqu'aux Dieux, A gravé dans le Ciel l'arrêt irrévocable, Qui donne le pouvoir à celui qui m'accable.
Ne reſiſtez donc plus à ce decret fatal;	Ne résistez donc plus à ce décret fatal;
Et taſchez d’amollir cette ame de metal.	Et tâchez d'amollir cette âme de métal.
D iij Aſſez voſtre grand cœur, dans ma iuſte querelle, A ſouſtenu ma gloire, & combatu pour elle;	 Déjà Assez votre grand cœur, dans ma juste querelle, A soutenu ma gloire, et combattu pour elle;
AſſeZ il s'eſt fait voir, & ſans pair, & ſans prix;	AsseZ il s'est fait voir, et sans pair, et sans prix;
Ne vous enterrez pas ſous mon triſte débris;	Ne vous enterrez pas sous mon triste débris;
ViueZ, obeiſſez, puis que ie le commande;	Vivez, obéissez, puis que ie le commande;
Voſtre heur ſera le mien, & ie vous le demande.	Votre heur sera le mien, et Seigneur vous le demande.
CITOYEN.	CITOYEN.
Non, non, que ce cruel acheue ſes proiets, Il aura des captifs, mais non pas des Subiets:	Non, non, que ce cruel achève ses proisets, Il aura des captifs, mais non pas des Subiets:
Touſiours noſtre deuoir, & touſiours voſtre gloire, Seront les ſeuls obiets qu'aura noſtre memoire.	Toujours notre devoir, et toujours votre gloire, Seront les seuls objets qu'aura notre mémoire.
aursoidats O vous qui le gardez, ſi ces pleurs que ie voy, Viennent de la pitié que vous aueZ du Roy, Si vous n'approuuez point l’iniuſtice d’vn maiſtre, Par l’honneur, par les Dieux, faites le nous paraiſtre;	aursoidats Ô vous qui le gardez, si ces pleurs que je vois, Viennent de la pitié que vous avez du Roi, Si vous n'approuvez point l'injustice d'être maître, Par l'honneur, par les Dieux, faites le nous paraître;
Deſchargez de ces fers le plus grand des humains, Et pour les receuoir, nous preſentons les mains.	Déchargez de ces fers le plus grand des humains, Et pour les recevoir, nous présentons les mains.
Il les em braſſe.	Il les em brasse.
OROSMANE.	OROSMANE.
O fidelles Subiets!	Ô fidèles Subiets!
N CITOYEN.	 CITOYEN.
O bon & digne Prince, Si vous deuez perir, periſſe la Prouince!	Ô bon et digne Prince, Si vous devez périr, périsse la Province!
Pi TV TROISIESME.	Pi TU TROISIÈME.
L OROSMANE, TIRIDATE, PHARNABASE, Troupe de CITOYENS, Troupe de GARDES.	 LROSMANE, TIRIDATE, PHARNABASE, Troupe de CITOYENS, Troupe de GARDES.
I OROSMANE.	I JOROSMANE.
Ourne, tourne les yeux, homme ſans a- Il arrette mitié;	Ôrne, tourne les yeux, homme sans a- Il arrette mitié;
Regarde Tiridate, vn obiet de pitié;	Regarde Tiridate, un objet de pitié;
Ne te mets pas au rang des cœurs inexorables;	Ne te mets pas au rang des cœurs inexorables;
Ne ferme point l’oreille aux cris des miſerables;	Ne ferme point l'oreille aux cris des misérables;
Et puis que le deſtin les range ſous tà loy, Traite-les en Subiets, de Tiran, deuiens Roy.	Et puis que le destin les range sous t loi, Traite-les en Sujets, de Tyran, deviens Roi.
Surmonte en leur faueur ton humeur ſanguinaire;	Surmonte en leur faveur ton humeur sanguinaire;
Et de Gendre inhumain, ſois Maiſtre debonnaire.	Et de Gendre inhumain, sois Maître débonnaire.
N’irrite point des maux, dont tu fus ſeul autheur;	N'irrite point des maux, dont tu fus seul auteur;
Et force-les d’aimer vn Prince vſurpateur.	Et force-les d'aimer un Prince usurpateur.
Iuge par cette amour qu’a pour moy la Prouince, Comme les bons Subiets cheriſſent vn bon Prince;	Juge par cette amour qu'a pour moi la Province, Comme les bons Subiets chérissent un bon Prince;
Sois vainqueur de ton vice apres m'auoir vaincu;	Sois vainqueur de ton vice après m'avoir vaincu;
Et pour te faire aimer, vis comme i'ay veſcu.	Et pour te faire aimer, vis comme j'ai vécu.
Où ſi ta cruauté n'eſt pas bien aſſouuie, Eſpargne ton Eſtat, & prens encor ma vie:	Où si ta cruauté n'est pas bien assouuie, Espargne ton État, et prends encor ma vie:
Marche (ſi tu le veux) ſur mon front oppreßé, Pour monter dans le Troſne où tu m'as renuersé:	Marche (si tu le veux) sur mon front oppressé, Pour monter dans le Trône où tu m'as renversé:
Mais ſoule à tout le moins ta fureur en ma perte, Et ne te fais point Roy d'vne ville deſerte.	Mais soule à tout le moins ta fureur en ma perte, Et ne te fais point Roi d'une ville déserte.
Songe, en voyant l’eſtat où tu nous as reduis, Que tu pourras tomber au deſaſtre où ie ſuis;	Songe, en voyant l'état où tu nous as réduis, Que tu pourras tomber au désastre où tu suis;
Et que ſi l’equité n'eſt iamais aſſeurée, L’iniuſtice a touſiours ſa peine preparée;	Et que si l'équité n'est jamais assurée, L'injustice a toujours sa peine préparée;
Qu'il n'eſt rien d’eternel;	Qu'il n'est rien d'éternel;
que tout change icy bas;	que tout change ici bas;
Et qu'en faiſant vnbien, nous ne le perdons pas.	Et qu'en faisant vnbien, nous ne le perdons pas.
Ce n'eſt qu'en leur faueur que ie reſpands des larmes;	Ce n'est qu'en leur faveur que ici répands des larmes;
En leur ſeule faueur, laiſſe tombertes armes:	En leur seule faveur, laisse tombertes armes:
Peuple, apres les malheurs qu'Oroſmane a ſoufferts, Voila tout ce que peut vn Prince dans les fers.	Peuple, après les malheurs qu'Orômane a soufferts, Voilà tout ce que peut un Prince dans les fers.
TIRIDATE.	TIRIDATE.
Qu'on m’oſte ces objets de crainte & de foibleſſe;	Qu'on m'ôte ces objets de crainte et de faiblesse;
En l'eſtat ou ie ſuis leur preſence me bleſſe;	En l'état ou belle suis leur présence me blesse;
Qu'ils ſongent, ſans troubler les plaiſirs de mon cœur, On les oſte Qu'il faut que les vaincus adorent le vainqueur.	Qu'ils songent, sans troubler les plaisirs de mon cœur, On les ôte Qu'il faut que les vaincus adorent le vainqueur.
PHARNABASE.	PHARNABASE.
Seigneur ſongezvous meſme, en l'eſtat où vous eſtes, Que des monts eſleueZ les orgueilleuſes teſtes, De De la foudre ſouuent, peuuent ſentir les coups, Lt que les Dienx enor, ſom au deſſus de vous.	Seigneur songezvous même, en l'état où vous êtes, Que des monts élevez les orgueilleuses têtes, De De la foudre souvent, peuvent sentir les coups, Lt que les Dienx enor, som au dessus de vous.
TIRIDATE.	TIRIDATE.
Ouy, ſi ie ſuis frapé, ce ſera du Tonnerre, Et ie ne crains plus rien du coſté de la terre;	Oui, si ici suis frappé, ce sera du Tonnerre, Et tu ne crains plus rien du côté de la terre;
Mais puis qu'eſtant mortel, il me faut vn tombeau, Pourroy-ie le choiſir, ny plus grand, ny plus beau?	Mais puis qu'étant mortel, il me faut un tombeau, Pourroi-je le choisir, Seigneur plus grand, ni plus beau?
PHARNABASE.	PHARNABASE.
Seigneur, n’irritez point la puiſſance ſupreme, On peut gaigner & perdre con Noyal diademe:	Seigneur, n'irritez point la puissance suprême, On peut gagner et perdre con Noyal dyade:
Mille exemples fameux vous peuuent enſeigner, Et comme on la doit craindre, & comme on doit regner.	Mille exemples fameux vous peuvent enseigner, Et comme on la doit craindre, et comme on doit régner.
TIRIDATE.	TIRIDATE.
Ha!	Ha!
ie n’ay pas beſoin du Conſeil qu’on me donne!	Ce n'ai pas besoin du Conseil qu'on me donne!
Ce bras, ce meſme bras, qui gaigne vne Couronne, Quel que ſoit le ſucceZ, qui me doiue arriuer:	Ce bras, ce même bras, qui gagne une Couronne, Quel que soit le succès, qui me doive arriver:
Comme il peut l’aquerir, ſçaura la conſeruer.	Comme il peut l'aquérir, sçaura la conserver.
PHARNABASE.	PHARNABASE.
Que voſtre Maieſté me permette de dire, ue quand voſtre valeur eſtendroit ſon Empire, Aux plus lointains Climats que l’on ait deſcouuers, Et feroit vn Eſtat de tout cet Vniuers:	Que votre Majesté me permette de dire, ue quand votre valeur étendrait son Empire, Aux plus lointains Climats que l'on ait découverts, Et ferait un État de tout cet Univers:
Quand (diſ-ie) voſtre cœur, n'auroit plus rien a craindre, Si ſon deſſein n'eſt iuſte, il eſt touſiours à pleindre.	Quand (dis-je) votre cœur, n'aurait plus rien à craindre, Si son dessein n'est juste, il est toujours à pleindre.
Au milieu des grandeurs, des Throſnes eſclatans, Les Princes vicieux ne ſont iamais contents:	Au milieu des grandeurs, des Thrônes éclatants, Les Princes vicieux ne sont jamais contents:
L’or, la Pourpre, le Dais, le Sceptre, & la Couronne, Ny la garde qui veille, & qui les enuironne, Ne ſçauroient empeſcher que le iuſte remords, Plus cruel mille fois, que les plus dures morts, Au milieu de la Pompe, au milieu de la Gloire, Ne leur ſoit vn bourreau, logé dans la memoire.	L'or, la Pourpre, le Dais, le Sceptre, et la Couronne, Ny la garde qui veille, et qui les environne, Ne sauraient empêcher que le juste remords, Plus cruel mille fois, que les plus dures morts, Au milieu de la Pompe, au milieu de la Gloire, Ne leur soit un bourreau, logé dans la mémoire.
L'image de leur crime eſpouuentable à voir, Se preſente à leurs yeux, auec le deſeſpoir;	L'image de leur crime espouuentable à voir, Se présente à leurs yeux, avec le désespoir;
Et tel dont la grandeur nous paroiſt ſouueraine, Sur l’yuoire, & ſur l'or, ſe ſent meltre à la geſne:	Et tel dont la grandeur nous paraît souveraine, Sur l'yvoire, et sur l'or, se sent meltre à la gêne:
Son eſprit eſt troublé d’vne noire vapeur;	Son esprit est troublé d'une noire vapeur;
Au u tout eſfente suom amſen uey jait peur;	Au t tout éfente suom amsen évi jait peur;
Et ſon Troſne deuient pour punir ſa malice, Le ſuperbe eſchaffaut de ſon ſecret ſupplice:	Et son Trône devient pour punir sa malice, Le superbe échaffaut de son secret supplice:
Ha!	Ha!
Seigneur, la raiſon vous parle par ma voix, Elle qui doit regner, ou regnent les grands Roys.	Seigneur, la raison vous parle par ma voix, Elle qui doit régner, ou règnent les grands Rois.
TIRIDATE.	TIRIDATE.
Va, ie n'eſcoute pius cette vertu faroutbe, Qui te met ſi ſouuent l'inſolence en la bouche;	Va, Seigneur n'écoute pius cette vertu faroutbe, Qui te met si souvent l'insolence en la bouche;
Et ſi quelque pitié n'intercedoit pour toy, Sçache qu'on t'aprendroit à parler à ton RoyOuy, tu ſçaurois enfin que ma colere eſt lente, Mais qu’en la retenant, elle eſt plus violente, Et queile eſt von Torrent que von doit redouter.	Et si quelque pitié n'intercédait pour toi, Scache qu'on t'aprendrait à parler à ton RoiOui, tu saurais enfin que ma colère est lente, Mais qu'en la retenant, elle est plus violente, Et que est rés Torrent que von doit redouter.
E XV E VATAILONE.	 XV E VATAILONE.
PHRAARTE, TIRIDATE, PHARNABASE,	PHRARTE, TIRIDATE, PHARNABASE,
IN & QSs PHRAARTE.	IN et QS PHRARTE.
DVANTAGE honteux, te dois-ie jasbas raconter?	DVANTAGE honteux, te dois-je jasbas raconter?
En vain pour ſe ſauuer, l'ennemy s’eſuertue;	En vain pour se sauver, l'ennemi s'évertue;
Nous auons du Chaſteau la deffence abatuë:	Nous avons du Château la défense abattue:
Que le commandement de voſtre Maieſté;	Que le commandement de votre Majesté;
Car pour la Ville priſe, elle eſt deſ-ja paiſible.	Car pour la Ville prise, elle est déjà paisible.
TIRIDATE.	TIRIDATE.
Acheue, abats Amour, tout ce qui t’eſt nuiſible:	Achève, abats Amour, tout ce qui t'est nuisible:
Donnons, donnons Phraarte, & deuance mes pas;	Donnons, donnons Phraarte, et devance mes pas;
Fais ſçauoir à mes gents qu’il y va du treſpas, Si la moindre inſolence outrage Polixene:	Fais sçauoir à mes gents qu'il y va du trépas, Si la moindre insolence outrage Polixène:
Volle;	Volle;
PHRAARTE.	PHRARTE.
Et quoy!	Et quoi!
ſon amour a donc cauſé ſa haine!	son amour a donc causé sa haine!
Encor vn nouueau crime apparoiſt à mes yeux!	Encor un nouveau crime apparaît à mes yeux!
Si ie l’ay mal inſtruit, vous le ſçauez grands Dieux!	Si ici l'ai mal instruit, vous le savez grands Dieux!
S’il n'a veu par mes ſoins, toutes ces belles marques Dont l’hiſtoire honnora les plus iuſtes Monarques;	S'il n'a vu par mes soins, toutes ces belles marques Dont l'histoire honora les plus justes Monarques;
Si la Morale à rien de grand, & d’exellent, Dont ie n'ays combatu ſon eſprit violent:	Si la Morale à rien de grand, et d'exellent, Dont tu n'ais combattu son esprit violent:
O Ciel!	Ô Ciel!
puniſſez moy des fautes de ce Prince, Comme le ſeul autheur des maux de la Prouince.	punissez moi des fautes de ce Prince, Comme le seul auteur des maux de la Province.
Mais ſans perdre le temps, il eſt plus à propos, Et pour l’honneur d’vn Maiſtre, & pour noſtre repos, D’aller encor vn coup, au peril de ta vie, Oppoſer la raiſon, à ſon iniuſte enuie.	Mais sans perdre le temps, il est plus à propos, Et pour l'honneur d'un Maître, et pour notre repos, D'aller encor un coup, au péril de ta vie, Opposer la raison, à son injuste envie.
Dieux, le mal eſt preſſant!	Dieux, le mal est pressant!
Tigrane que ie voy Sur le haut de la Tour paſle & tranſi d’effroy, Et la Princeſſe encor außi morte que viue, Semblent me reprocher que mon ayde eſt tardiue.	Tigrane que je vois Sur le haut de la Tour pâle et transi d'effroi, Et la Princesse encor aussi morte que vive, Semblent me reprocher que mon aide est tardive.
D TV CINQVIESME.	D TU CINQUIÈME.
TIGRANE, POLIXENE,	TIGRANE, POLIXENE,
TIGRANE.	TIGRANE.
A chere Polixene, il n'y faut plus pen& Car l’ennemy s’aproche, il s’en va nous forcer;	À chère Polixène, il n'y faut plus pency Car l'ennemi s'approche, il s'en va nous forcer;
Voicy le poinct fatal marqué pour ma ruine, Voicy l’heure ou mon cœur perd ta beauté diuine;	Voici le point fatal marqué pour ma ruine, Voici l'heure ou mon cœur perd ta beauté divine;
O funeſte accident, pire que le treſpas!	Ô funeste accident, pire que le trépas!
Perdant le Sceptre ſeul, ie ne me pleindrois pas;	Perdant le Sceptre seul, je ne me pleindrais pas;
Cette priuation, n’a rien qui m’importune;	Cette privation, n'a rien qui m'importune;
Ie regarde l'Amour, & non pas la Fortune;	Je regarde l'Amour, et non pas la Fortune;
Et ſous vn toict de chaume, y viuant auec toy, Ie trouuerois encor tous les plaiſirs d’vn Roy:	Et sous un toit de chaume, y vivant avec toi, Je trouverais encor tous les plaisirs d'un Roi:
Tiridate, cruel, vois que ie t’abandonne, Sans regret, ſans douleur, Troſne, Sceptre, & Couronne,	Tiridate, cruel, vois que ainsi t'abandonne, Sans regret, sans douleur, Trône, Sceptre, et Couronne,
Vſurpe, vſurpe tout, & ne me laiſſe rien Que ce diuin obiet, luy ſeul eſt tout mon bien;	Vsurpe, usurpe tout, et ne me laisse rien Que ce divin objet, notre seul est tout mon bien;
Sans luy, toutes grandeurs, me ſemble meſpriſables;	Sans grands, toutes grandeurs, me semble méprisables;
Auec luy tous les maux me ſeront ſupportables;	Avec notre tous les maux me seront supportables;
Et ſi de ta bonté, ce threſor m'eſt rendu, Tu m'entendras iurer que ie n'ay rien perdu:	Et si de ta bonté, ce trésor m'est rendu, Tu m'entendras jurer que sans n'ai rien perdu:
Mais que d’vn vain eſpoir ma pauure ame ſe flate!	Mais que d'un vain espoir ma pauvre âme se flatte!
Tigrane n'aime rien, que n'aime Tiridate;	Tigrane n'aime rien, que n'aime Tiridate;
L’effet de ces deſirs n’a garde d’arriuer, Puis qu'il me veut rauir, ce que ie veux ſauuer.	L'effet de ces désirs n'a garde d'arriver, Puis qu'il me veut ravir, ce que tu veux sauver.
Il n'en veut qu'a mon cœur, il n’en veut qua ma femme;	Il n'en veut qu'a mon cœur, il n'en veut qua ma femme;
Le feu qui me conſomme, allume außi ſon ame;	Le feu qui me consomme, allume aussi son âme;
Ce qui fait mes plaiſirs, fait ſes felicitez;	Ce qui fait mes plaisirs, fait ses félicités;
Et ſon ambition n’en veut qu’a tes beauteZ, Orage!	Et son ambition n'en veut qu'a tes beautés, Orage!
ò deſeſpoir!	y désespoir!
que feras tu Tigrane?	que feras tu Tigrane?
Quoy, cet obiet ſacré, par vne main prophane, A tes yeux, en tes bras, ſouffrira la rigueur, Et d’vn iniuſte Amant, & d’vn laſche vainqueur?	Quoi, cet objet sacré, par une main prophane, À tes yeux, en tes bras, souffrira la rigueur, Et d'un injuste Amant, et d'un lâche vainqueur?
