ARGVMENT.	ARGUMENT.
Retirez-vous Bergers, & portez reuerence Au Temple du Dieu Pan, d’incroyable puiſſance, Qui vous maintient vnis dans l’horreur de ces bois Fait croiſtre vos troupeaux, & vous donne des loix, Qui fait que vos eſprits bien contens du village, Loing des grandes Citez où l'honneur fait naufrage, Ne taſchant qu’à paſſer auec plaiſir le iour, Libres de tous liens, hors de celuy d’amour:	Retirez-vous Bergers, et portez révérence Au Temple du Dieu Pan, d'incroyable puissance, Qui vous maintient unis dans l'horreur de ces bois Fait croître vos troupeaux, et vous donne des lois, Qui fait que vos esprits bien contents du village, Loing des grandes Citez où l'honneur fait naufrage, Ne tâchant qu'à passer avec plaisir le jour, Libres de tous liens, hors de celui d'amour:
Mais d’vn amour ſans fard, comme il eſt ſans malice, Et qui des feints ſouſpirs ignore l’artifice, Non pas comme celuy qui dans la Cour des Rois, Eſtablit ſouuerain des tyranniques loix.	Mais d'un amour sans fard, comme il est sans malice, Et qui des feints soupirs ignore l'artifice, Non pas comme celui qui dans la Cour des Rois, Établit souverain des tyranniques lois.
Rend les hommes cruels, & les femmes hardies, Faiſant voir tous les iours diuerſes tragedies, Comblant de tant d’horreur le monde vniuerſel, Que ces actes vilains font rougir le Soleil.	Rend les hommes cruels, et les femmes hardies, Faisant voir tous les jours diverses tragédies, Comblant de tant d'horreur le monde vniuersel, Que ces actes vilains font rougir le Soleil.
Or celuy que ie ſers dans le chœur de ce Temple, A nos peres iadis ſeruant d’vn bon exemple, Ayma, mais ſeulement pour le plaifir d’aymer, Et voyant ſa maiſtreſſe en roſeau transformer, Enfit des chalumeaux, les anima de ſorte, Que la gloire & le nom de ſa maiſtreſſe morte Vit par tout l’Vniuers, & fait voir aux mortels, Combien ſon amitié merite des autels:	Or celui que Dieu sers dans le chœur de ce Temple, A nos pères jadis servant d'un bon exemple, Aima, mais seulement pour le plaisir d'aimer, Et voyant sa maîtresse en roseau transformer, Enfit des chalumeaux, les anima de sorte, Que la gloire et le nom de sa maîtresse morte Vit par tout l'Univers, et fait voir aux mortels, Combien son amitié mérite des autels:
Car ſans perdre l’honneur de la perſonne aymée, Il promet qu’à touſiours viura ſa renommée;	Car sans perdre l'honneur de la personne aimée, Il promet qu'à toujours vivra sa renommée;
Reſpectez donc ces lieux, diſcrets retirez-vous, Et ſages eſuitez les traits de ſon courroux.	Respectez donc ces lieux, discrets retirés-vous, Et sages évitez les traits de son courroux.
ANTHONIN.	ANTHONIN.
Le ſubjet de ce bruit eſt que ceſte Bergere, y nique de jon fang dont ene degenere, Se vouë d’elle-meſme au ſeruice des Dieux.	Le sujet de ce bruit est que cette Bergère, y nique de jon sang dont ene dégénère, Se voue d'elle-même au service des Dieux.
ALMENKOR.	ÀLMENOR.
Les celeſtes qui font les choſes pour le mieux, Ne veulent receuoir ſans le congé des peres Le vœu de leurs enfans,	Les célestes qui font les choses pour le mieux, Ne veulent recevoir sans le congé des pères Le vœu de leurs enfants,
LNTHONIN.	LNTHONIN.
qu’eſt-ce que tu eſperes?	qu'est-ce que tu espères?
Le Iuge de ton ſort a prononté l’arreſt.	Le Juge de ton sort a prononté l'arrêt.
YLVIE.	YLVIE.
A toy ne ſert de rien ce ſeuere decret.	A toi ne sert de rien ce zé décret.
Pourquoy?	Pourquoi?
ANTHONIN.	ANTHONIN.
LVIE.	LVIE.
Ie ne ſuis point ſortie de ta couche.	Je ne suis point sortie de ta couche.
ALMENKOR.	ÀLMENOR.
Oyez la volonté des grands Dieux par ma vouche, Quand le pere n’eſt plus, & que l’enfant voudroit Venir dans le Conuent, l'oncle a le meſme droit, C’eſt la Loy du pays que nul ne peut enfreindre.	Oyez la volonté des grands Dieux par ma vouche, Quand le père n'est plus, et que l'enfant voudrait Venir dans le Convent, l'oncle à le même droit, C'est la Loi du pays que nul ne peut enfreindre.
AMYNT .	AMYNT .
Hé pourtant Anthonin ne vueilles la contraindre?	Hé pourtant Anthonin ne veuilles la contraindre?
ANTHONIN.	ANTHONIN.
Non, ie la veux ranger à la rigueur des Loix, Venez ſerpent:	Non, Seigneur la veux ranger à la rigueur des Lois, Venez serpent:
LVIE.	LVIE.
Eſt-ce ce que tu dois Aux manes de celuy qui delaiſſant la vie, Te dit, prenez le ſoin de ma chere Syluie, Aymez la tendrement, adouciſſez ſon ſort, Oſtez de ſon eſprit le regret de ma mort, Appaiſez ſes ſoucis par voſtre bien veillance, As-tu donc mis cruel ces mots en oubliance?	Est-ce ce que tu dois Aux mânes de celui qui délaissant la vie, Te dit, prenez le soin de ma chère Syluie, Aimez la tendrement, adoucissez son sort, Êtez de son esprit le regret de ma mort, Apaisez ses soucis par fois bien veillance, As-tu donc mis cruel ces mots en oubliance?
Eſt teainſi que iu veux fatre mourir de dueil?	Est teainsi que ju veux fattre mourir de deuil?
De voir mon geniteur la proye du cercueil, Tyran, cruel tyran qui me mets en ſeruage!	De voir mon géniteur la proie du cercueil, Tyran, cruel tyran qui me mets en servage!
ANTIONIR.	ANTIONIR.
Marchez, & delaiſſez cét indiſcret langage.	Marchez, et délaissez cet indiscret langage.
CENE II.	CÈNE II.
AMYNTOR, DORIS.	AMYNTOR, DORIS.
AMYNTOR.	AMYNTOR.
E cours dans les dangers trainé de mon malheur, IEn me peuſantguerir i’augmente ma douleur, Ainſi que le Nocher qui fuyant le riuage, Contre vn banc de rocher rencontre le naufrage, Sa priſon ne met pas mon eſprit hors des fers, Ains redouble les maux que i’ay deſia foufferts,	E cours dans les dangers trainé de mon malheur, JEn me peusantguerir j'augmente ma douleur, Ainsi que le Nocher qui fuyant le rivage, Contre un banc de rocher rencontre le naufrage, Sa prison ne met pas mon esprit hors des fers, Ains redouble les maux que j'ai déjà soufferts,
Et d’vn telaccident ce deſplaiſir m’arriue, Que ie ſuis maintenant captif d’vne captiue, Immortels qui reglez, & les mois & les iours, Que mon ſort auiourd' huy fait d’eſtranges deſtours, Puniſſez moy tout ſeul, elle n'eſt pas coulpable;	Et d'un telaccident ce déplaisir m'arrive, Que je suis maintenant captif d'une captive, Immortels qui réglez, et les mois et les jours, Que mon sort auiourd' hui fait d'étranges détours, Punissez moi tout seul, elle n'est pas coulpable;
Qu'eſtant ſeul criminel ie ſois ſeul miſerable, Accablez moy de fers, & rompez ces liens, La rigueur de vos coups de bon cœur ie ſouſtiens, Ie porteray conſtant toute ſorte d’outrage, Moyenant qu’elle ſoit exempte de ſeruage:	Qu'étant seul criminel Un sois seul misérable, Accablez moi de fers, et rompez ces liens, La rigueur de vos coups de bon cœur était soutiens, Je porterai constant toute sorte d'outrage, Moyenant qu'elle soit exempte de servage:
A genoux, à genoux ie vous crie mercy!	A genoux, à genoux ie vous crie mercy!
Plongez-moy dans le dueil, appaiſez ſon ſoucy!	Plongez-moi dans le deuil, apaisez son souci!
Deſliurez ces beaux bras, & me comblez de chaiſnes, Diminuez ſon mal, & augmentez mes peines, Priuez-moy de repos, ne la tourmentez pas, Et pour la deſliurer liurez moy le treſpas:	Desliurez ces beaux bras, et me comblés de chaînes, Diminuez son mal, et augmentez mes peines, Privez-moi de repos, ne la tourmentez pas, Et pour la délivrer livrez -moi le trépas:
Que i’yrois gayement à la fin de ma vie, Pour rompre tes liens, inhumaine Syluie!	Que j'irais gaiement à la fin de ma vie, Pour rompre tes liens, inhumaine Syluie!
Si tu pouuois ſçauoir, obiet de mes ennuis, Pour plaindre ton malheur en queleſtat ie ſuis, Pour t’aymer conſtamment quelle eſt ma contenanes, Helas ie ſuis ſurpris!	Si tu pouvais savoir, objet de mes ennuis, Pour plaindre ton malheur en quelétat se suis, Pour t'aimer constamment quelle est ma contenanes, Hélas ie suis surpris!
c'eſt Doris quis auance, Qui vient me preſenter l’eſelat de ſa beauté, Pour me faire rougir de ma legereté:	c'est Doris quis avance, Qui vient me présenter l'éelat de sa beauté, Pour me faire rougir de ma légèreté:
Mais elle perd ſes pas.	Mais elle perd ses pas.
DORIS.	DORIS.
Qu'eſt-ce qui vous tourmente?	Qu'est-ce qui vous tourmente?
Sans doute les rigaeurs d'vne nouuelle amante, En vous faiſant du mal, vous m'en faites auſſi, Amyntor ie ſçay bien ce qui vous meine icy, Syluie vous punit d’vne froideur extreme, Et ne peut vous aymer à cauſe qu’elle m’ayme, Que ſert de me celer icy la verité?	Sans doute les rigaeurs d'une nouvelle amante, En vous faisant du mal, vous m'en faites aussi, Amintor ie gray bien ce qui vous mène ici, Syluie vous punit d'une froideur extrême, Et ne peut vous aimer à cause qu'elle m'aime, Que sert de me celer ici la vérité?
delis dans oos regaras vopre innueule, Reſpondez Amyntor, purgez-vous de ces crimes?	délis dans oos régaras vopre innueule, Respondez Amintor, purgez-vous de ces crimes?
AMYNTOR.	AMYNTOR.
Pourquoy deſſous mes pieds ne s’ouurent les abyſmes, Afin de m'englourir en ces funeſtes lieux, Cachant ce corps coulpable à vos aymables yeux?	Pourquoi dessous mes pieds ne s'ouvrent les abîmes, Afin de m'englourir en ces funestes lieux, Cachant ce corps coulpable à vos aimables yeux?
Ha Doris!	Ha Doris!
il eſt vray, mon ame eſt criminelle, Vous eſtes innocente, & ie ſuis infidele, Oubliez cét ingrat qui ne merite pas Le ſoing que vous prenez d’accompagner ſes pas.	il est vrai, mon âme est criminelle, Vous êtes innocente, et je suis infidèle, Oubliez cet ingrat qui ne mérite pas Le soing que vous prenez d'accompagner ses pas.
DORIS.	DORIS.
Affronteur, ſans rougir tu me tiens ce langage, Et ie ne creue pas de deſpit & de rage, Tu me meſpriſes donc, certes c’eſt iuſtement, Puis que ie t’ay ſoufferte en qualité d’amant Et toutesfois cruel par vn ſort deplorable, Ie ne te puis haïr en te trouuant coulpable, Ie t’ayme, ie l’aduouë, & ne m'en puis tenir.	Affronteur, sans rougir tu me tiens ce langage, Et je ne crève pas de dépit et de rage, Tu me méprises donc, certes c'est justement, Puis que sans t'ai soufferte en qualité d'amant Et toutefois cruel par un sort déplorable, Je ne te puis haïr en te trouvant coulpable, Je t'aime, je t'aime, et ne m'en puis tenir.
Las!	Las!
de nos feux paſſez peux-tu t’en ſouuenir?	de nos feux passez peux-tu t'en souvenir?
Sans regret d’eſtouffer vne flame ſi pure, Cauſant par cét effect les peines que i’endure, Ie te prie cruel de conſeruer ta foy.	Sans regret d'étouffer une flamme si pure, Causant par cet effet les peines que j'endure, Je te prie cruel de conserver ta foi.
Ha!	Ha!
ceſte laſcheté eſt indigne de moy.	cette lâcheté est indigne de moi.
AMYNTOR.	AMYNTOR.
Doris ma cruauté merite qu’on la blaſme:	Doris ma cruauté mérite qu'on la blâme:
Mais ie ne ſçaurois pas te redonner mon ame,	Mais ici ne saurais pas te redonner mon âme,
DORIS.	DORIS.
C eſr querontamingrat ſe plaiſt à me faſcher, Inſenſible plus dur, qu’vn marbre, qu’vn rocher.	C' hr quérontamingrat se plaît à me fâcher, Insensible plus dur, qu'un marbre, qu' Hocher.
AMYNTOR.	AMYNTOR.
Helas!	Hélas!
pour mon malheur i’ay l’ame trop peu dure, Le mal que tu reſſens eſt celuy que i’endure, Ie ſouffre pour vn autre, & tu ſouffre pour moy.	pour mon malheur j'ai l'âme trop peu dure, Le mal que tu ressens est celui que j'endure, Je souffre pour un autre, et tu souffre pour moi.
RIS.	RIS.
Tu ſerois en repos ſi tu gardois ta foy.	Tu serais en repos si tu gardais ta foi.
AMYNTOR.	AMYNTOR.
Il eſt vray que mon mal me vient d’eſtre infidelle, Ie n'ay ſceum'empeſcher d adorer ceſe peite, Le temps pourra guerir le mal qu’elle m’a fait Et apres ie rendray ton deſir ſatisfait.	Il est vrai que mon mal me vient d'être infidèle, Je n'ai sum'empêcher d adorer cese péite, Le temps pourra guérir le mal qu'elle m'a fait Et après avoir rendrai ton désir satisfait.
DORIS.	DORIS.
Ceſt eſpoir n’adoucit l'ennuy qui me tourmente, Mon mal eſt trop certain, trop vaine eſt ceſte attente.	Cest espoir n'adoucit l'ennui qui me tourmente, Mon mal est trop certain, trop vaine est cette attente.
AMYNTOR.	AMYNTOR.
Doris ce long diſcours ne fait que vous faſcher, Auſſi bien voſtre dueil ne me ſçauroit toucher, Ce n’eſt pas toutesfois que ie ne vous honore:	Doris ce long discours ne fait que vous fâcher, Aussi bien votre dueil ne me saurait toucher, Ce n'est pas toutefois que ie ne vous honore:
Mais ie ne puis guerir l’ennuy qui vous deuore:	Mais ici ne puis guérir l'ennui qui vous dévore:
Car vn meſme ſerpent me rauage le ſein, Vous eſtes bien malade, & ie ne ſuis pas ſain.	Car un même serpent me ravage le sein, Vous êtes bien malade, et personne ne suis pas sain.
Comment vous peut guerir l’affligé qui ſouſpire!	Comment vous peut guérir l'affligé qui soupire!
Vn meſme deſplaiſir me retient en martyre, Bleßé d’vn meſme coup vous m’appellez cruel, Doris ſouuonez vous que ie ne ſuis point tel, Ie ne ſuis point ingrat, ſont les fatalitez Du fier deſtin qui rend nos vouloirs limitez, Prenoz-vous en a iny, tnargezeit dt ce tort, Adieu, pour vous parler i’ay fait vn grand effort.	Un même déplaisir me retient en martyre, Blessé d'âme coup vous m'appelez cruel, Doris souvonez vous que je ne suis point tel, Je ne suis point ingrat, sont les fatalités Du fier destin qui rend nos vouloirs limités, Prenz-vous en a injo tnargezeit dût ce tort, Adieu, pour vous parler j'ai fait un grand effort.
DORIS.	DORIS.
Brutal!	Brutal!
le deſeſpoir à ce coup me contente, Ie te feray ſentir ce que peut vne amante, Quand ſa flame irritée eſt changée enfureur, Que ſi ta la ſcheté ne te fait point horreur.	le désespoir à ce coup me contente, Je te ferai sentir ce que peut avoir amante, Quand sa flamme irritée est changée enfureur, Que si ta la scheté ne te fait point horreur.
Que uu fois uu ueffus de tu nonte & uu blaſme, Tu ſeras au deſſous de l’eſprit d’vne femme.	Que fois ueffus de tu nonte et blâme, Tu seras au dessous de Quesprit Une femme.
SCENE III.	SCÈNE III.
DAPHNIS, DAPHNIDE.	DAPHNIS, DAPHNIDE.
DAPHNIS.	DAPHNIS.
ES plaiſirs sõt chãgés, & mõ bon-heur s'enfuit, NICe qui me ſouloit plaire à ceſte heure me nuit, Ie ſouſpire tout ſeul, ie reſue en compagnie, Et comme gouuerné par vn autre genie, L’allegreſſe me quitte, & le chagrin me prend, Ie ne poſſede plus vn cœur indifferend, La veuë d’vn obiet tient mon ame abatuë, De mes libres diſcours la grace en eſt perduë, Ie parle ſans propos, & ne ſçaurois nommer Ce mal d’vn autre nom que de celuy d’aymer.	ES plaisirs sont chez, et mon bon-heur s'enfuit, NICe qui me soûlait plaire à cette heure me nuit, Ie souspire me nuit, je rêve en compagnie, Et comme gouverné par un autre génie, L'allégresse me quitte, et le chagrin me prend, Je ne possède plus un cœur indifférend, La vue d'un objet tient mon âme abattue, De mes libres discours la grâce en est perdue, Je parle sans propos, et ne saurais nommer Ce mal d'un autre nom que de celui d'aimer.
DAPHNIDE.	DAPHNIDE.
Berger ie vous y prens, treue de raillerie, Vous eſtes trop auant dans ceſte reſuerie, Pour n’eſtre pas touché d’vn amoureux ſoucy V'otre froni pauiſfani me te ueſtouure dulſi, Le petit Cupidon quelque embuſche vous trame.	Berger ie vous y prends, trouver de raillerie, Vous êtes trop avant dans cette rêverie, Pour n'être pas touché d'un amoureux souci V'ô ni pavisfani me te uestouure duli, Le petit Cupidon quelque embûche vous trame.
DAPHNIS.	DAPHNIS.
Il eſt vray que ie ſuis deſormais tout de flame.	Il est vrai que je suis désormais tout de flamme.
DAPHNIDE.	DAPHNIDE.
Ie m’en fuis donc de vous, craignant de me bruſler.	Je m'en fuis donc de vous, craignant de me brûler.
DAPHNIS.	DAPHNIS.
Dapmnidé demeurez, ou voulez- vous aller, Vne rare beauté gouuerne ma penſée, Et de l’oſer aymer ie l’ay trop offenſée.	Dapmnidé demeurez, ou voulez- vous aller, Vaine rare beauté gouverne ma pensée, Et de l'oser aimer quand l'ai trop offensée.
DAPHNIDE.	DAPHNIDE.
Apprenez moy ſon nom.	Apprenez moi son nom.
DAPHNIS.	DAPHNIS.
Amour ſeismoy de guide;	Amour seismoi de guide;
On la nomme par tout l’adorable Daphnide, De qui les doux appas font naiſtre dans ces bois Mille petits amours,	On la nomme par tout l'adorable Daphnide, De qui les doux appas font naître dans ces bois Mille petits amours,
DAPHNIDE.	DAPHNIDE.
ſans mentir ie vous crois, Et ie ſuis bien contente en ce qu’elle s’appelle De meſme nom que moy,	sans mentir Seigneur vous crois, Et ainsi suis bien contente en ce qu'elle s'appelle De même nom que moi,
DAPHNIS.	DAPHNIS.
que vous eſtes cruelle!	que vous êtes cruelle!
DAPHNIDE.	DAPHNIDE.
Pourquoy me donnez-vous vn nom ſi criminel?	Pourquoi me donnez-vous un nom si criminel?
DITANIS.	DITANIS.
Parce que vous cauſez mon tourment eternel.	Parce que vous causez mon tourment éternel.
DAPHNIDE.	DAPHNIDE.
Ie ne vous entends point.	Je ne vous entend point.
DAPHNIS.	DAPHNIS.
Dieux c’eſt ma deffiance, De perdre mon repos manque d’intelligence.	Dieux c'est ma défiance, De perdre mon repos manque d'intelligence.
