FAVTES SVRVENVES EN L’IMESSION.	FAUTES SURVENVES EN L'IMESION.
Quoy que ſa voix Seigneur ait frapé mon oreille, Ne l’auoir point oüy, n’eſt pas vne merueille, Car enfin quelquesfois l’imagination De l’objet qui l’occupe, a telle impreßion, Que l’on void ſans rien voir, qu’on entend ſans entendre, Ou bien ſi l’on entend, l’on ne peut rien comprendre.	Quoi que sa voix Seigneur ait frappé mon oreille, Ne l'avoir point oui, n'est pas une merveille, Car enfin quelquefois l'imagination De l'objet qui l'occupe, a telle impression, Que l'on voit sans rien voir, qu'on entend sans entendre, Ou bien si l'on entend, l'on ne peut rien comprendre.
SOLIMAN.	SOLIMAN.
Vous l’entendiez aſſez, j’en puis juger ainſi.	Vous l'entendiez assez, j'en puis juger ainsi.
Et j’ay bien entendu ce qu’il diſoit außi.	Et j'ai bien entendu ce qu'il disait aussi.
ASPASIE.	ASPASIE.
Doncques de ce diſcours tu tires aduantage, Et te veux preualoir pour me faire vnoutrage, Et tu pretends enfin contre la verité, Parce qu’il me parloit, que ie l’aye eſcouté?	Donc de ce discours tu tires avantage, Et te veux prévaloir pour me faire unoutrage, Et tu prétends enfin contre la vérité, Parce qu'il me parlait, que je l'aie écouté?
Tu veux qu’en vn moment ma vertu ſe relaſche, Que ie perde l’eſprit, que ie deuienne laſche, Que l’eſpoir d’vn estat plus heureux, & plus doux, Me faſſe pour ſon frere oublier mon espoux, Et qu’afin de ſortir d’vn funeſte eſclauage, Ie me perde d’honneur, & manque de courage;	Tu veux qu'en un moment ma vertu se relâche, Que ie perde l'esprit, que ie devienne lâche, Que l'espoir d'un état plus heureux, et plus doux, Me fasse pour son frère oublier mon époux, Et qu'afin de sortir d'un este esclauage, Je me perde d'honneur, et manque de courage;
Cere qui le jermlers te sellareaa aeſanr, Pour en venir a bout ie ne veux que ma main.	Cere qui le jermlers te sellareaa âmesanr, Pour en venir a bout ie ne veux que ma main.
SOLIMAN.	SOLIMAN.
Et moy, qui ſuis laſſé de voſtre reſiſtance, Ie veux plus de respect, & plus d’obeïſſance, Ie veux qu’on me prefere au Prince Bajaſet, Et de force, ou de gré veux eſtre ſatisfait.	Et moi, qui suis lassé de votre résistance, Je veux plus de respect, et plus d'obéissance, Je veux qu'on me préfère au Prince Bajaset, Et de force, ou de gré veux être satisfait.
Il faut bien vous reſoudre à mieux traiter ma flame:	Il faut bien vous résoudre à mieux traiter ma flamme:
A SPASIE.	À SPASIE.
A la fin mon esprit penetre dans ton ame, Ton deſſein juſqu'icy ne m'eſtoit pas cognu, Mais il ſe fait paroiſtre, & ie le vois a nu.	À la fin mon esprit penetre dans ton âme, Ton dessein jusqu'ici ne m'était pas connu, Mais il se fait paraître, et Seigneur le vois à nu.
Ce feu dont ma vertu craignoit la violence, N'eſt qu’vn feu ſeulement, qui bruſle en apparence, Je cognois que l’Amour ne l’a iamais produit, La hayne en eſt la cauſe, & la fureur le ſuit.	Ce feu dont ma vertu craignait la violence, N'est qu'un feu seulement, qui brûle en apparence, Je connais que l'Amour ne l'a jamais produit, La haine en est la cause, et la fureur le suit.
Oüy de ton feint Amour ta hayne ſeule est cauſe, Elle voudroit par luy faire ce qu’elle n’oſe, Elle voudroit ma perte, elle en fait le deſſein, Mais elle ne veut pas s’y ſeruir de ta main,	Oui de ton feint Amour ta haine seule est cause, Elle voudrait parfois faire ce qu'elle n'ose, Elle voudrait ma perte, elle en fait le dessein, Mais elle ne veut pas s'y servir de ta main,
Craignant que l’on appelle vne action infame, Le meurtre de ta fille, & celuy d’vne femme.	Craignant que l'on appelle avoir action infâme, Le meurtre de ta fille, et celui d'une femme.
Elle ne montre point ce criminel deſſein, Elle feint que l’Amour eſt entré dans ton ſein, Qu'il s’en eſt rendu maiſtre & veut que j’obeïſſe, Aux ordres qu'on m’impoſe auec tant d’injustice, Afin que ma main propre aduance mon trespas, Sçachant que ma vertu n’y conſentira pas.	Elle ne montre point ce criminel dessein, Elle feint que l'Amour est entré dans ton sein, Qu'il s'en est rendu maître et veut que j'obéisse, Aux ordres qu'on m'impose avec tant d'injustice, Afin que ma main propre avance mon trépas, Sachant que ma vertu n'y consentira pas.
Elle pouſſe plus loing cette funeste adreſſe, Plus elle veut ma mort, plus Solimanme preſſe, La jalouſie en ſuite agiſſant à ſon tour, Elle eſtale à mes yeux l’excez d’vn faux Amour.	Elle pousse plus loing cette funeste adresse, Plus elle veut ma mort, plus Solimanme presse, La jalousie en suite agissant à son tour, Elle étale à mes yeux l'excès d'Hel fus Amour.
Enfin pour aduancer ma mort qu’elle deſire, Elle me montre encor le Souuerain Empire, D’vn Monarque abſolu, que l’on doit reſpecter, Et quionn ten pnijant aujar jecententer.	Enfin pour avancer ma mort qu'elle désire, Elle me montre encor le Souverain Empire, D'un Monarque absolu, que l'on doit respecter, Et quionn pen pijant aujar jecententer.
Il le ſera bien-toſt, ie veux le ſatisfaire, Mais puiſqu’à cet effet ma mort eſt neceſſaire, Et qu’il taſche à me perdre ainſi que mon eſpoux, Je veux partout mon ſang eſteindre ſon courroux.	Il le sera bientôt, je veux le satisfaire, Mais puisqu'à cet effet ma mort est nécessaire, Et qu'il tâche à me perdre ainsi que mon époux, Je veux partout mon sang éteindre son courroux.
SOLIMAN.	SOLIMAN.
D’vn ſicruel deſſein ie ne ſuis point capable, Et vous expliqués mur on iimour veritable, Soliman n’a jamais conſpiré voſtre mort, Ie vous ayme, & iamais Amour ne fut plus fort.	D'un sicruel dessein ces ne suis point capable, Et vous expliquez mur on jimour véritable, Soliman n'a jamais conspiré votre mort, Je vous aime, et jamais Amour ne fut plus fort.
Mais Mais außi ie pretends auant que le iour paſſe raſſeureenz de mes jeux que t'on me ſaiis faſſe.	Mais Mais aussi quelque prétends avant que le jour passe rassurés de mes jeux que t'on me saisis fasse.
ASPASIE.	ASPASIE.
Ie me ſuis donc trompée en diſant que ton cœur Vouloit m’oſter le iour par vne feinte ardeur, Eſtant bien aſſeuré que ie ſuis incapable, De faire vne action, qui me rendroit coupable, Et qu’Aspaſie enfin ſans ſe faire d’effort, Conſentiroit pluſtoſt à ſe donner la mort.	Je me suis donc trompée en disant que ton cœur Voulait m'ôter le jour par une feinte ardeur, Étant bien assuré que sans suis incapable, De faire une action, qui me rendrait coupable, Et qu'Aspasie enfin sans se faire d'effort, Consentirait plutôt à se donner la mort.
Je croyois que ta hayne en vouloit à ma vie, Et vouloit ſe deffaire en moy d’vne ennemie, Mais, ſi ie t’en dois croire, il n’est que trop certain, Que l’Amour en ton cœur eſt maiſtre ſouuerain, Et que pour ſatisfaire à ton injuſte enuie, Tu deſires pour toy de conſeruer ma vie.	Je croyais que ta haine en voulait à ma vie, Et voulait se défaire en moi d'une ennemie, Mais, si grande t'en dois croire, il n'est que trop certain, Que l'Amour en ton cœur est maître souuerain, Et que pour satisfaire à ton injuste envie, Tu désires pour toi de conserver ma vie.
Mais ie me trompe encor dans ce raiſonnement, Tu ne fais qu’aduancer mon trespas en m’aymant, M’aſſeurer ton Amour, c’eſt contraindre mon ame De noyer dans mon ſang ton illicite flame, C’eſt toy meſme porter ma maincontre mon cœur, Fraper le premier coup, & monstrer ta rigueur, Contraindre ma vertu, qui craint d’estre forcée Par vn Prince puiſſant en eſtant menacée, De s’ouurir le cercueil en cette extremité, Ne treuuant point ailleurs vn lieu de ſeureté;	Mais ie me trompe encor dans ce raisonnement, Tu ne fais qu'avancer mon trépas en m'aimant, M'assurer ton Amour, c'est contraindre mon âme De noyer dans mon sang ton illicite flamme, C'est toi même porter ma maincontre mon cœur, Frapper le premier coup, et montrer ta rigueur, Contraindre ma vertu, qui craint d'être forcée Par un Prince puissant en étant menacée, De s'ouvrir le cercueil en cette extrémité, Ne trouvant point ailleurs un lieu de sûreté;
Mais ie m’emporterois contre ta violence, Ma gloire le deffend, & m’impoſe ſilence, Jl ſemble que ie veuille icy te quereller, Il faut, il faut agir, & ne point tant parler.	Mais personne m'emporterais contre ta violence, Ma gloire le défend, et m'impose silence, Jl semble que ie veuille ici te quereller, Il faut, il faut agir, et ne point tant parler.
Montre toy mon courage, il eſt temps de paraiſtre, Voicy l’occaſion de te faire cognaiſtre, Fais voir à Soliman, qui te veut ſurmonter, Que la mort à la main tu luy peux reſiſter, Et que ta fermeté qui te rend inuincible, Rend außi contre toy ſa victoire impoßible.	Montre toi mon courage, il est temps de paraître, Voici l'occasion de te faire connaître, Fais voir à Soliman, qui te veut surmonter, Que la mort à la main tu lui peux résister, Et que ta fermeté qui te rend invincible, Rend aussi contre toi sa victoire impocible.
Admire Soliman, admire ma vertu, Mon cœur ſous ces malheurs ſe void il abbatu, Le void on lâchement ployer ſous ta puiſſance, Et me deshonnorer par ſon obeïſſance?	Admire Soliman, admire ma vertu, Mon cœur sous ces malheurs se voit il abattu, Le void on lâchement ployer sous ta puissance, Et me déshonorer par son obéissance?
Mais vois lé tout entier, & cognois ſa grandeur, Ce vainqueur malheureux deteſte ton ardeur, Et ſe reſoud enfin de perdre la lumiere, Pluſtoſt que renoncer à ſa vertu premiere;	Mais vois lé tout entier, et connais sa grandeur, Ce vainqueur malheureux deteste ton ardeur, Et se résoud enfin de perdre la lumière, Plutôt que renoncer à sa vertu première;
Pour le Prince ton fils, dont tu crois que le feu De mon ame aueuglée ayt obtenu l’adueu, Sçaches que ſon Amour eſt payé de ma haine, Et s’il t’en faut donner vne preuue certaine, Regarde dans moncœur percé de mille coups, le tire S’il appreuua iamais.	Pour le Prince ton fils, dont tu crois que le feu De mon âme aveuglée ait obtenu l'aveu, Saches que son Amour est payé de ma haine, Et s'il t'en faut donner une preuve certaine, Regarde dans moncœur percé de mille coups, le tire S'il approuva jamais.
SOLIMAN.	SOLIMAN.
O Ciel, que faites vous?	Ô Ciel, que faites -vous?
y om estre de la jont a von meſme cruelle.	y om être de la jont a von même cruelle.
ASPASIE.	ASPASIE.
Ah ſouffres que j’acheue vne action ſi belle, Et que par mon trespas ie laiſſe à nos neueux, D’vne vertu parfaite vn exemple fameux, Et que d’vn ſi beau coup le merite, & la gloire De l’oubly pour iamais preſerue lna memoire.	Ah souffres que j'achève Roi action si belle, Et que par mon trépas a laisse à nos neueux, D'une vertu parfaite un exemple fameux, Et que d'être si beau coup le mérite, et la gloire De l'oubli pour jamais preserve lna mémoire.
SOLIMAN.	SOLIMAN.
Non, non j’empeſcheré ce deſſein furieux.	Non, non j'empescheré ce dessein furieux.
ASPASIE.	ASPASIE.
Tu penſes donc toûjours eſtre deuant mes yeux, Et que ie ne pourré tromper ta preuoyance, Peut-eſtre vn peu de temps auecque ta puiſſance Tu pourras retarder le deſſein de ma mort, Mais pour le rendre vain tu n'és pas aſſez fort;	Tu penses donc toujours être devant mes yeux, Et que je ne pourré tromper ta prévoyance, Peut-être peu de temps notre ta puissance Tu pourras retarder le dessein de ma mort, Mais pour le rendre vain tu n'avez pas assez fort;
Si tu m’oſtes le fer dont ie ſuis mal ſeruie, Le poiſon malgré toy remplira mon enuie, S’il m'eſt encor oſté, j’auray recours aux feux, Et ſi l’on m’en empeſche, à mes propres cheueux.	Si tu m'ôtes le fer dont je suis mal servie, Le poison malgré toi remplira mon envie, S'il m'est encor ôté, j'aurai recours aux feux, Et si l'on m'en empêche, à mes propres cheveux.
Pour ſortir de la vie il eſt plus d’vne voye, I’en ſçauray choiſir vne, & ſans que l’on le voye, Sans feux, & ſans poiſon, ſans cheueux, & ſans fer R 3 De tes precautions ie ſçauray triompher;	Pour sortir de la vie il est plus d'une voie, J'en saurai choisir une, et sans que l'on le voie, Sans feux, et sans poison, sans cheveux, et sans fer R 3 De tes précautions ici saurai triompher;
Celuy qui veut mourir peut mourir à toute heure, Il ne m'importe pas, pourueu qu’enfin ie meure, Si l’vne de ces morts met fin à mon malheur, Peut-eſtre ie n'auray recours qu’à ma douleur.	Celui qui veut mourir peut mourir à toute heure, Il ne m'importe pas, pourvu qu'enfin ie meure, Si l'une de ces morts met fin à mon malheur, Peut-être notre n'aurai recours qu'à ma douleur.
Mais ne preſumes pas par ma mort reculée, Auoir au meſme temps ma constance eſbranlée;	Mais ne présumes pas par ma mort reculée, Avoir au même temps ma constance ébranlée;
Pour ſortir de tes mains, & courir au trecpas, I'ay des moyens ſi ſeurs qu’ils me manqueront pas.	Pour sortir de tes mains, et courir au trecas, J'ai des moyens si sûr ils me ont pas.
SCENE III.	SCÈNE III.
SOLIMAN SEVL.	SOLIMAN SEUL.
Ve dis-tu Soliman d’vne telle conſtance, ZQui mespriſe la mort, & braue ta puiſſance?	Ve dis-tu Soliman d'une telle constance, ZQui méprise la mort, et brave ta puissance?
Ah recognois ta faute, & ſçache qu’vn grand cœur Se laiſſe ſeulement gaigner à la douceur.	Ah reconnais ta faute, et sache qu'un grand cœur Se laisse seulement gagner à la douceur.
Le ſien qui s’eſt fait voir incapable de crainte, Ne t’accordera rien par force & par contrainte, Change de procedé, ſi tu veux aujourd’huy Obtenir pour tes feux quelque choſe de luy.	Le sien qui s'est fait voir incapable de crainte, Ne t'accordera rien par force et par contrainte, Change de procédé, si tu veux aujourd'hui Obtenir pour tes feux quelque chose de lui.
Traite là doucement cette beauté ſi fiere, Deſcends pour la fléchir juſques à la priere,	Traite là doucement cette beauté si fière, Descends pour la fléchir jusqu' à la prière,
Flatte, flatte ce cœur ſi ſuperbe, & ſi vain, Parle, parle en Amant, & non en ſouuerain.	Flatte, flatte ce cœur si superbe, et si vain, Parle, parle en Amant, et non en souverain.
Quoy m’expoſer encor aux deſdains d’vne femme?	Quoi m'exposer encor aux dédains d'une femme?
Ah c’eſt trop cherement ſatisfaire ma flame, Son cœur où ie pretends, ſeroit à trop grand prix, S’il falloit l’achepter par vn nouueau meſpris.	Ah c'est trop chèrement satisfaire ma flamme, Son cœur où tu prétends, serait à trop grand prix, S'il fallait l'achepter par un naisse mépris.
Non, non, ie dois pluſtoſt oublier la crüelle, Elle oſe m’offenſer, ie veux me vanger d’elle, C’eſt en ne l’aymant plus, en esteignant mes feux, Que.	Non, non, je dois plutôt oublier la cruelle, Elle ose m'offenser, ie sans me venger d'elle, C'est en ne l'aimant plus, en éteignant mes feux, Que.
foible Soliman peux tu ce que tu veux, Et preſque ſouuerain d’Europe, Affrique, Aſie, Est-tu maiſtre de toy pour quitter Aſpaſie, Et peux tu de ton cœur ou reignent ſes appas, La chaſſer de la ſorte?	faible Soliman peux -tu ce que tu veux, Et presque souverain d'Europe, Afrique, Asie, Est-tu maître de toi pour quitter Aspasie, Et peux tu de ton cœur ou réignent ses appas, La chasser de la sorte?
ah tu ne le peux pas, Tu chaſſes de ton corps ton ame à la meſme heure, Que tu veux l’obliger de quitter ſa demeure, Jl faut ouurir ton cœur, pour l’en faire ſortir, C’eſt la le ſeul moyen, y veux tu conſentir?	ah tu ne le peux pas, Tu chasses de ton corps ton âme à la même heure, Que tu veux l'obliger de quitter sa demeure, Jl faut ouvrir ton cœur, pour l'en faire sortir, C'est la le seul moyen, y veux tu consentir?
Ridicule moyen, que l’Amour me preſente, Pour estre ſi ſuperbe, eſt-elle ſi puiſſante ?	Ridicule moyen, que l'Amour me présente, Pour être si superbe, est-elle si puissante ?
Non, non, cela n’eſt pas;	Non, non, cela n'est pas;
tu me veux deceuoir Amour, mais ie cognois ma force, & ſon pouuoir, Si ma vertu s’en meſle, il est aſſez facile, Que tout ce grand pouuoir luy deuienne inutile;	tu me veux décevoir Amour, mais ainsi connais ma force, et son pouuoir, Si ma vertu s'en mêle, il est assez facile, Que tout ce grand pouvoir avoir devienne inutile;
