ALANCuENERe	ALANCuENERée
Et s’approchant de toy ſegelerent d’horreur Alors que tous les flots ſont transformez en marbres, Lors que les Aquilõs vont déchirer les arbres, Et que l’eau n’ayant plus humidité ny pois, Fait prendre le criſtal, des roches & des bois, Que l’õde applanißãt ſes orgueilleuſes boſſes.	Et s'approchant de toi segelerent d'horreur Alors que tous les flots sont transformés en marbres, Lors que les Aquilons vont déchirer les arbres, Et que l'eau n'ayant plus humidité ni pois, Fait prendre le cristal, des roches et des bois, Que l'onde applanissãt ses orgueilleuses bosses.
Souffre ſans murmurer le fardeau des carroßes, Que la neige durcie a paué les marets, Confondu les chemins auecque les guerets, Que l’Hyuer renfroigné d'vn orgueilleux Empire, Empeſche les Amours de Flore & de Zephire, Qu’Endimion vaincu di froid & du ſommeil, Ne peut tenir parole à la ſœur du Soleil, Qui cependant touſiours va viſiter ſa place, Sur le haut d’vn rocher tout heriſſé de glace;	Souffre sans murmurer le fardeau des carrognes, Que la neige durcie a pavé les maretz, Confondu les chemins avec les guérets, Que l'Hiver renfroigné d' orgueilleux Empire, Empire les Amours de Flore et de Zéphire, Qu'Endimion vaincu di froid et du sommeil, Ne peut tenir parole à la sœur du Soleil, Qui cependant toujours va visiter sa place, Sur le haut d'un rocher tout herissé de glace;
Moy qui d’vn ſort plus humble ou bien plus glorieux, Sur l'es beautez du Ciel n’ay point ietté mes yeux, Eu n’ay iamais cherché ceſte bonne fortune Qu’Endimiõ trouuoit aux beautez de la Lune Durant ceſte ſaiſon où leur ardant deſir Ne trouue à ſon deſſein ny place ny loiſir;	Moi qui d'un sort plus humble ou bien plus glorieux, Sur l'es beautés du Ciel n'ai point jeté mes yeux, Eu n'ai jamais cherché cette bonne fortune Qu'Endimion trouvait aux beautés de la Lune Durant cette saison où leur ardant désir Ne trouve à son desseinblé place ici loisir;
Ie verray ma Caliſte apres ce long voyage Qui plus que cent Hyuers m'a fait ſouffrir d’orage, Qui m'a plus ruiné, que de faire abiſmer Vn vaiſſeau chargé d’or que i’aurois ſur la Mer, Quel outrage plus grãd auroit il peu me faire, Que me cacher vn mois le ſeul iour qui m'éclaire, Dieu haſtez donc l’Hyuer, & luy ſoyez teſmoins, Que le Printemps, l’Automne, & l'Eſté valent moins, Qu'il dépoüille les bois, & de ſa froide haleine, Perde tout ce que dõne & le mõt & la plaine, Ce mois qui maintenant retient ceſte beauté, A bien plus d’iniuſtice & plus de cruauté, Car l’Hyuer au plus fort de ſa plus dure guerre Nous oſte ſeulement ce que nous rẽd laterre, N’emporte que des fruicts, n’eſtouffe que des fleurs, Et ſur noſtre deſtin n’eſtend point ſes malheurs, Où la dure ſaiſon qui m’oſte ma Maiſtreſſe, Toutes ſes cruautez a ma ruine adreſſe, Mon front eſt plus terny que des lis effacez,	Je verrai ma Caliste après ce long voyage Qui plus que cent Hyuers m'a fait souffrir d'orage, Qui m'a plus ruiné, que de faire abîmer Un vaisseau chargé d'or que j'aurais sur la Mer, Quel outrage plus grands auroit il peu me faire, Que me cacher un mois le seul jour qui m'éclaire, Dieu hâtez donc l'Hiver, et même soyez témoins, Que le Printemps, l'Automne, et l'Esté valent moins, Qu'il dépoüille les bois, et de sa froide haleine, Perde tout ce que dõne et le mõt et la plaine, Ce mois qui maintenant retient ceste beauté, A bien plus d'une et plus de cruauté, Car Hyuer au plus et de sa plus dure guerre Nous ôte seulement ce que nous rẽd le, M'emporte que des fruicts, étouffe que des fleurs, Et sur nôtre main étend point re m,Pô la dure saison qui ôte ma Maistresse, Toutes se cruauté a ma re adresse, m front est plus terni que des lis effacez,
Mon ſang eſt plus gelé que des ruiſſeaux glacez, Blois eſt l’Enfer pour moy, le Loire eſt le Cocite, Te ne ſuis plus viuant ſi ie ne reſſuſcite, Vous qui faignez d’aimer auecque tant de foy, Trompeurs vous eſtes bien moins amoureux que moy, Courtiſans qui par tout ne ſeruez que de nombre, Qui n’aimez que le vent, qui ne ſuiuez que l’ombre, Qui traiſnez ſans plaiſir vos iours mal aſſeureZ 2 Pendans chez la Fortune à des liens dorez, Vous ſçauez mal que c’eſt des veritables peincs, Que donne vn feu ſubtil qui faict brusler les veines, Eſclaues inſenſez des pompes de la Cour, Vous ſçauez mal que c’eſt d’vn veritable Amour.	Mon sang est plus gelé que des ruisseaux glacés, Blois est l'Enfer pour moi, le Loire est le Cocite, Te ne suis plus vivant si tu ne ressuscite, Vous qui faignez d'aimer auecque tant de foi, Trompeurs vous êtes bien moins amoureux que moi, Courtisans qui par tout ne servez que de nombre, Qui n'aimez que le vent, qui ne suivez que l'ombre, Qui traînez sans plaisir vos jours mal assurez 2 Pends chez la Fortune à des liens dorez, Vous savez mal que c'est des véritables peincs, Que donne un feu sujet qui faict brûler les veines, Que faites des pompes de la Cour, Vous sçauez mais que lest véritable Amour.
Infidelle Alidor tu feins d’aimer Syluie, diuun tu pers fonouiet, & ne pers point la vie, Tuchaſſes tout le iour, tu dors toure la nuict, Et tu dis que par tout ſon Image te ſuit, u’elle eſt profondemẽt empreinte en ta pẽſée, Et que	Infidèle Alidor tu feins d'aimer Syluie, divun tu perds fonouiét, et ne pers point la vie, Tuchasses tout le jour, tu dors toure la nuit, Et tu dis que par tout son Image te suit, elle est profondemẽt empreinte en ta pẽsée, Et que
161 Et que ton ame en eſt mortellement bleſſee, O toy qui ma Caliſte auiourd’huy me rauis, Qui vois ce que ie ſens, qui ſçais comme ie vis, Malicieux deſtin qui me ſepares d’elle, Tu respondras pour moy ſi ie luy ſuis fidelle, Si depuis ſon de part i’eus vn mauuais deſſein, Si ie n'ay touſiours eu des ſerpẽs dans le ſein, Tout ce que faït Damon pour diuertir ma peine.	161 Et que ton âme en est mortellement blessée, Ô toi qui ma Caliste aujourd'hui me ravis, Qui vois ce que je sens, qui sais comme tu vis, Malicieux destin qui me sépares d'elle, Tu répondras pour moi si ie lui suis fidèle, Si depuis son de part j'eus un mauvais dessein, Si ie des serai toujours eu des serpens dans le sein, Tout ce que faït Damon pour divertir ma peine.
Toute ſa bõne chere eſt importune & vaine, Ie ſuis honteux de voir qu'il faille ingrattement, Faire mauuaiſe mine à ſon bon traittement, Que ie ne puiſſe en rié déguiſer ma triſteſſe, Quoy qu'à me diuertir ſon amitié me preſſe, Außi toſt que ie puis me dérober de luy, Que ie trouue vn endroict commode à mon ennuy, Afin de digerer pluſtoſt mon amertume, Ie la fais par mes vers diſtiler à ma plume, Par fois lors que ie penſe eſcrire mõ tourmẽt, Ie paſſe tout le iour à reſuer ſeulement, Et deſſus mon papier laiſſant errer mõ ame, Ie peins cẽt fois mon nõ & celui de Madame De penſer en penſer confusément tiré, Suiuant le mouuement de mon ſens égaré, Si i'arreſte mes yeux ſur nos nõs que ie traca	Toute sa bonne chère est importune et vaine, Je suis honteux de voir qu'il faille ingrattement, Faire mauvaise mine à son bon traitement, Que tu ne puisse en rié déguiser ma tristesse, Quoi qu'à me divertir son amitié me presse, Aussi tôt que ie sans me dérober de Seigneur, Que je trouve un endrait commode à mon ennui, Afin de digérer plutôt mon amertume, Je la fais par mes vers distiler à ma plume, Par fois lors que deux pense écrire mons tourment, Je passe tout le jour à rêver seulement, Et dessus mon papier laissant errer m âme' Ie peins cẽt fois mon et li de Madame De penser en penser confusément ai, Suiuant le me de mon sens égaré, Si jarrête mes yeux sur nos nõs que mie traça
Quelque goutte de pleurs m'eſchappe, & les efface, Et ſans que mon trauail puiſſe changer d’obiect, Mille fois ſans deſſein ie change de proieſt, Toute ceſte beauté dans mes ſens ramaſſee Tãtoſt ſes doux regards presẽte en ma pẽſee, Quelquefois ſon beau teinct, & m'offre quelquefois Les œillets de ſa léure, & l’accent de ſa voix, Tantoſt ſon bel eſprit d'vne ſuperbe Imare, Tout ſeul de mes eſcrits veut receuoir l’hommage Confus ie me retire, & ſonge qu’il vaut mieux, Conſoler autrement, & mon Ame & mes yeux, Ie m’en vay dans les champs, pour voir s’il eſt poßible, Qu'vn bien-heureux hazard me la rendit viſible, Ie m'en vay ſur les bords de ces publiques le eaux, Dont le dos nuict & iour eſt chargé de batteaux, Et tout ce que ie voids deſcendre ſur là riue, Me faict imaginer que ma Caliſte arriue, Bref contre tout eſpoir mon œil n’eſt iamais las, De trauailler en vain à chercher du ſoulas, Quoy que le temps preſcrit à ceſte longue abſence, Pour tout ce que ie fais d’vn ſeul poinct ne s’auance, Ie veux perſuader à mon ardant Amour, Qu'il void à tous momens l’heure de ſon retour, Ainſi dit Mœlibee, & paſte, & las, & triſte, Acheua ſa iournee en adorant Caliſte.	Quelque goutte de pleurs m'échappe, et les efface, Et sans que mon travail puisse changer d'objet, Mille fois sans dessein ie année de proiest, Toute cette beauté dans mes sens ramassée Tantôt ses doux regards presẽte en ma passée, Quelquefois son beau teinct, et m'offre quelquefois Les œillets de sa livre, et l'accent de sa voix, Tantôt son bel esprit d'une superbe Imare, Tout seul de mes écrits veut recevoir l'hommage Confus ie me retire, et songe il a mieux, Consoler a, et mon et mes yeux, Ie en vay dans les champs, pour voir il est ô, Qu'n bien-heureux hazard me la rendit visible, Ie m'en vay sur les bords de ces publiques le eaux, Dont le dos nuict et iour est chargé de batteaux, Et tout ce qu' il voids descendre sur a riue, Me faict imaginer que m Ie arriue, Bref Con tout espoir mon l est iamais las, De trauailler en vain a chercher du soûlas, Quoy que le temps re ceste longue absence, Pour tout ce que ie fais seul poinct ne auance, Ie veux persuader m ardant Amour, Qu'il void tous en heure de son retour, Ainsi et m, et pâte, et las, et triste, Acheua sa on en adorant Caliste.
ODE.	ODE.
LORIS pour ce petit moment, D'vne volupté frenetique, Crois tu que mon eſprit ſe pique De t’aimer eternellement, Lors que mes ardeurs ſont paſLa raiſon change mes penſees, Et perdant l’amoureuſe erreur, Ie me trouue dans des triſteſſes, Qui font que tes delicateſſes, Commencent à me faire horreur.	LORIS pour ce petit moment, D'une volupté frénétique, Crois -tu que mon esprit se pique De t'aimer éternellement, Lors que mes ardeurs sont pasLa raison change mes pensées, Et perdant l'amoureuse erreur, Je me trouve dans des tristesses, Qui font que tes délicatesses, Commencent à me faire horreur.
ſees A voir tant fuir ta beauté, Ie me laſſe de la pourſuiure, Et me ſuis reſolu de viure, Auec vn peu de liberte, Il ne me faut qu’vne diſgrace.	sees A voir tant fuir ta beauté, Je me lasse de la poursuivre, Et me suis résolu de vivre, Avec un peu de liberté, Il ne me faut qu'une disgrâce.
Qu'encore vn traict de ceſte audace, Qui t’a faict tant manquer de foy, Apres tiens moy pour vn infame, Si iaman mes yeux ny mon ame, Songent à s'approcher de foy.	Qu'encore un trait de cette audace, Qui t'a fait tant manquer de foi, Après tiens moi pour un infâme, Si jaman mes yeux ni mon âme, Songent à s'approcher de foi.
1	1
Ie me trouue preſt à te voir, Auec beaucoup d’indiſſerence, Et te faire vne reuerence, Moins d’amitié que de deuoir, Toutes les complaiſances feintes, Ou tes affections mal peintes, Ont tronpé mes ſens hebetez, Ie le tiens pour foibles feintiſes, Et n’appelle plus que ſottiſes, Ce que ie nommois cruautez	Je me trouve prêt à te voir, Avec beaucoup d'indisserence, Et te faire une révérence, Moins d'amitié que de devoir, Toutes les complaisances feintes, Ou tes affections mal peintes, Ont tronpé mes sens hébétez, Je le tiens pour faibles feintises, Et n'appelle plus que sottises, Ce que je nommais cruautés
Ie ne veux point te deſcrier, Apres t'auoir loüe moymeſme, Ce ſeroit tacher du blaſpheme L'Autel ou l’on m’a veu prier, T’ayant prodigué des louanges, Que ie ne deuois qu’à des Anges, Ie ne te les veux point rauir, Ie les donne à ta tyrannie, Pour deſguiſer l’ignominie Que i'ay ſoufferte à te ſeruir.	Je ne veux point te décrier, Après t'-avoir lue moymesme, Ce serait tacher du blâme L'Autel ou l'on m'a vu prier, T'ayant prodigué des louanges, Que ie ne devais qu'à des Anges, Je ne te les veux point ravir, Je les donne à ta tyrannie, Pour déguiser l'ignominie Que j'ai soufferte à te servir.
Ie ne veux point mal à propos Mes vers ny ton honneur deſtruire, Mon deſſein n'est pas de te nuire, Ie ne ſonge qu'à mon repos, Encore auras-tu ceſte gloire, Que ſi la voix de ta memoire Parle à quelqu’vn de mes douleurs, On dira que ma ſeruitude Reſpecia ton ingrarithde, Iuſqu’au dernier de mes malheurs.	Je ne veux point mal à propos Mes vers ni ton honneur détruire, Mon dessein n'est pas de te nuire, Je ne songe qu'à mon repos, Encore auras-tu cette gloire, Que si la voix de ta mémoire Parle à quelqu'Honneur de mes douleurs, On dira que ma servitude Respecia ton ingrarithde, Jusqu'au dernier de mes malheurs.
I’ay ſouffert autant que i’ay peu, Ie n'ay plus de nerfs pour tes geſnes, Ny goutte de ſang dans mes veines, Qui ne ſe bruſle à petit feu, Ie me ſens honteux de mes larmes, Amour n’a deſia plus de charmes, Ie ſuis preßé de toutes pars, Et bientoſt, quoy que tu trauailles, Ie m’arracheray des entrailles, Tout le venin de tes regards.	J'ai souffert autant que j'ai peu, Je n'ai plus de nerfs pour tes gênes, Ny goutte de sang dans mes veines, Qui ne se brûle à petit feu, Je me sens honteux de mes larmes, Amour n'a déjà plus de charmes, Je suis pressé de toutes pars, Et bientôt, quoi que tu travailles, Je m'arracherai des entrailles, Tout le venin de tes regards.
Sçachant bien que ie meurs d’Amour Que ie bruſle d’impatience, As tu ſi peulde conſcience, Que de m’abandonner vn iour, Apres ton ingratt pareſſe, Si tu n’as que ceſte careſſe, Fatale a ma credulité, Puiſſe tu perir d’vn tonnerre, Ou que le centre de la terre, Cache ton infidolite.	Sachant bien que ainsi meurs d'Amour Que tu brûle d'impatience, As tu si peulde conscience, Que de m'abandonner un jour, Après ton ingratt paresse, Si tu n'as que cette caresse, Fatale à ma crédulité, Puisse tu périr d'un tonnerre, Ou que le centre de la terre, Cache ton infidolite.
Non ie ne ſçaurois plus ſouffrir, Ceſte liberté de ta vie, Tout me blaſme, & tout me conuie, De me plaindre & de me guerir, Außi bien ta beauté ſe paſſe, Mon amitié change de face.	Non me ne saurais plus souffrir, Cette liberté de ta vie, Tout me blâme, et tout me convie, De me plaindre et de me guérir, Aussi bien ta beauté se passe, Mon amitié change de face.
L’ardeur de mes premiers plaiſirs Perd beaucoup de ſa violence, Ma raiſon & ta nonchalance, Ont preſque amorty mes deſirs.	L'ardeur de mes premiers plaisirs Perd beaucoup de sa violence, Ma raison et ta nonchalance, Ont presque amorti mes désirs.
