A PARIS,	À PARIS,
Ses pleurs touchent mon ame, & ſa douleur m’afflige.	Ses pleurs touchent mon âme, et sa douleur m'afflige.
Souffrez que mon Cœur.	Souffrez que mon Cœur.
A LCMENE.	À LCMENE.
Non, ne ſu uez point mes pas,	Non, ne su uez point mes pas,
AVITIEIVOù voulez-vous aller?	AUITIEIVOù voulez-vous aller?
ALCMENE.	ÀLCMENE.
Où vous ne ſerez pas.	Où vous ne serez pas.
VPITER.	VPITER.
Ce vous eſt vne attente vaine, Ie tiens à vos beautez par vn nœud trop ſerré, Pour pouuoir vn moment en eſtre ſeparé, le vous luiuray par tout Alcmene.	Ce vous est une attente vaine, Je tiens à vos beautés par un nœud trop serré, Pour pouvoir un moment en être séparé, le vous luiurai par tout Alcène.
ALCMENE.	ÀLCMENE.
Et moy par tout je vous fuiray.	Et moi par tout je vous fuirai.
PITER.	PITER.
Ie ſuis donc bien épouuentable !	Je suis donc bien épouuentable !
ALCMEZE.	ÀLCMEZE.
Plus qu’on ne peut dire à mes yeux.	Plus qu'on ne peut dire à mes yeux.
Ouy, je vous voy, comme vn Monſtre effroyaVn Monſtre cruel, furieux, [ble;	Oui, je vous vois, comme un Monstre effroyaUn Montre cruel, furieux, [ble;
Et dont l’approche eſt redoutable;	Et dont l'approche est redoutable;
Comme vn Monſtre à fuir en tous lieux.	Comme un Monstre à fuir en tous lieux.
Mon cœur ſouffre à vous voir, vne peine int ciojaure, C’eſt vn ſuppli ce qui m’acable;	Mon cœur souffre à vous voir, une peine int ciojaure, C'est un suppli ce qui m'acable;
Et je ne voy rien ſous les Cieux, D'affreux, d’horrible.	Et je ne vois rien sous les Cieux, D'affreux, d'horrible.
d’odieux, Qui ne me fut, plus que vous, ſuportable.	d'odieux, Qui ne me fut, plus que vous, suportable.
PITER.	PITER.
En voila bien, helas!	En voilà bien, hélas!
que voſtre bouche dit!	que votre bouche dit!
ALCMENE.	ÀLCMENE.
I'en ay dans le Cœur dauantage;	J'en ai dans le Cœur davantage;
Et pour s’exprimer tout, ce eœur a du dépit, De ne point trouuer de Iangage,	Et pour s'exprimer tout, ce eœur a du dépit, De ne point trouver de Jangage,
IVPITER.	IUPITER.
Hé!	Hé!
que vous a donc fait ma flame, Pour me pouuoir, Aleméne, en monſtre regar der ?	que vous a donc fait ma flamme, Pour me pouvoir, Aleméne, en montre regar der ?
ALCMENE.	ÀLCMENE.
Ah!	Ah!
juſte Clel!	juste Clél!
cela peut-ſrre demander?	cela peut-srerre demander?
Et n’eſt-ce pas pour mettre à bout vne Ame	Et n'est-ce pas pour mettre à bout une Âme
IVPITER.	IUPITER.
Ah!	Ah!
d’vn eſprit plus adoucy.	d'un esprit plus adouci.
ADOMDHE.	ADOMDHÉ.
Non, je ne veux, du tout, vous voir, ny vous entendre.	Non, je ne veux, du tout, vous voir, ni vous entendre.
VPITER.	VPITER.
Auez-vous bien le cœut de me traiter ainſi?	Avez-vous bien le cœut de me traiter ainsi?
Eſt-ce là cét amour ſi tendre, Qui deuoit tant durer, quand ie vins hyer icy?	Est-ce là cet amour si tendre, Qui devait tant durer, quand ie tu hier ici?
ALCMENE.	ÀLCMENE.
Non, non, ce ne l’eſt pas;	Non, non, ce ne l'est pas;
& vos lâches injures En ont autrement ordonné.	et vos lâches injures En ont autrement ordonné.
Il n’eſt plus, cét amour tendre, & paſſionné;	Il n'est plus, cet amour tendre, et passionné;
Vous l’auez dans mon cœur, par cent viues bleſſures Cruellement affaſſine.	Vous l'avez dans mon cœur, par cent vives blessures Cruellement affassine.
C’eſt en ſa place vn courroux inflexible;	C'est en sa place un courroux inflexible;
Vn vif reſſentiment, vn dépit inuincible;	Un vif ressentiment, un dépit invincible;
Vn deſeſpoir d’vn Cœur juſtement animé;	Un désespoir d'un Cœur justement animé;
Qui pretend vous hair, pour cet affront ſenſible, Autant qu’il eſt marry de vous auoir aymé:	Qui prétend vous haïr, pour cet affront sensible, Autant qu'il est marri de vous avoir aimé:
Et c’eſt haïr autant qu’il eſt poſſible.	Et c'est haïr autant qu'il est possible.
IVPITER.	IUPITER.
Helas!	Hélas!
que voſtre amour n’auoit guere de force, Si de ſi peu de choſe on le peut voir mourir !	que votre amour n'avait guère de force, Si de si peu de chose on le peut voir mourir !
Ce qui n’eſtoit que jeu, doit-il faire vn diuorce, Et d’vne raillerie, a-t’on lieu de s’aigrir?	Ce qui n'était que jeu, doit-il faire un divorce, Et d'une raillerie, a-t-on lieu de s'aigrir?
ALCMENE.	ÀLCMENE.
Ah!	Ah!
c’eſt cela dont ie ſuis offencée;	c'est cela dont je suis offensée;
Et que ne peut pardonner mon courroux.	Et que ne peut pardonner mon courroux.
Des veritables traits d’vn mouuement jaloux, Ie me trouuerois moins bleſſée;	Des véritables traits d'une mouvement jaloux, Je me trouverais moins blessée;
La jalouſie a des impreſſions, Dont bien ſouuent la force nous entraiſne;	La jalousie a des impressions, Dont bien souvent la force nous entraîne;
Et l’Ame la plus ſage en ces occaſions, Sans doute, auec aſſez de peine Répond de ſes émotions.	Et l'Âme la plus sage en ces occasions, Sans doute, avec assez de peine Répond de ses émotions.
1 L’emportement d’vn cœur qui peut s’eſtre abuſé, A dequoy ramener vne Ame qu’il offence;	1 L'emportement d'être cœur qui peut s'être abusé, A dequoy ramener une Âme qu'il offense;
Et dans l’amour qui luy donne naiſſance, Il trouue au moins, malgré toute ſa violence, Des raiſons pour eſtre excuſé De ſemblables tranſpotts, contre vn reſſentiment, Pour defence toûjours, ont ce qui les fait naiſtre, Et l’on donne grace, aiſement, A ce dont on n’eſt pas le maiſtre, Mais que de gayeté de cœur On paſſe aux mouuemens d’vne fureur extreme, Que ſans cauſe l'on vienne, auec tant de rigueur, Bleſſet la tendreſſe, & l’honneus D’vn cœur qui chérement nous aime?	Et dans l'amour qui lui donne naissance, Il trouve au moins, malgré toute sa violence, Des raisons pour être excusé De semblables transpotts, contre un ressentiment, Pour défense toujours, ont ce qui les fait naître, Et l'on donne grâce, aisément, A ce dont on n'est pas le maître, Mais que de gaieté de cœur On passe aux mouvements d'une fureur extrême, Que sans cause l'on vienne, auec tant de rigueur, Blesset la tendresse, et l'honnus D’-un cœur qui chèrement nous aime?
All:	All:
t eit un coup tiep eruer en luy Meme, Et que jamais n’oublîra ma douleur.	 tit un coup tiep erver en lui -même, Et que jamais n'oublîtra ma douleur.
IVPITER.	IUPITER.
Oüy, vous auez raiſon, Alcmene, il ſe faut rendre;	Oui, vous avez raison, Alcène, il se faut rendre;
Cette action, ſans doute, eſt vn crime odieux, Ie ne pretends plus le deffendre;	Cette action, sans doute, est un crime odieux, Je ne prétends plus le défendre;
Mais ſouffrez que mon cœur s’en deffende à vos yeux.	Mais souffrez que mon cœur s'en défende à vos yeux.
Et donne au voſtre à qui ſe prendre, De ce tranſport injurieux;	Et donne au vôtre à qui se prendre, De ce transport injurieux;
A vous en faire vn aueu veritable, L’Epoux, Alemene, a commis tout le mal.	À vous en faire un aveu véritable, L'Époux, Alémène, a commis tout le mal.
C’eſt l’Epoux, qu’il vous faut regarder en coupable, L’Amant n’a point de part à ce tranſport brutal;	C'est l'Époux, qu'il vous faut regarder en coupable, L'Amant n'a point de part à ce transport brutal;
Et de vous offenſer, ſon cœur n’eſt point capable, Il a pour vous ce cœur, pour jamais y penſet Trop de reſpect, & de tendreſſe;	Et de vous offenser, son cœur n'est point capable, Il a pour vous ce cœur, pour jamais y penset Trop de respect, et de tendresse;
Et ſi de faire rien à vous pouuoir bleſſer, Il auoit eu la coupable foibleſſe, De cent coups à vos yeux il voudroit le percer.	Et si de faire rien à vous pouvoir blesser, Il avait eu la coupable faiblesse, De cent coups à vos yeux il voudrait le percer.
Mais l’Epoux eſt ſorty de ce reſpect ſoûmis, Où pour vous on doit toûjours eſtre, A ſon dur procedé, l’Epoux ſe fait connoiſtre, Et par le droit d’Hymen, il s’eſt crû tout permis :	Mais l'Époux est sorti de ce respect émis, Où pour vous on doit toujours être, A son dur procédé, l'Époux se fait connaître, Et par le droit d'Hymen, il s'est cru tout permis :
Oüy, c’eſt luy, qui ſans doute, eſt crimi nel vers vous;	Oui, c'est ainsi, qui sans doute, est crimi nel vers vous;
Luy ſeul a maltraitté voſtre aymable perſonne.	Lui seul a maltraité votre aimable personne.
Haiſſez, déteſtez l’Epoux, I'y conſens, & vous l’abandonne:	Haissez, détestez l'Époux, J'y consens, et vous l'abandonne:
Mais, Alcmene, ſauuez l’amant de ce courroux Qu’vne telle offenſe vous donne.	Mais, Alcmène, sauvez l'amant de ce courroux Qu'une telle offense vous donne.
N’en jettez pas ſur luy l’effet.	N'en jettez pas sur lui l'effet.
Démélez-le vn peu du coupable;	Démélez-le un peu du coupable;
Et pour eſtre enfin équi table, Ne le puniſſez point de ce qu’il n’a pas fait	Et pour être enfin équi table, Ne le punissez point de ce qu'il n'a pas fait
ALCMENE.	ÀLCMENE.
Ah!	Ah!
toutes ces ſubtilitez N’ont que des excuſes friuoles;	toutes ces subtilités N'ont que des excuses frivoles;
Et pour les eſprits irritez, Ce ſont de contre-temps, que de telles paroles.	Et pour les esprits irrités, Ce sont de contre-temps, que de telles paroles.
Ce detour ridicule eſt en vain pris par vous, Ie ne diſtingue rien en celuy qui m’offence, Tout y deuient l’objet de mon courroux, Et dans ſa juſte violence, Sont confondus, & l’Amant & l’Epoux.	Ce détour ridicule est en vain pris par vous, Je ne distingue rien en celui qui m'offense, Tout y devient l'objet de mon courroux, Et dans sa juste violence, Sont confondus, et l'Amant et l'Époux.
Tous deux de meſme ſorte occupent ma penſée.	Tous deux de même sorte occupent ma pensée.
Et des meſmes couleurs, par mon ame bleſſée, Tous deux ils ſont periito a mes yeux Tous deux ſont criminels, tous deux m’ont offencée;	Et des mêmes couleurs, par mon âme blessée, Tous deux ils sont périto à mes yeux Tous deux sont criminels, tous deux m'ont offensée;
Et tous deux me ſont odieux.	Et tous deux me sont odieux.
ITER.	ITER.
Hé bien, puiſque vous le voulez, Il faut donc me charger du crime;	Hé bien, puisque vous le voulez, Il faut donc me charger du crime;
Oüy vous auez raiſon, lors que vous m’immor lez, A vos reſſentimens, en coupable victime, Vn trop juſte dépit contre moy vous anime, Et tout ce grand courroux, qu’icy vous étalez Ne me fait endurer qu’vn tourment legitime.	Oui vous avez raison, lors que vous m'immor lez, À vos ressentiments, en coupable victime, Un trop juste dépit contre moi vous anime, Et tout ce grand courroux, qu'ici vous étalez Ne me fait endurer qu'un tourment légitime.
C’eſt auec droit que mon abord vous chaſſe, Et que de me fuir en tous lieux, Voſtre cole re me menaſſe.	C'est assez droit que mon abord vous chasse, Et que de me fuir en tous lieux, Votre colle re me menace.
AMTIIIIRION Ie dois vous eſtre vn objet odieux.	AMTIIIIRION Je dois vous être un objet odieux.
Vous deuez me vouloir vn mal prodigieux, Il n’eſt aucune horreur, que mon forfait ne paſſe, D’auoir offencé vos beaux yeux.	Vous devez me vouloir un mal prodigieux, Il n'est aucune horreur, que mon forfait ne passe, D'avoir offensé vos beaux yeux.
C’eſt vn crime à bleſſer les hommes, & les Dieux;	C'est un crime à blesser les hommes, et les Dieux;
Et je merite enfin pour punir cette audace, Que contre moy voſtre haine ramaſſe Tous les traits les plus furieux:	Et je mérite enfin pour punir cette audace, Que contre moi votre haine ramasse Tous les traits les plus furieux:
Mais mon cœur vous demande grace, Pour vous la demander ie me jette à genoux;	Mais mon cœur vous demande grâce, Pour vous la demander un me jette à genoux;
Et la demande au nom de la plus viue flame, Du plus tendre amour, dont vne ame Puiſſe jamais brûler pour vous, Si voſtre cœur, charmante Alcmene, Me refuſe la grace, où j’oſe recourir;	Et la demande au nom de la plus vive flamme, Du plus tendre amour, dont une âme Puisse jamais brûler pour vous, Si votre cœur, charmante Alcène, Me refuse la grâce, où j'ose recourir;
Il faut qu’vne atteinte ſoudaine, M’arrache, en me faiſant mourir, Aux dures rigueurs d’vne peine, Que je ne ſçaurois plus ſouffrir:	Il faut qu'une atteinte soudaine, M'arrache, en me faisant mourir, Aux dures rigueurs d'une peine, Que je ne saurais plus souffrir:
Oüy cét état me deſeſpere;	Oui cet état me désespère;
Alcmene ne preſumez pas, Qu’aimant, comme ie fais, vos celeſtes appas, Ie pui ſſe viure vn jour auec voſtre colere.	Alcène ne présumez pas, Qu'aimant, comme tu fais, vos célestes appas, Je puy sse vivre un jour avec votre colère.
Déja, de ces momens, la barbare longueur, Fait, ſous des atteintes mortelles, Succomber tout mon triſte cœur, Et de mille Vautours, les bleſſures cruelles, N’ont rien de comparable à ma viue douleur.	Déjà, de ces moments, la barbare longueur, Fait, sous des atteintes mortelles, Succomber tout mon triste cœur, Et de mille Vautours, les blessures cruelles, N'ont rien de comparable à ma vive douleur.
Alemene, vous n’auez qu’à me le declarer, S’il n’eſt point de pardon que je doiue eſperer?	Alémène, vous n'avez qu'à me l' déclarer, S'il n'est point de pardon que je doive espérer?
Cette épée auſſi-toſt, par vn coup fauorable, Va percer à vos yeux, le cœur d’vn miſerable;	Cette épée aussitôt, par un coup favorable, Va percer à vos yeux, le cœur d'un misérable;
Ce cœur, ce traiſtre cœur, trop digne d’expiPuis qu’il a peu fâcher vn objet adorable, Heureux, en deſcendant au tenebreux ſejour, Si de voſtre courroux mon trépas vous rameine, Etyne laiſſe en voſtre ame, apres ce triſte jour, Aucune impreſſion de haine, Au ſouuenir de mon amour.	Ce cœur, ce traître cœur, trop digne d'expiPuis qu'il a pu fâcher un objet adorable, Heureux, en descendant au ténébreux séjour, Si de votre courroux mon trépas vous ramène, Etyne laisse en votre âme, après ce triste jour, Aucune impression de haine, Au souvenir de mon amour.
C’eſt tout ce que j'aticno;	C'est tout ce que j'aticno;
pour faueur ſouueraine.	pour faveur souveraine.
ALCUENE.	ÀLCUENE.
Ah!	Ah!
trop cruel Epoux!	trop cruel Époux!
TVPIIER.	TUPIIER.
Dites, parlez, Alcmene.	Dites, parlez, Alcène.
ALCMENE.	ÀLCMENE.
Paucxrencor pour pous, conteruer des bontez, Et vous voir m’outrager, par tant d’indignitez.	Paucxrencor pour pous, conterver des bontés, Et vous voir m'outrager, par tant d'indignités.
PITER.	PITER.
Quelque reſſentiment, qu’vn outrage nous cauſe, Tient-il contre vn remords d’vn cœur bien enflamé ?	Quelque ressentiment, qu'autre outrage nous cause, Tient-il contre un remords d'un cœur bien enflammé ?
ol Le MENE.	ol Le MÈNE.
Vn cœur bien plein de flame, à mille motts s’expoſe, Plutoſt que de vouloir fâcher l’objet aimé.	Un cœur bien plein de flamme, à mille motts s'expose, Plutôt que de vouloir fâcher l'objet aimé.
ITER.	ITER.
nmuo oname quenſa vn, moins on trouue de peine.	nmuo on quenza un, moins on trouve de peine.
ALEMENE.	ÀLEMENE.
Non, ne m’en parlez point, vous meritez ma haine,	Non, ne m'en parlez point, vous méritez ma haine,
IVPITER.	IUPITER.
Vous me haiſſez donc?	Vous me haïssez donc?
ALCMENE.	ÀLCMENE.
I’y fais tout mon effort, Et j’ay dépit de voir, que toute voſtre offence, Ne puiſle de mon cœur, juſqu’à cette vengeance, Faſre encor aller le tran'port.	J'y fais tout mon effort, Et j'ai dépit de voir, que toute votre offense, Ne puisle de mon cœur, jusqu'à cette vengeance, Fasre encor aller le tranport.
IVPITER.	IUPITER.
Mais pourquoy cette violence, Iuiſque pour vous verger, ie vous offre ma ient) Prononcez-en l’Arreſt, & j’obeïs ſur l'heure,	Mais pourquoi cette violence, Juisque pour vous verger, Elle vous offre ma jent) Prononcez-en l'Arrest, et j'obéis sur l'heure,
ALCMENE.	ÀLCMENE.
Qui ne ſçauroit hair, peut-il vouloir qu’on meure ?	Qui ne saurait haïr, peut-il vouloir qu'on meure ?
PITER.	PITER.
Et moy je ne puis viure, à moins que vous Cette colere qui m’accable, [quittiez.	Et moi je ne puis vivre, à moins que vous Cette colère qui m'accable, [quittiez.
Et que vous m’accordiez le pardon fauorable, Que je vous demande a vos piez Reſoluez icy l’vn des deux Ou de punir, ou bien d’abſoudre.	Et que vous m'accordiez le pardon favorable, Que je vous demande à vos pieds Résoluez ici l'un des deux Ou de punir, ou bien d'absoudre.
ALCMENE.	ÀLCMENE.
Helas!	Hélas!
ce que ie puis reſoudre, Paroit bien plus, que ie ne veux!	ce que ici puis résoudre, Parait bien plus, que sans ne veux!
Luus voulon iouncuir le courroux qu’on me Mon cœur a trop ſçeu me trahir, [donne, Dire qu’on ne ſçauroit hair,;	Luus voulon jouncuir le courroux qu'on me Mon cœur a trop su me trahir, [donne, Dire qu'on ne saurait haïr,;
N’eſt-ce pas dire qu’on pardonne?	N'est-ce pas dire qu'on pardonne?
TPITER.	TPITER.
Ah!	Ah!
belle Alcmene, il faut que comblé d’alle greſſe.	belle Alcmène, il faut que comblé d'allé gresse.
ALCMENE.	ÀLCMENE.
Ibleſſe.	Iblesse.
Laiſſez, je me veux mal de mon trop de foi	Laissez, je me veux mal de mon trop de foi
PITER.	PITER.
Va Soſie, & dépeſche-toy, Voir dans les doux tranſpoits dont mon ame eſt charnée, Ce que tu trouueras d’Officiers de l’Armée;	Va Sosie, et dépêche-toi, Voir dans les doux transpoits dont mon âme est charnée, Ce que tu trouveras d'Officiers de l'Armée;
Et les inuite à diner auec moy, Tandis que d’icy ie le chaſſe, Mercure y remplira ſa place.	Et les inuite à dîner avec moi, Tandis que d'ic ie le chasse, Mercure y remplira sa place.
SCENE VII.	SCÈNE VII.
CLEANTHIS SOSIE.	CLÉANTHIS SOSIE.
SOSIE.	SOSIE.
E bien, tu vois, Cleanthis, ce menage.	E bien, tu vois, Cléanthis, ce menage.
H Veux-tu qu’à leur exemple icy, Nous faſſions entre nous vn peu de paix auſſi?	H Veux-tu qu'à leur exemple ici, Nous fassions entre nous un peu de paix aussi?
