LES ACTEVRS.	LES ACTEURS.
Qui croyoit auiourd'huy ſa miſere bornée:	Qui croyait aujourd'hui sa misère bornée:
Et qui par la froideur dont vous la receuez Voit ſes malheurs changez, & non pas acheuez;	Et qui par la froideur dont vous la recevez Voit ses malheurs changez, et non pas achevez;
Quel temps, iniuſte ſort terminera ta rage!	Quel temps, injuste sort terminera ta rage!
S’il ne luy ſuſſit pas de ſaize ans de ſeruage!	S'il ne lui sussit pas de saize ans de servage!
S’il ſaut qu’apres des fers portez ſi conſtamment, La liberté pour moy ſoit encor vn tourment.	S'il saut qu'après des fers portez si constamment, La liberté pour moi soit encor un tourment.
Ne puis-ie, apprendre au moins l’ennuy qui vous poſſede, Afin que le cauſant, i’en cherche le remede?	Ne puis-je, apprendre au moins l'ennui qui vous possède, Afin que le causant, j'en cherche le remède?
Le mal me ſera doux, d’où naiſtra voſtre bien, Et pour veſtre repos, i’altereray le mien.	Le mal me sera doux, d'où naîtra votre bien, Et pour vêtre repos, j'altérerai le mien.
LELIE.	LELIE.
He ne puis declarer mon ennuy ſans l’accroistre, Et mon ſeul deſeſpoir vous le fera connoistre;	He ne puis déclarer mon ennui sans l'accroître, Et mon seul désespoir vous le fera connaître;
Entrez ma cheremere, il eſt plus qu’àpropos, Qu'à ſaize ans de trauail ſuccede le repos;	Entrez ma chère, il est plus qu'àpropos, Qu'y saize ans de travail succède le repos;
Mais vous en ſouhaitant, moy meſme ie men priue:	Mais vous en souhait, moi -même ie men prive:
Vous me mettez aux ſers, ceſſant d’eftrecaptiue;	Vous me mettez aux sers, cessant d'eftrecaptive;
Vous reuenez à Nole, & vous m’en baniſſez, (Entrant en la maiſon, enſin vous m’en chaſſet	Vous revenez à Nole, et vous m'en banissez, (Entrant en la maison, ensin vous m'en chasset
CONS IANCE.	CONS IANCE.
¶Croyez, qu’il n'eſt pour moy, ſeruage ſi ſenſible, Que celuy que i'aurois de vous estre nuiſible.	¶Croyez, qu'il n'est pour moi, servage si sensible, Que celui que j'aurais de vous être nuisible.
Ie puis encor ſouſſir les maux que i’ay ſouffers, Et retreuuer les lieux où i’ay laiſſé mes fers.	Je puis encor soussir les maux que j'ai soufferts, Et retruver les lieux où j'ai laissé mes fers.
LELIE.	LELIE.
En vous le declarant, ie perdrois vostre eſtime, Et coupable enuers vous, n’oze auoüer mon crime,	En vous le déclarant, une perdrais votre estime, Et coupable envers vous, n'ose auoüer mon crime,
CONSTANCE.	CONSTANCE.
Les fautes des enfans bleſſent legerement, Vnelarme, vn ſoûpir, les efface ayſement.	Les fautes des enfants blessent légèrement, Unelarme, un soupir, les efface aisément.
LELIE.	LELIE.
Si loin de m’on hair, & de m’estre contraire.	Si loin de m'on haïr, et de m'être contraire.
Ie pouuois eſperer voftre ayde enuers mon pere, Ie vom auoüerois tout mais helas!	Je pouvais espérer vôtre aide envers mon père, Je vom auoüerois tout mais hélas!
CONSTANCE.	CONSTANCE.
Point de mais, Rien ne peut alterer ce que ie vous promets, Ie ne reſerue rien, & ie ſeray rauie, De vous pouuoir ſeruir aux dépens de ma vie.	Point de mais, Rien ne peut altérer ce que je vous promets, Je ne réserve rien, et été serai ravie, De vous pouvoir servir aux dépens de ma vie.
LELIE.	LELIE.
O rare excez d’amour, & qui ne m’eſt point deu!	Ô rare excès d'amour, et qui ne m'est point dev!
Il luy parle à l’oreille Ie vous pprleray bes de peur d’eſtre entendu.	Il avait parle à l'oreille Je vous pprlerai bes de peur d'être entendu.
ERGASTE.	ÉRGASTE.
Plus ie rumine en ſin contre cette diſgrace, Plus ma foible raiſon s’egare & s’embaraſſe:	Plus ie rumine en sin contre cette disgrâce, Plus ma faible raison s'égare et s'embarrasse:
I’en examine tout, & par tout ie n’y voy, Que du mal pour Lelie, & du peril pour moy;	J'en examine tout, et par tout belle n'y vois, Que du mal pour Lélie, et du péril pour moi;
Rien ne peut garantir mes mains o mes épaules, Du malbeur de ld rame, où de celuy des gaules;	Rien ne peut garantir mes mains ô mes épaules, Du malbeur de léd rame, où de celui des gaules;
Apres tant d’accidents ſuruenus pour vn ieur.	Après tant d'accidents survenus pour un jeur.
Ie renonce au meſtier de cenſeiller d’amour;	Je renonce au métier de censeiller d'amour;
Et ne me puis aſſez promettre d’induſtrie, Pour parer tous les coups qui viennent de Turquie Touſieurs au pis aller, quelques ceups de baſien, Où quelque an de galere, en ſerent la raiſen.	Et ne me puis assez promettre d'industrie, Pour parer tous les coups qui viennent de Turquie Touieurs au pis aller, quelques ceups de bazien, Où quelque an de galère, en serent la raisen.
CONSTANCE.	CONSTANCE.
Dieux!	Dieux!
& c’eſt l’á d’eù naiſt votre melancolie, Si ie dis qu'en effet Sophie eſt Aurelie, Serez veus ſatisfaitt	et c'est l'ench'eù naît votre mélancolie, Si fait dis qu'en effet Sophie est Aurie, Serez vus satisfait
LELIE.	LELIE.
Vous me rendez le iour, Que ſans cette ſaueur m’eſtoit voſtre retour,	Vous me rendez le jour, Que sans cette saveur m'était votre retour,
CONSTANCE.	CONSTANCE.
Voſtre Hymen l’admettant dedans noſtre famille, Des à preſent mon ſils ie le tiens peur ma fille, Helas!	Votre Hymen l'admettant dedans notre famille, Des à présent mon sils ie le tiens peur ma fille, Hélas!
ignorez-vous les tendres ſentimens, Des meres pour leurs fils, & pour leurs fils amansi Et leurs ſoins aßidus pour eux enuers leurs peres.	ignorez-vous les tendres sentiments, Des mères pour leurs fils, et pour leurs fils amantsi Et leurs soins asidus pour eux envers leurs pères.
ERGASTE.	ÉRGASTE.
O l'a diuine ſemme!	Ô l'a divine semme!
o raré honveur des meres!	ô raré honveur des mères!
Il eſt donc a propos de la voir du meſme œil, Et de la receuoir auec le meſme accueil, Qu’on pourroit eſperer pour veſtre fille meſme.	Il est donc à propos de la voir du même œil, Et de la recevoir avec le même accueil, Qu'on pourrait espérer pour votre fille mesme.
CONSTANCE.	CONSTANCE.
Mon eſprit n’eſt n’y grand, n’y mon adreſſe extréme Mais outre que mon ſexe à franchement parler, Et plus ſçauant que l’autre à bien dißimuler, 72 Peur ſeruis à ſon ſang, il n’eſt point d’auanture, Où l’art puiſſe employer tant d’art que la nature.	Mon esprit n'est n'y grand, n'y mon adresse extrême Mais outre que mon sexe à franchement parler, Et plus savant que l'autre à bien diiguler, 72 Peur servis à son sang, il n'est point d'aventure, Où l'art puisse employer tant d'art que la nature.
Entrons, & vous verrez que pour voſtre repos, Ie ſçauray faire, dire, & me taire à propos.	Entrons, et vous verrez que pour votre repos, Je saurai faire, dire, et me taire à propos.
ERGASTE.	ÉRGASTE.
Pour ne rien bazarder, n’entrez point;	Pour ne rien bazarder, n'entrez point;
que Sophie, Parmes inſtructions anplement aduertie, Ne ſe ſoit preparée à feindre auecques vous, Ie feray cependant deſçendre voſtre eſpoux.	que Sophie, Parmes instructions anplement avertie, Ne se soit préparée à feindre avec vous, Je ferai cependant desçendre votre époux.
Fay donc.	Fais donc.
LELIE.	LELIE.
SCENE IHI.	SCÈNE IHI.
LELIE, CONSTANCE.	LELIE, CONSTANCE.
LELIE.	LELIE.
Q ſt a preſent que le ſang me conuie, O flambeau de mes iours, & ſource de ma vie, A m’abandonner tout à l’aymable tranſport, Que l’amour ne m’a pit peruiettre à votre abort!	Q st a présent que le sang me convie, Ô flambeau de mes jours, et source de ma vie, A m'abandonner tout à l'aimable transport, Que l'amour ne m'a pit pervettre à votre abort!
Et certes ie puis dire apres cette aduanture, Que ie ſuis moins à vous par les droits de nature, Que par létroit lien & l’obligation, Que produit cet excez de voſtre affection;	Et certes Princes puis dire après cette aventure, Que je suis moins à vous par les droits de nature, Que par létroit lien et l'obligation, Que produit cet excès de votre affection;
Qu'en me donnant la vie, & le iour qui méclaire, Vous vous acquiſtes moins le titre de ma mere, Qu'en me les conſeruant, & qu'en moſtant lennuy Qui (ſans vôtre faueur) m’en priuoit auiourd’hus	Qu'en me donnant la vie, et le jour qui méclaire, Vous vous acquîtes moins le titre de ma mère, Qu'en me les conservant, et qu'en môtant lennui Qui (sants votre faveur) m'en privait aujourd'hus
CONSTANCE.	CONSTANCE.
Cette faueur, monfils, est peu conſiderable, Puis que vous obliger, est m’eſtre fauorable.	Cette faveur, monfils, est peu considérable, Puis que vous obliger, est m'être favorable.
SCENE IV.	SCÈNE IV.
ANSELME, CONSTANCE, LELIE.	ANSELME, CONSTANCE, LELIE.
ANSELME, embraſſant Conſtance:	ANSELME, embrassant Constance:
SHer treſor de mon cœur, tant de fois deſiré, Mω Chaſte moitié d’vn tout, ſi long temps ſeparé;	SHer trésor de mon cœur, tant de fois désiré, M Alte moitié d'un tout, si long temps séparé;
Constance, aimable obiet de ma constance extréme, Eſt-ce vous ma chere ame, ou bien ſuis-ie moymeſme?	Constance, aimable objet de ma constance extrême, Est-ce vous ma chère âme, ou bien suis-je moymesme?
queur, Oüy, c’est vous, oüy, mon cœur reconnoiſt ſon vainAu cher portraict qu’Amour n’en graua dans le CONSTANCE.	queur, Oui, c'est vous, oui, mon cœur reconnaît son vainAu cher portrait qu'Amour n'en grava dans le CONSTANCE.
cœur.	cœur.
O Dieu!	Ô Dieu!
quel intereſt on tire de ſa perte, Apres l’auoir pleurée, & qu’on l’a recouuertel Le bien de vous reuoir a pour moy des appas, Que ie crains de ſonger, & ne poſſeder pas.	quel intérêt on tire de sa perte, Après l'avoir pleurée, et qu'on l'a recouvertel Le bien de vous revoir à pour moi des appas, Que ie crains de songer, et ne posséder pas.
ANSELME.	ANSELME.
Mon tranſport par mes pleurs vous témoigne les charmes.	Mon transport par mes pleurs vous témoigne les charmes.
CONSTANCE.	CONSTANCE.
Et parmes pleurs außi, ie réponds à vos larmes.	Et parmes pleurs aussi, ie réponds à vos larmes.
ANSELME.	ANSELME.
Deſerts touſiours de glace, & de neiges couuerts, Froits & triſtes ioüets des rigueurs des hyuers, Pologne, où ie viuois ſeparée de mon ame, Helas!	Deserts toujours de glace, et de neiges couverts, Froits et tristes jets des rigueurs des hivers, Pologne, où ie tuais séparée de mon âme, Hélas!
que ton ſeiour fut fatal à ma flâme, Qu’à tort ie voulus voir cet obiet de mes vœux, Sous les mornes climats de ton ſein froidureux!	que ton séjour fut fatal à ma flamme, Qu'à tort tu voulus voir cet objet de mes vœux, Sous les mornes climats de ton sein froidureux!
Et que l’effet trop prompt de voſtre obeïſſance, M’a couſté de ſanglots, ô ma chere Conſtance.	Et que l'effet trop prompt de votre obéissance, M'a coûté de sanglots, ô ma chère Constance.
Depuis que les rapports d’Ergaſte & de mon fils (Pour voſtre liberté par voſtre ordre commis) M’apprirẽt, (cõtre l’heur que le Ciel me renuoye.	Depuis que les rapports d'Érgaste et de mon fils (Pour votre liberté par votre ordre commis) M'apprirent, (contre l'heur que le Ciel me renvoie.
La fin de voſtre vie, & celle de ma ioye.	La fin de votre vie, et celle de ma joie.
CONSTANCE.	CONSTANCE.
Il pûrent en Turquie apprendre mon trépas, Et trompez les premiers, ne vous abuſoient pas;	Il purent en Turquie apprendre mon trépas, Et trompez les premiers, ne vous abusaient pas;
Puis que le ſort qui miſt ma franchiſe en cõmerce, Voulut qu’aſſez long-temps ie fuſſe eſclaue en Perſe D’où le bruit de ma mort chez les Turcs s’épandit, Tant que ce meſme ſort de nouueau m’y rendit.	Puis que le sort qui mit ma franchise en commerce, Voulut qu'assez longtemps ie fusse esclaue en Perse D'où le bruit de ma mort chez les Turcs s'épandit, Tant que ce même sort de nouveau m'y rendit.
LELIE.	LELIE.
La verité mon pere, enfin nous iuſtiſie.	La vérité mon père, enfin nous justisie.
Lelie ſort.	Lélie sort.
ANSELME.	ANSELME.
Elle eſt trop maniſeſte, appellez Aurelie;	Elle est trop manisête, appelez Aurie;
Il eſt iuſte qu’ayant partagé noſtre ennuy, Elle ait part au bon-heur qui le ſuit auiourd’huy.	Il est juste qu'ayant partagé notre ennui, Elle ait part au bonheur qui le suit aujourd'hui.
CONSTANCE.	CONSTANCE.
Aurelie en ces lieux!	Aurie en ces lieux!
ô bonté ſouueraine!	ô bonté souveraine!
Que du ſort ton amour me repare la hayne!	Que du sort ton amour me répare la haine!
ANSEIME.	ANSEIME.
Quelle heureuſe aduanture apũ rendre à mes yeuApres ſeize ans d’abſence, vn bien ſi precieux?	Quelle heureuse aventure apprendre à mes yeuApres seize ans d'absence, un bien si précieux?
CONSTANCE.	CONSTANCE.
De mes l'ongues erreurs, la déplorable biſtoire, Veut, & beaucoup de rẽps, & beaucoup de memoin;	De mes l'ongues erreurs, la déplorable bistoire, Veut, et beaucoup de re, et beaucoup de mémoin;
Ie ne puis à preſent que vous dire en deux mots, Que l'e Ciel, dõt vos ſoins veilloient pour mon repos A voulu que Selim, à qui ie fus venduë, En faueur d’vne charge ardemment pretenduë, De Maiſtre de Serail, ou Boſtamgiraſſy, (Où ſes pretentions ont enfin reußy,) A tous ſes ſerfs Chreſtiens ay donné la franchiſe.	Je ne puis à présent que vous dire en deux mots, Que l'e Ciel, dont vos soins veillaient pour mon repos A voulu que Selim, à qui ie suis vendue, En faveur d'une charge ardemment prétendue, De Maître de Serail, ou Bôtamgirassi, (Où ses prétentions ont enfin reussy,) A tous ses serfs Chrétiens ai donné la franchise.
ANSELME.	ANSELME.
A quel point, iuſte Ciel!	À quel point, juste Ciel!
ton ſoin nous fauoriſes Approchez-vous, ma fille, ôconme à cet abord, Le ſang fait ſon office en ce commun tranſport!	ton soin nous favorises Approchez-vous, ma fille, ôconme à cet abord, Le sang fait son office en ce commun transport!
Quel heur paſſe auiourd’huy celuy de ma famille!	Quel heur passe aujourd'hui celui de ma famille!
CENE AVRELIE, ANSELME, CONSTANCE, LELIE, ERGASTE.	CÈNE AURÉLIE, ANSELME, CONSTANCE, LELIE, ERGASTE.
3 AVRELIE.	3 AURÉLIE.
Elles s’embraſſent.	Elles s'embrassent.
y, ma mere, c’eſt vous?	y, ma mère, c'est vous?
ONSTANCE.	ONSTANCE.
C’eſt vous, ma chere Elle?	C'est vous, ma chère Elle?
71 Quõy, l’œil qui tant de fois pleura voſtre trépas, Vous retreuue auiourd huy plaine de tant d’appas:	71 Quion, l'œil qui tant de fois pleura votre trépas, Vous retrouve aujourd hui plaine de tant d'appas:
Et ce beau corps enferme encor cette belle ame!	Et ce beau corps enferme encor cette belle âme!
LELIE.	LELIE.
Elle feint bien, Ergaſte!	Elle feint bien, Égaste!
ERGASTE.	ÉRGASTE.
O Dieu l'habile femme!	Ô Dieu l'habile femme!
AVRELIE.	AURÉLIE.
Hat qu’il est vray qu’vn bien ardemment deſiré, Nous eſt d’autant plus cher, qu’il est moins deſiré, Quel doux plaiſir ſuccede a ma melancolie?	Hat qu'il est vrai qu'un bien ardemment désiré, Nous est d'autant plus cher, qu'il est moins désiré, Quel doux plaisir succède à ma mélancolie?
I'ignore à ce tranſport ſi ie ſuis Aurelie:	J'ignore à ce transport si tu suis Aurie:
CONSTANCE.	CONSTANCE.
Ie n’ay treuué mes maux, ny mes fers importuns, Tant qu’auec vous ma fille, ils m’ont eſlé communs;	Je n'ai trouvé mes maux, ni mes fers importuns, Tant qu'avec vous ma fille, ils m'ont eslé communs;
Mais voſtre éloignement me ſi ſiſentir mes peines;	Mais votre éloignement me si sisentir mes peines;
Et connoiſtre à mes bras le fardeau de mes chaines!	Et connaître à mes bras le fardeau de mes chaînes!
ERGASTE, à Lelie.	ÉRGASTE, à Lélie.
Peut-elle auec tant d’art laiſſer aucuns ſoupçons;	Peut-elle avec tant d'art laisser aucuns soupçons;
Ie n’en faits point le fin, i’en prendrois des leçons.	Je n'en faits point le fin, j'en prendrais des leçons.
CONSTANCE.	CONSTANCE.
Quelle aduenture en ſin à mes vœux ſi proſpere, Quãd ie vous croy ſi loin, vous rend chez vôtre pere,	Quelle aventure en sin à mes vœux si prospère, Quãd homme vous crois si loin, vous rend chez votre père,
ANSELME.	ANSELME.
Pour de ſi longs trauaux, il faut de longs diſcour?	Pour de si longs travaux, il faut de longs discour?
Et pour vous tout cõter, des iours ſeroiẽt tropcours, Entrons ma chere femme, amenez-la Lelie.	Et pour vous tout commter, des jours seraient tropcours, Entrons ma chère femme, amenez-la Lelie.
Pour preſſer le diſner, i'entre auec Aurelié,	Pour presser le dîner, j'entre avec Aurelié,
SCENE VI.	SCÈNE VI.
ERGASTE, CONSTANCE, LELIE.	ÉRGASTE, CONSTANCE, LELIE.
ERGASTE.	ÉRGASTE.
9E croyois ſçauoir feindre, & m’en eſcrimes  bien, Mlais i’auouë auiourd’huy que ie n’y connois rien;	VOUS croyais savoir feindre, et m'en escrimes bien, Mlais j'avoue aujourd'hui que ici n'y connais rien;
Et qu’il faut que mon art le cede à voſtre adreſſe;	Et qu'il faut que mon art le cède à votre adresse;
Madame, les effets ont paſſé la promeſſe;	Madame, les effets ont passé la promesse;
Et voyant vos tranſports, moy-meſme i'ay douté, Si voſtre feinte eſtoit, ou feinte, ou verité.	Et voyant vos transports, moi-même j'ai douté, Si été feinte estoit, ou feinte, ou vérité.
LELIE.	LELIE.
A voir de quel abord vous l’auez accueillie, Le plus iudicieux, eût crû voir Aurelie?	À voir de quel abord vous l'avez accueillie, Le plus judicieux, eût cru voir Aurie?
CONSTANCE.	CONSTANCE.
Il en eût eu raiſon, puis qu’elle est voſtre ſœur;	Il en eût eu raison, puis qu'elle est votre sœur;
Et que ces ſentimens d’amour & de douceur, Ne partent point mon fils, d’vn cœur qui dißimule.	Et que ces sentiments d'amour et de douceur, Ne partent point mon fils, d'un cœur qui dissimule.
LELIE.	LELIE.
