CLIMENE.	CLIMENE.
Mais ſa trop courte abſence abregeãt mon plaiS’eſſaye d’eſtouffer l’eſpoir de mon deſir, Et rameine mon mal auec vn tel viſage, Lſir, Que ie n’en puis tirer qu’vn ſiniſtre preſage, Qui rend tous mes penſers pleins de confuſion, De voir que tout mon bien n’eſt qu’vne illuſion D’vn reſueur amoureus, & qu’auec ma pensée Pour encherir mes maus ma ioye s’eſt paßée, Lors que ie reſue ainſi dans le bien que ie ſens, Mon ame voudroit bien perſuader mes ſens, Qu'elle leur fait gouſter auec plus d'excellence, Ce fruit que ie ne puis cueillir en ton abſence, Ie ne puis receuoir ce langage trompeur, Que ſi le ſommeil veut dans vn peu de vapeur Repreſenter Climene, en cette reſuerie	Mais sa trop courte absence abrégeant mon plaiS'essaye d'étouffer l'espoir de mon désir, Et ramène mon mal se n tel sage, Lussir, Que je n'en puis tirer qu'un sinistre présage, Qui rend tous mes pensers pleins de confusion, De voir que tout mon bien n'est qu'une illusion D'un rêveur sence, et qu'avec ma pensée Pour enchérir mes maus ma joie s'est passée, Lors que je rêve ainsi dans le bien que deux sens, Mon âme voudrait bien persuader mes sens, Qu'elle leur fait goûter avec plus d'excellence, Ce fruit que ie ne tu cueillir en ton ce, Et ne puis receuoir ce langage trompeur, Que si le sommeil veut dans peu de vapeur Representer y, en cette rêverie
Ie ſuis content d’ayder à cette tromperie, [fait, Mais ie ne croiray point qu’vn bonheur ſoit parQui n'eſt que dans l’idée, & non pas en effet, Car mon deſir aydé des faculteZ de l’ame, Me fait bien contẽpler les beautez de Madame, Me fait toucher ſon ſein, me fait ouyr ſa vois, Flairer ſa douce haleine, & paſſe quelquefois Quand l’agitation de l’eſprit continue, A la mettre en mes bras bien ſouuent toute nue;	Je suis content d'aider à cette tromperie, [fait, Mais je ne croirai point qu'un bonheur soit parQui n'est que dans l'idée, et non pas en effet, Car mon désir aidé des facultés de l'âme, Me fait bien contente les beauté de Madame, Me fait toucher son sein, me fait ouïr sa vois, Flairer sa douce haleine, et passe quelquefois Quand l'agitation de l'esprit continue, À la mettre en mes bras bien souvent toute nue;
Mais quoy, ce n'eſt qu’vn ſonge, & perds à mon Ce fantoſme qui fuit auecques le sõmeil, [reſueil Ce n’eſt qu’vn faus plaiſir, l’obiet qu’on ſe figure, L’ame le r’apportant aus ſens dela Nature, Les touche aucunement, mais elle n’a pouuoir De mõſtrer à nos yeus ce qu’ils ne ſçauroiẽt voir, Autrement il faudroit que priuez de lumiere, Ils puſſent regarder vn corps ſans ſa matiere.	Mais quoi, ce n'est qu'un songe, et perds à mon Ce fantôme qui fuit avec le sommeil, [resueil Ce n'est qu'un faus plaisir, l'objet qu'on se figure, L'âme le rapportant aus sens déla Nature, Les touche aucunement, mais elle n'a pouvoir De montrer à nos yeus ce qu'ils ne sauraient voir, Autrement il faudrait que privez de lumière, Ils pussent regarder un corps sans sa matière.
Ie me plais à reſuer, mais ce ſoulagement Nedõne à mon eſprit qu’vn faus contentement, I'en ſuis mal ſatitfait, & l’image du ſonge M’entretient ſeulemẽt d’vn innocent menſonge:	Je me plais à rêver, mais ce soulagement Nedonne à mon esprit qu'un faus contentement, J'en suis mal satitfait, et l'image du songe M'entretient seulement d'un innocent mensonge:
Quand ie me pais ainſi de telles fictions, Ma Climene ie penſe en tes perfections, Attendant à la fin que tu me ſois propice.	Quand ie me pais ainsi de telles fictions, Ma Climène vertu pense en tes perfections, Attendant à la fin que tu me sois propice.
1ij	1ij
Pour exaucer mes vœus & finir mon ſupplice.	Pour exaucer mes vœus et finir mon supplice.
Si ce bõheur m’arriue, & s’il aduient qu’vn iour Le Ciel me beniſſant t’inſpire mon Amour, Et coule dans ton ſein vne pareille flame A celle que tes yeus ont ietté dans mon ame, Ie depeindray ſi bien tabeauté dans mes vers, Qu'elle ne mourra point auecque l’vniuers:	Si ce bonsheur m'arrive, et s'il advient qu'un jour Le Ciel me bénissant t'inspire mon Amour, Et coule dans ton sein q pareille flamme À celle que tes yeus ont jeté dans mon âme, Je dépeindrai si bien tabauté dans mes vers, Qu'elle ne mourra point avec l'univers:
Car les Anges rauis de la voir ſans ſeconde, Sauueront ce portrait du bruſlement du monde, Le porteront au ciel pour le mettre au milieu, Et reuerer en toy la puiſſance de Dieu, Ces antiques beautez chantees dans l’hiſtoire Te ſeruiront de luſtre à rehauſſer ta gloire, Meſmie te ne veus pas qu’on te puiſſe nommer, Sans auoir dans le cœur ce qui nous fait aimer, Si celd te contente, & ſi c’eſt ton enuie, Que ma plume te donne vne ſeconde vie, Permets que ie recueille en tes perfections Les penſers releuez de mes conceptions, Et ie te iureray vne amitié ſi ferme, Qu'eternelle elle aura l'eternité pour terme.	Car les Anges ravis de la voir sans seconde, Sauveront ce portrait du brûlement du monde, Le porteront au ciel pour le mettre au milieu, Et révérer en toi la puissance de Dieu, Ces antiques beautés chantées dans l'histoire Te serviront de lustre à rehausser ta gloire, Mémie te ne veus pas qu'on te puisse mer, Sans avoir dans le cœur ce qui nous fait aimer, Si celute contente, et si c'est ton envie, Que ma plume te donne une seconde Que, Permets que je recueille en tes perfections Les pensé es de mes conceptions, Et de mes ç once amitiési ferme, Qu'éternelle Et A meternité pour terme,
CONTRE VN CAPITAII E 10IEAVOITVOVLV.	CONTRE VN CAPITAI E 10IEAVOITVOVLV.
E.	E.
aſſaſſiner.	assassiner.
On cœur iuſtement irrité M Deuiendroit traiſtre à la Nature, Et ſans doute auroit merité Vne ſi facheuſe aduenture, Si plus long temps ſans ſe vanger, Il pouuoit ſouffrir le danger Où m’a mis vn traistre aduerſaire, Qui, ſe mocquant de mes douleurs, Benit le ſort qui m’eſt contraire, Et triomphe de mes malheurs.	On cœur justement irrité M Deuiendroit traître à la Nature, Et sans doute aurait mérité Une si fâcheuse aventure, Si plus long temps sans se venger, Il pouvait souffrir le danger Où m'a mis un traître adversaire, Qui, se moquant de mes douleurs, Bénit le sort qui m'est contraire, Et triomphe de mes malheurs.
Ie veus punir cet impoſteur, Et reuomir ſur ſon viſage Le venin dont il eſt Autheur, Et qu’ilm'aietté dans ſa ragé, Car ſi ie paroiſſois trop lent En ſon effort plus violent,	Je veux punir cet imposteur, Et revomir sur son visage Le venin dont il est Auteur, Et qu'ilm'aieté dans sa ragé, Car si tu paraissais trop lent En son effort plus violent,
G iiij	G jijà
Qu’il ne me peut eſtre nuiſible, Oniugeroit auec raiſon Qu’il m’auroit eſté impoßible, De chaſtier ſa trahiſon.	Qu'il ne me peut être nuisible, Oniugeroit avec raison Qu'il m'aurait été impossible, De châtier sa trahison.
Mais ie fais bien tous les ſermens Que l’on fit iamais ſur la terfe, Qu'on ne verra plus d’elemens Quand ie voudray finir ma guerre, I'ay pris vn ſi ferme deſſein De pourſuiure cet aſſaßin, Iu ſques dans le creus des abiſmes, Qu’il ne pourra s’imaginer, Que le chaſtiment de ſes crimes Iamais ſe puiſſe terminer.	Mais fort fais bien tous les serments Que l'on fit jamais sur la terfe, Qu'on ne verra plus d'élements Quand Je voudrai finir ma guerre, J'ai pris un si ferme dessein De poursuivre cet assassin, Ju sques dans le crû des mes, Qu'il ne pourra s'imaginer, Que le châtiment de ses crimes Y se puisse terminer.
Pour contenter ma paßion, Et ſatisfaire à ma colere, Ie reſue vne punition Plus iuſte qu'elle n'eſt ſeuere:	Pour contenter ma passion, Et satisfaire à ma colère, Je rêve une punition Plus te qu'elle n'est sévère:
Ce meſchant verra dans mes vœus, Teſmoins du bien que ie luy veus Combien il ſera miſerable, Si le Ciel daignant m'eſcouter.	Ce méchant verra dans mes vœus, Témoins du bien que tu tu veux Combien il sera misérable, Si le Ciel daignant m'écouter.
Me preſte vn ſecours fauorable, Afin de les executer.	Me prête un secours favorable, Afin de les exécuter.
Si les peintres les plus ſçauans Auoient entrepris de portraire L’ennemy de tous les viuans, Ils le pourroient aisément faire, Sans peindre en vne triſte nuit Ces objets que l’enfer produit Pleins de feus, de ſouffre, & de flame;	Si les peintres les plus sçauans Avaient entrepris de portraire L'ennemi de tous les vivants, Ils le pourraient aisément faire, Sans peindre en une triste nuit Ces objets que l'enfer produit Pleins de feus, de souffre, et de flamme;
Il ne leur faudroit que mes yeus Et qu’ils pûſſent voir dans mon ame Combien ** m’eſt odieus.	Il ne leur faudrait que mes yeus Et qu'ils pussent voir dans mon âme Combien * m'est odieus.
D’vn amour non imaginé Ce fils du diable, & de Megere, Cinquante ans apres qu’il fut né Deuint amoureus de ſon pere, Dedans vn ſale embraſſement, D’vn monſtrueus accouplement Il engendra la Calomnie, Qui met en deſordre mes ſens, Sans crainte de ſe voir punte, De s’attaquer aus innocons.	D'autre amour non imaginé Ce fils du diable, et de Mégère, Cinquante ans après qu'il fut né Deuint amoureus de son père, Dedans un sale embrassement, D'un monstrueus accouplement Il engendra la Calomnie, Qui met en désordre mes sens, Sans crainte de se voir punte, De s'attaquer aux innocons.
Ie veus pour mon premier deſir Que mes prieres reußies, Luy facent voir à mon plaiſir Que mes vœus ſont des propheties,	Je veux pour mon premier désir Que mes prières reviviez, Lui facent voir à mon plaisir Que mes vœus sont des prophéties,
Et ſi quelqu’vn à l’auenir Se peut encore ſouuenir D’vne peine non inuentée, Ie le ſuppli' d’affection Qu'elle ſoit encore adiouſtée Et miſe enmon intention.	Et si quelqu'un à l'avenir Se peut encore souvenir D'une peine non inventée, Je le suppli' affection Qu'elle soit encore ajoutée Et mise enmon intention.
Qu’vn caterre en tombant ſur l’œil, Que t’a delaiße la fortune, Te cache à iamais le ſoleil Et la lumiere de la Lune, Que tes iours ne ſoient qu’vne nuit, Que la terre n’ait point de fruit;	Qu'un caterre en tombant sur l'œil, Que t'a delaisse la fortune, Te cache à jamais le soleil Et la lumière de la Lune, Que tes jours ne soient qu'une nuit, Que la terre n'ait point de fruit;
Pour ſeruir à ta norriture, Que tu ſois touſiours en effroy, Qu’il n’y ait rien dans la nature, Qui n’ait coniuré contre toy.	Pour servir à ta norriture, Que tu sois toujours en effroi, Qu'il n'y ait rien dans la nature, Qui n'ait conjuré contre toi.
Pour me plaire chaque element Te vueille empeſcher ſon vſage, Et prenne plaiſir ſeulement D'irriter encore ta rage, Afin qu’il ne te reſte rien Que tu perdes ce dernier bien Qui ne meurt qu’auec l’eſperance, Et que tu ne puiſſe penſer *.	Pour me plaire chaque élément Te ville empêcher son usage, Et prenne plaisir seulement D'irriter encore ta rage, Afin qu'il ne te reste rien Que tu perdes ce dernier bien Qui ne meurt qu'avec l'espérance, Et que tu ne puisse penser *.
Quand voudra finir ma vengeance, Ou quand ton mal pourra paſſer.	Quand voudra finir ma vengeance, Ou quand ton mal pourra passer.
Mais de peur que le ſouuenir De ta fortune vn peu meilleure, Te puiſſe iamais reuenir, Ie ne veus pas qu’il t’en demeure, Sinon pour ſonger au forfait Que ton impoſture m'a fait Seule cauſe de ton ſupplice, Et qui fera qu’en tes langueurs Tes amis diront que ton vice Merite bien d’autres rigueers.	Mais de peur que le souuenir De ta fortune peu meilleure, Te puisse jamais revenir, Je ne veux pas qu'il t'en demeure, Sinon pour songer au forfait Que ton imposture m'a fait Seule cause de ton supplice, Et qui fera qu'en tes langueurs Tes amis diront que ton vice Mérite bien d'autres rigueers.
Que tu ſentes l’extremité La plus faſcheuſe & la plus dure Que nous ait iamais apporté Ou la chaleur ou la froiduré, Que nul feu que celuy d’enfer Ne puiſſe iamais rechauffer Ton ſang glacé dedans tes veines:	Que tu sentes l'extrémité La plus fâcheuse et la plus dure Que nous ait jamais apporté Ou la chaleur ou la froiduré, Que nul feu que celui d'enfer Ne puisse jamais réchauffer Ton sang glacé dedans tes veines:
Que le ciel auec ſon flambeau Tariſſe toutes les fontaines Où tu voudras puiſer de l’eait.	Que le ciel avec son flambeau Tarisse toutes les fontaines Où tu voudras puiser de l'eait.
Pour te voir tant ſoit peu puny Et ma paßion aſſouuie,	Pour te voir tant soit peu puni Et ma passion assouuie,
Pauure, vagabond, & banny, Puiſſe tu mandier ta vie, Et que les tiens ſans amitié, Sans eſtre touchez de pitié, S’eſiouiſſent de ton martyre, Que tes plus extremes malheurs Prouoquent tes enfans à rire, Sans pouuoir plaindre tes douleurs.	Pauvre, vagabond, et banni, Puisse tu mandier ta vie, Et que les tiens sans amitié, Sans être touchés de pitié, S'esiouissent de ton martyre, Que tes plus extrêmes malheurs Proquent tes enfants à rire, Sans pouvoir plaindre tes douleurs.
Penſe que tu as merité Que iamais aucun ne te plaigne, Et que l’on croye charité Pour adoucir vn peu ta peiné De demander qu’auec raiſon, Tu ſouhaitte pour guariſon D'auoir le douloureus vlcere Que Iob ſouffrit ſi longuement Lors que Dieu permit à ton pere De l’affliger de ce tourment.	Pense que tu as mérité Que jamais aucun ne te plaigne, Et que l'on croie charité Pour adoucir un peu ta peiné De demander qu'avec raison, Tu souhaite pour garison D'avoir le douloureus vlcère Que Job souffrit si longuement Lors que Dieu permit à ton père De l'affliger de ce tourment.
Pour me tenir l’ame contente Sans finir iamais tes trauaus Change ſon humeur inconſtante, Et quand la rigueur de ton ſort Te fera recercher la mort	Pour me tenir l'âme contente Sans finir jamais tes travaus Change son humeur inconstante, Et quand la rigueur de ton sort Te fera recercher la mort
Qu'elle refuſe ſon remede, Et qu’au lieis de te ſecourir, Ceus qui pourroient te donner ayde Aydent à te faire ſouffrir.	Qu'elle refuse son remède, Et qu'au lieis de te secourir, Ceus qui pourraient te donner aide Aydent à te faire souffrir.
Mais puis que ſelon le deſtin Il faut vne fois que tu meure, Et que ton eſprit à la fin Pour vn temps quitte ſa demeure, Que l’on te prepare aus enfers L’horreur de la gehenne, & des fers, Dénoüez aus plus miſerables, Et que l’on te face endurer Tous les ſupplices que les fables Ont iamais pû nous figurer.	Mais puis que selon le destin Il faut un fois que tu meure, Et que ton esprit à la fin Pour un temps quitte sa demeure, Que l'on te prépare aussi enfers L'horreur de la géhenne, et des fers, Denouez aus plus misérables, Et que l'on te face endurer Tous les supplices que les fables Ont jamais pu nous figurer.
Qu'au lieude te faire vn tombeait, Tes enfans pouſſeZ de furie Deliurent ton corps au bourreau Pour le traiſner à la voirie, Que les corbeaux t’aillent cercher, Afin de dechirer ta chair;	Qu'au lieude te faire un tombeait, Tes enfants poussés de furie Délivrent ton corps au bourreau Pour le traîner à la voirie, Que les corbeaux t'aillent cercher, Afin de déchirer ta chair;
Que ce ſoient là tes funerailles, Et que tous les chiens les ſuiuans, Tu rencontre dans leurs entrailles Autant de ſepulchres viuans.	Que ce soient là tes funérailles, Et que tous les chiens les suivants, Tu rencontre dans leurs entrailles Autant de sépulchres vivants.
Que les maus que ie ne dis point Croiſſent le ſujet de te plaindre, Pour eſtre reduits à ce point Que tu n’ayes plus rien à craindre Que de viure eternellement, Sans receuoir allegement, Et que ta peine continue Tant que tu ſois aſſez puny, Et iamais ne ſe diminue Que mon courrous ne ſoit finy.	Que les maus que Seigneur ne dis point Croissent le sujet de te plaindre, Pour être réduits à ce point Que tu n'aies plus rien à craindre Que de vivre éternellement, Sans recevoir allement, Et que ta peine continue Tant que tu sois assez puni, Et jamais ne se diminue Que mon courrous ne soit fini.
Si bien toſt i’acheue mon cours, Et que ce ſoit ma deſtinée, Que deuant la fin de tes iours La fin des miens ſoit ordonnée, Le iour quand tu voudras veiller, Lanuit ſi tu veus ſommeiller, Tu me verras en ta preſence, Ie ſeray touſiours deuant toy Pour eſtonner ta conſcience, Et pour redoubler ton effroy.	Si bien tôt j'achève mon cours, Et que ce soit ma destinée, Que devant la fin de tes jours La fin des miens soit ordonnée, Le jour quand tu voudras veiller, Lanuit si tu veux sommeiller, Tu me verras en ta présence, Je serai toujours devant toi Pour étonner ta conscience, Et pour redoubler ton effroi.
