ACTEVRS.	ACTEURS.
tout me pautelle, & tremblottant de crainte, La mort deſſus mon ſein élance bien ſa poinie.	tout me pautelle, et tremblottant de crainte, La mort dessus mon sein élance bien sa poinie.
ALICHRISTE Courage mon amy?	ÀLICHRISTE Courage mon ami?
quitteZ-moy cette peur?	quittez-moi cette peur?
La perſecution ſera noſtre bon-heur, Et vous mes cheres filles appreneZ de bonne heure, Qui tuë vn corps pour Dieu, fait que l’ame ne meure, Et la reſiouyſſance auſſi-toſt que la mort, Eſleue l’ame au Ciel tout d’vn premier abord:	La persécution sera notre bonheur, Et vous mes chères filles appreneZ de bonne heure, Qui tue un corps pour Dieu, fait que l'âme ne meure, Et la resiouyssance aussitôt que la mort, Élève l'âme au Ciel tout d'un premier abord:
Rangeons ſous l’eſtendart d’vne ſaincte puiſſance, L’esprit auec le corps, la vieilleſſe, & l’enfance, Secoüant cette peur qui choque un peu les ſens, Arriue qui pourra, Dieu gouuerne nos ans, Et la poſterité nous ſera plus à gloire, Quand nos cœurs ſur le monde auront quel que victoire.	Rangeons sous l'étendard d'une sainte puissance, L'esprit auec le corps, la vieillesse, et l'enfance, Secoüant cette peur qui choque un peu les sens, Arrive qui pourra, Dieu gouverne nos ans, Et la postérité nous sera plus à gloire, Quand nos cœurs sur le monde auront quel que victoire.
Il faut touſiours mourir.	Il faut toujours mourir.
THEOPHILE.	THÉOPHILE.
Helas!	Hélas!
ie ne crains pas, Je ſuis pour noitre foy à ſubir le trépas.	Ne ne crains pas, Je suis pour naître foi à subir le trépas.
Ie crains que ces enfans ne ſe laiſſent ſurprendre, C’eſt leur pis, & à nous d’oſer les entreprendre, Et d’empeſcher leurs maux, ah!	Je crains que ces enfants ne se laissent surprendre, C'est leur pis, et à nous d'oser les entreprendre, Et d'empêcher leurs maux, ah!
la triſte ſaiſon, Qu'vn abord mal-heureux n’en tire ſa raiſon:	la triste saison, Qu'un abord malheureux n'en tire sa raison:
Ie leur deffend exprés, que parmy ceut plem, Ne s’arreſte en chemin d’où peut venir la peine, Mais tirer d’autre part au riuage des bois, Et ne ſe point montrer que n’entendant nos voix.	Je leur défend exprès, que parmi ceut plein, Ne s'arrête en chemin d'où peut venir la peine, Mais tirer d'autre part au rivage des bois, Et ne se point montrer que n'entendant nos voix.
REINE.	REINE.
Nous ne manquerons pas mon tres-cher Theophile De ſuiure vos conſeils, n’approchans de la ville:	Nous ne manquerons pas mon très-cher Théophile De suivre vos conseils, n'approchants de la ville:
Oſtez vous-en de peine, & ne vous eſtonneZ, Le destin guerira ves jemttmens bleſſez, Le puiſſant Gouuerneur du cours de nos années, A ſoin des Innocens deſſus leurs deſtinèes.	Ôtez -vous-en de peine, et ne vous étonnez, Le destin guérira vez jemttmens blessez, Le puissant Gouverneur du cours de nos années, A soin des Inocents dessus leurs destinées.
THEOPHIIE embraſſant Reine, E Je le croy fegnement, mon aymable ſoucy.	THEOPHIIE embrassant Reine, E Je le crois fègnement, mon aimable souci.
REIN E TEICI adio onone en tepess o uons euiffez icy.	REIN E -TEICI ajout onone en tepess ô uons euiffez ici.
THEOFHILE.	THÉFHILE.
Reine ie ne le puis d'vne amitié diſcrette, Je vous deſirerois en place plus ſecrette, ReſpondeZ Algeride à ces mots importans, Où l’on ne vous connoiſſe à la veuë des Tyrans.	Reine grande ne le puis d'une amitié discrette, Je vous désirerais en place plus secrète, Respondez Algeride à ces mots importants, Où l'on ne vous connaisse à la vue des Tyrans.
ALGERIDE.	ÀLGERIDE.
Si c’eſt faire le faut, que vous importe encore, ſe mourray volontiers pour te Diu que i'udore.	Si c'est faire le faut, que vous importe encore, se mourrai volontiers pour te Div que j'udore.
THEOPHILE.	THÉOPHILE.
Ah quel feu!	Ah quel feu!
ALGERIDE.	ÀLGERIDE.
Quel amour!	Quel amour!
le ſçauez-vous daſia, Que Reine auec moy nous tmrtnons ce combat.	le savez-vous dasia, Que Reine auec moi nous tenrtnons ce combat.
MMEOEHRSD.	MMEOEHRSD.
Helas mes cheres amours.	Hélas mes chères amours.
REINE.	REINE.
Que voſtre eſprit repoſe.	Que votre esprit repose.
Laiſſez-nous.	Laissez-nous.
THEOPHILE.	THÉOPHILE.
Ie voudrois ce que l’on vous propoſe, De ne point expoſer ſur le chemin vos iours, Et choiſir de ces bois les paiſibles-ſeiours, Voyez-vous maintenant vn Cauatier uejtentire, Retirez-vous u loy qu'ie ne vous vienne prenure, Autrement ie vous dis?	Je voudrais ce que l'on vous propose, De ne point exposer sur le chemin vos jours, Et choisir de ces bois les paisiblesseiours, Voyez-vous maintenant un Cavatier uejtentire, Retirez-vous u loi qu'ie ne vous vienne prenure, Autrement un vous dis?
vous me ferez mourir, Apres mille regrets de tous mes deplaiſirs.	vous me ferez mourir, Après mille regrets de tous mes déplaisirs.
SCENE IV.	SCÈNE IV.
PAVLIAS allant chercher Reine.	PAULIAS allant chercher Reine.
THEOPHILE.	THÉOPHILE.
PAVLIAS.	PAULIAS.
N accordans mes ſens à l’amour qui me bleſſe, (On poarray, & vne fois rencaurat ma Reſe,	N accordants mes sens à l'amour qui me blesse, (On poarrai, et une fois rencaurat ma Rése,
Ce cas m'eſt important, & dois-ie eſtre ſecret, Hazardant le déguis de Chreſtien tout diſcret, Auec vn franc deſir de luy ſauuer la vie, Regrettant mille fois la chaiſne qui la lie, L’amour que ie luy porte, eſt vn amour parfaict, Et pluſtoſt aux immortels, que i’en pût quelque effet, Sans point m'aliener de leurs ſaincts Oratoires, Auſſi n’entendans pas de viure outre leurs gloires, N’obſeruant que ce pas qui me peut empeſcher, Telle mort que ce puiſſe à la vouloir ſauuer.	Ce cas m'est important, et dois-je être secret, Hasardant le déguis de Chrétien tout discret, Avec un franc désir de lui sauuer la vie, Regrettant mille fois la chaîne qui la lie, L'amour que ie ans porte, est un amour parfait, Et plutôt aux immortels, que j'en pût quelque effet, Sans point m'aliéner de leurs saints Oratoires, Aussi n'entendant pas de vivre outre leurs gloires, N'observant que ce pas qui me peut empêcher, Telle mort que ce puisse à la vouloir sauver.
Helas!	Hélas!
que ie plains bien Reine ſur cette fuite, Où eſt-elle rangée, hé qui en ſçait la ſuite, Ie dois paſſer plus loin taſchant à la reuoir, N'oubliant ſa beauté en ce triſte deuoir, Enioint à mes amours de trauerſer ces pleines, Ou conſtamment ſouffrir autant qu'elle de peine:	que ici plains bien Reine sur cette fuite, Où est-elle rangée, hé qui en sait la suite, Je dois passer plus loin tâchant à la revoir, N'oubliant sa beauté en ce triste devoir, Enioint à mes amours de traverser ces pleines, Ou constamment souffrir autant qu'elle de peine:
Donne donc Cupidon quel que moyen puiſſant, Implorant ton ſecours, aſſiſte vn languiſſant, Ne puis-ie donc ſçauoir, ô petits Dieux encore, La Reine de mon cœur que ſaictement i’adore, En approchant penſif de ce bon payſant:	Donne donc Cupidon quel que moyen puissant, Implorant ton secours, assiste un languissant, Ne puis-je donc savoir, ô petits Dieux encore, La Reine de mon cœur que saistement j'adore, En approchant pensif de ce bon paysant:
Feignant d’eſtre Chreſtien ſous quel que beau ſemblant ArreſteZ bon vieillard ne ſçauez-vous nouuelle, D’auoir veu par ces lieux fuoyr vne pucelle, Dés hier ie la cherche, & luy voudris donner Un advertiſſement qu’on taſche à l’attraper, Ie ſuis de ſon party, ie ſuis à la deffendre, En expoſant ma vie où l’on la voulut prendre.	Feignant d'être Chrétien sous quel que beau semblant Arrêtez bon vieillard ne savez-vous nouvelle, D'avoir vu par ces lieux fuir quelque pucelle, Dès hier Seigneur la cherche, et ainsi voudris donner Un avertissement qu'on tâche à l'attraper, Je suis de son parti, tu suis à la défendre, En exposant ma vie où l'on la voulut prendre.
THEOPHIME.	THÉPHIME.
Qui eſt-elle Monſieur.	Qui est-elle Monsieur.
PAVLIAS.	PAULIAS.
Fille du grand Clement, I propremim parler fille d'vn vray Tyran.	Fille du grand Clément, I propremim parler fille d'un vrai Tyran.
Puis que cette beauté euite ſa furie, Pum fuinte au couſieau de jon taplatrie.	Puis que cette beauté évite sa furie, Pum fuinte au couieau de jon tapplatrie.
THEOPHILE.	THÉOPHILE.
Encore à quel ſiiet la voudroit-il tuër, ſe vous prie humblement de me le declarer.	Encore à quel siiét la voudrait-il tuer, se vous prie humblement de me le déclarer.
PAVLIAS.	PAULIAS.
Le courroux de Clement pourſuit vne Chreſtienne, La croyant ſur vn faict eſtre vne Magicienne, Elle s’eſt enſerrée dans vn Ormeau fendu, A l’inſtant s’eſt reioint d’vne ſaincte vertu:	Le courroux de Clément poursuit Chrétienne, La croyant sur un fait être une Magicienne, Elle s'est enserrée dans un Ormeau fendu, A l'instant s'est rejoint d'une sainte vertu:
Tel acte en noſtre foy paſſe icy pour miracle, Mais ſa fuite plus loin nous donne entier obſtacle Car Clement retournant aupres de cet Ormeau, Pour en coupper le tronc & le mettre en monceaux, Mais ne la trouuant point, s’en eſtant eſchappée, re couurois vien ſçauoir le lien ou s'eſt ſauuee, Pour luy donner aduis de ce qui eſt certain, Qu'Olibre vient punir les Chreſtiens dés demain.	Tel acte en notre foi passe ici pour miracle, Mais sa fuite plus loin nous donne entier obstacle Car Clément retournant auprès de cet Ormeau, Pour en coupper le tronc et le mettre en monceaux, Mais ne la trouvant point, s'en étant échappée, re couvrois vien savoir le lien ou s'est sauve, Pour lui donner avis de ce qui est certain, Qu'Olibre vient punir les Chrétiens dès demain.
1 HEOPHILE.	1 HÉPHILE.
Reiglez tous les ſoucis que vostre cœur deſire, Et ſi Olibre vient allumer le martyre, T taſchant les Chreſtiens, il ne fera que bien, Noſtre loy ne permet ce folaire entretien, En les rendans vaincus par vne iuſte guerre, Puis qu’ils adorent vn Dieu aux noſtres tout contraire:	Reiglez tous les soucis que votre cœur désire, Et si Olibre vient allumer le martyre, T tâchant les Chrétiens, il ne fera que bien, Notre loi ne permet ce solaire entretien, En les rendants vaincus par une juste guerre, Puis qu'ils adorent un Dieu aux nôtres tout contraire:
Eſt-ce donc cette fille engagée en vos yeux, ReigleZ-vous vos deſſcins aux fiens pernicieux, Nont retirez-vous en, hier ſur ce riuage Eſtoient deux iouuenceaux forçans ſon pucelage, Tellement l’enleuant ie ne puſt l’empeſcher, Ce rap deuant mes yeux, ie la laiſſa aller, Ie n'en ſçay que le nom.	Est-ce donc cette fille engagée en vos yeux, Reinglés-vous vos desscins aux siens pernicieux, Nont retirez-vous en, hier sur ce rivage Étaient deux iouuenceaux forçans son pucelage, Tellement l'enlevant Seigneur ne pût l'empêcher, Ce rap devant mes yeux, Madame la laissa aller, Je n'en sais que le nom.
PAVLIAS.	PAULIAS.
dus lu clcteule aa Peun trelal de Ruaine	dus lu cleule a Peun trelal de Ruaine
THEOPHILE.	THÉOPHILE.
Quel ſuiet auez-vous d'en ietter des ſoûpirs, Liez-vous ſa beauté acec vos deſirs, Si vous en retenez quelques fidelles marques, Ce petit Dieu archer le plus fort des Monarques, Uous la conſeruera, entretenez vos feux, Auſi perdez-vous temps ſi vous nieZ nos Dieux, Car les Chreſtiens touſiours ſe trouuent en tromperies, Comme ils adorent vn Dieu ils hazardent leur ve, Oubliez, là pluſtoſt, puis que pour les Chreſtiens, Elle ayme mieux quitter ſa patrie & ſes biens:	Quel sujet avez-vous d'en jeter des soupirs, Liez-vous sa beauté acec vos désirs, Si vous en retenez quelques fidèles marques, Ce petit Dieu archer le plus fort des Monarques, Uous la conservera, entretenez vos feux, Ausi perdez-vous temps si vous niez nos Dieux, Car les Chrétiens toujours se trouvent en tromperies, Comme ils adorent un Dieu ils hasardent leur ve, Oubliez, là plutôt, puis que pour les Chrétiens, Elle aime mieux quitter sa patrie et ses biens:
Vous dites que ce grand Olibrius de Rome, Vient en cette Cité pour reformer les hemmes, Qui viuent hors les loix de nos grands Empereurs, On vien a'enre punts par de viues rigueurs:	Vous dites que ce grand Olibrius de Rome, Vient en cette Cité pour réformer les hémmes, Qui vivent hors les lois de nos grands Empereurs, On vien a'enre punts par de vives rigueurs:
Hé quel choix voudrieZ-vous, ou d’vne fugitiue, On d’vn pere apres tout qui de ſes biens la priue.	Hé quel choix voudriez-vous, ou d'une fugitive, On d'un père après tout qui de ses biens la prive.
PAVLIAS.	PAULIAS.
Comme l’amour me tient priſonnier ſous ſes loix, Ie veux paſſer pour elle & les eaux & les bois, Et tle touxces trauers naxarden cununtute s Pluſtoſt que d’oublier ſa digne portraicture, Ie m’embarqueray donc ſur ce fleuue coulant, La chercher viue oumorte, & finir mon tourment.	Comme l'amour me tient prisonnier sous ses lois, Je veux passer pour elle et les eaux et les bois, Et tle touxces travers naxarden cununtute s Plustost que d'oublier sa digne portraiture, Je m'embarquerai donc sur ce fleuve coulant, La chercher vive oumorte, et finir mon tourment.
THEOPHILE.	THÉOPHILE.
Ie me ſuis apperçu icy de ſon addreſſe, Beignant d’eſtre Chreſtien, il cherche ſa maiſtreſſe, Va-t’en donc Paulias où l’amour te conduit, Et tu reconnoiſtras auſſi qu’il te ſedutt.	Je me suis aperçu ici de son adresse, Beignant d'être Chrétien, il cherche sa maîtresse, Va-t-en donc Paulias où l'amour te conduit, Et tu reconnaîtras aussi qu'il te sédut.
SCENE V.	SCÈNE V.
ASTHERE, PROTINE, AMELIN.	ASTHÉRE, PROTINE, AMELIN.
2 ASTHERE.	2 ASTHÉRE.
Vs ſus, battons aux champs, éuitons le reproche, Puis que ſoudainement Olibrius approche, De peur que ſon abord ne declare vn cartel, A la vraye innocence au lieu du criminel, An tommen excujer e deniurer de peine, Mon frere vous & moy par les crimes dè Reine.	Vs sus, battons aux champs, évidons le reproche, Puis que soudainement Olibrius approche, De peur que son abord ne déclare un cartel, À la vraie innocence au lieu du criminel, An tommen excujer eût denivrer de peine, Mon frère vous et moi par les crimes dè Reine.
PROTINE.	PROTINE.
Où courir là trouuer nous voyons que d’hier, En ſon ia retourneZ les plus viſtes courriers, Et ſans doute il ſe peut que ſe ſentant preſſée, En ce fleuue coulant ſe ſeroit eſlancée.	Où courir là trouver nous voyons que d'hier, En son ja retournez les plus vîtes courriers, Et sans doute il se peut que se sentant pressée, En ce fleuve coulant se serait élancée.
AS IHERE.	AS JHÉRE.
Ah!	Ah!
qu’il plust à nos Dieux, & qu’en fuſſions certains, Ou que les loups des bois en fuſſent deſia plains.	qu'il plaît à nos Dieux, et qu'en fussions certains, Ou que les loups des bois en fussent déjà plains.
ROTINE.	ROTINE.
Il n’y a que tenir, ie la tiens estre morte, En quelle part que ſoit.	Il n'y a que tenir, ie la tiens être morte, En quelle part que soit.
ASTIERE.	ASTIERE.
