A MADAME VLAE .	À MADAME VLAE .
La faim, à mon aduis, & la peine enduree, Semble vous requerir vn repos de duree, Et le remarquant bien ence teint qui paſtit, Ie vay vous preparer, & la table, & le lit.	La faim, à mon avis, et la peine endurée, Semble vous requérir un repos de durer, Et le remarquant bien ence teint qui pâtit, Je vais vous préparer, et la table, et le lit.
ARSIDOR.	ARSIDOR.
Prepare moy pluſtoſt la ſombre ſepulture.	Prépare -moi plutôt la sombre sépulture.
Triſte, eſtrange, funeſte, & fantaſque aduanture, Le bizarre deſtin ſe plaiſt à me trahir, En me forçant d’aymer ce que ie veux hair, Et la valeur d'Alcandre, & ſon rare merite, M'arrachent de l’eſprit le penſer qui m'irrite, Ie hay, i’ayme, ie crains, & ſuy le meſme obiet, Ces diuers ſentimens naiſſent d’vn ſeul ſuiet, Suiet que ie deteſte, & qu’il faut que ie ſerue, Ie venois pour rauir ce que ie luy conſerue, Ie combats contre moy, pour combattre pour luy, En vn mot ie me perds, le ſauuant auiourd'huy.	Triste, étrange, funeste, et fantasque aventure, Le bizarre destin se plaît à me trahir, En me forçant d'aimer ce que sans veux haïr, Et la valeur d'Alcandre, et son rare mérite, M'arrachent de l'esprit le penser qui m'irrite, Je ha, ïaime, ie crains, et ou le me obiet, Et diuers sentiments naissent d'vn seul sujet, Suiet que que après, et qu'il faut que ie serve, Je venais pour ravir ce que je venais conserve, Je combats contre moi, pour combattre pour moi, En En Un mot me perds, et sauuant auiourd'.
Mon ame de conſeil eſt bien abandonnee,	Mon âme de conseil est bien abandonnée,
Quoy!	Quoi!
voudrions-nous oſter vne choſe donnee?	voudrions-nous ôter une chose donne?
Pourrions-nous conſentir à cette laſcheté?	Pourrions-nous consentir à cette lâcheté?
Le plaiſir en ce cas ſeroit trop acheté;	Le plaisir en ce cas serait trop acheté;
Non, il faut reietter cette brutale enuie, Et garder noſtre honneur, qui vaut mieux que la vie;	Non, il faut rejetter cette brutale envie, Et garder notre honneur, qui vaut mieux que la vie;
Laiſſons le viure heureux, & mourons innocens.	Laissons le vivre heureux, et mourons innocents.
Diuerſes paßions qui m’agitteZ le ſens, Inutile diſcours de mon ame eſgaree, Ne vous ſouuient il plus des beauteZ de Neree?	Diverses passions qui m'agittez le sens, Inutile discours de mon âme égarée, Ne vous souvient il plus des beautés de Nère?
Ne vous ſouuient il plus qu’il la doit poſſeder?	Ne vous souvient il plus qu'il la doit posséder?
Et traiſtres à l’Amour vous la voulez ceder!	Et traîtres à l'Amour vous la voulez céder!
Et traiſtres, vous voulez qu’en perdant le ſoin d’elle, Pour me monſtrer Amy, ie paroiſſe infidelle!	Et traîtres, vous voulez qu'en perdant le soin d'elle, Pour me montrer Ami, ie notre infidèle!
Allez, ie vous defends de me plus r'approcher, Auſsi bien vos raiſons me trouueroient rocher;	Allez, Seigneur vous défends de me plus rapprocher, Aussi bien vos raisons me trouveraient rocher;
Allez, quitteZ mon cœur, & changez de demeure, Le Ciel condamne Alcandre, & ce bras veut qu’il meure, Dés qu’il pourra marcher on m’y verra courir;	Allez, quittez mon cœur, et changez de demeure, Le Ciel condamne Alcandre, et ce bras veut qu'il meure, Dès qu'il pourra marcher on m'y verra courir;
Dieu des medicaments guaris le pour mourir.	Dieu des médicaments garis le pour mourir.
ACTE CINC VIESME.	ACTE CINC VIESME.
NEREE, CLARINE, ARGANTE, SES MATELOTS, ARSIDO.	NERE, CLARINE, ARGANTE, SES MATELOTS, ARSIDO.
R, ALCANDRE, LE ROY DE DANEMARC, I ROVPE DE SES COVRTISANS, ALLERAN.	R, ALCANDRE, LE ROY DE DANEMARC, I ROUPE DE SES COURTISANS, ALLERAN.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
NEREE.	NERE.
CLARINE, ARGANTE, SES MATELOIS, EREE.	CLARINE, ARGANTE, SES MATELOIS, ERCE.
STANCES.	STANCES.
N vain ma legitime enuie, Implore la grace du ſort;	N vain ma légitime envie, Implore la grâce du sort;
Ie ſuis à deux doigts de la mort, Sans pouuoir ſortir de la vie:	Je suis à deux doigts de la mort, Sans pouvoir sortir de la vie:
Et ce traiſtre element, ſi ſuiet à changer, Deuient conſtant pour m'afſtiger.	Et ce traître élément, si sujet à changer, Deuient constant pour m'afstiger.
Icy le calme & la bonace Semblent laiſſer dormir les flots, Außi bien que les Matelots, Que nul accident ne menace:	Ici le calme et la bonace Semblent laisser dormir les flots, Aussi bien que les Matelots, Que nul accident ne menace:
Et dans ces vastes lieux où ie ſuis en priſon, Rien n'eſt trouble que ma raiſon.	Et dans ces vastes lieux où ils suis en prison, Rien n'est trouble que ma raison.
Les vents retiennent leur haleine, Eſcoutant ronfler les Nochers:	Les vents retiennent leur haleine, Escoutant ronfler les Nochers:
Cette mer n’a point de Rochers, Et ne connut iamais Baleine:	Cette mer n'a point de Rochers, Et ne connut jamais Baleine:
Ou'vien ſi queique Rocoſe ſe preſenter, C’eſt qu’il ſe veut faire eſuiter.	Ou'vien si queique Rocose se présenter, C'est qu'il se veut faire éviter.
O Dieux, qui voyez dans mon ame La Douleur comme en vn tableau, Si l’Ocean a trop peu d’eau, Pour pouuoir eſteindre ma flamme, Dans le iuſte deſſein qui me porte à mourir, Mes yeux le veulent ſecourir.	Ô Dieux, qui voyez dans mon âme La Douleur comme en un tableau, Si l'Océan a trop peu d'eau, Pour pouvoir éteindre ma flamme, Dans le juste dessein qui me porte à mourir, Mes yeux le veulent secourir.
Neptune, en ma douleur amere, Faiſant ce qu’autrefois tu fis, Donne le ſepulchre du fils, Comme le berceau de la mere:	Neptune, en ma douleur âme, Faisant ce qu'autrefois tu fis, Donne le sépulcre du fils, Comme le berceau de la mère:
Fais le tõbeau d'Amour (te monſtrãt liberal) De Perles, d’Ambre, & de Coral.	Fais le tombeau d'Amour (te montrant libéral) De Perles, d'Ambre, et de Coral.
Mais où vont ces propos friuoles?	Mais où vont ces propos frivoles?
A Neptune mon ennemy, Qui peut-eſtre fait l’endormy, Bien qu'il eſcoute mes paroles:	A Neptune mon ennemi, Qui peut-être fait l'endormi, Bien qu'il écoute mes paroles:
Car ces flots applanis, quand ie veux l’inuoquer, Semblent ſouſrire, & ſe mocquer.	Car ces flots applanis, quand on veux l'invoquer, Semblent sousrire, et se moquer.
Helas, ma croyance eſt certaine, L’inhumain trahit mon eſpoir, De mnon dtecommente de voir Le front d’vne Roche hautaine:	Hélas, ma croyance est certaine, L'inhumain trahit mon espoir, De mnon dtecommente de voir Le front d'une Roche hautaine:
Le riuage s’approche, ô regrets ſuperflus, Mourons pour ne le reuoir plus.	Le rivage s'approche, ô regrets superflus, Mourons pour ne le revoir plus.
ARGANTE.	ARGANTE.
Dieux!	Dieux!
à quoy penſez vous dãs ce tranſport extremes Sortez du deſeſpoir & r'entrez en vous meſme;	à quoi pensez -vous dans ce transport extrêmes Sortez du désespoir et rentrez en vous -même;
Conſiderez, Madame, à quel point de bon-heur, A quel point de plaiſir, à quel degré d’honneur peun eſcene en tateunatey & rdis maun cuus aſſure Que le voſtre rencontre vn baume à ſa bleſſure.	Considérez, Madame, à quel point de bonheur, A quel point de plaisir, à quel degré d'honneur peun escene en tatteunatey et rédis maun cuus assure Que le vôtre rencontre un baume à sa blessure.
NEREE.	NERE.
Donne luy ſi tu veux la puiſſance des Rois, Feins que tout l’vniuers en reçoiue des loix, Peins le moy tout parfait, & tout remply de charmes, Ie ne ſçaurois le voir à trauers de mes larmes, Et ſa perfection pour moy n'eſt qu'vn deffaut:	Donne autre si tu veux la puissance des Rois, Feins que tout l'univers en reçoive des lois, Peins le moi tout parfait, et tout rempli de charmes, Je ne saurais le voir à travers de mes larmes, Et sa perfection pour moi n'est qu'un défaut:
Sa grandeur ne me ſert qu'à tomber de plus haut.	Sa grandeur ne me sert qu'à tomber de plus haut.
Mais non, ie m'en deſdis, ie ne ſeray pas ſienne, Et ie croy que ſa perte a deuancé la mienne:	Mais non, Seigneur m'en dédis, on ne serai pas sienne, Et tu crois que sa perte a devancé la mienne:
Arſidor en mourant l’aura mis au cercueil;	Arsidor en mourant l'aura mis au cercueil;
EmployeZ vos Tailleurs à des hubits de deuil, Alcandre ne vit plus, & c'eſt où ie me fie, Allons ſur ſon tombeau, que l’on m’y ſacrifie.	Employez vos Tailleurs à des hubits de deuil, Alcandre ne vit plus, et c'est où tub me fie, Allons sur son tombeau, que l'on m'y sacrifie.
ARGANTE.	ARGANTE.
Perde le iuſte Ciel ces preſages en l’aer.	Perde le juste Ciel ces présages en l'aer.
Mais pour vous faire taire il ne faut plus parler:	Mais pour vous faire taire il ne faut plus parler:
Compagnons, voile au vent, abordons le riuage.	Compagnons, voile au vent, abordons le rivage.
NEREE.	NERE.
Aborde moy pluſtoſt en quelque Iſle ſauuage, Ou les Tygres plus doux écoutent ma clameur.	Aborde moi plutôt en quelque Île sauvage, Ou les Tigres plus doux écoutent ma clameur.
ARGANTE.	ARGANTE.
Il n’est rien de ſauuage aupres de voſtre humeur.	Il n'est rien de sauvage auprès de votre humeur.
SCENE SECONDE.	SCÈNE SECONDE.
ARSIDOR.	ARSIDOR.
Ene ſçaurois (Amour) ie n'en ſuis point capable;	Une sçaurois (Amour) ie n'en suis point capable;
I Ce crime en y penſant me fait croire coupable;	I Je crime en y pensant me fait croire coupable;
Le cœur le plus ingrat n’y pourroit conſentir, Et ſans l’auoir commis i'en ay du repentir.	Le cœur le plus ingrat n'y pourrait consentir, Et sans l'avoir commis j'en ai du repentir.
Tant de bien faits receus, tãt d’honneur, tãt de gloire.	Tant de bien faits reçus, tant d'honneur, toujours de gloire.
En chaſſant la colere occupent ma memoire, Que malgré le belœil qui me ſceut enflammer, Les vertus d’vn Riual me forcent à l’aymer.	En chassant la colère occupent ma mémoire, Que malgré le belœil qui me sout enflammer, Les vertus d'une Rival me forcent à l'aimer.
L’ordre qu’il enuoya par toute la Prouince;	L'ordre qu'il envoya par toute la Province;
Fait que ſans me connoiſtre on me receut en Prince, Quand mon eſprit malade a ſceu ſa guariſon, L’innocent a logé le traiſtre en ſa maiſon, Le Roy m'a careßé, toute la Cour m'honore, 7 Alcandre en embraſſant me iure qu’il m’adore;	Fait que sans me connaître on me reçut en Prince, Quand mon esprit malade à su sa garison, L'innocent à logé le traître en sa maison, Le Roi m'a caressé, toute la Cour m'honore, 7 Alcandre en embrassant me jure qu'il m'adore;
Et le pauure abusé par vn monſtre d’enfer, Entretient vn ſerpent qui le veut étouffer:	Et le pauvre abusé par un monstre d'enfer, Entretient un serpent qui le veut étouffer:
Ciel!	Ciel!
ouure ſous mes pas le centre de la terre:	ouvre sous mes pas le centre de la terre:
Ie ne veux de clarté que celle du tonnerre;	Je ne veux de clarté que celle du tonnerre;
Qu'il me briſe la teſte en rompant mon deſſein:	Qu'il me brise la tête en rompant mon dessein:
Mais quoy, ce fier Tyran, qui regne dans mon ſein, Se rit des ſeutimens que la vertu m’inſpire, Et le Tygre acharné rien que ſang ne reſpire, Il veut celuy d’Alcandre:	Mais quoi, ce fier Tyran, qui règne dans mon sein, Se rit des seutiments que la vertu m'inspire, Et le Tigre acharné rien que sang ne respire, Il veut celui d'Alcandre:
ô barbare inhumain, Toy qui connois ſon cœur viens conduire ma main;	ô barbare inhumain, Toi qui connais son cœur viens conduire ma main;
Qu'elle efface vn portraict que ie porte dans l’ame:	Qu'elle efface un portrait que je porte dans l'âme:
Alcandre eſt criminel de bruſler de ma flamme Ce triſte ſouuenir qui trouble mon repos, O ffuſque ma raiſon & change mon propos;	Alcandre est criminel de brûler de ma flamme Ce triste souvenir qui trouble mon repos, Ô Œusque ma raison et change mon propos;
Il en veut à Neree, il en veut à ma vie, Il me rauit le iour en ma Dame rauie:	Il en veut à Neree, il en veut à ma vie, Il me ravit le jour en ma Dame ravie:
Et laſche que ie fuis ie voudrois endurer Qu’au milieu de mon mal ce bien luy puſt durer?	Et lâche que Madame fuis quelque voudrais endurer Qu'au milieu de mon mal ce bien a pût durer?
Et laſche que ie ſuis i’ay ſi peu de courage, Qu'vn foible compliment eſt plus fort que ma rage?	Et lâche que je suis j'ai si peu de courage, Qu'un faible compliment est plus fort que ma rage?
Que quelque honneſteté deſarme mon courroux?	Que quelque honnêteté désarme mon courroux?
Viure ny pardonner n'appartient point à nous;	Vivre ici pardonner n'appartient point à nous;
Non, non, il faut mourir aueccette allegeance, L 2- Que meſme l’ennemy ſert à noſtre vengeance, Et que ce Phaëton, ſi preſt de trebucher, Aide à ſon Sacrifice, & ſe dreſſe vn Bucher:	Non, non, il faut mourir aveccette allégeance, L 2- Que -là l'ennemi sert à notre vengeance, Et que ce Phaéton, si prêt de trébucher, Aide à son Sacrifice, et se dresse un Bûcher:
Ha bons Dieux!	Ha bons Dieux!
le voicy, la colere me quitte.	le voici, la colère me quitte.
SCENE TROISIESME.	SCÈNE -TROISIÈME.
ALCANDRE, ARSIDOR,	ÀLCANDRE, ARSIDOR,
ALCANDRE.	ÀLCANDRE.
N fin de ma promeſſe il faut que ie m’acquitte.	N fin de ma promesse il faut que ici m'acquitte.
ARSIDOR.	ARSIDOR.
De ioye & de pitié le cœur au ſein me bat.	De joie et de pitié le cœur au sein me bat.
Le Roy pour m’obliger vous permet le combat, Contre qui que ce ſoit, vous en auez licence;	Le Roi pour m'obliger vous permet le combat, Contre qui que ce soit, vous en avez licence;
Et ce genereux Prince, amy de l’innocence, Se va rendre à la place Coù ie vous dois mener) Auecques le deſſein de vous y couronner.	Et ce généreux Prince, ami de l'innocence, Se va rendre à la place Coù ie vous dois mener) Avecques le dessein de vous y couronner.
ARSIDOR.	ARSIDOR.
Veid-on iamais douleur comparable à la mienne?	Veid-on jamais douleur comparable à la mienne?
A LCANDRE.	À LCANDRE.
Faites mon Caualier que ma priere obtienne L’honneur de vous ſeruir, où les braues gens vont, Ne combattez point ſeul, prenez-moy pour ſecond, Que ie meure à vos pieds, & pour voſtre defenſe;	Faites mon Cavalier que ma prière obtienne L'honneur de vous servir, où les braves gens vont, Ne combattez point seul, prenez-moi pour second, Que ie meure à vos pieds, et pour votre défense;
Auſsi bien vous aymant i'ay ma part à l’offenſe, En me donnant à vous, ce n’eſt point à demy, Tout ce que vous n’aymeZ, ie le tiens ennemy.	Aussi bien vous aimant j'ai ma part à l'offense, En me donnant à vous, ce n'est point à demi, Tout ce que vous n'aimez, ie le tiens ennemi.
Al le dIEo Rr.	Al le dIE Rr.
Et ie ne mourray pas de regret & de honte?	Et ici ne mourrai pas de regret et de honte?
ALCANDRE, Que ſi de ma requeſte on fait ſi peu de compte, Qu'à tout le moins encor Alcandre ſcache en fin, Quel eſt cet ennemy, n'en faite plus le fin.	ÀLCANDRE, Que si de ma requête on fait si peu de compte, Qu'à tout le moins encor Alcandre sache en fin, Quel est cet ennemi, n'en faite plus le fin.
ARSIDOR, O Dieux!	ARSIDOR, Ô Dieux!
qu’en ce moment i’ay l’ame à la torture:	qu'en ce moment j'ai l'âme à la torture:
Draue & courtois Aucanure, en prenant ſa peintu Voſtre main & voſtre œil me peuuent ſecourir, Car ſi ie le diſois, vous me verriez mourir.	Drave et courtois Aucanure, en prenant sa peintu Votre main et votre œil me peuvent secourir, Car si ici le disais, vous me verriez mourir.
ALCANDRE, Où mon œil a perdu ſon ordinaire vſage, Où ie ne voy de traits que ceux de mon viſage, Cet Enigme eſt obſcur, expliquez vous encor.	ÀLCANDRE, Où mon œil a perdu son ordinaire usage, Où sent ne vois de traits que ceux de mon visage, Cet Enigme est obscur, expliquez vous encor.
ARSIDOR.	ARSIDOR.
Incomparable Alcandre, on m’appelle Arſidor, Qui viens prendre de vous vne mort defiree, E eſt par ta ſeuiement qu'on peut auou Neree.	Incomparable Alcandre, on m'appelle Arsidor, Qui viens prendre de vous une mort désirée, E st par ta seuiement qu'on peut avou Nère.
ALCANDRE.	ÀLCANDRE.
V eillay-ie;	V Villai-je;
ou ſi le ſonge esblouit mes eſprits?	ou si le songe éblouit mes esprits?
ARSIDOR.	ARSIDOR.
Ie ſçay bien que trompé vous demeureZ ſurpris, Ie ſçay bien que trompeur ie merite vn ſupplice, Pardonnez à l’Amour, & perdez ſon complice:	Je sais bien que trompé vous demeurez surpris, Je sais bien que trompeur homme mérite un supplice, Pardonnez à l'Amour, et perdez son complice:
