CEQ ESTGONTENV AV PRESENT	CEQ ÉTGONTENV AU PRÉSENT
encore au fond du cœur, Encore ie leur garde vne vieille rancœur, Encore Ganymede, & ſa beauté choiſie A la table des Dieux pour ſeruir l’Ambroſie, Ma forme meſpriſée, & le faux iugement De Paris, ſont grauez en mon entendement:	encore au fond du cœur, Encore Roi leur garde une vieille rancœur, Encore Ganimède, et sa beauté choisie À la table des Dieux pour servir l'Ambrosie, Ma forme méprisée, et le faux jugement De Paris, sont gravés en mon entendement:
Il m’en ſouuient encore, encore ie guerroye Pour le tort de ceux là les reliques de Troye.	Il m'en souvient encore, encore encore guerroie Pour le tort de ceux -là les reliques de Troie.
Mais que puis-ie plus faire?	Mais que puis-je plus faire?
or le temps limité Par les Deſtins ſe tourne à ſon extremité.	or le temps limité Par les Destins se tourne à son extrémité.
I’ay l’Itale troublé de ſang & de carnage, Iupiter me deffend d’attenter d’auantage:	J'ai l'Itale troublé de sang et de carnage, Jupiter me défend d'attenter d'avantage:
Sans luy de flame armée au milieu des combats I'irois or rechauffant les batailles là bas.	Sans était de flamme armée au milieu des combats J'irais or réchauffant les batailles -là bas.
Nymphel ’honneur des eaux, que ſeulle d’entre celles Qui monterent iamais des latines pucelles Au lict de Iupiter ingrat & mal plaiſant, Ie priſe volontiers, & vay fauoriſans, Que i’ay receüe au Ciel, apren ton deüil Iuturne?	Nymphel 'honneur des eaux, que seulle d'entre celles Qui montèrent jamais des latines pucelles Au lit de Jupiter ingrat et mal plaisant, Je prise volontiers, et vais favorisants, Que j'ai reçue au Ciel, appren ton deuil Juturne?
Et ne m’accuſe point du malheur de ton Turne.	Et ne m'accuse point du malheur de ton Turne.
I’ay deffendu ton frere autant que l'ont permis La fortune proſpere, & les destins amis:	J'ai défendu ton frère autant que l'ont permis La fortune prospère, et les destins amis:
I’ay combatu pour lu y, du danger des batailles L’ay ſauué dans ta ville, & gardé tes murailles.	J'ai combattu pour lu y, du danger des batailles L'ai sauvé dans ta ville, et gardé tes murailles.
Il eſtoit orgueilleux, comme on eſt couſtumier, De s’enorgueillir trop de ſon ſuccés premier, D’auoir veu de ſon coup la maiſon & la race D'Euandre Arcadien trebuſcher ſur la place, Pallas l’eſtomach grand d’vne grand'playe ouuert, D’auoir de ſang Troyen la campaigne couuert:	Il était orgueilleux, comme on est coutumier, De s'enorgueillir trop de son succès premier, D'avoir vu de son coup la maison et la race D'Euandre Arcadien trebûcher sur la place, Pallas l'estomac grand d'une grand plaie ouvert, D'avoir de sang Troyen la campagne couvert:
Il ſuiuoit ſa victoire, & de ſon brant qui taille Se fendoit vn chemin au trauers la bataille, Cherchant le fort Enee, Enee qui deuoit Vanger ardant ſur luy la douleur qu’il auoit.	Il suivait sa victoire, et de son brant qui taille Se fendait un chemin au travers la bataille, Cherchant le fort Énée, Éne qui devait Venger ardant sur lui la douleur qu'il avait.
Quand ie l’oſtay de la, poitriſſant vne nue	Quand notre l'ôtai de la, poitrissant une nue
Dent ie formay d’Enée, vne image menue.	Dent ici formai d'Enée, une image menue.
Ie fis de mille eſclairs ſon eſcu flamboyer, Sur ſa teſte ie fis vn panache ondoyer Tel que le porte Enee, & encore à l’Idole Ie donnay le marcher d’Enee, & la parole, Parole ſans eſprit, les figures des corps Vont ainſi voletant quand les hommes ſont morts, La feinte alloit ſautant au front de ſes genſdarmes, Ton frere prouoquant de paroles & d’armes, Il ſe met au deuant, & creſpant en ſon poing Vn iauelot guerrier, le fait bruire de loing Contre le faux ſemblant, mais la legere feinte Tourne arriere le dos en feignant d’auoir crainte.	Je fis de mille éclairs son écu flamboyer, Sur sa tête homme fis un panache ondoyer Tel que le porte Énée, et encore à l'Idole Je donnai le marcher d'Enee, et la parole, Parole sans esprit, les figures des corps Vont ainsi voletant quand les hommes sont morts, La feinte allait sautant au front de ses gensdarmes, Ton re prévoquant de paroles et d'armes, Il se met au devant, Il se met au poing Et iauelot guerrier, le fait bruire de loin , Contre le faux semblant, mais la loin d' Une arriere m ais en la l'une crainte.
Ton frere qui voit lors comme l’Idole fuit, Croiant que t’eſt Lnée, il la preſſe, & là ſuit, Pauure qui ne void point que ſon eſpoir friuole Porté des vens legers trompeuſement s’en-vole.	Ton frère qui voit lors comme l'Idole fuit, Croyant que t'est Lnée, il la presse, et là suit, Pauvre qui ne voit point que son espoir frivole Porté des vents légers trompeusement s'envole.
En vain dedans ſa main brille ſon glaiue nu, En vain pour la fraper ſe courbe l’are eornu, Elle court deuant luy, vne nauire ancree Eſtoit iointe au rocher ou l’Image eſtentrée Feignant de ſe cacher, ton frere la ſuiuant Voit comme elle ſe pert eſuanouie au vent.	En vain dedans sa main brille son glaiue nu, En vain pour la frapper se courbe l'are eornu, Elle court devantages, une navire ancre Était jointe au rocher ou l'Image estentrée Feignant de se cacher, ton frère la suivant Voit comme elle se pert évanouie au vent.
Il demeure eſtonne dans la nef, & ie coupe Les cordages ſoudain, donne le vent en poupe, Enuole la nauire, & renuerſant la mer Ie fay l’eau qui blanchit ſous la trace eſcumer, Tant que par mon ſecours la nauire guidée Eſchappé du danger le conduit en Ardée.	Il demeure étonne dans la nef, et ainsi coupe Les cordages soudain, donne le vent en poupe, Envole la navire, et renversant la mer Je fais l'eau qui blanchit sous la trace écumer, Tant que par mon secours la navire guidée Échappé du danger le conduit en Ardée.
Maintenant ie le voy, ie voy ſon apparail L’expoſer de rechef ſous vn malheur pareil, Deſ ia ſon terme eſt proche, & la Parque bleſmie Tourne ſon dernier iour ſous la force ennemie.	Maintenant ie le vois, je vois son apparail L'exposer de rêches sous un malheur pareil, Des ja son terme est proche, et la Parque blêmie Tourne son dernier jour sous la force ennemie.
Ha, Iuturne, mon œil, mon ail ne peut ſouffris De voir ce teuno Prince à te comibat s'uffir.	Ha, Iuturne, mon œil, mon ail ne peut souffris De voir ce teuno Prince à te comibat s'uffir.
Cet accord me deſplaiſt, la bataille aßignee Entre ces deux guerriers n’eſt pas bien ordonnee, La partie eſt mal-faicte, il faut, ſi le ſoucy De ton frere te touche, il faut rompre cecy.	Cet accord me déplaît, la bataille assignee Entre ces deux guerriers n'est pas bien ordonnée, La partie est mal-faicte, il faut, si le souci De ton frère te touche, il faut rompre ceci.
Hardie oſe, entrepren, quelque heur plus fauorable Pourra peut eſtre ſuiure vn fait ſi miſerable Iut.	Hardie ose, entrepren, quelque heur plus favorable Pourra peut été suivre un fait si misérable Iut.
Ha mon frere, ha mon frere, auiourdhuy ta valeur Trop malheureuſe helas ta filé ce malheur.	Ha mon frère, ha mon frère, auiourdhuy ta valeur Trop malheureuse hélas ta filé ce malheur.
Miſerable vieillard, vieilleſſe infortunee Que le Ciel eſpargnoit à ſa triſte iournee, Daune ô Daune mon pere, & toy cheſtiue ſœur, A qui le Dieu puiſſant des foudres poſſeſſeur L’empire conceda des eaux obeiſſantes Qui dorment aux eſtangs & aux lacs croupiſſantes, Et des fleuues ſonnants d’vn flot entreſuiui, Quand de tes ieunes ans la fleur il eut raui, Mſalheureuſe en ton heur qui contrainte de viure Verras mourir ton frere & ne le pourras ſuiure.	Misérable vieillard, vieillesse infortunée Que le Ciel épargnait à sa triste journée, Daune ô Daune mon père, et toi chétive sœur, À qui le Dieu puissant des foudres possesseur L'empire concéda des eaux obéissantes Qui dorment aux étangs et aux lacs croupissantes, Et des fleuves sonnants d'un flot entressui, Quand de tes jeunes ans la fleur il eut ravis, Malheureuse en ton heur qui contrainte de vivre Ras mourir ton frère et ne le pourras suivre.
Iun.	Jun.
Pourquoy de tant de coups vas tu folle offenſant Ton eſtomac d’albaſtre, & ton ſein innocent, Non ce n’eſt plus le temps de plaintes & de larmes, Auance toy Iuturne, il faut courir aux armes, Sus ſus deſpeſche toy, c’eſt des-ja trop tardé, Va rompre ſi tu peux le combat accordé, Donne luy du ſecours, ſauue de la ton frere, Rallume le diſcord, c’eſt moy qui le fais faire.	Pourquoi de tant de coups vas tu folle offensant Ton estomac d'albâtre, et ton sein innocent, Non ce n'est plus le temps de plaintes et de larmes, Avance toi Iuturne, il faut courir aux armes, Sus sus dépêche toi, c'est déjà trop tardé, Va rompre si tu peux le combat accordé, Donne lui du secours, sauve de la ton frère, Rallume le discord, c'est moi qui le fais faire.
Iut.	Iut.
Que feray-ie pauurete helas par quel moyen Le pourray ie eſchapper des mains de ce Troyen?	Que ferai-je pauvre hélas par quel moyen Le pourrai ici échapper des mains de ce Troyen?
Mon penſer eſt douteux, mon ame tranſportee Errant de tous coſtez triſte & deſconfortee Ne ſçait ou ſe reſoudre.	Mon penser est douteux, mon âme transportée Errant de tous côtés triste et desconfortée Ne sait ou se résoudre.
& le ſoucy qu’elle à Bouillant d’ardeur la pouſſe ores cy tantoſt là.	et le souci qu'elle à Bouillant d'ardeur la pousse ores cy tantôt là.
Comme dans vn baßin, quand le ſoleil eſclaire, L’eau tremblante aux rayons, brille vne lueur claire Qui ca & la s'éclate, & tantost ya touches	Comme dans un bassin, quand le soleil éclaire, L'eau tremblante aux rayons, brille une lueur claire Qui ca et la s'éclate, et tantôt ya touches
De ſa clarté la terre, & tantoſt le plancher.	De sa clarté la terre, et tantôt le plancher.
Helas ô qu'el appuy tu perdras Auſonie, O quel amant helas tu perdras Lauinie, Quel frere pauure Nymphe, & quel chef valeureux Rùtulois vous rauit ce combat malheureux?	Hélas ô qu'elle appui tu perdras Ausonie, Ô quel amant hélas tu perdras Lavinie, Quel frère pauvre Nymphe, et quel chef valeureux Rùtulois vous ravit ce combat malheureux?
Ton langage affeté nous ourdit cet eſclandre, Drance, tu luy as fait ce duel entreprendre, Miſerable duel, duel trop haſardeux, Duel qui d’vn feul coup en feroit mourir deux, Si la mort ſur les deux auoit neſme puiſſance:	Ton langage affété nous ourdit cet esclandre, Drance, tu lui as fait ce duel entreprendre, Misérable duel, duel trop hasardeux, Duel qui d'un seul coup en ferait mourir deux, Si la mort sur les deux avait nême puissance:
Que ie te veux de mal faux vieillard, meſchant Drance Que ie te veux de mal, des que ton feint parler L’induict a ceſteguerre.	Que ie te veux de mal faux vieillard, méchant Drance Que ie te veux de mal, des que ton feint parler L'induit a cetteguerre.
ou il iura d’aller.	ou il jura d'aller.
Turne (ce diſois tu, tonnant d vn beau langage) Aye pitié des tiens, rabaiſſe ton courage, Redonne nous la paix tant deſiree, ô chef, O ſeul en l’Italie auteur detout meſchef.	Turne (ce disais -tu, tonnant dommes beau langage) Aïe pitié des tiens, rabaisse ton courage, Redonne nous la paix tant désirée, ô chef, Ô seul en l'Italie auteur détout mèches.
Vois tu tes citoyens qui deſolez te tendent Leur miſerables bras, & la paix te demandent;	Vois -tu tes citoyens qui désolés te tendent Leur misérables bras, et la paix te demandent;
Pourquoy les iettes tu ſi ſouuent au trauers De la guerre ſanglante, & des dangers ouuerts?	Pourquoi les jettes tu si souvent au travers De la guerre sanglante, et des dangers ouverts?
Aſſez, aſſez & tropt auons nous veu de guerre, Aſſez & tropt de morts.	Assez, assez et tropt avons nous vu de guerre, Assez et tropt de morts.
& noſtre large terre Eſt deſolée aſſez par le malheur paſſé, Turne (nous t’en prions) retire toy chaſſé:	et notre large terre Est désolée assez par le malheur passé, Turne (nous t'en prions) retire toi chassé:
Ou ſi tu as du cœur, & que la renommee Tienne d’vn beau deſir ta poitrine enflamee, Si tu es aſſez fort, ſi la fille d’vn Roy, Et ſa dot te plaiſt tant, va, pouſſe, enhardy toy, Combat,-le ſeul à ſeul, vois tu comme il t’appelle, AlleZ entre vous deux vuider ceſte querelle, Sans que nous (tourbe ville) à l’abandon iettez, Sans ſepalchres, ſans pleurs, mourions de tous coſtez.	Ou si tu as du cœur, et que la renommée Tienne d'un beau désir ta poitrine enflamène, Si tu es assez fort, si la fille d'un Roi, Et sa dot te plaît tant, va, pousse, enhardi toi, Combat,-le seul à seul, vois tu comme il t'appelle, AlleZ entre vous deux vider cette querelle, Sans que nous (tourbe ville) à l'abandon jettez, Sans sepalchres, sans pleurs, mourions de tous côtés.
Tr aiſtre ces mots enflez te voloient de la bouche Aſſeurement, tandis que l’ennemy farouche	Tr aître ces mots enflés te volaient de la bouche Assurément, tandis que l'ennemi farouche
S’approchoit de vos murs, & que de toutes pars Ses guerriers eſcadrons aſſailloient vos rempars, Ou tu n’oſes paroiſtre, & luy d’vi grand courage Au front de ſes ſoldats rembarre leur orage:	S'approchait de vos murs, et que de toutes pars Ses guerriers escadrons assaillaient vos rempars, Ou tu n'oses paraître, et lui d'vi grand courage Au front de ses soldats rembarre leur orage:
Comme en vn champ de bleds les venteux tourbillons.	Comme en un champ de bleds les venteux tourbillons.
Les terrace, les verſe, & rompt leur bataillons.	Les terrace, les verse, et rompt leur bataillons.
Le Tybre en eſt teſmaing, de qui la riue large s’enflant de corps, à peine en la mer ſe deſcharge.	Le Tibre en est tesmaing, de qui la rive large s'enflant de corps, à peine en la mer se décharge.
Teſmoings en ſont encor nille & mille ennemis, Qu’il a d’vn bras vainqueur tous d’vn iour à mort mis, Faiſant vn tel carnage enfermé dans leur ville Qu’vn Tygre furieux ſur vn troupeau debile.	Tesmoings en sont encor nille et mille ennemis, Qu'il a d'un bras vainqueur tous d'un jour à mort mis, Faisant un tel carnage enfermé dans leur ville Qu'un Tigre furieux sur un troupeau débile.
Là trebuſcha Pandare, & du coup qu’il donna, Tant il eſtoit puiſſant ſous ſon pauois tonna La terre gemiſſante & depuis ſous Tartare Abatus de ſa main mille ont ſu iuy Pandare, Et tu girois grand tronc ſous ſa force abatu Beau Troyen ſi le Ciel contraire à ſa vertu Ne combatoit pour toy, mais Iupiter qui tonne Luy meſme ne ſçauroit enfreindre ce qu’ordonne Le Deſtin plus puiſſant, ſi faut il y pouruoir, Le regret s’amoindrit quand on faict ſon deuoir:	Là trebûcha Pandare, et du coup qu'il donna, Tant il était puissant sous son pavais tonna La terre gémissante et depuis sous Tartare Abatus de sa main mille ont su jui Pandare, Et tu girais grand tronc sous sa force abattu Beau Troyen si le Ciel contraire à sa vertu Ne combattait pour toi, mais Jupiter qui tonne Lui même ne saurait enfreindre ce qu'ordonne Le Destin plus puissant, si faut il y pourvoir, Le regret s'amoindrit quand on fait son devoir:
Puis celuy qui ne peut empeſcher vn affaire, Il fait beaucoup pourtant alors qu’il le differe.	Puis celui qui ne peut empêcher un affaire, Il fait beaucoup pourtant alors qu'il le diffère.
Souuent le temps mu able, & le trauail diuers, Rechange en mieux l’eſtat qu’il tournoit à l’enuers.	Souvent le temps mu able, et le travail divers, Rechange en mieux l'état qu'il tournait à l'envers.
Maint accable ſouuent d’vne aduerſe fortune Remis en ſon entier trouue vne heure oportune, Ie rompray ce duel, puis te pourray trouuer Quelque moyen peut eſtre à ſin de le ſauuer, Ou feray pour le moins que gaignant ceſte gloire Le Troyen de ſon ſang marquera ſa victoire.	Maint accable souvent d'une adverse fortune Remis en son entier trouve une heure oportune, Je romprai ce duel, puis te pourrai trouver Quelque moyen peut être à sin de le sauver, Ou ferai pour le moins que gagnant cette gloire Le Troyen de son sang marquera sa victoire.
