TNETIROL.	TNETIROL.
Voulez-vous ſouſtenir, dit-il, ô Cerilas, que les Muſes champeſtres ne ſe communiquent à perſonne ſi particulieremant qu’à vous?	Voulez-vous soutenir, dit-il, ô Cérilas, que les Muses champêtres ne se communiquent à personne si particulièremant qu'à vous?
que les Nymphes des bocages ne prennent plaiſir qu’au ſon de vos chalumeaux?	que les Nymphes des bocages ne prennent plaisir qu'au son de vos chalumeaux?
& que les belles Nayades ne dancent jamais ſur le bord de leurs fonteines auec tant d’allegreſſe que quand elles ſont animées de l’air de vos chanſons?	et que les belles Naïades ne dancent jamais sur le bord de leurs fonteines avec tant d'allégresse que quand elles sont animées de l'air de vos chansons?
il eſt vray que la Renommée fait courir ce bruit à votre auentage;	il est vrai que la Renommée fait courir ce bruit à votre aventage;
neantmoins je ne puis croire que vous ſoyez mieux inſtruit que moy au bel art que Tityre exerçoit dans la campagne;	néanmoins je ne puis croire que vous soyez mieux instruit que moi au bel art que Tityre exerçoit dans la campagne;
voyons qui de nous deux y ſera le plus grand maiſtre;	voyons qui de nous deux y sera le plus grand maître;
je ne veux point mettre d’autre gage que ma propre reputation;	je ne veux point mettre d'autre gage que ma propre réputation;
j’auray beaucoup perdu ſi vous me ſurmontez, & l’honneur qui eſt le ſujet de notre combat, ſera auſſi le pris de la victoire.	j'aurai beaucoup perdu si vous me surmontez, et l'honneur qui est le sujet de notre combat, sera aussi le pris de la victoire.
Il eſt vray, répondit Cerilas, que les paſteurs qui habitent ces payſages m’eſtiment bon Poëte, & me veulent faire accroire que mes ouurages ont quelque grace que les autres n’ont pas;	Il est vrai, répondit Cérilas, que les pasteurs qui habitent ces paysages m'estiment bon Poète, et me veulent faire accroire que mes ouvrages ont quelque grâce que les autres n'ont pas;
que voulez-vous que je vous die?	que voulez-vous que je vous die?
il eſt bien mal-aiſé de ſe deffendre contre ceux qui nous attaquent auec des armes ſi douces;	il est bien malaisé de se défendre contre ceux qui nous attaquent avec des armes si douces;
les loüanges ne déplaiſent jamais, & bien que les flateurs ſoient les plus dangereux ennemis que l’on puiſſe auoir, perſonne toutefois ne ſe plaint des bleſſures qu’ils font;	les langes ne déplaisent jamais, et bien que les flatteurs soient les plus dangereux ennemis que l'on puisse avoir, personne toutefois ne se plaint des blessures qu'ils font;
leurs mauuais offices nous obligent, & l’amour que chacun a de ſoy-meſme ne permet pas que l’on reconnoiſſe l’artifice de leurs feintes careſſes;	leurs mauvais offices nous obligent, et l'amour que chacun a de soi-même ne permet pas que l'on reconnaisse l'artifice de leurs feintes caresses;
je feray tout mon poſſible pour conſeruer la bonne opinion que l’on a conçeuë de moy, & puis que vous le voulez nous entrerons en la diſpute aux conditions que vous auez propoſées.	je ferai tout mon possible pour conserver la bonne opinion que l'on a conçue de moi, et puis que vous le voulez nous entrerons en la dispute aux conditions que vous avez proposées.
Ces deux riuaux ſ’engagerent ainſi à faire preuue de leur ſuffiſance, & n’attendoient plus pour commencer que la rencontre de quelqu’un qui puſt oüyr leur debat;	Ces deux rivaux s'engagèrent ainsi à faire preuve de leur suffisance, et n'attendaient plus pour commencer que la rencontre de quelqu'un qui pût ouïr leur débat;
apres quelque eſpace de temps ils apperçeurent des bergers qui deſcendoient d’une coline qui n’étoit pas loin d’eux;	après quelque espace de temps ils aperçurent des bergers qui descendaient d'une coline qui n'était pas loin d'eux;
au commencemant ils eurent de la peine à ſe les remettre en memoire;	au commencemant ils eurent de la peine à se les remettre en mémoire;
mais lors qu’ils ſe furent un peu approchez ils reconnurent bien-toſt Melinte, Argis, & le petit Lucidor, puis Tarcis qui pour ſe diuertir durant le chemin ſ’amuſoit à faire reſoner les chalumeaux qu’il venoit de joindre enſemble;	mais lors qu'ils se furent un peu approchez ils reconnurent bientôt Melinte, Argis, et le petit Lucidor, puis Tarcis qui pour se divertir durant le chemin s'amusait à faire résoner les chalumeaux qu'il venait de joindre ensemble;
Cerilas courut les embraſſer;	Cérilas courut les embrasser;
les premieres nouuelles qu’ils demanderent furent de la diſpoſition d’Aminte qu’ils alloient viſiter;	les premières nouvelles qu'ils demandèrent furent de la disposition d'Aminte qu'ils allaient visiter;
il leur apprit qu’il étoit entieremant hors de danger, & qu’il commençoit à reprendre ſes forces;	il leur apprit qu'il était entièremant hors de danger, et qu'il commençait à reprendre ses forces;
l’aſſurance qu’il leur en donna redoubla la joye de ces bergers qui ayans ſçeu le differend qui venoit de naiſtre entre Alexis & Cerilas voulurent prendre la peine de les écouter pour ſeruir de diuertiſſemant durant le chemin qui leur reſtoit à faire;	l'assurance qu'il leur en donna redoubla la joie de ces bergers qui ayant su le différend qui venait de naître entre Alexis et Cérilas voulurent prendre la peine de les écouter pour servir de divertissemant durant le chemin qui leur restait à faire;
Melinte à la priere de tous ſes compagnons ſ'en rendit l’arbitre, & prenant place entre Alexis, & Cerilas il mit les noms de ces bergers dans vn chapeau, & après auoir tiré au ſort, afin de ſçauoir qui chanteroit le premier pour oſter l’enuie qui euſt pu naiſtre entre eux, il commença de la ſorte à les encourager.	Mélinte à la prière de tous ses compagnons s'en rendit l'arbitre, et prenant place entre Alexis, et Cérilas il mit les noms de ces bergers dans un chapeau, et après avoir tiré au sort, afin de savoir qui chanterait le premier pour ôter l'envie qui eût pu naître entre eux, il commença de la sorte à les encourager.
EGLOGVE I.	ÉGLOGUE I.
MELINTE.	MELINTE.
CERILAS.	CERILAS.
ALEXIS.	ALEXIS.
Ouuerain réconfort des ames deſolées, SO douce ſolitude, agréables valées, Beaux antres couronnez des branches des ormeaux, Venerables foreſts, dous murmure des eaux, Vertes riues de Seine en tout temps émaillées où les Nymphes au ſoir demi-deſ-habillées Foulent l’herbe en dançant, & de mille façons Animent de leur vois nos plus belles chanſons;	Ouuerain réconfort des âmes désolées, SO douce solitude, agréables valées, Beaux antres couronnés des branches des ormeaux, Venérables forêts, dous murmure des eaux, Vertes rives de Seine en tout temps émaillées où les Nymphes au soir demi-des-habillées Foulent l'herbe en dançant, et de mille façons Animent de leur vois nos plus belles chansons;
Que ces chers nourriſſons des filles de Memoire Dans les ſiecles futurs vous donneront de gloire!	Que ces chers nourrissons des filles de Mémoire Dans les siècles futurs vous donneront de gloire!
Et que les beaux écris de ces gentils bergers Vous feront renommer aux pays étrangers!	Et que les beaux écris de ces gentils bergers Vous feront renommer aux pays étrangers!
O paiſible ſejour ſi c’eſt de leurs ouurages Que vous deueZ auoir de ſi grands auentages Faites par tout ſilence, & laiſſez-vous charmer De la douceur des airs qu’ils ſont preſts d’animer;	Ô paisible séjour si c'est de leurs ouvrages Que vous deueZ avoir de si grands aventages Faites par tout silence, et laissez-vous charmer De la douceur des airs qu'ils sont prêts d'animer;
EcouteZ la diſpute où l’honneur les engage;	Écoutez la dispute où l'honneur les engage;
Apprenez maintenant la force d’un langage Dont vous deuez toujours garder le ſouuenir Sur l’écorce des bois afin d’entretenir Tous ces diuins eſpris qui fuyant le vulgaire Viendront icy chercher un antre ſolitaire, Vne pleine, un bocage, ou le bord d’un ruiſſeau Qui comme en un miroir repreſente en ſon eau Les diuerſes beauteZ qui luy ſont opposées;	Apprenez maintenant la force d'un langage Dont vous devez toujours garder le souvenir Sur l'écorce des bois afin d'entretenir Tous ces divins épris qui fuyant le vulgaire Viendront ici chercher un antre solitaire, pleine, un bocage, ou le bord un ruisseau Qui comme en un miroir represente en son eau Les diuerses beauteZ qui lui sont opposées;
Muſes qui dans ces lieux n’eſtes point méprisées, Si nous auons ſuiuy les traces de vos pas, Si toujours votre bal eut pour nous des apas;	Muses qui dans ces lieux n'êtes point méprisées, Si nous avons suivi les traces de vos pas, Si toujours votre bal eut pour nous des apas;
Si nous auons aimé le bruit de vos loüanges, Si le riche butin des nations étranges Ne nous peut retirer de l’amour des beaux vers;	Si nous avons aimé le bruit de vos louanges, Si le riche butin des nations étranges Ne nous peut retirer de l'amour des beaux vers;
Si vos tréſors en vain ne nous ſont point ouuerts;	Si vos trésors en vain ne nous sont point ouverts;
Si j’ay bu par neuf fois dans les eaux de Permeſſe;	Si j'ai bu par neuf fois dans les eaux de Permesse;
Si neuf fois tranſporteZ d’une ſainte allegreſſe Ces bergers ont oüy vos diuines chanſons, Et s’ils ont quelque place entre vos nourriſſons, VeneZ autoriſer de ſi beaux exercices, Et que votre preſence accroiſſe nos délices;	Si neuf fois transportez d'une sainte allégresse Ces bergers ont ouï vos divines chansons, Et s'ils ont quelque place entre vos nourrissons, VeneZ autoriser de si beaux exercices, Et que votre présence accroisse nos délices;
Vous, ô gentils eſpris, appreneZ à ces bois Qu'elles ſont les douceurs de votre docte vois;	Vous, ô gentils épris, appreneZ à ces bois Qu'elles sont les douceurs de votre docte vois;
Deſormais les foreſts ne ſeront plus muettes;	Désormais les forêts ne seront plus muettes;
Elles réſoneront au ton de nos muſettes, Et les Faunes viendront oüyr vos airs nouueaux Paur les reaire apres deſſus leurs chalumeaux.	Elles résoneront au ton de nos musettes, Et les Faunes viendront ouïr ont airs neaux Paur les reaire après dessus leurs chalumeaux.
RILAS.	RILAS.
Fille de l’air, & de cette lumiere Dont ta lueur annonçe le retour Viens belle Aurore ouurir une carriere Au nouueau jour.	Fille de l'air, et de cette lumière Dont ta lueur annone le retour Viens belle Aurore ouvrir une carrière Au nouveau jour.
Chaſſe la nuit, & déchire les voiles Qui nous cachoient le clair aZur des Cieux, Ne ſouffre plus que l’éclat des étoiles Luiſe à nos yeux.	Chasse la nuit, et déchire les voiles Qui nous cachaient le clair aZur des Cieux, Ne souffre plus que l'éclat des étoiles Luise à nos yeux.
Verſe icy bas une moiſſon de rozes, Peins d’incarnat les bords de nos ruiſſeaux, Et fais briller tant d’agreables choſes Deſſus les eaux.	Verse ici bas une moisson de roses, Peins d'incarnat les bords de nos ruisseaux, Et fais briller tant d'agréables choses Dessus les eaux.
Que la campagne en ſoit toute parée, Et que l’émail qui ſe void ſur les fleurs Puiſſe charmer le bel œil de Nerée Dans ſes couleurs.	Que la campagne en soit toute parée, Et que l'émail qui se voit sur les fleurs Puisse charmer le bel œil de Nerée Dans ses couleurs.
Plus belle aux yeux que la riue emaillée, Ny que les fleurs qu’elle voudra cueillir, Elle y viendra demy-deshabillée Pour m’aſſaillir.	Plus belle aux yeux que la rive emaillée, Ni que les fleurs qu'elle voudra cueillir, Elle y viendra demi-deshabillée Pour m'assaillir.
Ses nuditez ſeront de fortes armes, Et ma défaite une felicité;	Ses nudités seront de fortes armes, Et ma défaite une félicité;
C’eſt triompher que de perdre en ces charmes La liberté.	C'est triompher que de perdre en ces charmes La liberté.
Si je languis, & ſi je meurs pour elle, Cette langueur me comble de plaiſirs, Et cette mort ne ſemble point cruelle A mes deſirs.	Si je languis, et si je meurs pour elle, Cette langueur me comble de plaisirs, Et cette mort ne semble point cruelle A mes désirs.
I’ay beau parler des traits de ſon viſage, Ceux qui ſçauront les vers que j’ay chantez, M’accuſeront d’auoir fait un outrage A ſes beautez.	J'ai beau parler des traits de son visage, Ceux qui sauront les vers que j'ai chantez, M'accuseront d'avoir fait un outrage À ses beautés.
Mon ſtile eſt foible, & je ne puis décrire Comme il faudroit les graces de ſon corps, Et pour ſa gloire il ſuffit que j’admire Tant de tréſors.	Mon style est faible, et je ne puis décrire Comme il faudrait les grâces de son corps, Et pour sa gloire il suffit que j'admire Tant de trésors.
