ADVIS AV LECTEVR.	ADVIS AU LECTEUR.
Ou plutoſt voſtre honte.	Ou plutôt votre honte.
CLEON.	CLEON.
A quoy donc ſongez-vous, la fureur vous ſurmonte:	À quoi donc songez-vous, la fureur vous surmonte:
aut-il que des Docteurs.	aut-il que des Docteurs.
N i 148 Pieces Diverſes, LE DOCT EUR ſevere.	N y 148 Pièces Diverses, LE DOCT EUR sévère.
N’eſtes vous pas conſt qu fi rods faiſle eſſuyer la honte d’un refus Je vous l’avois bien dit.	N'êtes vous pas const qu qui rods faisle essuyer la honte d'un refus Je vous l'avais bien dit.
CLEON.	CLEON.
Il nous quitte en colere, b'irtriomphe de vous, que je vous plains, m frere.	Il nous quitte en colère, b'irtriomphe de vous, que je vous plains, m ère.
Allez-vous en ſçavoir comme tout s’eſt pa	Allez-vous en savoir comme tout s'est pa
LE DOCTEUR ſevere.	LE DOCTEUR sévère.
A parler franchement je ſuis embarraſſé:	À parler franchement je suis embarrassé:
Il a de la faveur, & je tremble d’apprendre.	Il a de la faveur, et je tremble d'apprendre.
CLEON.	CLEON.
Ne perdez point de temps, je m’en vais ve attendre.	Ne perdez point de temps, je m'en vais vais vendre.
Il n'eſt pas à propos qu’on me voye avec vor Vous avez apporté certain livre chez nous.	Il n'est pas à propos qu'on me voie avec vor Vous avez apporté certain livre chez nous.
LE DOCTEUR ſevere.	LE DOCTEUR sévère.
Aurois-je ſur ce point oublié de vous dires Que ce n’eſt qu’à deſſein de vous le faireli Saluce en eſt l’Autheur, j’ay crû de monc voir, Pour vous deſaburer, de vons le rante voir, Vous ayant veu tantoſt déguiſer ſes maximes;	Aurais-je sur ce point oublié de vous dires Que ce n'est qu'à dessein de vous le faireli Saluce en est l'Auteur, j'ai cru de mon voir, Pour vous désaburer, de vons le rante voir, Vous ayant vu tantôt déguiser ses maximes;
Chaque page eſt un hydre à produire des crimes.	Chaque page est un hydre à produire des crimes.
CLEON.	CLEON.
Nous nous ſommes cent fois entretenus tous deux, Mais quoy que relaché, je l’ay veu fort pieux.	Nous nous sommes cent fois entretenus tous deux, Mais quoi que relaché, je l'ai vu fort pieux.
Et ſi ſon ſentiment à mes yeux fut ſincere, A la Vertu Morale il n’a rien de contraire.	Et si son sentiment à mes yeux fut sincère, À la Vertu Morale il n'a rien de contraire.
LE DOCTEUR ſivere.	LE DOCTEUR sivère.
Il ne le fut donc pas, car vous ſerez témoin.	Il ne le fut donc pas, car vous serez témoin.
Cnse Nu Je vais examiner ſa doctrine avec ſoin.	Cnse Nu Je vais examiner sa doctrine avec soin.
La ſuivante ayant donné rendez-vous à Cleandre, qui eſt cét amant, pour l’introduire auprés du pere de Doriſe, afin de faire ſa demande, vient ſur le theatre pour voir ſi il y eſt venu, & s’aquitter de ſa proAd Iij 150 Pieces Diverſes, meſſe, elle voit venir Chri ſipe, qui eſt un Diſciple de Saluce, lequel Diſciple vien auſſi chercher Saluce en ( lieu, parce qu’il luy a d qu’il s’y doit rendre.	La suivante ayant donné rendez-vous à Clandre, qui est cet amant, pour l'introduire auprès du père de Dorise, afin de faire sa demande, vient sur le théâtre pour voir si il y est venu, et s'aquitter de sa prod Ijà 150 Pièces Diverses, messe, elle voit venir Chri sipe, qui est un Disciple de Saluce, lequel Disciple vien aussi chercher Saluce en ( lieu, parce qu'il lui a d il 'y doit rendre.
Comm cette ſuivante eſt fort en iouée, elle eſt fort aiſe d paſſer le temps avec ce Chriſipe, & le faire un peu iaſer car c’eſt un ieune homme d vingt à vingt un an, q quoy que ſous la diſciplin du Docteur relache, ſui neantmoins les maximes d Docteur ſevere, parce qu’i ſon ſens elles ſont meilleures.	Comm cette suivante est fort en jouée, elle est fort aise dès passer le temps avec ce Chrisipe, et le faire un peu jaser car c'est un jeune homme d vingt à vingt un an, aquoi que sous la disciplin du Docteur relache, zvi néanmoins les maximes d Docteur sévère, parce qu'y son sens elles sont meilleures.
Et ainſi la coquetterie de cette ſuivante, oppoſée à la * --- 2 .	Et ainsi la coquetterie de cette suivante, opposée à la * - * 2 .
& Gaiantes.	et Gaiantes.
151 modeſtie reguliere de ce petit Chriſipe, faiſoit un éffet alſez divertriraire.	151 modestie régulière de ce petit Chrisipe, faisait un éffet alsez divertriraire.
CHRISIYES Saluce eſt-il venu?	CHRISIIES Saluce est-il venu?
LA SUIVANTE.	LA SUIVANTE.
Non, mais il va veñir.	Non, mais il va veñir.
En l’attendant icy tu peux m’entretenir.	En l'attendant ici tu peux m'entretenir.
Or ça futur Docteur, fais moy ta confidente?	Or ça futur Docteur, fais -moi ta confidente?
Tamaiſtreſſe ſans doute eſt quelque penitente?	Tamaistresse sans doute est quelque pénitente?
Comment vont tes amours?	Comment vont tes amours?
ne fais point le bigot, Le ſilence en amour eſt la vertu d’un ſot.	ne fais point le bot, Le silence en amour est la vertu d'un sot.
Elle reçoit tes vœux, & cherit ta tendreſſe.	Elle reçoit tes vœux, et chérit ta tendresse.
Combien de fois le jour te fait-elle careſſe?	Combien de fois le jour te fait-elle caresse?
Crains-tu pour tes ſecrets de les voir évantez?	Crains-tu pour tes secrets de les voir évantez?
Ious eſtes des gaillards dans vos ſocietez.	Jous êtes des gaillards dans vos sociétés.
Vous faites en amour de bons tours de ſoupleſſes, Et vous ne dormez pas auprés de vos maîtreſſes.	Vous faites en amour de bons tours de souplesses, Et vous ne dormez pas auprès de vos maîtresses.
Je te erois fort heureux, tes plaiſirs ſont ſans fiel.	Je te erais fort heureux, tes plaisirs sont sans fiel.
Qu'as-tu?	Qu'as-tu?
pourquoy touſiours lever les yeux au Ciel?	pourquoi toujours lever les yeux au Ciel?
Me tromperois-je?	Me tromperais-je?
parle, & dis ce qui te touche.	parle, et dis ce qui te touche.
là Cloris à tes vœux ſeroit-elle farouche?	là Cloris à tes vœux serait-elle farouche?
Ou bien quelque rival plus fortuné que toy, l’auroit-il ſceu contraindre à te manquer de foy?	Ou bien quelque rival plus fortuné que toi, l'aurait-il sut contraindre à te manquer de foi?
H.	H.
AIIj Pieces Diverſes, Tu ne veux donc pas prendre en moy de confiance?	ÀIIj Pieces Diverses, Tu ne veux donc pas prendre en moi de confiance?
Ton amour eſt diſcret & garde le ſilence.	Ton amour est discret et garde le silence.
Mais pourquoy cette humeur, tu ne me reſ ponds rien?	Mais pourquoi cette humeur, tu ne me rés ponds rien?
Vrayment je te croyois d'un memieur entre tien.	Vraiment je te croyais d'un mémieur entre tien.
CHRISIPE.	CHRISIPE.
Que dirois-je entendant un diſcours qui m bleſſe?	Que dirais-je entendant un discours qui m lesse?
Croyez-vous que mom tounuibanrez de foibleſſe Pour ſe laiſſer tromper par des appas flatteure	Croyez-vous que ici tounuibanrez de faiblesse Pour se laisser tromper par des appas flatteure
LA SOIVANTE, Prends-tu ce que je dis pour des diſcours men teurs?	LA SOIVANTE, Prends-tu ce que je dis pour des discours men teurs?
CHRISIPE.	CHRISIPE.
vous ne mentendez pasy ces amorces mon daines Qui font tous vos plaiſirs, un jour feront vo peines.	vous ne mentendez pazy ces amorces mon daines Qui font tous vos plaisirs, un jour feront v peines.
LA SUIVANTE.	LA SUIVANTE.
Ah, ah!	Ah, ah!
tu veux auſſi te mefler de preſcher.	tu veux aussi te mêler de prêcher.
Sçais-tu bien ſeulement ce que c’eſt que pe cher?	Sais-tu bien seulement ce que c'est que pe cher?
Toy que le Doctorat n’a pas encor veu naiſtre.	Toi que le Doctorat n'a pas encor vu naître.
Serois-tu plus ſçavant que Saluce ton maiſtre Luy qui ne deffend point l’amour ny ſes plaiſirs, Et qui ne ſçait point l’art de geſner les deſirs.	Serais-tu plus savant que Saluce ton maître Lui qui ne défend point l'amour ni ses plaisirs, Et qui ne sait point l'art de gêner les désirs.
CHRISIPE.	CHRISIPE.
Puis que vous écoutez ſes dogmes effroyables, quo prenez le chenm d'arrer a tous les diables.	Puis que vous écoutez ses dogmes effroyables, quo prenez le chen d'arrer a tous les diables.
LA SUIVANTE.	LA SUIVANTE.
De grace porte ailleurs tes diſcours outrageãs.	De grâce porte ailleurs tes discours outrage.
Quoy tu n'as point de barbe & tu damnes les gens?	Quoi tu n'as point de barbe et tu damnes les gens?
Excuſe ſi pour toy ma croyance eſt bornée, Mais je ne penſe pas eſtre fort bien damnée.	Excuse si pour toi ma croyance est bornée, Mais je ne pense pas être fort bien damnée.
On doit eſtre Docteur pour damner comme il faut.	On doit être Docteur pour damner comme il faut.
Tu veux donc ſuivre icy les traces de Regnaut?	Tu veux donc suivre ici les traces de Regnaut?
CHRISIPE.	CHRISIPE.
Pleuſt au Ciel que de loin l’on me le puſt voir ſuivre;	Plût au Ciel que de loin l'on me le pût voir suivre;
C’eſt luy dont les leçons apprennent à bien vivre, Mais celles de Saluce abuſent les eſprits.	C'est lui dont les leçons apprennent à bien vivre, Mais celles de Saluce abusent les esprits.
LASUISANIE.	LASUISANIE.
Je te veux faire voir que tu te contredits.	Je te veux faire voir que tu te contredits.
Si Saluce à tes yeux erroit dans ſa doctrine, Dis-moy te verroit-on deſſous ſa diſcipline?	Si Saluce à tes yeux errait dans sa doctrine, Dis-moi te verrait-on dessous sa discipline?
CHRISIPE.	CHRISIPE.
Si je reſte avec luy, c’eſt que par ſa faveur Je me puis aiſément faire paſſer Docteur.	Si je reste avec Madame, c'est que par sa faveur Je me puis aisément faire passer Docteur.
LA SUIVANTE.	LA SUIVANTE.
Et I'intereit amn regle ta conſcience?	Et J'intèreit amn règle ta conscience?
CHRISIPE.	CHRISIPE.
Je ne luy cache rien de tout ce que je penſe, Et quand mes ſentimẽs ſont oppoſez aux ſiens	Je ne notre cache rien de tout ce que je pense, Et quand mes sentiments sont opposés aux siens
LA SUIVANTE.	LA SUIVANTE.
n buiiimle come ii faut, quels Iont donc les moyens?	 nuiimle compe ji faut, quels Jont donc les moyens?
CHRISIPE.	CHRISIPE.
Il vous faut affranchir d’un deffaut tres nuiſble.	Il vous faut affranchir d'un défaut très nuisble.
LA SUIVANTE.	LA SUIVANTE.
Comment.	Comment.
CHRISIPE.	CHRISIPE.
En paſſant peus	En passant pus
LA SUIVANTE.	LA SUIVANTE.
Paſſe il m’eſt impoſſible.	Passe il m'est impossible.
CHRISIPE.	CHRISIPE.
De plus eſtre modeſte & ſage en ſes diſcours.	De plus être modeste et sage en ses discours.
Ne ſe point engager en de vaines amours,	Ne se point engager en de vaines amours,
LA SUIVANTE.	LA SUIVANTE.
Hé!	Hé!
faut-il pour précher en retrouſſant te manche, Faire un geſte avee art pour montrer ta main blanche.	faut-il pour prêcher en retroussant te manche, Faire un geste ave art pour montrer ta main blanche.
Le Ciel ne deffend point d’eſtre propre & poly, Mais du moins en préchant ne fais point le joly.	Le Ciel ne défend point d'être propre et poli, Mais du moins en préchant ne fais point le joli.
Toy qui n’eſt qu’un magot tu t’efforces à plaire, Et tu me viens prôner qu’il ne le faut pas faire.	Toi qui n'est qu'un magot tu t'efforces à plaire, Et tu me viens prôner qu'il ne le faut pas faire.
Hé bien, le diroit-on?	Hé bien, le dirait-on?
voilà de nos Docteurs, En blâmant nos defauts ils accuſent les leurs.	voilà de nos Docteurs, En blâmant nos défauts ils accusent les leurs.
Et prodiguant les dons des richeſſes ſuprêmes, Ils ſauvent leur prochain & ſe damnent euxmêmes.	Et prodiguant les dons des richesses suprêmes, Ils sauvent leur prochain et se damnent euxmêmes.
Mon cher petit prêcheur tu peux bien hors d’icy Porter ta bonne grace & ton ton radoucy.	Mon cher petit prêcheur tu peux bien hors d'ici Porter ta bonne grâce et ton ton radouci.
Ie devoir à mon tour m’engage à te reprendre, Adieu, corrige-toy, je vois venir Cleandre.	Je devoir à mon tour je engage à te reprendre, Adieu, corrige-toi, je vois venir Clandre.
156 Pieces Diverfes, fait ſes efforts auprés du pere pour accomplir cette hy menée, & qu’il n’y veut point entendre.	156 Pièces Diverfes, fait ses efforts auprès du père pour accomplir cette hy menée, et qu'il n'y veut point entendre.
Cleandre parle au pe.	Clandre parle au pe.
re, lequel eſt dans des ſentimens oppoſez, parce que Cleandre eſt un homme riche.	re, lequel est dans des sentiments opposés, parce que Cléandre est un homme riche.
Si bien qu’il eſt donc reconnu pour un méchant homme, & ainſi dans cêt Acte, la ſervante rencontre Chriſipe, qui n’a pas encore trouvé Saluce, pour luy rendre réponſe des ſollicitations qu’il a faites, pour taſcher à ſeduire les Docteurs qui devoient iuger le differend de Saluce & de Regnaut.	Si bien qu'il est donc reconnu pour un méchant homme, et ainsi dans cet Acte, la servante rencontre Chrispe, qui n'a pas encore trouvé Saluce, pour lui rendre réponse des sollicitations qu'il a faites, pour tâcher à séduire les Docteurs qui devaient juger le différend de Saluce et de Règnaut.
CHRISIPE.	CHRISIPE.
Quoy je ne ſçauray point où Saluce peut eſtre.	Quoi je ne saurai point où Saluce peut être.
LA SUIVANTE.	LA SUIVANTE.
cenhent depuis tantoſt chercher encore ton maiſtre?	cenhent depuis tantôt chercher encore ton maître?
En vain.	En vain.
CHRTSIE.	CHRTSIE.
LA SUTVANTE.	LA SUTVANTE.
Merite-t’il tous les pas que tu fais?	Mérite-t-il tous les pas que tu fais?
Pourquoy?	Pourquoi?
CHRISIPE.	CHRISIPE.
LA SUTVANTE.	LA SUTVANTE.
De ſa bonté j’ay connû des effets L’on a chanté chez nous des vers à la lou ange.	De sa bonté j'ai connu des effets L'on a chanté chez nous des vers à la lou ange.
Hé bien?	Hé bien?
CHRISIPE.	CHRISIPE.
LA SUIVANTE.	LA SUIVANTE.
C’eſt un demon ſous la forme d’un Ange, on fourbe;	C'est un démon sous la forme d'un Ange, on fourbe;
ui fecrerat, un impie, en un mot, Il’eſt auſſi méchant que tu parois Digot.	Oui fecrerat, un impie, en un mot, Il'est aussi méchant que tu parais Digot.
CHRISIPE.	CHRISIPE.
Pourquoy m’injurier?	Pourquoi m'injurier?
LA SUIVANTE.	LA SUIVANTE.
C’eſt un homme à deux faces Dont toute la vertu ne git qu’en les grimaces.	C'est un homme à deux faces Dont toute la vertu ne gît qu'en les grimaces.
Parle moy franchement, demeurant avec luy, Tu ſçay par quel motif il agit aujourd’huy, Pourquoy de deux amans traverſer l’ẽtrepriſe?	Parle moi franchement, demeurant avec lui, Tu sais par quel motif il agit aujourd'hui, Pourquoi de deux amants traverser l'entreprise?
