E SUS MARIA.	 EUS MARIA.
Oüi, c’eſt à quoi je penſe & ce que je medite, Il ne me donne point jour & nuit de repos, Au fait, que penſés-vous être plus à propos?	Oui, c'est à quoi je pense et ce que je médite, Il ne me donne point jour et nuit de repos, Au fait, que pensez-vous être plus à propos?
ARISTOBULE.	ARISTOBULE.
Sire, pour nous calmer dans toutes ces allarmes, Avant que pour ce Roi les Peuples ſoient en armes, Et qu’on vienne peut-être ici nous attaquer;	Sire, pour nous calmer dans toutes ces alarmes, Avant que pour ce Roi les Peuples soient en armes, Et qu'on vienne peut-être ici nous attaquer;
Je crois qu’à vos Sujets il eſt bon de marquer, Que d’affreux chatimens ſuivront vôtre Ordonnance, Contre ceux qui du Chriſt ayant la connoiſſance, Dans un mois, au plus tard, ne vous l’apprendrons pas.	Je crois qu'à vos Sujets il est bon de marquer, Que d'affreux châtiments suivront votre Ordonnance, Contre ceux qui du Christ ayant la connaissance, Dans un mois, au plus tard, ne vous l'apprendrons pas.
HYRCANUS.	HYRCANUS.
Si quelqu’un le ſçavoit, on pourroit dans ce cas, Avec bien peu de gens facilement le prendre;	Si quelqu'un le savait, on pourrait dans ce cas, Avec bien peu de gens facilement le prendre;
Mais non, ne croyés pas qu’il ſe laiſſe ſurprendre, C’eſt pour nous que le Ciel prend ſoin de le couvrir, Ce moyen ne pourroit le faire découvrir.	Mais non, ne croyez pas qu'il se laisse surprendre, C'est pour nous que le Ciel prend soin de le couvrir, Ce moyen ne pourrait le faire découvrir.
HERODE.	HÉRODE.
Pour le perdre à coup ſûr, j’en ai ſçû prendre un autre, Il eſt ſans contredit plus certain que le vôtre;	Pour le perdre à coup sûr, j'en ai su prendre un autre, Il est sans contredit plus certain que le vôtre;
Je voudrois l’éviter, parce qu’il eſt criant:	Je voudrais l'éviter, parce qu'il est criant:
Mais pour ſauver l’Etat, il eſt expedient, Il m’occupe, & ſans ceſſe il eſt dans ma penſée, De rage & de fureur mon ame eſt traverſée, Mon cœur tout penetré d’une vive douleur, Me fait, vous le voyés, bien changer de couleur.	Mais pour sauver l'État, il est expédient, Il m'occupe, et sans cesse il est dans ma pensée, De rage et de fureur mon âme est traversée, Mon cœur tout pénétré d'une vive douleur, Me fait, vous le voyez, bien changer de couleur.
ARISTOBULE.	ARISTOBULE.
Dites-nous ce moyen, afin qu’il nous raſſure, Gardés-vous avec nous encore quelque meſure?	Dites-nous ce moyen, afin qu'il nous rassure, Gardez-vous avec nous encore quelque mesure?
Que craignés-vous?	Que craigniez-vous?
Seigneur, dites-le ſans façon, votre eiprit contre nous dien queique ſoupçon?	Seigneur, dites-le sans façon, votre eiprit contre nous dien que soupçon?
Pour conſerver vos jours nous conſacrons les nôtres, Ils ne nous ſont heureux que dépendant des vôtres, Si le deſtin vouloit ſé changer contre vous;	Pour conserve vos jours nous consacrons les nôtres, Ils ne nous sont heureux que dépendant des vôtres, Si le destin voulait zé changer contre vous;
S’il étoit malheureux, il le ſeroit pour nous:	S'il était malheureux, il le serait pour nous:
Mon cœur, Sire, é eſt à vous juſqu’à ce qu’il expire.	Mon cœur, Sire, é est à vous jusqu'à ce qu'il expire.
HERODE.	HÉRODE.
Je vous ſuis obligé, je m’en allois le dire;	Je vous suis obligé, je m'en allais le dire;
J’ai connu mille fois vôtre fidélité, Mon eſprit n’en eſt point dans la perplexité:	J'ai connu mille fois votre fidélité, Mon esprit n'en est point dans la perplexité:
Puiſque dans Bethléem le Chriſt a pris naiſſance, Ou dans les environs à fort peu de diſtance;	Puisque dans Bethléem le Christ a pris naissance, Ou dans les environs à fort peu de distance;
Je veux faire mourir tous les petits enfans, Qui s’y rencontreront au deſſous de deux ans:	Je veux faire mourir tous les petits enfants, Qui s'y rencontreront au dessous de deux ans:
C’eſt par là que l’on peut aiſément s’en défaire, J’entends que cela ſoit, il faut me ſatisfaire, Il ne manquera pas de perir avec eux, Et nous demeurerons dans ce Royaume h.	C'est par là que l'on peut aisément s'en défaire, J'entends que cela soit, il faut me satisfaire, Il ne manquera pas de périr avec eux, Et nous demeurerons dans ce Royaume h.
ureux.	ureux.
HYRCANUS.	HYRCANUS.
Ah!	Ah!
Sire, détournés cette funeſte idée;	Sire, détournez cette funeste idée;
Vous allés contre vous revolter la Judée, voue Tione deja nent pas trop amermi, Par là vous vous ferés un Royaume ennemi;	Vous allez contre vous révolter la Judée, voue Tione déjà nent pas trop amermi, Par là vous vous ferez un Royaume ennemi;
La fureur contre vous deviendra la plus forte.	La fureur contre vous deviendra la plus forte.
HERODE.	HÉRODE.
Je ſçaurai le punir, ſi l’audace l’emporte.	Je craurai le punir, si l'audace l'emporte.
ARISTOBULE.	ARISTOBULE.
Ah!	Ah!
Sire, permettés que l’on differe un peu, Vous allés de colere allumer un grand feu, Vous aurés de la peine à le pouvoir éteindre;	Sire, permettez que l'on diffère un peu, Vous allez de colère allumer un grand feu, Vous aurez de la peine à le pouvoir éteindre;
Vous avés donc ſujet en ce cas de tout craindre:	Vous avez donc sujet en ce cas de tout craindre:
Vos Peuples ſont en paix, faut il les allarmer?	Vos Peuples sont en paix, faut -il les alarmer?
un tous neux de ce Roi, l'on pourroit s’informer, Il peut ſe découvrir en faiſant diligence;	un tous neux de ce Roi, l'on pourrait s'informer, Il peut se découvrir en faisant diligence;
Alors, ſi l’on ne peut en avoir connoiſſance, Vôtre Majeſté doit uſer de ſon pouvoir, Pour tenir ſes Sujets dans le juſte devoir.	Alors, si l'on ne peut en avoir connaissance, Votre Majesté doit user de son pouvoir, Pour tenir ses Sujets dans le juste devoir.
HERODE.	HÉRODE.
Le mal eſt trop preſſant, il faut un prompt remede, A celui que j’ordonne il faut que l’on procede, Il faut que l’un ou l’autre emporte le deſſus:	Le mal est trop pressant, il faut un prompt remède, À celui que j'ordonne il faut que l'on procède, Il faut que l'un ou l'autre emporte le dessus:
Attendrai-je qu’enfin je ne le puiſſe plus?	Attendrai-je qu'enfin je ne le puisse plus?
Que quelqu’un de concert avec lui me trahiſſe, Non, je l’ai reſolu, je veux qu’on m’obéiſſe, Il ne faut plus tarder, & que tout maintenant, L’on me faſſe venir mon premier Lieutenant.	Que quelqu'un de concert avec lui me trahisse, Non, je l'ai résolu, je veux qu'on m'obéisse, Il ne faut plus tarder, et que tout maintenant, L'on me fasse venir mon premier Lieutenant.
SCENE TROISIE'ME.	SCÈNE -TROISIE'ME.
HERODE, ARISTOBULE, HYRCANUS, ALEXANDRE.	HÉRODE, ARISTOBULE, HYYRCANS, ALEXANDRE.
HERODE.	HÉRODE.
J'Ous, qui portés le nom de ce grand Alexandre, V Qui malgré les dangers pouvés tout entreprendre;	J'Ous, qui portez le nom de ce grand Alexandre, V Qui malgré les dangers pouvez tout entreprendre;
Vous me l’avés fait voir par mille exploits guertiers, Qui vous ont juſqu’ici couronné de lauriers;	Vous me l'avez fait voir par mille exploits guertiers, Qui vous ont jusqu'ici couronné de lauriers;
Qui vous donneroient même un droit à la Couronne, S’il venoit à manquer à qui le Sang la donne:	Qui vous donneraient même un droit à la Couronne, S'il venait à manquer à qui le Sang la donne:
Pour me la conſerver, & prolonger mes jours, Contre mes Ennemis vous êtes mon recours	Pour me la conserver, et prolonger mes jours, Contre mes Ennemis vous êtes mon recours
ALEXANDRE.	ALEXANDRE.
A vos ordres, grand Roi, je dois l’obéïſſance, Si j’ai par mille endroits fait briller má conſtance, Si j’ai par mes exploits, commandant vos Soldats, Maintenu vôtre Empire, augmenté vos Etats;	À vos ordres, grand Roi, je dois l'obéissance, Si j'ai par mille endroits fait briller má constance, Si j'ai par mes exploits, commandant vos Soldats, Maintenu votre Empire, augmenté vos États;
Soûmis à leurs devoirs tous vos Sujets rebelles, Puni tous les Auteurs des troubles, des querelles, Avec l’attention que je devois avoir:	Soumis à leurs devoirs tous vos Sujets rebelles, Puni tous les Auteurs des troubles, des querelles, Avec l'attention que je devais avoir:
Sire, je n’ai rien fait que remplir mon devoir, Je n’en merite pas de ſi belles loüanges.	Sire, je n'ai rien fait que remplir mon devoir, Je n'en mérite pas de si belles louanges.
HERODE.	HÉRODE.
Ces eloges pour vous ne ſemblent pas étranges, J’en ſuis perſuadé, ne les refuſes point, Ne perdons pas de tems, l’affaire eſt à ce point, Qu’il faut pour m’aſſurer la vie & la Couronne, L’ôter au nouveau Roi qui ſeul l’ambitionne.	Ces éloges pour vous ne semblent pas étranges, J'en suis persuadé, ne les refuses point, Ne perdons pas de temps, l'affaire est à ce point, Qu'il faut pour m'assurer la vie et la Couronne, L'ôter au nouveau Roi qui seul l'ambitionne.
ALEXANDRE.	ALEXANDRE.
Ah!	Ah!
Sire, ord onnés-moi tout ce qu’il vous plaira, Et vôtre Majeſté toûjours éprouvera, Qu’avec affection je ſuis à ſon ſervice, Que ſelon ſes deſſeins je ferai mon office;	Sire, ord onnez-moi tout ce qu'il vous plaira, Et votre Majesté toujours éprouvera, Qu'avec affection je suis à son service, Que selon ses desseins je ferai mon office;
Pour conſerver ſes jours, je donnerois des miens;	Pour conserve ses jours, je donnerais des miens;
Pourroit elle en trouver qui ne donnât des ſiens.	Pourrait -elle en trouver qui ne donnât des siens.
HERODE.	HÉRODE.
O Ciel!	Ô Ciel!
que dites-vous?	que dites-vous?
il en eſt des centaines, De ces faux Courtiſans, les Provinces ſont pleines.	il en est des centaines, De ces faux Courtisans, les Provinces sont pleines.
ARISTOBULE.	ARISTOBULE.
Ah!	Ah!
Sire, doutés-vous de nôtre affection?	Sire, doutez-vous de notre affection?
Elle ſera pour vous ſans affectation;	Elle sera pour vous sans affectation;
Si pour vous épargner un horrible ſpectacle, Où vous ne trouverés par tout qu’un foible obſtacle, Nous avons crû devoir vous en repreſenter L’évenement tragique à vous mécontenter;	Si pour vous épargner un horrible spectacle, Où vous ne trouverez par tout qu'un faible obstacle, Nous avons cru devoir vous en représenter L'évenement tragique à vous mécontenter;
C’eſt que nous en craignons avec raiſon les ſuites, Et ſon poun contieune à ce que vous nous dites ;	C'est que nous en craignons avec raison les suites, Et son poun contieune à ce que vous nous dites ;
Puiſque vous le voulés, que ce ſont vos deſſeins;	Puisque vous le voulez, que ce sont vos desseins;
Pour les voir accomplir nous y donnons les mains.	Pour les voir accomplir nous y donnons les mains.
HERODE.	HÉRODE.
Vous n’êtes- pas au rang de ceux dont je m’offence, Je mets entr’eux & vous beaucoup de difference;	Vous n'êtes- pas au rang de ceux dont je m'offense, Je mets entr'eux et vous beaucoup de différence;
Je ſçai vous reconnoître à de plus nobles traits, De vôtre aff-ction je reſſens les effets.	Je sais vous reconnaître à de plus nobles traits, De votre asction je ressens les effets.
Mais pouvés-vous douter que des Sujets rebelles, En faveur de ce Roi ne me ſoient infidelles?	Mais pouvez-vous douter que des Sujets rebelles, En faveur de ce Roi ne me soient infidèles?
Il faut donc ſans délai lui retrancher ſes jours, On ne peut autrement en arrêter le cours:	Il faut donc sans délai lui retrancher ses jours, On ne peut autrement en arrêter le cours:
Il prend le nom de Roi d’une hauteur extrême, Il veut le ſceptre en main, porter mon diadême:	Il prend le nom de Roi d'une hauteur extrême, Il veut le sceptre en main, porter mon diadme:
Allés donc, Alexandre, allés inceſſamment, Aſſembler les Soldats par mon commandement, Et que ſans differer ils faſſent leur entrée, Par tout dans Bethléem & toute la contrée, Qu’ils y faſſent mourir tous les petits enfans, Que s’y rencontreront aux deſſous de deux ans, Que la compaſſion des meres deſolées, Ne gagne rien ſur eux pour être conſolées, Que de tous les garçons ils n’épargnent aucun, Que leur juſte fureur ne pardonne à pas un;	Allez donc, Alexandre, assez incessamment, Assembler les Soldats par mon commandement, Et que sans différer ils fassent leur entrée, Par tout dans Bethlérem et toutela contrée, Qu'ils y fassent mourir tous les petits enfants, Que s'y rencontreront aux dessous de deux ans, Que la compassion des mères désolées, Ne gagné es sur eux pour être consolées, Que de tous les gargnons ils n'épargnent aucun, Que leur juste ur ne pardonne à pas un;
Que ſi quelques Soldats eſt gagné par tendreſſes, Par or ou par argent, par de belles promeſſes, Pour épargner quelqu’un ſans le faire mourir, Mon Arrêt eſt pour lui, je le ferai perir, Pour tous j’ordonnerai de rigoureux ſupplices;	Que si quelques Soldats est gagné par tendresses, Par or ou par argent, par de belles promesses, Pour épargner quelqu'un sans le faire mourir, Mon Arrêt est pour lui, je le ferai périr, Pour tous j'ordonnerai de rigoureux supplices;
Et je ne pretend pas égargner les Complices.	Et je ne prétend pas égargner les Complices.
ALEXANDRE.	ALEXANDRE.
A vos ordres, grand Roi, je m’en vais obéïr, Vous & moi par ce fait nous nous ferons haïr:	À vos ordres, grand Roi, je m'en vais obéir, Vous et moi par ce fait nous nous ferons haïr:
Mais puiſque l’interêt de l’Etat le demande, Que vôtre Majeſté le veut & le commande, Nul obſtacle en cela ne me peut rebuter, Je défere à ſon ordre & vais l’executer.	Mais puisque l'intérêt de l'État le demande, Que votre Majesté le veut et le commande, Nul obstacle en cela ne me peut rebuter, Je défère à son ordre et vais l'exécuter.
Fin du troiſiemé Acve.	Fin du troisiemé Acve.
ACTE IV.	ACTE IV.
SCENE IREMTENE.	SCÈNE IREMTENE.
ARISTOBCHES HIR CANUS	ARISTOBCHÉES HIR CANS
Alcis rosacn QUi vous preſſe, Hyrcanus, où courrés-vous ſi vîte?	Alcis rosacn QUi vous presse, Hircanus, où courrez-vous si vite?
HYRCANUS.	HYRCANUS.
Me rendre auprés du Roi, ſon heure m’eſt preſcrite.	Me rendre auprès du Roi, son heure m'est prescrite.
ARISTOBULE.	ARISTOBULE.
Helas!	Hélas!
mon cher ami, vous allés comme moi, D’un terrible ſpectacle être ſaiſi d’effroi.	mon cher ami, vous allez comme moi, D'un terrible spectacle être saisi d'effroi.
HYRCANUS.	HYRCANUS.
Qu’eſt-il donc arrivé?	Qu'est-il donc arrivé?
ARISTOBULE.	ARISTOBULE.
J’ai peine à vous le dire, Les ſanglots de mon cœur font qu’à peine il reſpire, Il eſt par la triſteſſe, il eſt par la frayeur, Vivement penetré d’une extréme douleur, De tant de maux affreux qui s’offrent à la vûë, La nature effrayée en eſt de crainte émuë.	J'ai peine à vous le dire, Les sanglots de mon cœur font qu'à peine il respire, Il est par la tristesse, il est par la frayeur, Vivement pénétré d'une extrême douleur, De tant de maux affreux qui s'offrent à la vue, La nature effrayée en est de crainte émue.
HYRCANUS.	HYRCANUS.
Quel triſte evenement vous a ſi fort troublé, Le Ciel s’eſt-il ouvert?	Quel triste événement vous a si fort troublé, Le Ciel s'est-il ouvert?
le monde a-t’il tremblé?	le monde a-t-il tremblé?
Le Roi craint-il encor d’un autre la conquête?	Le Roi craint-il encor d'un autre la conquête?
Quelques foudres lancés menacent-ils ſa tête?	Quelques foudres lancés menacent-ils sa tête?
