Source gallica.	Source galica.
Ah Sire, plaignez-là mais ne la croyez pas Pourvn autre ſuiet elle court au trespas, Une autre occaſion la rendit inconnué Et l’amour pour tout dire à cauſe ſa venué.	Ah Sire, plaignez-là mais ne la croyez pas Pourvn autre sujet elle court au trépas, Une autre occasion la rendit inconnué Et l'amour pour tout dire à cause sa venué.
DESPINE.	DÉPINE.
Ah pourquoyvoulez vous augmenter ſans profit	Ah pourquoivoulez -vous augmenter sans profit
SOLYMAN.	SOLYMAN.
En effet ilſuffit, Nous n'auons pas beſoin d'estre informez, dureſte	En effet ilsuffit, Nous n'avons pas besoin d'être informés, dureste
RVSTAN Sire, vous le voyez, la choſe eſt maniſte.	RUSTAN Sire, vous le voyez, la chose est maniste.
O Dieux!	Ô Dieux!
I aui n Ie.	I Ji n Ie.
SOLYMAN.	SOLYMAN.
Peut eſtre Amat vous n’en douterez, plus Mais ſans perdre le temps en diſcours ſuperflus Ie m'en vay donnerordre à ce qui me regarde Tant pour faire auancer & redoubler ma garde, Qu'afin que dez ce ſoir tout l’apareil ſoit preſt.	Peut être Amat vous n'en douterez, plus Mais sans perdre le temps en discours superflus Je m'en vais donnerordre à ce qui me regarde Tant pour faire avancer et redoubler ma garde, Qu'afin que de ce soir tout l'appareil soit prêt.
Pour l’excecution dè mon dernier arreſt, Vous Ruſtan, cependant ayez, ſoin qu'on la meine Comme fille Royalle, au quartier de la Reyne, La nous luy ferons voir lors qu'il en ſera temps Cet eſpoux pretendu qui vient & que i’attends, Suy moy vieillard.	Pour l'excecution dè mon dernier arrêt, Vous Rûtan, cependant ayez, soin qu'on la mène Comme fille Royalle, au quartier de la Reine, La nous lui ferons me lors qu'il en sera temps Cet époux prétendu qui vient et que j'attends, Suiv moi vieillard.
A LVANTE.	À LVANTE.
O fille ô malheureux Aluante.	Ô fille ô malheureux Alvante.
DESPINE.	DÉPINE.
Et moy dans mon malheur ſatisfaite & contente.	Et moi dans mon malheur satisfaite et contente.
x ii	x ii
AE *IY RVSTAN, DESPINE, GIAFER.	AE *II RUSTAN, DESPINE, GIAFER.
A RVSTAN.	A RUSTAN.
Ais ie rumine icy, le vieillard ſuit le Re Il ſeroit à propos, qu’il fuſt aupres de toy.	Ais ie rumine ici, le vieillard suit le Re Il serait à propos, qu'il fût auprès de toi.
Va luy perſuader qu’il vaut mieux qu’il le laiſſe Pour eſtre ſous ta garde aupres de ſa Maiſtreſſe le Roy qui eſt Soldats attendez moy, ie ne tarderay pas	Va été persuader qu'il vaut mieux qu'il le laisse Pour être sous ta garde auprès de sa Maîtresse le Roi qui est Soldats attendez moi, je ne tarderai pas
TU SLEV 1x MVSTAPHA, ORMONTE DESPINE.	TU SLEU 1x MUSTAPHA, ORMONTE DÉPINE.
MLAPHA.	MLAPHA.
monte.	monte.
ORMONTE.	ORMONTE.
Monſeigneur.	Monseigneur.
MMN MVSTAPHA.	MMN MUSTAPHA.
Retourne ſur tes par Tu verras Baiazet qui du bout de la ruë Me ſuit auec les ſiens ſans me perdre de veuë, Vat'en à ſa rencontre & luy dis de ma part Que s’ilveut m’obligeril ſe tlenne à l’eſcart Prens außi mon eſpée afin que l’innocence De ce flanc deſarme ſoitla ſeule deffence.	Retourne sur tes par Tu verras Baiazet qui du bout de la rue Me suit avec les siens sans me perdre de vue, Vaten à sa rencontre et et dis de ma part Que s'ilveut m'obligeril se tlenne à l'écart Prens aussi mon épée afin que l'innocence De ce flanc désarme soitla seule défense.
14.	14.
DESPINE.	DÉPINE.
Ah ſpectacle, ah douleur.	Ah spectacle, ah douleur.
MVSTAPHA.	MUSTAPHA.
Oſtt entor ie Dandrier.	Ostt entor rien Dandrier.
DESPTNE.	DÉPTNE.
O ma gloire, ômon cœur, voicy voſtre meurtrier C’eſt bien trẽs iuſtement que tu quittés l’espée, Ame dans la baſſeſſe;	Ô ma gloire, ômon cœur, voici votre meurtrier C'est bien trois justement que tu quittés l'épée, Âme dans la bassesse;
& la fraude trempée Quitte encor, pu qu'aumoins tuconnois tes defaux Le nom de Cauali que tu portes à faux, Cherche pour te cacherla ſolttude & l’ombre, Ou puimquebdan(eeummtu ororpoiuo le mombre, Demeure auec les Ours ſi ſemblables à toy Cruel, ingrat, meſchant, ſans honneur, & ſantfo FY.	et la fraude trempée Quitte encor, pu qu'aumoins tuconnais tes défauts Le nom de Cavali que tu portes à faux, Cherche pour te cacherla soltude et l'ombre, Ou puimquebdan(eeummtu ororpoiuo le mombre, Demeure avec les Ours si semblables à toi Cruel, ingrat, méchant, sans honneur, et santfo FI.
L.	L.
8,	8,
MVSTAPHA.	MUSTAPHA.
O Sort, cette rencontre eſt-ce vn charme?	Ô Sort, cette rencontre est-ce un charme?
eſt-ce vn ſonge?	est-ce un songe?
Ou poßible vne erreur ou mon deſie me plonge.	Ou possible une erreur ou mon désie me plonge.
I PINE.	I IINE.
Non non, tacruaûtémareduite à ce point Augré de ton deſir qui ne t’abuſe point, Ouy mon cœur eſtoutré de veritables peines, Quy mon corps eſtchargéutnutauiuam Ouy, ma mort qui me plaiſt, puis qu’il te plaiſt ainſi Sera dans peu de temps tres veritables außi.	Non non, tacruaûtémareduite à ce point Augré de ton désir qui ne t'abuse point, Oui mon cœur estoutré de véritables peines, Qui mon corps estchargéutnutauiuam Oui, ma mort qui me plaît, puis qu'il te plaît ainsi Sera dans peu de temps très véritables aussi.
MVSTAPHA.	MUSTAPHA.
O Ciel il eſt trop vray, c’eſt la beaûté que i’ayme Mais, vous plus inſolents que l’inſolence meſme, Rendez moy ce treſor indignement gardé.	Ô Ciel il est trop vrai, c'est la beaûté que j'aime Mais, vous plus insolents que l'insolence même, Rendez moi ce trésor indignement gardé.
t	t
RVSTAN, arriuant la deſſus auec Aluante.	RUSTAN, arrivant la dessus avec Alvante.
Tout beau, tout beau Seigneur, le Roy la commandé	Tout beau, tout beau Seigneur, le Roi la commandé
MVSTAPHA.	MUSTAPHA.
Ie ne conteſte point ce que le Roy commande, Mais auecque raïſon ie douté qu’il entendé Qu’on exerce en ſon nomenuers cette beauté Eiſpemde rejpeer , Qtemn de ovmaute, Mais ce diſcours à part, ſouffrez ie vous ſupplie, Que pourlabienſeance, au moins on l’a deſtie.	Je ne conteste point ce que le Roy commande, Mais apprendre raïson ie douté qu'il entendé Qu'on exerce en son nomenvers cette beauté Eispemde rejpeer , Qtemn de ovaute, Mais ce discours à part, souffrez ie vous supplie, Que pourlabienseance, au moins on l'a destie.
RLEM CMA .	RLEM CMA .
S.	S.
1	1
MVSTAPHA.	MUSTAPHA.
Ofit entor ie Dandrier.	Ofit entor ie Dandrier.
DESPINE.	DÉPINE.
O magloire, ômon cœur, voicy voſtre meurtrier C’eſt bien tres iuſtement que tu quittés l’espée, Ame dans la baſſeſſe, & la fraude trempée Quitte encor, puis qu'aumoins tu connois tes defaux Le nom de Caualier que tu portes à faux, Cherche pour te cacherla ſolitude & l’ombre, Du pummn puorounot dont ru ororpprugio mombre, Demeure auec les Ours ſi ſemblables à toy Cruel, ingrat, meſchant, ſans honneur, & ſans foy.	Ô magloire, ômon cœur, puisque votre meurtrier C'est bien très justement que tu quittez l'épée, Âme dans la bassesse, et la fraude trempée Quitte encor, puis qu'aumoins tu connais tes défauts Le nom de Cavalier que tu portes à faux, Cherche pour te cacherla solitude et l'ombre, Du pummn orounot dont ru orpprugio mombre, Demeure avec les Ours si semblables à toi Cruel, ingrat, méchant, sans honneur, et sans foi.
2	2
MVSTAPHA.	MUSTAPHA.
O Sort, cette rencontre eſt-ce vn charme?	Ô Sort, cette rencontre est-ce un charme?
eſt-ce vn ſonge?	est-ce un songe?
Ou poßible vne erreur ou mon deſir me plonge.	Ou possible une erreur ou mon désir me plonge.
DESPINE.	DÉPINE.
Non non, tatruautémareduite à ce point Augré de ton deſir qui ne t'abuſe point, Ouy mon cœur eſtoutré de veritables peines, Ouy mon corps eſt charge deveritables chaiſnes, Ouy, ma mort qui me plaiſt, puis qu’il te plaiſt ainſi Sera dans peu de temps tres veritables außi.	Non non, tatruautémareduite à ce point Augré de ton désir qui ne t'abuse point, Oui mon cœur estoutré de véritables peines, Oui mon corps est charge devéritables chaînes, Oui, ma mort qui me plaît, puis qu'il te plaît ainsi Sera dans peu de temps très véritables aussi.
MVSTAPHA.	MUSTAPHA.
O Cielil eſt trop vray, c’eſt la beauté que i’ayme Mais, vous plus inſolents que l’inſolence meſme, Rendez, moy ce treſor indignement garde.	Ô Cielil est trop vrai, c'est la beauté que j'aime Mais, vous plus insolents que l'insolence même, Rendez, moi ce trésor indignement garde.
RVSTAN, arriuant la deſſus auec Aluante.	RUSTAN, arrivant la dessus avec Alvante.
Toutbeau, tout beau Seigneur, le Roy la commandé	Toutbeau, tout beau Seigneur, le Roi la commandé
MVSTAPHA.	MUSTAPHA.
Ie ne conteſte point ce que le Roy commande, Mais auecque raiſon ie douté qu’il entende Qu'on exerce en ſon nomenuers cette beauté Et ſi peu de reſpect, & tant de cruauté, Mais ce diſcours à part, ſouffrez ie voüs ſupplie, Que pourla bienſeance, au moins on l’a deſlie.	Je ne conteste point ce que le Roi commande, Mais avec raison avait douté qu'il entende Qu'on exerce en son nomenvers cette beauté Et si peu de respect, et tant de cruauté, Mais ce discours à part, souffrez Seigneur us supplie, Que pourla bienséance, au moins on l'a délie.
DUAEEAYE BAIAZET, ſeul s’approchant du Prince.	DUAEAYE BAIAZET, seul s'approchant du Prince.
L parle auec Ruſtan, & ſemble le prier Le traiſtre eſt dangereux, il faut s'en defier.	L parle était Rutan, et semble le prier Le traître est dangereux, il faut s'en défier.
MVSTAPHA.	MUSTAPHA.
Conſulterſi long temps en matiere ſi claire C’eſtrespondre autant vaut, qu'on ne le veut pas faire Soldats deſliez la,	Consultersi long temps en matière si claire C'estrespondre autant vaut, qu'on ne le veut pas faire Soldats déliés la,
TAN.	TAN.
Soldats n’en faites rien.	Soldats n'en faites rien.
MVSTAPHTA.	MUSTAPHTA.
Rustan, ou ſommes nous?	Rûtan, ou sommes nous?
me connoiſſez vous bien?	me connaissez -vous bien?
Sçauez vous qui ie ſuis & ce que ie puis eſtre?	Savez -vous qui ici suis et ce que je puis être?
RVSTAN.	RUSTAN.
Quandie vous connoiſtray pourle fils de mõmaiſtre.	Quandie vous connaîtrai pourle fils de montre.
BAIAZET.	BAIAZET.
neeguraioioranſolent.	neeguraioioransolent.
MVSTAPHA.	MUSTAPHA.
Uous auriez, en ce cas, Le respect qu’on me doit & que vous n’auez pas, Cependant vosſoidats ont atnene t'andace Mais vous le payerez.	Uous auriez, en ce cas, Le respect qu'on me doit et que vous n'avez pas, Cependant vossoidats ont atnène t'andace Mais vous le paierez.
RVSTAN, Tel tremble qui menace	RUSTAN, Tel tremble qui menace
BAIAZET, Traiſtre ton inſolence eſt ſans comparaiſon Mais ce bras pour le Prince en aura la raiſon, Porte dans le Palais toncrime, & ton ſuplice.	BAIAZET, Traître ton insolence est sans comparaison Mais ce bras pour le Prince en aura la raison, Porte dans le Palais toncrime, et ton suplice.
MVS TAPHA, O Dieux qu’auez vous fait?	MUS TAPHA, Ô Dieux qu'avez -vous fait?
Seigneur?	Seigneur?
BAIAZET.	BAIAZET.
Un acte de Iuſtice	Un acte de Justice
MVSTAPHA.	MUSTAPHA.
Tais qui me perd,	Tais qui me perd,
L.	L.
LE SOLYMAN	LE SOLYMAN
BAIAZET.	BAIAZET.
Mais pluſtoſt qui vous niet, En l'Eſlatglor:	Mais plutôt qui vous net, En l'Élatglor:
eux qu’vn Empire promet N'esperez que parla, garantir voſtee vie, Le danger vous y preſſe, & ie vous y conutié Enfin vous le deuez puis qu’abien diſcourir Il vous faut deſormais ou rezner ou mourir, Cent mille hommes armés ſont tous preſts à vous toindre Auec cent braues Chefs dont ie ſeray le moindre En voicy quelques vns, & i’ay parole d’eux Sus ſus Mars, & le Sort, ayment les hazardeux, Aduancez Compagnons, & d’vne voix commune Eſleuons ce Soleil autroſne de la Lune.	eux qu'un Empire promet N'espérez que parla, garantir voste vie, Le danger vous y presse, et encore vous y conutié Enfin vous le devez puis qu'abien discourir Il vous faut désormais ou remper ou mourir, Cent mille hommes armez sont tous prêts à vous toindre Avec cent braves Chefs dont notre serai le moindre En voici quelques uns, et j'ai parole d'eux Sus sus Mars, et le Sort, a les hazardeux, Aduancez Compagnons, et d'une voix commune Esleuons ce Soleil autrône de la Lune.
ſternãt la face viue dont Muſtapha.	sternant la face vive dont Mustapha.
Les Capitaines tous d’vne voix, Viue noſtre Empcreur.	Les Capitaines tous d'une voix, Vive notre Empreur.
R.	R.
VO MiEE EEm.	VO MiE EEm.
Mais qu'il meure pluſtoſt.	Mais qu'il meure plutôt.
BAIAZET.	BAIAZET.
O Dieux quelle fureur.	Ô Dieux quelle fureur.
MVSTAPHA.	MUSTAPHA.
Apellez vous fureur, vn deſir legitime D'amoindrir, ou pluſtoſt u'empeſcner ooſtre trime, N'on non, il vaut bien mieux qu’vne innocente mort M’offre ſeul en victime, aux choleres du Sort Que ſi i'executois mes iniuſtes enuies  ai leb pelte de lant & deſveuestoles.	Apelez -vous fureur, un désir légitime D'amoindrir, ou plutôt eempescner ootre trime, N'on non, il vaut bien mieux qu'une innocente mort M'offre seul en victime, aux cholères du Sort Que si j'executois mes injustes envies ai le pelté de lant et desveuestoles.
BAIAZET.	BAIAZET.
Ne traingnes point pournous, oous pour qui nous craingnons.	Ne traingnès point pournous, oous pour qui nous craingnons.
MVSTAPHA.	MUSTAPHA.
Genereux Baiazet, & vous chers Compagnons Quelque espoir de ſalut que le Camp me propoſe I'entre dans le Palais, ou ma vie eſt encloſe,	Généreux Baiazet, et vous chers Compagnons Quelque espoir de salut que le Camp me propose J'entre dans le Palais, ou ma vie est enclose,
DAIALET.	DAIALET.
Mais ou uous trouuerez, la mort qui vous attent.	Mais ou -vous trouverez, la mort qui vous attent.
MVSTAPHA.	MUSTAPHA.
se ne ſçay, m'ais mon ame y demeutre pourtant Si le Ciel me permet de vous reuoir encore Ie vous aprendray mieux ce ſecret que i'ignore, Adieu.	se ne sais, m'ais mon âme y demeutre pourtant Si le Ciel me permet de vous revoir encore Je vous apprendrai mieux ce secret que j'ignore, Adieu.
BAIAZET, Ie ſuis aueugle en cette obſcurité Cependant donnons orâre à noſtre ſeureté;	BAIAZET, Je suis aveugle en cette obscurité Cependant donnons orâtre à notre sûreté;
I ij	I ij
lhs'entvont Allons mes Compagnons, allons treuuer les autres feapantleurs Et ne faiſons qu'vn corps de leurs bras & des noſtres, Tant pour vangerle Prince à ſa perte obſtiné Que pour nous garentir dans ſon Camp mutine.	lhs'entvont Allons mes Compagnons, allons trouver les autres feapantleurs Et ne faisons qu'H corps de leurs bras et des nôtres, Tant pour vengerle Prince à sa perte obstiné Que pour nous garentir dans son Camp mutine.
A L AaA A-	À L AaA A-
SCENE PREMIERE MVSTAPHA, OSMAN,	SCÈNE PREMIÈRE MUSTAPHA, OSMAN,
l OSMAN.	Ô OSMAN.
Evay donc O Seigneur, s’il plaiſt à voſtre Alteſſe & Uire a mes Compagnons qui gardent la Princeſſe, Nordre qu’ils ont du Roy de vous la faire voir.	Évai donc Ô Seigneur, s'il plaît à votre Altesse et Uire à mes Compagnons qui gardent la Princesse, Nordre qu'ils ont du Roi de vous la faire voir.
MVSTAPHA.	MUSTAPHA.
Ie ne vous retiens pas, faites voſtre deuoir.	Je ne vous retiens pas, faites votre devoir.
OSMAN.	OSMAN.
C’eſtmoy qui te retiens auec mon impoſture.	C'estmoi qui te retiens avec mon imposture.
L iii	 Lii
Ordre de Soliman à Muſtapha.	Ordre de Soliman à Mustapha.
Allez voir voſtre Deſpine A fin de l’entretenir, Tandis que ie determine Ce qu'elle doit deueuir.	Allez voir votre Despine A fin de l'entretenir, Tandis que je détermine Ce qu'elle doit deueuir.
O Dieux!	Ô Dieux!
ce mot de Voſtre, eſtvn feu de colere.	ce mot de Votre, estime feu de colère.
Qui me rend deſormais cette nuit aſſez, claire A ce peu de clarté qui luy confuſement La ſource de mon mal ſe deſcouure ayſement, N'ayant aucun ſuiet d’entrer en defiance Ny de mon procedé ny de ma conſcience, L'Amour ſeul aura fait le trouble ou ie me voy Mais ie ne puis ſçauoir n'y comment ny pourquoy Non ie ne comprens pas quelque effort que ie faſſc Pour quelle occaſion, ou pourquelle diſgrace Ce deplorable obiet de mon affectioe A dementy ſon ſexe & ſa condition Ie ne puis conceuoir l’aduanture derniere Qui rend cette beauté ſuspecte, & priſonniere, Sur tout ie me confonds, ie m'égare & me pers Comme ſi ie tombois dans la nuit des Enfers,	Qui me rend désormais cette nuit assez, claire À ce peu de clarté qui était confusément La source de mon mal se découvre aisément, N'ayant aucun sujet d'entrer en défiance Ni de mon procédé ainsi de ma conscience, L'Amour seul aura fait le trouble ou tu me vo Mais ici ne puis savoir n'y comment a pourquoi Non ie ne prends pas quelque effort que ie fassc Pour quelle occasion, ou pourquelle disgrâce Ce déplorable objet de mon affectioe MON démenti son sexe et sa condition Je ne puis concevoir l'aventure dernière Qui rend cette beauté suspecte, et prisonnière, Sur tout ie me confonds, ie m'égare et et pr Comme si ie tombois on la nuit des Enfers,
Quand ie penſe aux diſcours dõt cette ame indignée A tantoſt contre moy ſa fureur teſmoignée, Quand ce cruelaberd, ce regard furieux Et ce reproche intuſte autant qu'inturieux, Par leurs triſtes obiets dont l’image eſt ſi fraiſche, Font encore en mon cœur, vne mortelle breſche Ie meurs:	Quand ici pense aux discours dompt cette âme indignée A poux contre moi sa fureur témoignée, Quand ce cruelaberd, ce regard furieux Et ce reproche intuste autant qu'inturieux, Par leurs tristes objets dont l'image est si fraîche, Font encore en mon cœur, une mortelle brèche Je meurs:
