68 Qis Aſ	68 Qis As
Pardonnez-moy, grands Dieux, ſi ie me ſuîs tromQuand i’ay penſé cherir vn neueu de Pompée, (pée Et ſi d’vn faux ſemblant mon eſprit abuſé A fait choix d’vn eſclaue en ſon lieu ſuppoſé, Ie t’ayme toutefois, tel que tu puiſſes eſtre, Tu te plains d’vn amour qui te veut rẽdre traiſtre, Mille autres à l’enuy reccuroient cette loy S’ils pouuoient m’acquerir à meſme ptix que toy?	Pardonnez-moi, grands Dieux, si tu me sujet tromQuand j'ai pensé chérir un neu de Pompée, (pée Et si d'un faux semblant mon esprit abusé A fait choix d'être esclaue en son lieu supposé, Je t'aime toutefois, tel que tu puisses être, Tu te plains d'un amour qui te veut rendre traître, Mille autres à l'ennui récuraient cette loi S'ils pouvaient m'acquérir à même pie que toi?
Mais n’apprehende pas qu’vn autre ainſi m’obtienne, Vy pour ton cher tyran tãdis qne ie meurs tienne, Mes iours auec les ſiens ſe vont precipiter Puiſque ta lâcheté n’oſe me meriter.	Mais n'appréhende pas qu'un autre ainsi m'obtienne, Vi pour ton cher tyran tãdis qne femme meurs tienne, Mes jours avec les siens se vont précipiter Puisque ta lâcheté n'ose me mériter.
Vien me voir dans ſon ſang & dans le mien baignée De ma-ſeule vertu mourir accompagnée, Et te dire en mourant d’vn eſprit ſatisfait:	Viens me voir dans son sang et dans le mien baignée De maseule vertu mourir accompagnée, Et te dire en mourant d'un esprit satisfait:
N’accuſe point mõ ſort, c’eſt toy ſeul qui l’as fait, Ie deſcens dans la tombe ou tu las condamnnée, Où la gloire me ſuit qui t’eſtoit deſtinée, Ie meurs en détruiſant vn pouuoir abſolu, Mais ie viurois à toy ſi tu l’auois voulu.	N'accuse point mõ sort, c'est toi seul qui l'as fait, Je descends dans la tombe ou tu la condamnnée, la gloire me suit qui t'était destinée, Je meurs en détruisant un pouvoir absolu, Mais Un vivrais à toi si tu l'avais voulu.
CINNA.	CINNA.
Et bien, vous le voulez, il faut vous ſatisfaire?	Et bien, vous le voulez, il faut vous satisfaire?
Il faut affranchir Rome, il faut vanger vn pere, Il faut ſur vn tyran porter de juſtes coups, Mais aprenez qu’Auguſte eſt moins tyran que vous.	Il faut affranchir Rome, il faut venger un père, Il faut sur un tyran porter de justes coups, Mais apprenez qu'Auguste est moins tyran que vous.
S’il nous oſte à ſon gré nos biens, nos jours, nos femmes, Il n’a point juſqu’icy tyrannisé nos ames, Mais l’empire inhumain qu’exercent vos beautez Force juſqu’aux eſprits & juſqu’aux volontez:	S'il nous ôte à son gré nos biens, nos jours, nos femmes, Il n'a point jusqu'ici tyrannisé nos âmes, Mais l'empire inhumain qu'exercent vos beautés Force jusqu'aux esprits et jusqu’aux volontés:
Vous me faites priſer ce qui me deshonoré, Vous me faites hayr ce que mon ame adore, Vous me faites répandre vn ſang pour qui ie dei Expoſer tout le mien & mille & mille fois, Ie l’ay iuré, i’y cours, & vous ſerez vangée, Mais ma main auſſi-toſt dedãs mon ſein plongée Aux Manes d’vn tel Prince immolant voſtre amant A ce crime forçé joindra le chaſtiment, Et par cette action dans l’autre confonduë Recouurera ſa gloire auſſi-toſt que perduë, Adieu.	Vous me faites priser ce qui me déshonoré, Vous me faites haïr ce que mon âme adore, Vous me faites répandre un sang pour qui tu dé Exposer tout le mien et mille et mille fois, Je l'ai juré, j'y cours, et vous serez vengée, Mais ma main aussitôt dédans mon sein plongée Aux Manes d'un tel Prince immolant votre amant A ce crime forçé joindra le châtiment, Et par cette action dans l'autre confondue Recouurera sa gloire aussitôt que perdue, Adieu.
SCENE V.	SCÈNE V.
ÆMILIE.	NEMILIE.
FVLVIE,	FULVIE,
ÆMILIE.	NEMILIE.
Qu’il ceſſe de m’aymer, ou ſuyue ſon deuoir.	Qu'il cesse de m'aimer, ou suive son devoir.
FVLVIE.	FULVIE.
Il va vous obeyr aux deſpens de ſa vie;	Il va vous obéir aux dépens de sa vie;
Vous en pleurez!	Vous en pleurez!
ÆMILIE.	NEMILIE.
Helas!	Hélas!
cours apres luy, Fuluie, Et ſi ton amitié daigne me ſecourir, Arrache-luy du cœur ce deſſein de mourir,	cours après lui, Fuluie, Et si ton amitié daigne me secourir, Arrache-lui du cœur ce dessein de mourir,
LVIE.	LVIE.
Qu'en ſa faueur vous laiſſez viure Auguſte?	Qu'en sa faveur vous laissez vivre Auguste?
ÆMILIE.	NEMILIE.
a fe eſt faine à ma haine vne loy trop iniuſte.	a se est faine à ma haine une loi trop injuste.
Et quoy donc?	Et quoi donc?
FVLVIE.	FULVIE.
Æ MILIE.	NE MILIE.
Qu’il acheue & dégage ſa foya Et qu’il choiſiſſe apres de la mort, ou de moy.	Qu'il achève et dégage sa soya Et qu'il choisisse après de la mort, ou de moi.
Fin du troiſieſme Adte.	Fin du troisième Adte.
ACTE IV.	ACTE IV.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
AVGVSTE.	AUGUSTE.
EVPHORBE, POLYCLETE,	EUPHORBE, POLYCLETE,
AVGVSTE.	AUGUSTE.
Out ce que tu me dis, Euphorbe, eſt incroyable.	Out ce que tu me dis, Euphorbe, est incroyable.
EVPHORBE.	EUPHORBE.
Seigneur, ſe recit meſme en paroiſt effroyable.	Seigneur, se récit même en paraît effroyable.
On ne conçoit qu’à force vne telle fureur, Et la ſeule penſée en fait fremir d’horreur.	On ne conçoit qu'à force une telle fureur, Et la seule pensée en fait frémir d'horreur.
AVGVSTE.	AUGUSTE.
Quoy, mes plus chers amis!	Quoi, mes plus chers amis!
quoy, Cinna!	quoi, Cinna!
quoy, Maxime!	quoi, Maxime!
Les deux que i’honorois d’vne ſi haute eſtime!	Les deux que j'honorais d'une si haute estime!
A qui i’ouurois mõ cœur, &dont i’auois fait choix Pour les plus importans & plus nobles emploist Apres qu’entre leurs mains i’ay remis mõ empire.	À qui j'ouvrais mon cœur, etdont j'avais fait choix Pour les plus importants et plus nobles emploist Après qu'entre leurs mains j'ai remis mon empire.
Pour m’arracher le iour l’vn & l’autre conſpire!	Pour m'attacher le jour l'un et l'autre conspire!
Encore pour Maxime il m’en fait aduertir, Et s’eſt laiſſé toucher à quelque repentir, Mais Cinna!	Encore pour Maxime il m'en fait avertir, Et s'est laissé toucher à quelque repentir, Mais Cinna!
EVPHORBE.	EUPHORBE.
Cinna leur dalis la lage voutle, Et contre vos bontez d’autant plus ſe mutine:	Cinna leur dalis la ge voutle, Et contre vos bontés d'autant plus se mutine:
Luy ſeul combat encor les vertueux efforts Que ſur les coniurez fait vn iuſte remords, Et malgré les frayeurs à leurs regrets meſlées Il tâche à raffermir leurs ames eſbranlées.	Lui seul combat encor les vertueux efforts Que sur les conjurés fait un juste remords, Et malgré les frayeurs à leurs regrets mêlées Il tâche à raffermir leurs âmes ébranlées.
AVGVSTE.	AUGUSTE.
Luy ſeul les encourage, & luy ſeul les ſeduit?	Lui seul les encourage, et avoir seul les séduit?
O le plus déloyal que l’Enfer ait produit;	Ô le plus déloyal que l'Enfer ait produit;
O trahiſon conçeuë au ſein d’vne Furie!	Ô trahison conçue au sein d'une Furie!
O trop-ſenſible coup d’vne main ſi cheties Cinna, tu me trahis!	Ô trop-sensible coup d'une main si chéties Cinna, tu me trahis!
Polyclere, écoutez.	Polycle, écoutez.
POLYCLETE.	POLYCLETE.
Tous vos ordres, Seigneur, ſeront executez.	Tous vos ordres, Seigneur, seront exécutez.
AVGVSTE.	AUGUSTE.
Qu’Eraſte en meſme temps aille dire à Maxime Qu’il vienne receuoir le pardon de ſon crime.	Qu'Éraste en même temps aille dire à Maxime Qu'il vienne recevoir le pardon de son crime.
EVPHORBE.	EUPHORBE.
Il l’a iugé trop grand pour ſe le pardonner.	Il l'a jugé trop grand pour se le pardonner.
A peine du Palais il a pû retourner, Que de tous les coſtez lançant vn œil far oucheLo çœur gros de ſoûpirs, les ſanglots à la bouche.	À peine du Palais il a pu retourner, Que de tous les côtés lançant un œil far oucheLo çœur gros de soupirs, les sanglots à la bouche.
Il deteſte ſa vie, & ce complot maudit, M’en apprẽd l’ordre entier tel que ie vous l’ay dite Et m’ayant commandé que ie vous aduertiſſe.	Il déteste sa vie, et ce complot maudit, M'en apprend l'ordre entier tel que ie vous l'ai dite Et m'ayant commandé que je vous avertisse.
Il adiouſte:	Il ajoute:
Dy luy que ie me fais iuſtice, Que ie n’ignore pas ce que i’ay merité, Puis ſoudain dans le Tybre il s’eſt precipité, Et l’eau groſſe & rapide & la nuit ſuruenuë L’ont deſrobé ſur l’heure à ma debile veuëe	Dis lui que je me fais justice, Que je n'ignore pas ce que j'ai mérité, Puis soudain dans le Tibre il s'est précipité, Et l'eau grosse et rapide et la nuit survenue L'ont dérobé sur l'heure à ma débile vue
AVGVSTE.	AUGUSTE.
Sous ſes iuſtes remords il a trop ſuccombé Et s’eſt à mes bontez luy-meſme deſrobé, Il n’eſt crime enuers moy qu’vn repentir n’efface?	Sous ses justes remords il a trop succombé Et s'est à mes bonté lui-même dérobé, Il n'est crime envers moi qu'un repentir n'efface?
Mais puiſqu’il a voulu renoncer à ma grace, Allez pouruoir au reſte, & faites qu’on ait ſoin De tenil en lieu leur ce noelle temoin.	Mais puisqu'il a voulu renoncer à ma grâce, Allez pourvoir au reste, et faites qu'on ait soin De tenil en lieu leur ce noelle témoin.
SCENE II.	SCÈNE II.
AVGVSTE.	AUGUSTE.
Iel, à qui voulez-vous deſormais que le fie CLes ſecrets de mon ame, & le ſoin de ma vie?	Jel, à qui voulez-vous désormais que le fie CLes secrets de mon âme, et le soin de ma vie?
Reprenez le pouuoir que vous m’auez commis Si donnant des ſujets il oſte les amis, Si tel eſt le deſtin des grandeurs ſouueraines Que leurs plus grands bienfaits n’attirent que des haines, Et ſi voſtre rigueur les condamne à cherir Ceux que vous animez à les faire perir.	Reprenez le pouvoir que vous m'avez commis Si donnant des sujets il ôte les amis, Si tel est le destin des grandeurs souveraines Que leurs plus grands bienfaits n'attirent que des haines, Et si votre rigueur les condamne à chérir Ceux que vous animez à les faire périr.
Pour elle rien n’eſt ſeur, qui peut tout doit tout craindre.	Pour elle rien n'est sûr, qui peut tout doit tout craindre.
[dre.	[dre.
Rentre en toy-meſme Octaue, & ceſſe de te plains Quoy, tu veux qu’on t’épargne, & n’as rien épargné!	Rentre en toi-même Octave, et cesse de te plains Quoi, tu veux qu'on t'épargne, et n'as rien épargné!
Songe aux fleuues de ſãg où ton bras s’eſt baigné, De combien ont rougy les champs de Macedoine.	Songe aux fleuves de sãg ô ton bras s'est baigné, De combien ont rougi les champs de Macédoine.
Combien en a verſé la défaite d’Antoine, Combien celle de Sexte, & reuoy tout d’vn temps Perouſe au ſien noyée & tous ies habltans, 1 „ Remets	Combien en a versé la défaite d'Antoine, Combien celle de Sexte, et revoy tout d'un temps Perouse au sien noyée et tous jes habltants, 1 „ Remets
Remets dans ton eſprit apres tant de carnages De tes proſcriptions les ſanglantes images, Où toy-meſme des tiens deuenu le bourreau Au ſein de ton tuteur enfonças le couſteaus Et puis oſe accuſer ton deſtin d’iniuſtice Si les tiens maintenant s’arment pour ton ſupEt ſi par ton exemple à ta perte guidez L plice, Ils violent les droits que tu n’as pas gardez.	Remets dans ton esprit après tant de carnages De tes proscriptions les sanglantes images, Où toi-même des tiens devenu le bourreau Au sein de ton tuteur enfonças le coûteaus Et puis ose accuser ton destin d'injustice Si les tiens maintenant s'arment pour ton supt si par ton exemple à ta perte guidez L pliée, Ils violent les droits que tu n'as pas gardez.
Leur trahiſon eſt iuſte & le Ciel l’autoriſe.	Leur trahison est juste et le Ciel l'autorise.
Quitte ta dignité comme tu l’as acquiſe, Rends vn ſang infidelle à l’infidelité Et ſouffre des ingrats apres l’auoir eſté.	Quitte ta dignité comme tu l'as acquise, Rends un sang infidèle à l'infidélité Et souffre des ingrats après l'avoir été.
Mais que mon iugement au beſoin m’abandonne?	Mais que mon jugement au besoin m'abandonne?
Quelle fureur, Cinna, m’accuſe & te pardonnet Toy dont la trahiſon me force à retenir 3 Ce pouuoir ſouuerain dont tu me veux punir, Me traite en criminel & fait ſeule mon crime, Releue pour l’abatre vn trône illegitime, Et d’vn zele effronté couurant ſon attentat S’oppoſe pour me perdre au bon-heur de l’Eſtat?	Quelle fureur, Cinna, m'accuse et te pardonnet Toi dont la trahison me force à retenir 3 Ce pouvoir souverain dont tu me veux punir, Me traite en criminel et fait seule mon crime, Releue pour l'abattre un trône illégitime, Et d'un zèle effronté couurant son attentat S'oppose pour me perdre au bonheur de l'État?
Donc iuſqu’à l’oublier ie pourrois me cotraindre?	Donc jusqu'à l'oublier Seigneur pourrais me cotraindre?
Tu viurois en repos apres m’auoir fait craindre?	Tu vivrais en repos après m'avoir fait craindre?
Non, non, ie me trahis moy-meſme d y penſet.	Non, non, Seigneur me trahis moi-même d y penset.
Qui pardonne aiſément inuite à l’offenſer, Puniſſons l’aſſaſſin, proſcriuons les complices.	Qui pardonne aisément inuite à l'offenser, Punissons l'assassin, proscrivons les complices.
Mais quoy!	Mais quoi!
touſiours du ſang, & touſiours des Ma cruauté ſe laſſe & ne peut s’arreſter, ſſuplices!	toujours du sang, et toujours des Ma cruauté se lasse et ne peut s'arrêter, suplices!
Ie veux me faire craindre, & ne fais qu’irriter;	Je veux me faire craindre, et ne fais qu'irriter;
Rome a pour ma ruïne vne Hydre trop fertile, Vne teſte coupée en fait renaiſtre mille, Et le ſang répandu de mille coniurez Rend mes iours plus maudits & non plus aſſeurez.	Rome a pour ma ruine une Hydre trop fertile, Une tête coupée en fait renaître mille, Et le sang répandu de mille conjurés Rend mes jours plus maudits et non plus assurés.
Octaue, n’attéds plus le coup d’vn nouueau Brute, Meurs, & deſrobe-luy la gloire de ta cheute,	Octave, n'attéds plus le coup d'un nouveau Brute, Meurs, et dérobe-lui la gloire de ta chute,
Meurs, tu ferois pour viure vn lâche & vain eſſott Si tant de gens de cœur font des vœux pour ta Et ſi tout ce que Rome a d’illuſtre ieuneſſe [mort.	Meurs, tu ferais pour vivre un lâche et vain essott Si tant de gens de cœur font des vœux pour ta Et si tout ce que Rome a d'illustre jeunesse [mort.
Pour te faire perir tour à tour s’intereſſe, Crit, Meurs, puiſque c’eſt vn mal que tu ne peux gue Meurs enfin puiſqu’il faut ou tout perdre ou mourir, La vie eſt peu de choſe, & le peu qui t’en reſte Ne vaut pas l’acheter par vn prix ſi funeſte, Meurs, mais quitte du moins la vie auec éclat, Eſteins-en le flambeau dans le ſang d’vn ingrat.	Pour te faire périr tour à tour s'intéresse, Crit, Meurs, puisque c'est un mal que tu ne peux gué Meurs enfin puisqu'il faut ou tout perdre ou mourir, La vie est peu de chose, et le peu qui t'en reste Ne vaut pas l'acheter par un prix si funeste, Meurs, mais quitte du moins la vie auec éclat, Éteins-en le flambeau dans le sang d'un ingrat.
A toy-meſme en mourant immole ce perfide, Contentant ſes deſirs puny ſon parricide, Fais vn tourment pour luy de ton propre trépas m En faiſant qu’il le voye & n’en jouyſſe pas:	À toi-même en mourant immole ce perfide, Contentant ses désirs puni son parricide, Fais un tourment pour lu de ton propre trépas m En faisant qu'il le voie et n'en jouisse pas:
Mais jouyſſons pluſtoſt' nous-meſmes de ſa peine, Et ſi Rome nous hait, triomphons de ſa haine.	Mais jouissons plutôt nous-mêmes de sa peine, Et si Rome nous hait, triomphons de sa haine.
O Romains, ô vangeance, ô pouuoir abſolu, O rigoureux combat d’vn cœur irreſolu Plaic en ioimu tompu cout ce quin le propoſeny D’vn Prince malheureux ordõnez quelque choſe,n Qui de vous dois-ie ſuiure, &duquel m’éloigner?	Ô Romains, ô vengeance, ô pouvoir absolu, Ô rigoureux combat d'un cœur irrésolu Plaic en joimu tompu coût ce quin le proposeni D'un Prince malheureux ordonnez quelque chose,n Qui de vous dois-je suivre, etduquel m'éloigner?
