PAR MONSIEVR BORÉE,	PAR MONSIEUR BORE,
» Lun doit viure touſiours auecque mesfiance, »Si l’on veut longuement regner en aſſeurance.	" Lun doit vivre toujours avec méfiance, »Si l'on veut longuement régner en assurance.
CYBARE.	CYBARE.
I’aduouë que les Roys, ainſi que bons Nochers, Doiuent preuoir de loing les perilleux rochers, Repenſans meurement aux accidens de guerre, Et qu’vn moindre ſouuẽt le plus puiſsãt atterre:	J'avoue que les Rois, ainsi que bons Nochers, Doivent prévoir de loin les périlleux rochers, Répensants meurement aux accidents de guerre, Et qu'un moindre souvent le plus puissants atterre:
Mais s’attriſter ſi fort & dehors de ſaiſon, On vous-en va blaſmant, & non pas ſans raiſon.	Mais s'attrister si fort et dehors de saison, On vous-en va blâmant, et non pas sans raison.
CYRVS.	CYRUS.
Eſt-ce donc ſans raiſon de ſe voir aux diſgraces Des uieux, dont ie reçoyſi ſouuent des menaces,	Est-ce donc sans raison de se voir aux disgrâces Des uieux, dont notre reçoysi souvent des menaces,
CYBARE.	CYBARE.
Ces menaces ne ſont que des chimeres vains, Qui troublent ſans raiſon le cerueau des humains, Produicts le plus ſouuent de diuerſe figure, Selon qu'eſt des humeurs diuerſe la nature:	Ces menaces ne sont que des chimères vains, Qui troublent sans raison le cerveau des humains, Produits le plus souvent de diuerse figure, Selon qu'est des humeurs diverse la nature:
Mais voicy que ie voys nos guerriers de retour, Qui ſemblent auoir en fauorable l’eſtour.	Mais voici que je vois nos guerriers de retour, Qui semblent avoir en favorable l'étour.
SCENE DEVXIESME.	SCÈNE DEUXIÈME.
Crœſus.	Crœsus.
Hyſtaſpe.	Hystaspe.
Soldat.	Soldat.
Cyrus.	Cyrus.
CROESVS.	CROESVS.
Acré ſurjon des dieux, ma main induſtrieuTe rapporte à la fin la palme glorieuſe, Ce C’en est faict pour iamais, le chef d’œuure eſt parfaict, Les Scythes ſont vaincus, & defaits tout à faict, Nous auons priſonnier le beau fils à Tomyre, Et pluſieurs grands Seigneurs eſchappez de noſtre ire:	Acré surjon des dieux, ma main industrieuTe rapporte à la fin la palme glorieuse, Ce C'en est fait pour jamais, le chef d'œuvre est parfait, Les Scythes sont vaincus, et défaits tout à fait, Nous avons prisonnier le beau fils à Tomyre, Et plusieurs grands Seigneurs échappez de notre ire:
Outre ce que ie penſe, & le tiens pour certain, Que Tomyre te vient cognoiſtre ſouuerain, Se ietter à tes pieds, t’offrir ſon Diademe, Bref vn pouuoir entier ſur ſa perſonne meſme.	Outre ce que Dieu pense, et le tiens pour certain, Que Tomyre te vient connaître souverain, Se jeter à tes pieds, t'offrir son Diademe, Bref un pendant entier sur sa personne -même.
CYRVS.	CYRUS.
Iupiter pour guerdon, Prince cheualeureux, Te conſerue vne place au rang des Biẽ-heureux.	Jupiter pour guerdon, Prince chevaleureux, Te conserve une place au rang des Biom-heureux.
Ie n’ay iamais douté, que ta prudence rare Ne ſouſmiſt a la fin le Scythe a ma Tiare.	Je n'ai jamais douté, que ta prudence rare Ne soumît à la fin le Scythe a ma Tiare.
Mais dy moy briefuement, auec quel hameçon Tu mets dedans tes rets ce furieux poiſſon.	Mais dis -moi briefuement, avec quel hameçon Tu mets dedans tes rets ce furieux poisson.
CROESVS.	CROESVS.
Cognoiſſant bien l’humeur de ces beſtes gour mandes De vins delicieux & d’exquiſes viandes,	Connaissant bien l'humeur de ces bêtes gour mandes De vins délicieux et d'exquises viandes,
Ie fay pres de l’estour mille tables charger, (L’ennemy n’y pouuoit aucunement ſonger.	Je fais pres de l'étour mille tables charger, (L'ennemi n'y pouvait aucunement songer.
Puis Hyſtaspe aduerty de la ruſe guerriere, Et quand il ſeroit temps de rebrouſſer arriere, Certains de noſtre ieu, nous-nous ruons deſſus Ces barbares hydeux, qui furent toſt deceus:	Puis Hystaspe averti de la ruse guerrière, Et quand il serait temps de rebrousser arrête, Certains de notre jeu, nous-nous ruons dessus Ces barbares hideux, qui furent tôt déçus:
Apres quelque cõbat nous-nous mettõs en fuite, Le Scythe furieux ſans ordre & ſans conduitté Rencontre en nous ſuyuant ces mets delicieux, Qui de nous ſuyure plus le rendent oublieux.	Après quelque commbat nous-nous mettions en fuite, Le Scythe furieux sans ordre et sans conduitté Rencontre en nous suivant ces mets délicieux, Qui de nous suivre plus le rendent oublieux.
Il s’arreſte ſoudain, & mal ſage s’en gorge, Ne penſant que cela luy deuſt coupper la gorge.	Il s'arrête soudain, et mal sage s'en gorge, Ne pensant que cela lui dût coupper la gorge.
En fin mon bon aduis fait qu’on me creut deuin, Nous le trouuons chargé de viande & de vin, Peſle-meſle giſant au milieu de la plaine, Où le Perſan luy fait rendre l’ame ſans peine, Pardonnant ſeulement aux plus grands & au Roy, Leſquels nous t’amenons pour viure ſous ta loy.	En fin mon bon avis fait qu'on me crut devin, Nous le trouvons chargé de viande et de vin, Pêle-mêle gîtant au milieu de la plaine, Où le Persan avait fait rendre l'âme sans peine, Pardonnant seulement aux plus grands et au Roi, Lesquels nous t'amenons pour vivre sous ta loi.
CYRVS.	CYRUS.
Vraymẽt c’eſt à preſent, qu’il faut que ie cõfeſſe, Qu'on ne void rien d’eſgal à ta rare prouëſſe, .	Vraiment c'est à présent, qu'il faut que tu confesse, Qu'on ne voit rien d'égal à ta rare prouesse, .
–- Ton Ton courage m’oblige:	–- Ton Ton courage m'oblige:
auſſi ie te promets D’auoir deuant mes yeux ſa memoire à iamais.	aussi ie te promets D'avoir devant mes yeux sa mémoire à jamais.
Or, ſoldats, amenés ceſt enfant de la nuë.	Or, soldats, amenez cet enfant de la nue.
En fin ceſte prouince a ma force cognuë, Elle eſt deſſous mes loix, le ſort iniurieux Ne m'en ſçauroit oſter le ſceptre glorieux Nous auons en ſon Prince vn trop grand aduantage, Qui me rendra prudent deſormais tout hõmage, Mais le voicy venir:	En fin cette province à ma force connue, Elle est dessous mes lois, le sort injurieux Ne m'en saurait ôter le sceptre glorieux Nous avons en son Prince un trop grand avantage, Qui me rendra prudent désormais tout hommage, Mais le voici venir:
quel ſuperbe maintien?	quel superbe maintien?
Uous diriez qu’il eſt Roy du globe terrien.	Uous diriez qu'il est Roi du globe terrien.
Et bien, ieune Guerrier, la ſeule experience Te fait toucher au doigt ta folle outrecui dance.	Et bien, jeune Guerrier, la seule expérience Te fait toucher au doigt ta folle outrecui dance.
Que te profitoit-il d’eſmouuoir mon courroux?	Que te profitait-il d'émouvoir mon courroux?
Pourquoy m’a refusé ta mere pour eſpoux?	Pourquoi m'a refusé ta Mère pour époux?
SCENE TROISIESME.	SCÈNE -TROISIÈME.
Spargapiſe.	Spargapise.
Cyrus.	Cyrus.
SPARGAPISE.	SPARGAPISE.
T A, monstre carnacier, execrable barbare, Affamé L’eſtrygon, auorton du Tenare, Bourreau, qui pour ſaouler ton courage peruers,	 A, montre carnacier, exécrable barbare, Affamé L'étrygon, auorton du Tenare, Bourreau, qui pour saouler ton courage pervers,
Allarmes nuict & iour tout ce large Vniuers.	Allarmes nuit et jour tout ce large Univers.
Deteſtable Tyran, ame laſche & poltronne, Cuides-tu de la ſorte enuahir ma couronne?	Detestable Tyran, âme lâche et poltronne, Cuides-tu de la sorte envahir ma couronne?
Penſes-tu pour m’auoir ſurpris traiſtreuſement, Que tu m'en puißses voir plus plein d’eſtõnemẽt?	Penses-tu pour m'avoir surpris traîtreusement, Que tu m'en passes voir plus plein d'estõnemẽt?
Tu te trompes, maudit, mon ame genereuſe Pour aucun accident ne fut oncques peureufe:	Tu te trompes, maudit, mon âme généreuse Pour aucun accident ne fut oncques peureuse:
Spargapiſe iamais ne ſçauroit chanceller, Il eſt comme vn rocher, qu’on ne peut eſbranler, Fay ce que tu voudras, pour reconfort i’espere De m’affranchir bien-toſt du fiel de ta colere.	Spargapise jamais ne sçauroit chanceler, Il est comme un rocher, qu'on ne peut ébranler, Fais ce que tu voudras, pour réconfort j'espère De m'affranchir bientôt du fiel de ta colère.
Au reſte purge toy le cerueau deſormais, Tomyre ne te peut eſpouſer à iamais.	Au reste purge toi le cerveau désormais, Tomyre ne te peut épouser à jamais.
Et quoy?	Et quoi?
donc, tu voudrois vne femme adultere?	donc, tu voudrais une femme adultère?
Tu ferois beaucoup mieux mille fois de le taire.	Tu ferais beaucoup mieux mille fois de le taire.
Toy qui les voluptez les plus ſales pourſuis?	Toi qui les voluptés les plus sales poursuis?
Qui cent & cent putains par l’Orient conduis?	Qui cent et cent putains par l'Orient conduis?
Ce penſer ne deuroit loger dans ta poitrint, Si tu ne te reſous d’eſtre ſans concubine:	Ce penser ne devrait loger dans ta poitrint, Si tu ne te résous d'être sans concubine:
Le faiſant tu pourrois auoir quelque raiſon, Non que iamais ma mere entre dans ta maiſon.	Le faisant tu pourrais avoir quelque raison, Non que jamais ma mère entre dans ta maison.
Trop	Trop
CYRVS.	CYRUS.
Ciep aſonntnr,iipraaeni.	Ciep asonnâtnr,ipraeni.
SPARGAPISE.	SPARGAPISE.
Iamais le chaſte Scythe N’a creu que s’allier hors du lieu fuſt licite:	Jamais le chaste Scythe N'a cru que s'allier hors du lieu fût licite:
Et puis ie cognoy trop le vouloir maternel, Et contre tes humeurs ſon rancœur eternel.	Et puis notre connais trop le vouloir maternel, Et contre tes humeurs son rancœur éternel.
Pluſtoſt le blond Soleil oublieux de ſa ronde.	Plutôt le blond Soleil oublieux de sa ronde.
Pour ne paroiſtre plus dormira deſſous l’onde Les campagnes ſeront parauant ſans moiſſons, Neptune n’aura plus des eaux ny des poiſſons, Adonc les elemens d’vne foy mutuelle Eſtroictement vnis n’auront plus de querelle.	Pour ne paraître plus dormira dessous l'onde Les campagnes seront paravant sans moissons, Neptune n'aura plus des eaux ni des poissons, Adonc les élements d'une foi mutuelle Étroitement unis n'auront plus de querelle.
Adonc l’on ne verra des fueilles aux foreſts, Adonc ne croiſtra plus le ionc dans les mareſts, Adonc les quatre coings de la ronde machine Se ioindront attirant quant & ſoy leur ruïne:	Adonc l'on ne verra des fueilles aux forêts, Adonc ne croîtra plus le ionc dans les marêts, Adonc les quatre coings de la ronde machine Se joindront attirant quant et soi leur ruine:
Adonc l’on trouuera les iours auec les nuicts, Les Hyuers ſans froideurs, & l’Automne ſans fruicts:	Adonc l'on trouvera les jours avec les nuits, Les Hivers sans froideurs, et l'Automne sans fruits:
Bref, l’on verra ce Tout au chaos redeſcendre, Auant que de la voir à ce poinct condeſcendre.	Bref, l'on verra ce Tout au chaos redescendre, Avant que de la voir à ce point condescendre.
Ne perds donc plus le temps & certain d’vn refus, Va t’en ailleurs porter tes impudiques feux.	Ne perds donc plus le temps et certain d'un refus, Va t'en ailleurs porter tes impudiques feux.
Tomyre a trop de cœur pour te vouloir cõmettre Sa perſonne, ſes biens, & t’en faire le maiſtre.	Tomyre a trop de cœur pour te vouloir commettre Sa personne, ses biens, et t'en faire le maître.
Que jreu ne me crois, tu pourras eſmouuoir Les Enfers, ſi tu veux:	Que jreu ne me crois, tu pourras émouvoir Les Enfers, si tu veux:
mais tu ne peux l'auoir.	mais tu ne peux l'avoir.
CYRVS.	CYRUS.
Grit ne peua tunon pur amoureuſe amorce, I'eſpere qu’à la fin ie l’obtiendray de force.	Grit ne peua tunon pur amoureuse amorce, J'espère qu'à la fin éclair l'obtiendrai de force.
SPARGAPISE.	SPARGAPISE.
L’vn ny l’autre ne peut borner ta paſſion, Ie t’en plains cent fois plus que ma condition.	L'un ici l'autre ne peut borner ta passion, Je t'en plains cent fois plus que ma condition.
CYRVS.	CYRUS.
Pourquoy donc, dy-le moy?	Pourquoi donc, dis-le moi?
SPARGAPISE.	SPARGAPISE.
Pourautant que l’amour Auec la cruauté ne peut faire ſeiour.	Pour que n'amour Auec la cruauté ne peut faire séjour.
CYRVS.	CYRUS.
Qu'ay-ie faict de cruel?	Qu'ai-je fait de cruel?
SPARGAPISE.	SPARGAPISE.
Ta propre conſcience T'en pourra muux que moy dontr la cognoiſtãce	Ta propre conscience T'en pourra muux que moi dont la cognoistãce
CYRVS.	CYRUS.
Ma douceur paroiſt trop en ceux de ton pays,	Ma douceur paraît trop en ceux de ton pays,
SPARGAPISE.	SPARGAPISE.
De tes actes meſchans ils ſont tous esbahys.	De tes actes méchants ils sont tous ébahis.
LYRVS.	LYRUS.
Parle-donc, qu’ay-ie faict, qu’auec des ſaincte auſpices?	Parle-donc, qu'ai-je fait, qu'avec des sainte auspices?
SPARGAPISE.	SPARGAPISE.
Tes faicts meriteroyent des eternels ſupplices.	Tes faits mériteraient des éternels supplices.
Mais laiſſons-les à part:	Mais laissons-les à part:
venons à l’autre point, Et croy que ton effort ne la domptera point.	venons à l'autre point, Et crois que ton effort ne la domptera point.
J'eſtime au pis aller, que la mort plus humaine La pourra pour iamais ſortir de ceſte peine, ſexnaujtaaouepale.	J'estime au pis aller, que la mort plus humaine La pourra pour jamais sortir de cette peine, sexnaujtaaouepale.
CYRVS.	CYRUS.
Pardonnant à l’erreur De ſon aage boüillant ie retiens ma fureur, Et ſans doute que c’eſt le conſeil de ſa mere, Qui peu caute ne voit ſa fortune proſpere.	Pardonnant à l'erreur De son âge boutillant ie retiens ma fureur, Et sans doute que c'est le conseil de sa mère, Qui peu caute ne voit sa fortune prospère.
Quoy donc?	Quoi donc?
elle penſoit de mettre ſous ſes loix Celuy qui l’Orient a reduit aux abois?	elle pensait de mettre sous ses lois Celui qui l'Orient a réduit aux abois?
fgnart, qui ne ſçait que ſous ce puiſſant ſceptre, Tant de Roys ſubiuguez ſe ſont venus remettre:	fgnart, qui ne sçait que sous ce puissant sceptre, Tant de Rois subiuguez se sont venus remettre:
Que mon hras indõpté comme vn large torrent, Va tout ce qu’il rencontre à la fois atterrant:	Que mon hras indõpté comme un large torrent, Va tout ce qu'il rencontre à la fois atterrant:
Que ce monde m’eſt deu, que ia l’Europe tremble, Que l’Afrique au ſeul bruit de mes armes s’aſſemble, Pour receuoir ma loy:	Que ce monde m'est dev, que ja l'Europe tremble, Que l'Afrique au seul bruit de mes armes s'assemble, Pour recevoir ma loi:
brefque touſiours d’abord, Contre qui que ce ſoit, ie me rends le plus fort.	brefque toujours d'abord, Contre qui que ce soit, tu me rends le plus fort.
SPARGAPISE.	SPARGAPISE.
Doncques pour auoir tout riẽ deſor ne te reſte?	Donc pour avoir tout riẽ désor ne te reste?
ha	ha
CYRVS.	CYRUS.
a niy den	a ni den
SPARGAPISE.	SPARGAPISE.
Tout cela que ta rage conteſte, La terre qu'à preſent tu foules a tes pieds,	Tout cela que ta rage conteste, La terre qu'à présent tu foules à tes pieds,
CYRVS.	CYRUS.
N’ay-ie les principaux du Royaume liez Ne t’ay-ie pas vaincu?	N'ai-je les principaux du Royaume liés Ne t'ai-je pas vaincu?
SPARGAPISE.	SPARGAPISE.
Non pas en ceſte ſorte:	Non pas en cette sorte:
Jl falloit teſmoigner auoir l’ame plus forte.	Il fallait témoigner avoir l'âme plus forte.
CYRVS.	CYRUS.
Il n’importe, pourueu qu’õ vainque ſon haineur	Il n'importe, pourvu qu'en vainque son heur
SPARGAPISE.	SPARGAPISE.
Non pas à celuy-là qui mespriſe l’honneur En fais-tu quelqu'eſtat deſrobant la victoire?	Non pas à celui-là qui méprise l'honneur En fais-tu quelqu'état dérobant la victoire?
6 Ceſt acte pour iamais ſoüillera ta memoire.	6 Cest acte pour jamais sourillera ta mémoire.
CYRVS.	CYRUS.
Eſmoysu tſonetu pus mon truet ennemy?	Esmoisu tsonétu pus mon truet ennemi?
SPARGAPISE.	SPARGAPISE.
Pour lors ie ne t’eſtois ennemy, ny amy.	Pour lors ie nequ'étais ennemi, ainsi ami.
CYRVS.	CYRUS.
Celuy l’eſt, qui ne veut me rendre obeïßsance.	Celui l'est, qui ne veut me rendre obéissance.
SPARGAPISE.	SPARGAPISE.
Qui t’a donné ſur nous vne telle puiſſance?	Qui t'a donné sur nous une telle puissance?
CIRVJ.	CIRVJ.
Je l’ay des Immortels, qui le veulent ainſi.	Je l'ai des Immortels, qui le veulent ainsi.
SPARGAPISE.	SPARGAPISE.
Ils ſeroyent des Tyrans, s’ils auoyent ce ſoucy.	Ils seraient des Tyrans, s'ils avaient ce souci.
CYRVS.	CYRUS.
Leur ſupreme bonté, qui les bons fauoriſe,	Leur suprême bonté, qui les bons favorise,
Dd 2 A m’eſleuer touſiours de plus en plus eſpriſe Les Regnes me depart qu’ils m'auoyent deſtine:	Déd 2 A m'élever toujours de plus en plus éprise Les Règnes me départ qu'ils m'avaient destine:
SPARGAPISE.	SPARGAPISE.
Pourquoy donc m’ostes-tu ceux qu’ils m’auoyent donnez?	Pourquoi donc m'ôtes-tu ceux qu'ils m'avaient donnés?
CYRVS.	CYRUS.
Te voyant vn enfant, ils m'en ont fait largeſſe	Te voyant un enfant, ils m'en ont fait largesse
12114 SPARGAPISE.	12114 SPARGAPISE.
Enfant, qui peut monstrer plus que toy de prouëſſe, Que toy qui ne deurois ſortir de tes confins, Ains en femme porter à tes bras des coffins.	Enfant, qui peut montrer plus que toi de prouësse, Que toi qui ne devrais sortir de tes confins, Ains en femme porter à tes bras des coffins.
Ceſt enfant que tu vois au front de ſon armée, A de terreur la tienne à l’abord deſarmée:	Cest enfant que tu vois au front de son armée, À de terreur la tienne à l'abord désarmée:
Ce viſage de Mars, qui te remplit de peur, Luy mit tout à l’inſtant l’effroy dedans le cœur Puis ce bras foudroyant la ſuiuant de furie En fit de la plus part vne horrible tûrie, Ne me pouuant dompter par force ouuertement T.	Ce visage de Mars, qui te remplit de peur, Lui mit tout à l'instant l'effroi dedans le cœur Puis ce bras foudroyant la suivant de furie En fit de la plus part une horrible turie, Ne me pouvant dompter par force ouuertement T.
Tu t’es voulu ſeruir de dol vilainement.	Tu t'es voulu servir de dol vilainement.
CYRVS.	CYRUS.
Itl estoil mon tonjent.	Itl étoil mon tonjent.
SPARGAPISE.	SPARGAPISE.
N’importe:	N'importe:
telles trames Sont propres ſeulement à des larrons infames.	telles trames Sont propres seulement à des larrons infâmes.
CYRVS.	CYRUS.
Ces trames ſont touſiours touubits, u qui ſçait Sans perdre ſes ſoldats ſurmonter tout à faict.	Ces trames sont toujours toubits, qui sçait Sans perdre ses soldats surmonter tout faict.
CIARGXTISL.	CIARGXTISL.
Cela n'eſt pas l’honneur d’vn braue Capitaine.	Cela n'est pas l'honneur d'un brave Capitaine.
CYRVS.	CYRUS.
De conſeruer les ſiens c’eſt vne choſe humaine.	De conserve les siens c'est une chose humaine.
SPARGAPISE.	SPARGAPISE.
Pourueu que le renom de diffame ſoit franc.	Pourvu que le renom de diffame soit franc.
CYRVS.	CYRUS.
S'il ſe garde prudent de reſpandre leur ſang.	S'il se garde prudent de répandre leur sang.
» Son honneur eſt entier.	" Son honneur est entier.
SPARGAPISE.	SPARGAPISE.
Mais le plus grand merite, C eſt de vaintre par ſorte vn puiſſant exercue.	Mais le plus grand mérite, Ç est de vaintre par sorte un puissant exercue.
CYRVS.	CYRUS.
«Où la victoire vient ſe ietter en ſa main, Il ne faut pas tenter le hazard incertain.	«Où la victoire vient se jeter en sa main, Il ne faut pas tenter le hasard incertain.
SPARGAPISE.	SPARGAPISE.
Certes c’eſt tres-bien faict, ores ie le conſeſſe:	Certes c'est très-bien fait, oresrit le consesse:
Car les tiens n’eurent onc ny force, ny prouëſſe:	Car les tiens n'eurent onc cy force, ni prouësse:
Et quãd l’hõneur t, auroit faict paroiſtre, ie croy, Que l’on t’euſt ve u reduit le premier en effroy.	Et quand l'honneur toi, aurait fait paraître, je crois, Que l'on t'eût v u réduit le premier en effroi.
Qu’ainſi ne ſoit, veux-tu, quoy qu'auec auãtage Eſprouuer ſeut u feut, quet fera mon tourages Deliure-moy des fers, & m’aſſigne le lieu;	Qu'ainsi ne soit, veux-tu, quoi qu'avec auãtage Éprouver seut u feut, quet fera mon tourages Délivre-moi des fers, et m'assigne le lieu;
Je t’y veux emporter, fuſſes-tu demy-Dieu.	Je t'y veux emporter, fusses-tu demi-Dieu.
YRVS.	YRUS.
C’eſt trop auoir de cœur parmy ſon infortune.	C'est trop avoir de cœur parmi son infortune.
SPAR	SPAR
SPARGAPISE.	SPARGAPISE.
Pour euiter du ſort la plus dure rancune, Je ne me rends iamais, mon courage conſtant S'eſleue d’autant plus, qu’on le va tourmentant:	Pour éviter du sort la plus dure rancune, Je ne me rends jamais, mon courage constant S'élève d'autant plus, qu'on le va tourmentant:
Reßemblant en cela la palme glorieuſe, Qui plus ſon poids eſt grand, plus eſt victorieuſe.	Ressemblant en cela la palme glorieuse, Qui plus son poids est grand, plus est victorieuse.
Ie n’ay iamis flechi, ny ie ne le pretens:	Je n'ai jamis fléchi, ni ie ne le prétends:
Del'eſperer de moy, ce n'eſt que perdre temps.	Del espérer de moi, ce n'est que perdre temps.
CYRVS.	CYRUS.
Te faiſant la faueur de te donner lu pie, Que ie t'offre.	Te faisant la faveur de te donner lu pie, Que tu t'offre.
SPARGAPISE.	SPARGAPISE.
Non, non, ie n’en ay point d’enuie.	Non, non, Madame n'en ai point d'envie.
Quiconque eſt poſſedé d’vn deſir de perir, La vie eſt ſon bourreau, qui le fait remourir.	Quiconque est possédé d'un désir de périr, La vie est son bourreau, qui le fait remourir.
Ie veux-tu téſmoigner enuers moy fauorable?	Je veux-tu tèsmoigner envers moi favorable?
A me donner la mort ne ſois inexorable:	À me donner la mort ne sois inexorable:
C’eſt le don le plus grand, que i’eſpere de toy:	C'est le don le plus grand, que j'espère de toi:
Vn grand Roy ne doit rien refuſer à vn Roy.	Un grand Roi ne doit rien refuser à un Roi.
CYRVS.	CYRUS.
Malgré toy tu viuras, ainſi que ie l’ordonne Et ie poſſederay ton ſceptre & ta couronne.	Malgré toi tu vivras, ainsi que ie l'ordonne Et tu posséderai ton sceptre et ta couronne.
SPARGAPISE.	SPARGAPISE.
Tu peux bien me donner le treſpas, ſi tu veux Mais viuant me priuer du ſceptre, tu ne peux Accomplis ſeulement tout ce que tu proiettes, Ie mourray malgré toy, vray Roy des Maſſagettes:	Tu peux bien me donner le trépas, si tu veux Mais vivant me priver du sceptre, tu ne peux Accomplis seulement tout ce que tu proistes, Je mourrai malgré toi, vrai Roi des Massagettes:
Et combien que ie ſoy dans tes fers ſans pitié, Tu n’as de moy pourtant que la ſeule moitié:	Et combien que personne soi dans tes fers sans pitié, Tu n'as de moi pourtant que la seule moitié:
Jl te reſte à dompter l’inuincible Tomyre, Allbrluouue, & iour & nuict admire:	Il te reste à dompter l'invincible Tomire, Allbrluouue, et jour et nuit admire:
Elle garde le ſceptre, & le conſeruera, Tandi que dans ſon corps le cœur palpitera.	Elle garde le sceptre, et le conservera, Tandi que dans son corps le cœur palpitera.
Vne femme?	Une femme?
YRVS.	YRUS.
411 PARGAPISE.	411 PARGAPISE.
Qui toſt punira ceſt outrage, Qui te fera ſentir d’vne femme la rage, Et d’vne mere auſſi.	Qui tôt punira cet outrage, Qui te fera sentir d'une femme la rage, Et d'une mère aussi.
CYRVS.	CYRUS.
I’eſpere la matter, Et par ton ſeul moyen à mes pieds la ietter.	J'espère la matter, Et par ton seul moyen à mes pieds la jeter.
Tu le verras bien-toſt:	Tu le verras bientôt:
oſtez-luy les entraues, Ie ne veux plus qu’il ſoit au nombre des eſclaues:	ôtez-lui les entraves, Je ne veux plus qu'il soit au nombre des esclaves:
Deſliez-luy les bras, ie veux qu’en ſeureté Il viue parmy nous auecque liberté, Que les autres Seigneurs ayent la meſme grace;	Desliez-lui les bras, on veux qu'en sûreté Il vive parmi nous auecque liberté, Que les autres Seigneurs aient la même grâce;
Cheris doncques nos mœurs, & ſerene ta face, Ma parole te doit aſſeurer de ma foy, Le Lydien n’a pas mesprisé noſtre loy:	Chéris donc nos mœurs, et sérène ta face, Ma parole te doit assurer de ma foi, Le Lydien n'a pas méprisé notre loi:
Il me ſuit, il me ſert, c’eſt vn Prince fort ſage, Qui porte de bon gré ſon fatal eſclauage:	Il me suit, il me sert, c'est un Prince fort sage, Qui porte de bon gré son fatal esclavage:
Auſſi tient-il de moy tout ce qu’il deſiroit, Voire plus mille fois qu’il ne me demandoit.	Aussi tient-il de moi tout ce qu'il désirait, Voire plus mille fois qu'il ne me demandait.
Je n'en feray pas moins, ſi tu te veux ſoubmettre, Et librement deſor m’honorer pour ton maiſtre.	Je n'en ferai pas moins, si tu te veux soumettre, Et librement desor m'honorer pour ton maître.
Et queyrejujes-tu de viure ſoubs mes loix, Et de vouloir heureux ſeruir le Roy des Roys?	Et queyrejujes-tu de vivre sous mes lois, Et de vouloir heureux servir le Roi des Rois?
SPARGAPISE.	SPARGAPISE.
Vn Roy mourra pluſtoſt que viure en ſeruitude.	Un Roi mourra plutôt que vivre en servitude.
Da.	Da.
CYRVS.	CYRUS.
Jl eſt vray, quand le ioug du Seigneur eſt tro rude.	Il est vrai, quand le joug du Seigneur est tro rude.
SPARGAPISE.	SPARGAPISE.
5 Sa douceur n’en ſçauroit couurir le deshõneur „ L'eſclauage eſt hõteux, quel que ſoit le Seigneur	5 Sa douceur n'en saurait couvrir le déshonneur „ L'esclauage est honteux, quel que soit le Seigneur
CYRVS.	CYRUS.
On y void toutefois beaucoup de difference.	On y voit toutefois beaucoup de différence.
SPARGAPISE.	SPARGAPISE.
C’eſt voiler ſon malheur d’vne triſte apparenceEn nou pilee reumiuesuuroi eu uiomte cuil, De te vouloir ſouſmettre eſclaue à ton vain queur?	C'est voiler son malheur d'une triste apparenceEn nouve pilée reumiuesuuroi eu uite cuil, De te vouloir sousmettre esclave à ton vain queur?
YRVS.	YRUS.
Veu le rãg que ie tiens, i’ẽcourrois trop de blaſme.	Veu le rang que ici tiens, j'encourrais trop de blâme.
SPARGAPISE.	SPARGAPISE.
Pour quoy dõc cherches-tu d’aſſubiettir mon ame.	Pour quoi dont cherches-tu d'assubiettir mon âme.
