AT.	AT.
Puiſſant Dieu Pan, deux ames Aux piés de ton Autel, toutes pleines de flâmes, Preſſees des dangers qui le vont menaçant, Te priant d’aßiſter leur amour innoçant, Pour le rendre au delà des ſiecles perdurable, Se promettent icy vne foy ferme & fintte, C’ét à toy de punir leur infidelité.	Puissant Dieu Pan, deux âmes Aux piés de ton Autel, toutes pleines de flammes, Presse des dangers qui le vont menaçant, Te priant d'assistant leur amour innoçant, Pour le rendre au delà des siècles perdurable, Se promettent ici une foi ferme et fintte, C'est à toi de punir leur infidélité.
TIMANDRE.	TIMANDRE.
Par les charmans attraits de ta chere beauté, Sermant qui me ſera tou-jours inuiolable, Ie te iure vn amour à iamais immuable;	Par les charmants attraits de ta chère beauté, Sermant qui me sera toujours inviolable, Je te jure un amour à jamais immuable;
Que ſi mon lâche cœur vient à ſe reuolter, Et quitter le dous ioug que tu luy fais porrer, Que les Dieux ſeulemant negligent mon parjure, Moy-méme puniray ma faute, & ton injure.	Que si mon lâche cœur vient à se révolter, Et quitter le dous joug que tu lui fais porrer, Que les Dieux seulemant négligent mon parjure, Moi-même punirai ma faute, et ton injure.
ILAIRE.	ILAIRE.
Icy, malgré l’éfort de mon pere & du Roy, Ie te jure Berger vne eternelle foy;	Ici, malgré l'éfort de mon père et du Roi, Je te jure Berger une éternelle foi;
Que ſi iamais mon cœur brûle d’vne haire flâme, Punißés, Immortels, cette action infame;	Que si jamais mon cœur brûle d'une haire flamme, Punissés, Immortels, cette action infâme;
Car rompre les ſermans que l’on fait deuãt vous, C’ét, mépriſans vos bras, brauer vôtre courroux.	Car rompre les sermands que l'on fait devant vous, C'est, méprisant vos bras, braver votre courroux.
TIMANDRE.	TIMANDRE.
Pan me vient d’inſpirer, que nôtre bon genie, Pour nôtre commun bien, nos afaires manie.	Pan me vient d'inspirer, que notre bon génie, Pour notre commun bien, nos afaires manie.
SCENE	SCÈNE
CENE TROISIEME.	CÈNE -TROISIÈME.
CLEOGENE, PHILANDRE, ESCVLAPE CLEOGENE, PHILANDE, FLOESTAN premlers.	CLEOGENE, PHILANDRE, ESCULAPE CLEOGENE, PHILANDE, FLOTAN premerts.
CLEOGENE.	CLÉGENE.
sles.	sles.
TTRaitté cruellemant de l’objet le plus beau, IQui ſoit deſſous les Cieux, i’approche le tombeau;	TTRaité cruellemant de l'objet le plus beau, JUi soit dessous les Cieux, j'approche le tombeau;
Sa beauté dés long-temps m’a bien l’ame rauie:	Sa beauté dès longtemps m'a bien l'âme ravie:
Mais ſa fiere rigueur m'ôte auiourd’huy la vie, Medecins ignorans, qui me voulés guerir, Et croyés par vos ſoings m'empécher de mourir, Si vous ne ſçaués pas quelle ét ma maladie, En vain à cet éfet vôtre eſprit s’étudie:	Mais sa fière rigueur m'ôte aujourd'hui la vie, Médecins ignorants, qui me voulez guérir, Et croyez par vos soins m'empêcher de mourir, Si vous ne savez pas quelle est ma maladie, En vain à cet éfet votre esprit s'étudie:
Lors que vous me voyés dans l’aſſoupiſſement, Letargique baiſer les bors du monumant, Vous dites qu’vn grãd rheume étouffe mes organes:	Lors que vous me voyez dans l'assoupissement, Letargique baiser les bors du monumant, Vous dites qu'un grãd rheume étouffe mes organes:
Mais dans ce ſentimant vous n’étes que des anes;	Mais dans ce sentimant vous n'êtes que des ânes;
Car la ſeule vnion de l’eſprit, & du corps, Dont la diuiſion nous met au rang des morts, Me cauſe ces accés, & mes membres patiſſent, De cette infirmité dont les eſprits languiſſent, Mon ame ſes douleurs communique à mes ſens:	Car la seule vnion de l'esprit, et du corps, Dont la division nous met au rang des morts, Me cause ces accès, et mes membres pâtissent, De cette infirmité dont les esprits languissent, Mon âme ses douleurs communique à mes sens:
Außi pour me tirer hors du mal que ie ſens, Il faudroit, qu’on ôtat la cauſe de mon ame, Et qu’elle n’eût pas tant de douleur ni de flâme, Que ie fuſſe inſenſible, ou que ma Deïté Eût	Aussi pour me tirer hors du mal que je sens, Il faudrait, qu'on ôtat la cause de mon âme, Et qu'elle n'eût pas tant de douleur ni de flamme, Que ie fusse insensible, ou que ma Deïté Eût
39 Eût vn peu moins d’attraits, ou moins de cruauté, Ou que ma fantaiſie en perdit les idees:	39 Eût un peu moins d'attraits, ou moins de cruauté, Ou que ma fantaisie en perdit les idées:
Mais ſes beautés iamais ne deuiendront ridees, Ce beau Soleil aura d’eternelles clartés, Car le temps ne peut rien ſur les diuinités.	Mais ses beautés jamais ne deviendront ridées, Ce beau Soleil aura d'éternelles clartés, Car le temps ne peut rien sur les divinités.
Quelque fatalité dont Saturne nous preſſe, Puis que ma paßion ét pour vne Deeße, Dont l’étre ét immortel, & les appas ſans fin, Mon amour qui naît d’elle aura méme deſtin, Et quand des trépaßés i’iray croiſtre le nombre, Et que ce composé ne ſera plus qu’vne ombre.	Quelque fatalité dont Saturne nous presse, Puis que ma passion est pour une Deesse, Dont l'être est immortel, et les appas sans fin, Mon amour qui naît d'elle aura même destin, Et quand des trépassés j'irai croître le nombre, Et que ce composé ne sera plus qu'une ombre.
Eſprits?	Esprits?
, à qui pour vous recompenſer là bas, Les Dieux ont octroyé des eternels ébas, Soyés tou-jours heureux, & d’vne ame contante Coûtés le dous repos que le Ciel vous preſante;	, Ças qui pour vous récompenser là bas, Les Dieux ont octroyé des éternels ébas, Soyez tou-jours heureux, et d'une âme contante Coûtés le dous repos que le Ciel vous présante;
Ie n’en veus point jouïr, & ie veus que l’amour Recompenſe ma foy dans vn autre ſejour:	Je n'en veux point jouir, et notre veux que l'amour Recompense ma foi dans un autre séjour:
Puis qu’en allant au vôtre, il faut que l’ame paſſe Ces eaux dont la noirceur de nos eſprits éface Les choſes que nos yeux ont veû chés les mortels, Et à qui nôtre cœur a dreßé des Autels;	Puis qu'en allant au vôtre, il faut que l'âme passe Ces eaux dont la noirceur de nos esprits éface Les choses que nos yeux ont vu chez les mortels, Et à qui notre cœur a dresié des Autels;
Car auant que paſſer l’eſponge ſur ma peine, Et oublier Silaire, encore qu’inhumaine, I'aime mieux demeurer auec les malheureux, Que ſans ce ſouuenir être des bien-heureux:	Car avant que passer l'éponge sur ma peine, Et oublier Silaire, encore qu'inhumaine, J'aime mieux demeurer avec les malheureux, Que sans ce souvenir être des bienheureux:
Außi le plus cruel ſupplice dont les ames Reſſentent la rigueur en enfer ſont les flames, Et i’en porte auec moy plus qu’il n’y en a pas, Et qui brûlent bien mieux que celles de là bas.	Aussi le plus cruel supplice dont les âmes Ressent la rigueur en enfer sont les flammes, Et j'en porte avec moi plus qu'il n'y en a pas, Et qui brûlent bien mieux que celles de là bas.
des Eliſees.	des Élisées.
fleuue d’onbli.	fleuve d'onbli.
M Dieux, vous ne voudriés pas ôter à ma memoire Ces yeux, & cet amour, dont ie tire ma gloire, Car ie les priſe mieus que les plus dous preſans, Que font à nos eſprits les deſtins complaiſans:	M Dieux, vous ne voudriez pas ôter à ma mémoire Ces yeux, et cet amour, dont ie tire ma gloire, Caromme les prise mieus que les plus dous presants, Que font à nos esprits les destins complaisants:
Auſsi quand vous voudriés ôter à ma penſee Cet objet, dont elle et ſi viuemant bleſſee, Vous ne le pourriés pas;	Aussi quand vous voudriez ôter à ma pensée Cet objet, dont elle et si vivemant blesse, Vous ne le pourriez pas;
car mille Amours ardans.	car mille Amours ardans.
Auec des traits de feu l’ont graué là dedans.	Avec des traits de feu l'ont gravé là -dedans.
Amour trop violent, deſir qui me deuore, Ne me preſſe pas tant, laiſſe moy viure encore;	Amour trop violent, désir qui me dévore, Ne me presse pas tant, laisse moi vivre encore;
L'impetuoſité de ce chaud mouuemant Affoiblit ma vigueur, & me va conſumant:	L'impétuosité de ce chaud mouvant Affaiblit ma vigueur, et me va consumant:
Mourons, mourons, plutôt que ce corps deſirable Soit le butin d’vn autre!	Mourons, mourons, plutôt que ce corps désirable Soit le butin d'un autre!
ha ce penſer m'accablel Ovey que cous enitnnure, uquer pount m'a reduij La funeſte douceur dont cet œil ma ſeduit?	ha ce penser m'accablel Ovei que cous enitnure, uquer pouennt m'a rédui La funeste douceur dont cet œil ma séduit?
Execute toy ſeul ma volonté derniere.	Exécute toi seul ma volonté dernière.
PHILANDRE.	PHILANDRE.
Sire, les Dieux ſelon leur bonté ſinguliere, S’ils ne ſe ſont changés en tygres, ou en loups, Retiendront pour encor ce trait de leur courroux y monueun ngenous ermignunt cerle tempere, Les prie de lancer le coup deſſus ſa téte, Le détournant de vous:	Sire, les Dieux selon leur bonté singulière, S'ils ne se sont changés en tigres, ou en loups, Retiendront pour encor ce trait de leur courroux y monveun négénous ermignunt cerle tempère, Les prie de lancer le coup dessus sa tête, Le détournant de vous:
auſsi nous eſperons, Que de cette faueur nous les remercirons.	aussi nous espérons, Que de cette faveur nous les remercirons.
CLEOGENE.	CLÉGENE.
Infructueux eſpoir, l’arrét des deſtinees, Parauant que mes maus terminent mes années, I'y conſens, car außsi le iour ne me ſert plus, puis qu’aueuglé d’amour ſes rais ſont ſuperflus.	Infructueux espoir, l'arrêt des destinées, Paravant que mes maus terminent mes années, J'y consens, car aussi le jour ne me sert plus, puis qu'aveuglé d'amour ses rais sont superflus.
Philandre, ſi tu veus par ce dernier ſeruice Obliger mon eſprit, fay moy ce bon office D'aller dire à mon Ange, où qu’il ſoit, que ie meurs, Cela contentera ſes barbares humeurs:	Philandre, si tu veux par ce dernier service Obliger mon esprit, fais -moi ce bon office D'aller dire à mon Ange, où qu'il soit, que vois meurs, Cela contentera ses barbares humeurs:
Barbares, pardonnés mon Ange ce blaſpheme A celuy qui ſe meurt pour aimer à l’extreme, Va rẽds-luy ce beau fruict, que ſur ſon ſein vn iour, PhiAlors qu'elle dormoit, déroba mon amour.	Barbares, pardonnez mon Ange ce blaspheme A celui qui se meurt pour aimer à l'extrême, Va ramds-lui ce beau fruit, que sur son sein un jour, PhAlors qu'elle dormait, déroba mon amour.
[ronne, la põTien, proſterne à ſes pieds mon ſceptre & ma couMarques, que les Roys ont adoré ſa perſonne, Chers gages d’vne foy, qui ne craint point la mort, Qui delà le tombeau vaincra l’arrét du ſort;	[ronne, la põTien, prosterne à ses pieds mon sceptre et ma couarques, que les Rois ont adoré sa personne, Chers gages d'une foi, qui ne craint point la mort, Qui delà le tombeau vaincra l'arrêt du sort;
Ha!	Ha!
l’aſſoupiſſemant m'étourdit:	l'assoupissemant m'étourdit:
ha!	ha!
Silaire Ie me meurs	Silaire Je me meurs
PHILANDRE.	PHILANDRE.
Eſculape.	Esculape.
ESCVLAPE.	ECCVLAPE.
Encor Sire i’eſpere, Que c’ét or diſtilé auec de l’ambre gris, Des perles, & du muſc remettra vos eſprits, Tous ces ingrediens ſont choſes nourriſſantes, Eueillent le cerueau par leurs vertus puiſſantes;	Encor Sire j'espère, Que c'est or distilé avec de l'ambre gris, Des perles, et du musc remettra vos esprits, Tous ces ingrédiens sont choses nourrissantes, Éveillent le cerveau par leurs vertus puissantes;
Le venin loing du cœur par eux ét repouſsé, Le debile eſtomac par eux ét renforcé, Que ſi l’experiance à vôtre douleur cede, Si la force du mal preuaut ſur le remede, Les Dieux ſuppleeront au défaut de monart.	Le venin loin du cœur par eux était repoussé, Le débile estomac par eux est renforcé, Que si l'expériance à votre douleur cède, Si la force du mal prévaut sur le remède, Les Dieux suppléeront au défaut de monart.
M 2	M 2
CIEO	CIÉO
CLEOGENE, Cete confeſsion me plait fort de ta part:	CLÉGENE, Cette confession me plaît fort de ta part:
Tu trauailles en vain, & ſans te faire injure, Ton art ét impuiſſant à guerir ma bleſſure;	Tu travailles en vain, et sans te faire injure, Ton art est impuissant à guérir ma blessure;
Et pour te faire voir cet euidant defaut, Qu'à connoitre mon mal la lumiere te faut, L’amour me fait mourir.	Et pour te faire voir cet évidant défaut, Qu'à connaître mon mal la lumière te faut, L'amour me fait mourir.
PHILANDRE.	PHILANDRE.
Amour ſon ame emporte Les Princes ſont traittés d’vne pareille ſorte, Alors qu'à la nature ils payent le tribut, Qu'vn coquin, qui ſera des hommes le rebut.	Amour son âme emporte Les Princes sont traités d'une pareille sorte, Alors qu'à la nature ils paient le tribut, Qu'un coquin, qui sera des hommes le rebut.
LORESTAN.	LORÊTAN.
Cleogene ét donc mort, & vous n’aués ſçeu faire Viure encor vn momant vn Roy ſi neceſſaire;	Cleogene est donc mort, et vous n'avez su faire Vivre encor un momant un Roi si nécessaire;
Effrontés, ignorans, inutiles eſprits, De quel charme aues-vous nos iugemans ſurpris, Qu'apres tous les abus d’vne fauſſe ſcience Nous nous fions encor à vôtre experience?	Effrontés, ignorants, inutiles esprits, De quel charme êtes-vous nos jugemants surpris, Qu'après tous les abus d'une fausse science Nous nous fions encor à votre expérience?
ESCVLAPE.	ECCVLAPE.
Il n’appartient qu’aus Dieux de gouuerner le ſort, Dont l’arrét ſans appel nous condamne à la mort, La Parque à le bien dire ét l’ombre de la vie, Qui de ce noir fantôme ét ſans ceſſe ſuiuie.	Il n'appartient qu'aus Dieux de gouverner le sort, Dont l'arrêt sans appel nous condamne à la mort, La Parque à le bien dire est l'ombre de la vie, Qui de ce noir fantôme est sans cesse suivie.
HILANDRE.	HILANDRE.
Ou plutôt nôtre vie ét vne ombre qui fuit, tirẽt.	Ou plutôt notre vie est une ombre qui fuit, tirent.
Deuant l’œil des mortels autant comme il la ſuit:	Devant l'œil des mortels autant comme il la suit:
ACTE	ACTE
ACTE CINQVIE’ME, SCENE PREMIERE.	ACTE CINQUIE PME, SCÈNE PREMIÈRE.
ELISE SEVLE.	ÉLISE SEULE.
T'HORREVR de ce deſſein encore m’épouuãte,  Le remord du dépuis ſans ceſſe me tourmãte:	T'HORREUR de ce dessein encore m'épouvante, Le remord du depuis sans cesse me tourmante:
Tant de fois, que le iour ie fais reflexion Sur ce tragique effet de mon affection, Ce cuiſant ſouuenir ét pire que les génes, Tout mõ ſang de frayeur ſe glace dãs mes veines, Vne froide ſueur me couure tout le corps, Ie prens vne couleur, qui feroit peur aus morts, De crainte & de terreur ma cheuelure dreſſe, Mes membres tremblotans ſuccombẽt de foibleſſe, Mes ſens ſont en deſordre & mon eſprit confus Appelle à ſoy la mort, & benit ſon refus.	Tant de fois, que le jour ie fais réflexion Sur ce tragique effet de mon affection, Ce cuisant souvenir ét ire que les gènes, Tout ons sang de frayeur se glace dans mes veines, froide sueur me couvre tout le corps, Je prends une couleur, qui ferait peur aus morts, De crainte et de terreur ma cheelure dresse, Mes membres tremblotants succombẽt de faiblesse, Mes sens sont en désordre et mon esprit confus Pelle à soi la mort, et bénit son refus.
Ie crains à tous momans, que la celeſte foudre Tombant deſſus mon chef ne le reduiſe en poudre, Ie penſe pour vanger ce perfide trépas Que la terre ſe doit ouurir deſſous mes pas, Au ſimple petit bruit que fait la feuille émeüe, La frayeur me ſaiſit, & me trouble la veüé:	Je crains à tous moments, que la céleste foudre Tombant dessus mon chef ne le réduise en poudre, Je pense pour venger ce perfide trépas Que la terre se doit ouvrir dessous mes pas, Au simple petit bruit que fait la feuille émue, La frayeur me saisit, et me trouble la veué:
