TAVTE DETI MERMET	TAUTE DETI MERMET
Ne furent pas citez comme vn fort bon Modele:	Ne furent pas cités comme un fort bon Modèle:
cette affection d’vn graue exterieur, Vos Diſcours eternels de Sageſſe, & d’Honneur, Vos mines, & vos cris, aux Ombres d’indecence, Que d’vn mot ambigu;	cette affection d'un grave extérieur, Vos Discours éternels de Sagesse, et d'Honneur, Vos mines, et vos cris, aux Ombres d'indécence, Que d'un mot ambigu;
peut auoir l’innocence;	peut avoir l'innocence;
cette hauteur d’eſtime où vous eſtes de vous, Et ces yeux de pitié, que vous iettez ſur tous;	cette hauteur d'estime où vous êtes de vous, Et ces yeux de pitié, que vous jetez sur tous;
Vos frequentes Leçons, & vos aigres cenſures, Sur des choſes qui ſont innocentes, & pures, Tout cela, ſi ie puis vous parler franchement, Madame, fut blaſmé, d’vn commun Sentiment.	Vos fréquentes Leçons, et vos aigres censures, Sur des choses qui sont innocentes, et pures, Tout cela, si je puis vous parler franchement, Madame, fut blâmé, d'un commun Sentiment.
A quoy bon, diſoient, cette Mine modeſte.	À quoi bon, disaient, cette Mine modeste.
Et ce ſage Dehors, que dément tout le reſte?	Et ce sage Dehors, que dément tout le reste?
Elle eſt, à bien prier, exacte au dernier point, Mais elle bat ſes Gens, & ne les paye point.	Elle est, à bien prier, exacte au dernier point, Mais elle bat ses Gens, et ne les paie point.
Dans tous les Lieux denots, elle étâle vn grand Zele Mais elle met du blanc &, veut paroiſtre belle;	Dans tous les Lieux denots, elle étâle un grand Zèle Mais elle met du blanc et, veut paraître belle;
Elle fait des rableaux couurir les nuditez, Mais elle a de l’amour pour les Realitez.	Elle fait des rableaux couvrir les nudité, Mais elle a de l'amour pour les Realités.
Pour moy, contre chacun, ie pris voſtre defence, Et leur aſſeuray fort, que c’eſtoit Mediſance;	Pour moi, contre chacun, ie pris votre défense, Et leur assurai fort, que c'était Médisance;
Mais tous les Sentimens combatirent le mien, Et leur concluſion fut;	Mais tous les Sentiments combatirent le mien, Et leur conclusion fut;
que vous feriez bien, De prendre moins de ſoin des Actions des autres, Et de vous mettre vn peu, plus en peine des voſtres.	que vous feriez bien, De prendre moins de soin des Actions des autres, Et de vous mettre un peu, plus en peine des vôtres.
Qu’on doit ſe regarder ſoy méme, vn fort long tẽps.	Qu'on doit se regarder soi -même, un fort long temps.
Auant que de ſonger à condamner les Gens;	Avant que de songer à condamner les Gens;
Qu’il faut mettre le poids d’vne vie exemplaire, Dans les Corrections qu’aux autres, on veut faire;	Qu'il faut mettre le poids d'une vie exemplaire, Dans les Corrections qu'aux autres, on veut faire;
Et qu’encor, vaut-il mieux s’en remettre au beſoin, A ceux à qui le Ciel en a commis le Soin.	Et qu'encor, vaut-il mieux s'en remettre au besoin, À ceux à qui le Ciel en a commis le Soin.
Madame, ie vous crois auſſi, trop raiſonnable, Pour ne pas prendre bien, cet auis profitable, Et pour l’attribuer qu’aux mouuemens ſecrets, D’vn zele qui m’attache à tous vos intereſts.	Madame, Seigneur vous crois aussi, trop raisonnable, Pour ne pas prendre bien, cet avis profitable, Et pour l'attribuer qu'aux mouvements secrets, D'ils zèle qui m'attache à tous vos intérêts.
ARSINOE'.	ARSINOE.
A quoy, qu’en reprenant, on ſoit aſſuiettie, Ie ne m’attendolt pas a cette lepartie, Madame, & ie vois bien, parce qu’elle a d’aigreur, Que mon ſincere auis vous a bleſſée au cœur.	À quoi, qu'en reprenant, on soit assuiettie, Je ne m'attendolt pas a cette lépartie, Madame, et et été bien, parce qu'elle a d'aigreur, Que mon sincère au vous a blessée au cœur.
CELIMENE, Au contraire Madame & ſi l’on eſtoit ſage, ces auis mutuels ſeroient mis en vſage;	CELIMENE, Au contraire Madame et si l'on était sage, ces avis mutuels seraient mis en usage;
On détruiroit par là, traitant de bonne foy, ce grand aueuglement, où chacun eſt pour ſoy.	On détruirait par là, traitant de bonne foi, ce grand aveuglement, où chacun est pour soi.
il ne tiendra qu’a vous, qu’auec le melme zele.	il ne tiendra qu'a vous, qu'avec le melme zèle.
Nous ne continüyons ces office fidelle;	Nous ne continuerais ces office fidèle;
Et ne prenions grand ſoin de nous dire, entre nous, ce que nous entendrons, vous de moy moy de vous:	Et ne prenions grand soin de nous dire, entre nous, ce que nous entendrons, vous de mo y de vous:
ARSINOE’.	ARSINOE.
Ah!	Ah!
Madame, de vous, ie ne puis rien entendre;	Madame, de vous, Madame ne puis rien entendre;
c’eſt en moy que l’on peut trouuer fort à reprẽdre.	c'est en moi que l'on peut trouver fort à reprendre.
CELIMENE.	CELIMENE.
Madame, on peut, ie croy, loüer & blaſmer tous, Et chacun a raiſon, ſuiuant l’âge, ou le gouſt:	Madame, on peut, on crois, louer et blâmer tous, Et chacun a raison, suivant l'âge, ou le goût:
Il eſt vne Saiſon pour la Galanterie, Il en eſt vne, auſſi, propre a la Pruderie:	Il est une Saison pour la Galanterie, Il en est une, aussi, propre à la Pruderie:
On peut, par Politique, en prendre le party, Quand de nos ieunes ans, l’eclat eſt amorty;	On peut, par Politique, en prendre le parti, Quand de nos jeunes ans, l'éclat est amorti;
Cela ſert à couurir de fâcheuſes diſgraces.	Cela sert à couvrir de fâcheuses disgrâces.
Ie ne dis pas, qu’vn iour, ie ne ſuiue vos traces.	Je ne dis pas, qu'Han nour, on ne suive vos traces.
L’Age amenera tout, & ce n’eſt pas le temps.	L'Age amènera tout, et ce n'est pas le temps.
Madame, cõme on ſçait, d’eſtre Prude à vingt ans,	Madame, comme on sait, d'être Prude à vingt ans,
ARSINOE'.	ARSINOE.
Certes, vous vous targuez d’vn bien foible Auãtage, Et vous faites ſonner, terriblement, voſtre Age:	Certes, vous vous targuez d'un bien faible Avantage, Et vous faites sonner, terriblement, votre Age:
Ce que, de plus que vous, on en pourroit auoir, N’eſt pas vn ſi grand cas pour s’en tant preualoir;	Ce que, de plus que vous, on en pourrait avoir, N'est pas un si grand cas pour s'en tant prévaloir;
Et ie ne ſçay pourquoy, voſtre Ame, ainſi, s’emporte, Madame, à me pouſſer de cette étrange ſorte?	Et petit ne sais pourquoi, votre Âme, ainsi, s'emporte, Madame, à me pousser de cette étrange sorte?
CELIMENE.	CELIMENE.
Et moy, ie ne ſçay pas Madame auſſi pourquoy, On vous void, en tous Lieux vous déchainer ſut moy, Faut-il de vos chagrins, sãs ceſſe, à moy vous prẽdre?	Et moi, Seigneur ne sais pas Madame aussi pourquoi, On vous voit, en tous Lieux vous déchaîner sut moi, Faut-il de vos chagrins, sans cesse, à moi vous prendre?
Et puis-je mais des Soins qu’on ne va pas vous rédre?	Et puis-je mais des Soins qu'on ne va pas vous rédre?
Si ma Perſonne, aux Gens inſpire de l’amour, Et ſi l’on continuë à m’offrir, chaque iour, Des vuux que vont euur peut mounaiter tud m’oitc Ie n’y ſçautois que faire, & ce n’eſt pas ma faute;	Si ma Personne, aux Gens inspire de l'amour, Et si l'on continue à m'offrir, chaque jour, Des vuux que vont eut peut mounaiter tud m'aitc Je n'y sautais que faire, et ce n'est pas ma faute;
Vous auez le Champ l'bre, & ie n’empeſche pas, Que pour les attirer, vous n’ayez des Appas.	Vous avez le Champ l'bre, et ie n'empêche pas, Que pour les attirer, vous n'ayez des Appas.
ARSINOE'.	ARSINOE.
Helas!	Hélas!
& croyez-vous que l’on ſe mette en peine De ce nombré d’Amans dont vous faites la vaine:	et croyez-vous que l'on se mette en peine De ce nombré d'Amants dont vous faites la vaine:
Et qu’il ne nous ſoit pas fott aisé de iuger, A quel prix, auiourd’huy, l’on peut les engager?	Et qu'il ne nous soit pas fott aisé de juger, A quel prix, aujourd'hui, l'on peut les engager?
Penſez vous faire croire;	Pensez -vous faire croire;
à voir comme tout roule, Que voſtre ſeul Merite attire cetre foule?	à voir comme tout roule, Que votre seul Mérite attire cetre foule?
Qu’ils ne brûlẽt pour vous, que d’vn hõneſte amour, Et que, pour vos Vertus, ils vous font tous la Cours	Qu'ils ne brûlent pour vous, que d'un honnête amour, Et que, pour vos Vertus, ils vous font tous la Cours
On ne s’aueugle point par des vaines défaites, Le Monde n’eſt point Dupe, & i’en vo id qui sõt faites A pouuoir inſpirer de tendres Sentimens.	On ne s'aveugle point par des vaines défaites, Le Monde n'est point Dupe, et j'en vo id qui sont faites A ouvoir inspirer de tendres Sentiments.
Qui chez elles, pourtant, ne fi xent point d’Amans;	Qui chez elles, pourtant, ne fi xent point d'Amands;
Et de là nous pouuons tirer des conſequences Qu’on n’aquiert point leurs cœurs, ſans de grandes auances?	Et de là nous pouvons tirer des conséquences Qu'on n'aquiert point leurs cœurs, sans de grandes avances?
Qu’aucun, pour nos beaux yeux n’eſt nôtre Soûpirãt, Et qu’il faut acheter tous les Soins qu’on nous rend.	Qu'aucun, pour nos beaux yeux n'est notre Soupirant, Et qu'il faut acheter tous les Soins qu'on nous rend.
Ne vous enflez, donc, point d’vne ſi grande gloire, Pour les petits Brillans d’vne foible Victoire;	Ne vous enflez, donc, point d'une si grande gloire, Pour les petits Brillants d'une faible Victoire;
Et corrigez, vn peu l’orgüeil de vos Appas, De traiter, pour cela les Gens de haut en bas.	Et corrigez, un peu l'orgueil de vos Appas, De traiter, pour cela les Gens de haut en bas.
Si nos yeux enuioient les Conqueſtes des voſtres, le penre uopcaut faire comme les autres.	Si nos yeux enviaient les Conquêtes des vôtres, le penre opcaut faire comme les autres.
Ne ſe point menager, & vous rane bien Voir, Que l’on a des Amans, quand on en veut avoir.	Ne se point ménager, et vous rane bien Voir, Que l'on a des Amants, quand on en veut avoir.
CELIMENE.	CELIMENE.
Ayez-en donc, Madame, & voyons cette Affaire, Par ce rare Secret, efforcez-vous de plaire:	Ayez-en donc, Madame, et voyons cette Affaire, Par ce rare Secret, efforcez-vous de plaire:
Et ſans.	Et sans.
ARSINOE'.	ARSINOE.
Briſons, Madame, vn pareil Entretien, Il pouſſeroit trop loin voſtre Eſprit, & le mien :	Brisons, Madame, un pareil Entretien, Il pousserait trop loin votre Esprit, et le mien :
Et i’aurois pris, déja, le congé qu’il faut prendre, Si mon Caroſſe, encore, ne m’obligeoit d’attendre.	Et j'aurais pris, déjà, le congé qu'il faut prendre, Si mon Carosse, encore, ne m'obligeait d'attendre.
CELIMENE.	CELIMENE.
Autant qu’il vous plaira, vous pouuez arreſter, Madame, & là-deſſus, rien ne doit vous haſter:	Autant qu'il vous plaira, vous pouvez arrêter, Madame, et là-dessus, rien ne doit vous hâter:
Mais, ſans vous fatiguer de ma ceremonie, Ie m’en vais vous donner meilleure Compagnie;	Mais, sans vous fatiguer de ma cérémonie, Je m'en vais vous donner meilleure Compagnie;
Et Monſieur, qu’à propos, le Hazard fait venir, Remplira mieux ma place à vous entretenir.	Et Monsieur, qu'à propos, le Hasard fait venir, Remplira mieux ma place à vous entretenir.
Alceſte il faut que i’aille écrire vn mot de Lettre, Que ſans me faire tort ie ne ſçaurois remetre;	Alceste il faut que j'aille écrire un mot de Lettre, Que sans me faire tort toujours ne saurais remetre;
ſoyez auec Madame, elle aura la bonté D’excuſer, aiſément, mon inciuilité.	soyez avec Madame, elle aura la bonté D'excuser, aisément, mon incivilité.
SCENE V.	SCÈNE V.
ACASTE, ARSINOE,	ACASTE, ARSINOE,
ARSINOE'.	ARSINOE.
y Ous voyez, elle veut que ie vous entretienne V Attendãt vn moment, que mon Caroſſe vienne, Et iamais tous ſes ſoins ne pouuoit m’offrir rien, Qui me fut plus charmant, qu’vn pareil Entretien.	y Ous voyez, elle veut que je vous entretienne V Atendant un moment, que mon Carosse vienne, Et jamais tous ses soins ne pouvait m'offrir rien, Qui me fut plus charmant, qu'un pareil Entretien.
En verité, les Gens d’vn Merite ſublime.	En vérité, les Gens d'une Mérite sublime.
Entrainent de chacun, & l’amour, & l’eſtime;	Entrainent de chacun, et l'amour, et l'estime;
Et le voſtre, ſans doute a des Charmes ſecrets, Qui font entrer mon cœur dans tous vos intereſts, le voudrois que la Cour, par vn regard propice, A ce que vous valez, rendiſt plus de juſtice:	Et le vôtre, sans doute a des Charmes secrets, Qui font entrer mon cœur dans tous vos intérêts, le voudrais que la Cour, par un regard propice, À ce que vous valez, rendît plus de justice:
Vous auez à vous plaindre & ie ſuis en courroux, Quãd ie voy, chaque jour, qu’õ ne fait riẽ pour vous.	Vous avez à vous plaindre et ie suis en courroux, Quand ie voy, chaque jour, qu'on ne fait rion pour vous.
e ne ſs.	Je ne ss.
Moy, Madame!	Moi, Madame!
& ſurquoy pourrois-je en riẽ prétẽdre?	et surquoi pourrais-je en rienne prétẽdre?
Quel Seruice, à l’Eſtat eſt ce qu’on m’a veu rendre?	Quel Service, à l'État est ce qu'on m'a vu rendre?
Qu’ay je fait, s’il vous plaiſt, de ſi brillant de ſoy, Pour me plaindre à la cour, qu’õ ne fait riẽ pour mois	Qu'ai je fait, s'il vous plaît, de si brillant de soi, Pour me plaindre à la cour, qu'en ne fait rien pour mois
ARSINOE’'.	ARSINOE'.
Tous ceux, ſur qui la Cour iette des yeux propices, N’ont pas, touſiours, rendu de ces fameux Seruices;	Tous ceux, sur qui la Cour jette des yeux propices, N'ont pas, toujours, rendu de ces fameux Services;
E ij Il faut l’Occaſion, ainſi que le Pouuoir:	 Ej Il faut l'Occasion, ainsi que le Pouvoir:
Et le Merite, enfin, que vous nous faites voir, Deutolt.	Et le Mérite, enfin, que vous nous faites voir, Deutolt.
ALCESTE.	ALCESTE.
Mon Dieu!	Mon Dieu!
laiſſons mon Mérite, de grace, De quoy voulez-vous, là que la Cour s’embaraſſe?	laissons mon Mérite, de grâce, De quoi voulez-vous, là que la Cour s'embarrasse?
Elle auroit fort à faire, & ſes ſoins ſetoient grands, D’auoir à deterrer le Merite des Gens.	Elle aurait fort à faire, et ses soins sétaient grands, D'avoir à déterrer le Mérite des Gens.
ARSINOE’.	ARSINOE.
Vn merite éclatant ſe deterre luy-méme;	Un mérite éclatant se déterre lui-même;
Du voſtre, en bien des lieux, ont fait vn cas extreme;	Du votre, en bien des lieux, ont fait un cas extrême;
Et vous ſçaurez de moy:	Et vous saurez de moi:
qu’ẽ deux fort bõs endroits, Vous fûtes hier, loüé par des Gens d’vn grẽd poids.	qu'en deux fort biens endroits, Vous fûtes hier, loüé par des Gens d'ils grẽd poids.
ALCESTE.	ALCESTE.
Eh!	Eh!
Madame, l’on louë, auiourd’huy, tout le Monde, Et le Siecle par là, n’a rien qu’on ne confonde;	Madame, l'on loue, aujourd'hui, tout le Monde, Et le Siècle par là, n'a rien qu'on ne confonde;
Tout eſt d’vn grand merite également;	Tout est d'un grand mérite également;
doüé, Ce n’eſt plus vn Honneur, que de ſe voir loüé;	doué, Ce n'est plus un Honneur, que de se voir loué;
D’eloges, on regorge;	D'éloges, on regorge;
à la teſte, on les iette.	à la tête, on les jette.
Et mon Valet de Chambre eſt mis dans la Gazette.	Et mon Valet de Chambre est mis dans la Gazette.
ARSINOE'.	ARSINOE.
mieux	mieux
Pout moy, ie voudrois bién, que pour vous montrer Vne Charge, à la Cout, vous pût fraper les yeux:	Pout moi, on voudrais bièn, que pour vous montrer Une Charge, à la Cout, vous pût frapper les yeux:
Four peu que d’y soger, vous nous faſſiez lel mines;	Four peu que d'y souger, vous nous fassiez lel mines;
On peut pour vous ſeruir, remüer des Machines;	On peut pour vous servir, remuer des Machines;
Et i’ay des Cẽs en main, que i’emploiray pour vous, Qui vous feront, à tous, vn chemin aſſez doux.	Et j'ai des Ciens en main, que j'emploirai pour vous, Qui vous feront, à tous, un chemin assez doux.
ALCESTE Et que voudriez vous, Madame que i’y fiſſe!	ALCESTE Et que voudriez -vous, Madame que j'y fisse!
L’humeur dõt ie me ſens, veut que ie m’en baoniſſe;	L'humeur dont ie me sens, veut que . m'en baonisse;
Le Ciel ne m’a point fait, en me donnant le lour, Vne Ame compâtible auec l’Air de la Cour.	Le Ciel ne m'a point fait, en me donnant le lour, Âme compattible auec l'Air de la Cour.
Ie ne me trouue point les Vertus neceſſaires Pour y bien reüſſir, & faire mes affaires.	Je ne me trouve point les Vertus nécessaires Pour y bien réussir, et faire mes affaires.
eſtre franc & ſincere, & mon plus grand Talent, Ie ne ſçais point ioüer les Hommes en parlant;	être franc et sincère, et mon plus grand Talent, Je ne sais point jouer les Hommes en parlant;
Et qui n’a pas le don de cacher ce qu’il penſe, Doit faire, en ce Pays, fort peut de reſidence.	Et qui n'a pas le don de cacher ce qu'il pense, Doit faire, en ce Pays, fort peut de résidence.
Hors de la Cour, ſans doute;	Hors de la Cour, sans doute;
on n’a pas cet appuy, Et ces Titres d’Honneur, qu’elle donne auiour d’huy Mais on n’a pas auſſi, perdant ces Auantages.	on n'a pas cet appui, Et ces Titres d'Honneur, qu'elle donne aujour d'hui Mais on n'a pas aussi, perdant ces Avantages.
Le chagrin de ioüer de forts ſots Perſonnages.	Le chagrin de jouer de forts sots Personnages.
On n’a point à ſouffrir mille rebuts cruels, On n’a point à loüer les Vers de Meſſieurs Tels.	On n'a point à souffrir mille rebuts cruels, On n'a point à louer les Vers de Messieurs Tels.
A donner de l’Encens à Madame vne Telle, Et de nos frans Marquis, eſſuyer la ceruelle.	À donner de l'Encens à Madame une Telle, Et de nos frans Marquis, essuyer la cervelle.
ARSINOE’.	ARSINOE.
Laiſſons, puis qu’il vous plaiſt, ce Chapitre de Cour Mais il faut que mon cœur vous plaigne en voſtre amour;	Laissons, puis qu'il vous plaît, ce Chapitre de Cour Mais il faut que mon cœur vous plaigne en votre amour;
