A v	À v
La beſte ne ſent point peſte, guerre, ou famine, Le remors d’vn forfait en ſon corps ne la mine, Elle ignore le mal pour en auoir la peur, Ne cognoit point l’effroy de l’Acheron trompeur, Elle a la teſte baſſe, & les yeux contre terre, Plus prés de ſon repos, & plus loin du tonnerres L’ombre des trépaſſeZ n’aigrit ſon ſouuenir, On ne voit à ſa mort le deſeſpoir venir:	La bête ne sent point peste, guerre, ou famine, Le remors d'un forfait en son corps ne la mine, Elle ignore le mal pour en avoir la peur, Ne connaît point l'effroi de l'Acheron trompeur, Elle a la tête basse, et les yeux contre terre, Plus prés de son repos, et plus loin du tonnerres L'ombre des trépassez n'aigrit son souvenir, On ne voit à sa mort le désespoir venir:
Elle compte ſans bruit, & loin de toute enuie, Le terme dont nature a limité ſa vie, Donne la nuict paiſible au charme du ſommeil, Et tous les iours s’égaye aux clartez du Soleil.	Elle compte sans bruit, et loin de toute envie, Le terme dont nature a limité sa vie, Donne la nuit paisible au charme du sommeil, Et tous les jours s'égaie aux clartés du Soleil.
Franche de paſſions, & de tant de trauerſes, Qu'on voit au changement de nos humeurs diuerſes, Ce que veut mon caprice, à ta raiſon déplaiſt, Ce que tu trouues beau, mon œil le trouue laid:	Franche de passions, et de tant de traverses, Qu'on voit au changement de nos humeurs diverses, Ce que veut mon caprice, à ta raison déplaît, Ce que tu trouvez beau, mon œil le trouve laid:
Vn meſme train de vie au plus conſtant n’agree, La profane nous fache autant que la ſacree.	Un même train de vie au plus constant n'agrée, La profane nous fache autant que la sacrée.
Ceux qui dans les bourbiers des vices empeſchez Ne ſuiuent que le mal, n’ayment que les pechez, Son triſtes bien ſouuent, & ne leur eſt poſſible De conſommer vne heure en volupté paiſible.	Ceux qui dans les bourbiers des vices empêchés Ne suivent que le mal, n'aiment que les péchés, Son tristes bien souvent, et ne leur est possible De consommer une heure en volupté paisible.
Le plus libre du monde eſt eſclaue à ſon tour, Souuent le plus barbare eſt ſubiet à l’Amour:	Le plus libre du monde est esclave à son tour, Souvent le plus barbare est sujet à l'Amour:
Et le plus patient que le Soleil éclaire Se trouue quelquefeis emporté de colere.	Et le plus patient que le Soleil éclaire Se trouve quelquefis emporté de colère.
Comme Saturne laiſſe & prend vne ſaiſon, Noſtre eſprit abandonne & reçoit la raiſon, Ie ne ſçay quelle humeur nos volontez maiſtriſe, Et de nos paſſions eſt la certaine criſe:	Comme Saturne laisse et prend un saison, Notre esprit abandonne et reçoit la raison, Je ne sais quelle humeur nos volontés maîtrise, Et de nos passions est la certaine crise:
Ce qui ſert auiourd’huy nous doit nuire demain, On ne tient le bon-heur iamais que d’vne main:	Ce qui sert aujourd'hui nous doit nuire demain, On ne tient le bonheur jamais que d'une main:
Le deſtin inconſtans ſans y penſer oblige, Et nous faiſant du bruit ſouuent il nous afflige:	Le destin inconstants sans y penser oblige, Et nous faisant du bruit souvent il nous afflige:
Les riches plus contans ne ſe ſçaroient guerir De la crainte de perdre & du ſoin d’aquerir.	Les riches plus contants ne se séparaient guérir De la crainte de perdre et du soin d'aquérir.
Noſtre deſir changeant ſuit la courſe de l’âge, Tel eſt graue & peſant qui fut iadis volage, Et ſa maſſe caduque eſclaue du repos N’ayme plus qu’a réuer hayt le ioyeux propos.	Notre désir changeant suit la course de l'âge, Tel est grave et pesant qui fut jadis volage, Et sa masse caduque esclaue du repos N'aime plus qu'a réuer hait le joyeux propos.
Vne ſalle vieilleſſe en déplaiſir confite.	Une salle vieillesse en déplaisir confite.
Qui touſiours ſe chagrine, & tonſiours ſe dépite, Voit tout à contre-cœur, & ſes membres caſſez Se rongent de regret de ſes plaiſirs paſſez.	Qui toujours se chagrine, et tonsjours se dépite, Voit tout à contrecœur, et ses membres cassez Se rongent de regret de ses plaisirs passez.
Veut trainer noſtre enfence à la fin de la vie, De meſme ſang boüillant veut étouffer l’enuie.	Veut trainer notre enfence à la fin de la vie, De même sang bouillant veut étouffer l'envie.
Vn vieil pere reueur aux nerfs tous refroidis Sans plus ſe ſouuenir quel il eſtoit iadis, Alors que l’impuiſſance eſteint ſa conuoitiſe, Veut que noſtre bon ſens reuere ſa ſottiſe, Que le ſang genereux eſtouffe ſa vigueur,	Un vieil père rêveur aux nerfs tous refroidis Sans plus se souvenir quel il était jadis, Alors que l'impuissance éteint sa convoitise, Veut que notre bon sens révère sa sottise, Que le sang généreux étouffe sa vigueur,
Et qu’vn eſprits né ſe plaiſe à la igeur.	Et qu'un esprits né se plaise à la igeur.
Il nous veut attacher nos paſſions humaines Que ſont malade eſprits ne iuge pas bien ſaines, Soit par rebellion, ou bien par vne erreur, Ces repreneurs facheux me ſont tous en horreur:	Il nous veut attacher nos passions humaines Que sont malade esprits ne juge pas bien saines, Soit par rébellion, ou bien par une erreur, Ces repreneurs fâcheux me sont tous en horreur:
I’approuue qu’vn chacun ſuiue en tout la nature, Sont empire eſt plaiſant, & ſa loy n’est pas dure:	J'approuve qu'un chacun suive en tout la nature, Sont empire est plaisant, et sa loi n'est pas dure:
Ne ſuiuant que ſont trait iuſqu’au dernier moment, Meſmes dans le mal-heurs on paſſe heureuſement.	Ne suivant que sont trait jusqu'au dernier moment, Mêmes dans le malheurs on passe heureusement.
Iamais mon iugement ne trouuera blâmable Celuy la qui s’attaches à ce qu’il trouue aymable, Qui dans l’eſtat mortel tient tout indifferent, Auſſi bien meſme fin à l’Acheron nous rend:	Jamais mon jugement ne trouvera blâmable Celui la qui s'attaches à ce qu'il trouve aimable, Qui dans l'état mortel tient tout indifférent, Aussi bien même fin à l'Acheron nous rend:
La barque de Charon à tous inevitable, Non plus que le méchant ne pargne l’équitable.	La barque de Charon à tous inévitable, Non plus que le méchant ne pargne l'équitable.
Iniuſte Nautonnier, helas!	Injuste Nautonnier, hélas!
pour quoy ſers-tu Auec meſme auiron le vice & la vertu?	pour quoi sers-tu Avec même aviron le vice et la vertu?
Celuy qui dans les biens a mis toute ſa ioye, Et dont l’eſprit auare aprés largent aboye, Ou qu’il tourne la terre en defendant la mer, Ses nauires iamais ne puiſſent abyſmer:	Celui qui dans les biens a mis toute sa joie, Et dont l'esprit avare après largent aboie, Ou qu'il tourne la terre en défendant la mer, Ses navires jamais ne puissent abîmer:
L’autre qui rien du tout que les grandeurs ne priſe, Et qu’vn vif aguillon de vanité maiſtriſe.	L'autre qui rien du tout que les grandeurs ne prise, Et qu'un vif aguillon de vanité maîtrise.
Soit tous-jours bien paré, meſure tous ſes pas, S’imagine en ſoy meſme eſtre ce qu’iln’eſt pas, Qu’il faſſe voir vn ſceptre à ſon ame aueuglee, Et ſon ambition ne ſoit iamais reiglee:	Soit tousjours bien parle, mesure tous ses pas, S'imagine en soi même être ce qu'iln'est pas, Qu'il fasse voir un sceptre à son âme aueuglee, Et son ambition ne soit jamais reiglee:
Ceſtuy-cy veut pourſuiure vn vain tilire de vent Qui pour nous maintenir nous perd le plus ſouuenta Il s’attache a l’honneur, ſait ce deſtin ſeuere, Qu’vne ſotte couſtume ignoramment reuere:	Cestuy-cy veut poursuivre un vain tilire de vent Qui pour nous maintenir nous perd le plus souventa Il s'attache à l'honneur, sait ce destin sotte, Qu'une sotte coutume ignoramment révère:
De ſa condition ie priſe le bonheur, Et trouue qu'il fait bien de mourir pour l'honneur,	De sa condition Prince prise le bonheur, Et trouve qu'il fait bien de mourir pour l'honneur,
Un eſprit enragé qui voudroit en guerre Pour ſon contentement, & le Ciel & la terre, Ne reſpire brutal que la flame & le fer, Et qui croit que ſon ombre eſtonnera l’enfer, Qu’il employe au carnage, & la force & les charmes, Et ſon corps nuict & iour ne ſoit veſtu que d’armes;	Un esprit enragé qui voudrait en guerre Pour son contentement, et le Ciel et la terre, Ne respire brutal que la flamme et le fer, Et qui croit que son ombre étonnera l'enfer, Qu'il emploie au carnage, et la force et les charmes, Et son corps nuit et jour ne soit vêtu que d'armes;
Vne ſauuage humeur qui dans l’horreur des bois Des chiens auec le cor anime les abois.	Une sauvage humeur qui dans l'horreur des bois Des chiens avec le cor anime les abois.
Son deſſein innocent heureuſement pourſuiueEt la tranquillité de ceſte peine oyſiue:	Son dessein innocent heureusement poursuiveEt la tranquillité de cette peine oisive:
Qu’il trauaille fans ceſſe à broſſer les foreſts Et iamais le butin n’échape de ſes rets.	Qu'il travaille sans cesse à brosser les forêts Et jamais le butin n'échappe de ses rets.
Celuy d’vne beauté d’iné uitable amorce Retient dans ſes liens plus de gré que de force, Qu’il ſe flatte en ſa peine, & tâche à prelonger Les ſoucis qui le vont ſi doucement ronger, Qu’il perde rarement l’obiect de ce viſages Ne détourne iamais ſon cœur de ceſte image, Ne ſe ſouuienne plus du ieu, ny de la Cour, N’adore aucun des Dieux qu’aprés celuy d’Amour, N’ayme rien que ce ioug, & touſiours s’eſtudie A tenir en humeur ſa chere maladie, Ne ſe trouble iamais d’aucun ſoupçon ialoux, Se moque des acqueſts d’vn impuiſſant époux, Qu’il ſe trouue allegé par la moindre careſſe Des fers les plus peſans dont ſa rigueur le preſſe, Sauue les mouuemens de ſes affections, Ne tache de brider iamais ſes paſſions.	Celui d'une beauté d'iné uitable amorce Retient dans ses liens plus de gré que de force, Qu'il se flatte en sa peine, et tâche à prlonger Les soucis qui le vont si doucement ronger, Qu'il perde rarement l'objet de ce visages Ne détourne jamais son cœur de cette image, Ne se souvienne plus du jeu, ni de la Cour, N'adore aucun des Dieux qu'après celui d'Amour, N'aime rien que ce joug, et toujours s'étudie A tenir en humeur sa chère maladie, Ne se trouve iamais aucun soupçon plu, Se moque gra n impuissant époux, il se trou blé par la m ais D' a les sou péans dont sa rigueur le presse, Se les mouuemens de ses ur, J' ests d' est pas que passions.
Si tu veux reſiſter, l’Amour te ſera pire, Et ta rebellion eſtendra ſon empire:	Si tu veux résister, l'Amour te sera pire, Et ta rébellion étendra son empire:
Amour a quelque but, quelque temps de durer, Que noſtre entendement ne peut pas meſurer:	Amour a quelque but, quelque temps de durer, Que notre entendement ne peut pas mesurer:
C'eſt vn fiéureux touruent, que ti umanunn namulime, Luy	C'est un fiévreux tourvent, que ty umanunn namulime, Lui
Luy donne des accez, & de glace & de flâme, S’attache à nos eſprits, comme la fieure au corps, Iuſqu'a ce que l’humeur en ſoit toute dehors.	Lui donne des accès, et de glace et de flamme, S'attache à nos esprits, comme la fièvre au corps, Jusqu'a ce que l'humeur en soit toute dehors.
Coutre ſes long effoets lu reſiſtance eſt vaine, Qui ne peut l’éni er il doit aymer ſa peine.	Coutre ses long effets lu résistance est vaine, Qui ne peut l'éni er il doit aimer sa peine.
L'ſclaue patient n’eſt qu’a demy dompté, Il veut a ſa co trainte vnir ſa volonté, Le Sanglier enragé, qui d’vne de at pointuë Dans ſon goſier ſanglant mort l’épieu qui le tue, Se nuit pour ſe defendre, & d’vn aueugle effort Se trauaille luy meſuie & ſe donne la moct.	L'sclave patient n'est qu'a demi dompté, Il veut à sa co trainte unir sa volonté, Le Sanglier enragé, qui d'une de at pointue Dans son gosier sanglant mort l'épieu qui le tue, Se nuit pour se défendre, et d'un aveugle effort Se travaille toujours mesuie et se donne la moct.
Ainſi l’homme ſouuent, s’obſtine à ſe détruire, Et de ſa propre main il prend peine a ſe nuire.	Ainsi l'homme souvent, s'obstine à se détruire, Et de sa propre main il prend peine à se nuire.
Celuy qui de nature, & de l’amour des Cieux, Entrant en la lumiere eſt né moins vicieux, Lors que plus ſon genie aux vertus le conuie, Il force ſa nature, & fait tout autre vie.	Celui qui de nature, et de l'amour des Cieux, Entrant en la lumière est né moins vicieux, Lors que plus son génie aux vertus le convie, Il force sa nature, et fait tout autre vie.
Imitatur d’autruy ne ſuit plus ſes humeurs, S’égare pour plaiſir du train des bonnes mœurs, S’il eſt né liberal, au diſcours d’vn anare, Il tachera d’éteindre vne vertu ſi rare;	Imitatur d'autrui ne suit plus ses humeurs, S'égare pour plaisir du train des bonnes mœurs, S'il est né libéral, au discours d'un anare, Il tachera d'éteindre une vertu si rare;
Si ſon eſprit eſt haut, il le veut faire bas, S’il eſt propre à l’eſtude, il parle de combats.	Si son esprit est haut, il le veut faire bas, S'il est propre à l'étude, il parle de combats.
Ie croy que les deſtins ne font venir perſonne En l’eſtre des mortels qui n’ay l’ame aſſeZ bonne:	Je crois que les destins ne font venir personne En l'être des mortels qui n'ai l'âme assez bonne:
Mais on la vient corrompre, & le celeſte feu Qui luit à ta raiſon ne nous dure que peu:	Mais on la vient corrompre, et le céleste feu Qui luit à ta raison ne nous dure que peu:
Car l’imitation rompt noſtre bonne trame, Et touſiours chez autruy fait demeurer noſtre ame, Ie penſe que chacun auroit aſſez d’eſprit, Suiuant le libre train que Nature preſcrit.	Car l'imitation rompt notre bonne trame, Et toujours chez autrui fait demeurer notre âme, Je pense que chacun aurait assez d'esprit, Suivant le libre train que Nature prescrit.
A qui ne ſçait farder, ny le cœur, ny la face, L’impertinence meſme a ſouuent bonne grace, 236 Oeuures Poëtiques Qui ſuiura ſun Genie, & gardera ſa foy Pour viure bien-heureux, il viura comme moy.	À qui ne sait farder, ni le cœur, ni la face, L'impertinence homme a souvent bonne grâce, 236 Oeuures Poètiques Qui suivra sun Génie, et gardera sa foi Pour vivre bienheureux, il vivra comme moi.
